OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
236363;08;1;18;073;2021;08;20;5;3;4;6;1;0;0;0;0;0;0;497050,853426530666184;5421756,640025899745524;8,959720783000023;48,948725450000040;08210819118600142750;0
236364;08;1;21;000;2021;08;16;5;3;0;1;1;0;0;0;0;0;0;518142,271541193709709;5441447,863726533949375;9,248665962000075;49,125598246000038;08210819121200118830;0
236365;08;2;21;000;2021;08;01;5;3;9;1;1;0;0;0;0;2;0;477693,195362318481784;5473433,642506357282400;8,692470737000065;49,413175384000056;08210819221300152680;0
236366;08;3;17;089;2021;08;10;5;3;0;7;1;0;0;0;0;0;0;431538,910362562513910;5374055,439611364156008;8,072950770000034;48,515878025000063;08210819317100119180;0
236367;08;3;17;001;2021;08;14;5;2;7;7;1;0;0;0;0;0;0;431908,240044776466675;5384714,064708335325122;8,076206763000073;48,611793930000033;08210819317100132770;0
236368;08;1;15;013;2021;08;16;6;3;5;3;1;1;0;0;0;0;0;493577,366164971841499;5389663,868992560543120;8,912782269000047;48,659995358000060;08210820115100150100;0
236369;08;1;18;048;2021;08;17;6;3;0;1;1;0;0;0;0;0;0;516074,314768617157824;5418682,735061978921294;9,219419719000030;48,920871785000031;08210820118400124360;0
236370;08;3;27;050;2021;08;16;6;3;6;6;1;0;1;0;0;0;0;485763,807626976980828;5314537,706520193256438;8,809213827000065;47,983983835000060;08210820327100137650;0
236371;08;4;17;031;2021;08;19;6;2;0;1;1;0;0;0;0;0;0;495492,861237245029770;5356554,602637819945812;8,939151865000042;48,362148620000028;08210820417300122740;0
236372;08;4;37;044;2021;08;19;6;3;5;3;1;1;0;0;0;0;0;533132,766013541026041;5323377,748349156230688;9,444706326000073;48,062816883000039;08210820437100143600;0
236373;08;1;18;048;2021;08;18;7;2;0;1;1;0;0;0;0;0;0;514808,709445343236439;5418672,913003777153790;9,202143547000048;48,920815001000051;08210821118000144830;0
236374;08;1;26;072;2021;08;13;7;3;0;7;1;0;0;0;0;0;0;538057,980157536687329;5465608,106909901835024;9,523924016000024;49,342006053000034;08210821126100136340;0
236375;08;2;21;000;2021;08;17;7;3;0;7;1;0;0;0;0;0;0;477425,264855495886877;5471704,207399354316294;8,688875322000058;49,397609494000051;08210821221400136740;0
236376;08;3;15;014;2021;08;16;7;3;0;7;1;0;0;0;0;0;0;414349,650531623046845;5306162,101510253734887;7,853940408000028;47,903065471000048;08210821311010125160;0
236377;08;3;11;000;2021;08;16;7;3;0;7;1;0;0;0;0;0;0;409284,123475922620855;5318954,646066658198833;7,783476601000075;48,017440885000042;08210821311010146230;0
236378;08;3;35;026;2021;08;20;7;3;0;1;1;0;0;0;0;1;0;479714,540585757116787;5282293,716041305102408;8,729656783000053;47,693710425000063;08210821911081137420;0
236379;08;2;12;000;2021;08;17;1;3;5;2;1;1;0;0;0;0;0;458694,551533456076868;5428250,008230648934841;8,435208084000067;49,005762271000037;08210822212010152520;1
236380;08;4;15;050;2021;08;17;2;3;0;7;1;0;0;0;0;0;0;522007,074088074848987;5375121,189628817141056;9,298077927000065;48,528812876000075;08210823415100131630;0
236381;08;1;11;000;2021;08;18;3;3;6;6;1;0;1;0;0;0;0;512487,279700911836699;5403160,471410363912582;9,169982418000075;48,781319204000056;08210824111500133250;0
236382;08;4;25;020;2021;08;11;3;3;0;7;1;0;0;0;0;0;0;560517,265966462553479;5364422,952379639260471;9,818097812000076;48,430044730000077;08210824117010154880;0
236383;08;2;26;031;2021;08;17;3;3;8;1;1;0;0;0;0;0;0;473690,391979332431220;5493057,783482208848000;8,635980746000030;49,589527754000073;08210824226600156050;0
236384;08;2;26;010;2021;08;19;3;3;9;6;1;0;0;0;0;0;0;482950,405354792717844;5457939,280891817063093;8,765610629000037;49,273973596000076;08210824226700155450;0
236385;08;3;11;000;2021;08;17;3;3;4;6;1;0;0;0;0;0;0;414224,004139544267673;5315827,876476689241827;7,850332706000074;47,989996782000048;08210824311010135620;0
236386;08;3;16;011;2021;08;18;3;3;3;2;1;0;0;0;0;0;0;414518,642768647405319;5327129,499335367232561;7,852024249000067;48,091697929000077;08210824316100167350;0
236387;08;4;17;002;2021;08;21;3;3;4;6;1;0;0;0;0;2;0;489380,895236970623955;5344690,414055330678821;8,856936774000076;48,255337155000063;08210824417200144700;0
236388;08;1;16;011;2021;08;12;4;2;3;6;1;0;0;0;0;0;0;529584,964274249039590;5382930,778710986487567;9,401270828000065;48,598757069000044;08210825116500156970;0
236389;08;1;19;091;2021;08;12;4;3;0;7;1;0;0;0;0;0;0;528028,194138104678132;5405938,249841643497348;9,381718254000077;48,805801255000063;08210825119400134490;0
236390;08;3;11;000;2021;08;18;4;3;4;6;1;0;0;0;0;0;0;410851,649111868755426;5315313,544546936638653;7,805249357000037;47,984909009000035;08210825311300162880;0
236391;08;3;36;104;2021;08;11;4;2;0;1;1;0;0;0;0;0;0;403387,459029584366363;5291761,168271497823298;7,710509469000044;47,771969410000054;08210825336400133650;0
236392;08;4;15;014;2021;08;16;4;3;2;6;1;0;0;0;0;0;0;524055,679944759351201;5375690,838631063699722;9,325857992000067;48,533862370000065;08210825415100163000;0
236393;08;4;35;016;2021;08;11;4;2;5;3;1;0;0;0;0;0;0;535554,427925809985027;5278326,284061023965478;9,473503238000035;47,657354068000075;08210825435100147950;0
236394;08;1;18;051;2021;08;16;5;3;3;6;1;0;0;0;1;0;0;509638,915534078550991;5412710,230126986280084;9,131433793000042;48,867278236000061;08210826118300158270;0
236395;08;3;11;000;2021;08;08;5;3;5;3;1;0;0;0;0;0;0;410154,324190881918184;5315475,776706260628998;7,795872113000030;47,986270751000063;08210826311010148270;0
236396;08;3;16;037;2021;08;04;5;3;5;3;1;0;0;0;0;2;0;407042,286440382536966;5334152,873722043819726;7,750112050000041;48,153825396000059;08210826316100147160;0
236397;08;1;11;000;2021;08;13;6;3;0;7;1;0;0;0;0;0;0;514247,562260615988635;5394467,698344739153981;9,193643395000038;48,703081455000074;08210827111210151670;0
236398;08;1;25;098;2021;08;15;6;3;0;1;1;0;0;0;0;0;0;520140,278980670496821;5438668,021119726821780;9,275912504000075;49,100530401000071;08210827121600159010;0
236399;08;1;36;065;2021;08;15;6;2;8;1;1;0;0;0;0;0;0;556938,309650237672031;5406428,593676201067865;9,775487364000071;48,808235833000026;08210827136300141000;0
236400;08;3;11;000;2021;08;16;6;3;8;7;1;0;0;0;0;0;0;404487,469560831843410;5315962,738387622870505;7,719834623000054;47,989829797000027;08210827311300141030;0
236401;08;3;35;043;2021;08;18;6;2;7;7;1;0;0;0;0;0;0;511941,192430610011797;5280584,401475610211492;9,159093447000032;47,678538722000042;08210827335100165330;0
236402;08;1;16;035;2021;08;16;7;3;0;7;1;0;0;0;0;0;0;527431,697983113583177;5392526,446189528331161;9,372701473000063;48,685177637000038;08210828116500165500;0
236403;08;3;11;000;2021;08;14;7;2;0;7;1;0;0;0;0;0;0;415725,971793852513656;5314422,399642105214298;7,870735523000064;47,977553567000029;08210828311300143940;1
236404;08;3;11;000;2021;08;05;2;3;0;7;1;0;0;0;0;2;0;413152,378972605860326;5315528,160103658214211;7,836033252000050;47,987156093000067;08210830311010160540;1
236405;08;3;17;067;2021;08;15;3;3;0;1;1;0;0;0;0;0;0;435429,542113906820305;5375387,478697493672371;8,125421960000040;48,528272328000071;08210831317100150930;0
236406;08;2;12;000;2021;09;16;4;2;0;6;1;0;0;0;0;0;0;456974,073080484522507;5431052,124987365677953;8,411387175000073;49,030850082000029;08210901212010178400;0
236407;08;2;21;000;2021;09;07;4;3;5;3;1;0;0;1;0;0;0;475913,336824263446033;5474817,617867463268340;8,667849408000052;49,425556117000042;08210901221300183350;0
236408;08;3;11;000;2021;09;08;4;3;0;7;1;0;0;0;0;0;0;410569,852624883409590;5316422,033333740197122;7,801242697000021;47,994840784000075;08210901311010187510;0
236409;08;3;17;098;2021;09;12;4;2;0;1;1;0;0;0;0;0;0;437621,680358831421472;5368579,486406790092587;8,156127174000062;48,467253256000049;08210901317100170760;0
236410;08;3;17;141;2021;09;12;4;3;8;1;1;0;0;0;0;0;0;417655,389485656458419;5376341,018881137482822;7,884532994000040;48,534768706000079;08210901317200175540;0
236411;08;3;35;043;2021;09;10;4;3;8;1;1;0;0;0;0;0;0;511757,397420595982112;5283234,784288304857910;9,156716166000024;47,702389285000038;08210901335100171590;0
236412;08;4;35;018;2021;09;15;4;2;0;1;1;0;0;0;0;0;0;524116,077381631243043;5280004,816111790947616;9,321266419000040;47,672984320000069;08210901435200170780;0
236413;08;1;26;046;2021;09;16;5;3;0;1;1;0;0;0;0;0;0;549778,754443402984180;5459110,487497687339783;9,684456767000029;49,282719371000042;08210902126100173000;0
236414;08;2;11;000;2021;09;12;5;2;3;6;1;0;0;0;0;0;0;441429,342148769414052;5398516,081021032296121;8,203409451000027;48,736910276000060;08210902211000185310;0
236415;08;3;15;037;2021;09;15;5;2;8;7;1;0;0;0;0;0;0;427005,239588124968577;5301337,758238513953984;8,024068678000049;47,861230486000068;08210902311500173110;0
236416;08;1;16;068;2021;09;18;6;2;0;1;1;0;0;0;0;0;0;525819,100078673684038;5388561,649061935022473;9,350544841000044;48,649579237000069;08210903116500173920;0
236417;08;1;19;085;2021;09;18;6;3;0;7;1;0;1;0;0;0;0;530286,547277804696932;5414065,318739449605346;9,413074935000054;48,878803411000035;08210903119500202660;0
236418;08;1;26;066;2021;09;16;6;2;9;1;1;0;0;0;0;0;0;535213,539523602579720;5449489,819472684524953;9,483349162000025;49,197194961000037;08210903126200173810;0
236419;08;1;35;019;2021;09;11;6;3;0;7;1;0;0;0;0;0;0;591531,176643608370796;5390074,516523232683539;10,242909068000074;48,657016820000081;08210903135010173050;0
236420;08;2;21;000;2021;09;08;6;3;0;7;1;0;0;0;0;0;0;474842,264260227209888;5472616,876426249742508;8,653219290000038;49,405717521000042;08210903221200172580;0
236421;08;2;26;038;2021;09;19;6;3;4;6;1;0;0;0;0;0;0;472273,139903062605299;5480224,719975223764777;8,617274425000062;49,474036371000068;08210903222400180080;0
236422;08;3;36;050;2021;09;18;6;3;0;7;1;0;0;0;0;0;0;399732,203208283055574;5276103,194735055789351;7,665336500000024;47,630564294000067;08210903311010174020;0
236423;08;3;27;050;2021;09;17;6;3;1;1;1;1;0;0;0;0;0;487179,744117728085257;5316537,207023344933987;8,828129663000027;48,002003606000073;08210903327100241340;0
236424;08;3;35;043;2021;09;19;6;3;4;6;1;0;0;0;1;0;0;510221,339194632600993;5281405,633007311262190;9,136199011000031;47,685957368000061;08210903335100267180;0
236425;08;1;27;102;2021;09;22;7;3;0;1;1;0;0;0;0;2;0;590522,270603967364877;5435405,980435838922858;10,239238332000070;49,064863433000028;08210904127202203490;0
236426;08;1;35;025;2021;09;13;7;2;0;1;1;0;0;0;0;0;0;581926,328403434599750;5397627,043064884841442;10,114009017000058;48,726280605000056;08210904135200201570;0
236427;08;3;15;111;2021;09;16;7;2;9;1;1;0;0;0;0;0;0;403142,492427030694671;5300142,519613625481725;7,705368122000039;47,847324487000037;08210904311400190690;0
236428;08;3;17;098;2021;09;16;7;2;0;1;1;0;0;0;0;0;0;441658,872381999099161;5378365,844456032849848;8,209369474000027;48,555674175000036;08210904317100174900;1
236429;08;3;17;146;2021;09;13;7;3;8;1;1;0;0;0;0;0;0;434834,271506719116587;5355843,764712152071297;8,120400949000043;48,352406693000034;08210904317600174210;0
236430;08;3;36;045;2021;09;13;7;2;7;7;1;0;0;0;0;0;0;400681,462698997522239;5283085,469743276014924;7,676381657000036;47,693518366000035;08210904336400176440;0
236431;08;1;17;026;2021;09;16;1;2;4;6;1;0;0;0;0;0;0;545791,321074821287766;5392499,836174770258367;9,622129748000077;48,683861297000078;08210905117300205840;0
236432;08;1;17;003;2021;09;10;1;2;9;1;1;0;0;0;0;0;0;541394,666986754629761;5392880,624997651204467;9,562437261000071;48,687593828000047;08210905117400175410;0
236433;08;1;25;034;2021;09;14;1;3;7;7;1;0;0;0;0;0;0;497128,815994110191241;5444273,318558038212359;8,960625971000070;49,151275412000075;08210905121100177580;0
236434;08;1;26;069;2021;09;18;1;2;0;7;1;0;0;0;0;0;0;541434,961937741725706;5443309,311287548393011;9,568105312000057;49,141212922000079;08210905126200176090;0
236435;08;1;35;031;2021;09;15;1;3;0;1;1;0;0;0;0;0;0;592123,634517627302557;5383863,002509986981750;10,249571766000031;48,601063050000050;08210905135010175170;0
236436;08;1;36;021;2021;09;15;1;3;0;1;1;0;0;0;0;0;0;574417,656096096034162;5405260,821749196387827;10,013306272000023;48,795885064000061;08210905136100207450;0
236437;08;2;15;109;2021;09;02;1;3;0;7;1;0;0;0;0;2;0;461207,535415204241872;5436502,543122946284711;8,468777796000040;49,080158237000035;08210905215102196240;0
236438;08;2;16;029;2021;09;00;1;3;9;1;1;0;0;0;0;2;0;454331,838986468152143;5401794,563670260831714;8,378513996000038;48,767481207000060;08210905216300245780;0
236439;08;2;37;004;2021;09;14;1;2;0;1;1;0;0;0;0;0;0;454828,799962967226747;5382125,186446477659047;8,387425856000050;48,590579561000027;08210905237100175260;0
236440;08;3;15;059;2021;09;11;1;2;0;1;1;0;0;0;0;0;0;398756,626237884454895;5323620,929207026027143;7,641235750000021;48,057830729000045;08210905311100175340;0
236441;08;3;16;042;2021;09;13;1;2;5;3;1;1;0;0;0;0;0;428184,536305802001152;5329058,094084575772285;8,035196838000047;48,110733842000059;08210905316200177400;0
236442;08;3;36;069;2021;09;11;1;3;0;7;1;0;0;0;1;0;0;407657,658133300952613;5268596,579860676079988;7,772386823000033;47,564215368000077;08210905336100206170;0
236443;08;4;25;090;2021;09;12;1;3;0;6;1;0;0;0;0;0;0;539491,576895174221136;5340529,817917531356215;9,531641385000057;48,216764859000079;08210905426010183340;0
236444;08;1;25;005;2021;09;11;2;3;0;7;1;0;0;0;0;0;0;515067,510075369209517;5451360,235560670495033;9,206893459000071;49,214845994000029;08210906121500215710;0
236445;08;2;12;000;2021;09;15;2;3;3;6;1;0;0;0;1;0;0;456454,868346200441010;5429198,591806454584002;8,404483605000053;49,014140928000074;08210906212010206790;0
236446;08;3;15;015;2021;09;17;2;3;3;6;1;0;0;0;1;0;0;395454,183997126237955;5321083,919489068910480;7,597547707000047;48,034479203000046;08210906311100190890;0
236447;08;3;17;041;2021;09;15;2;3;4;6;1;0;0;0;0;0;0;441019,881831109698396;5348037,927699049934745;8,204976592000037;48,282794877000072;08210906317600179190;0
236448;08;3;35;043;2021;09;20;2;3;0;1;1;0;0;0;0;1;0;511208,958833008306101;5280932,096877557225525;9,149346804000061;47,681680279000034;08210906335100200310;0
236449;08;4;26;067;2021;09;19;2;2;8;7;1;0;0;0;0;0;0;527431,950059564085677;5331168,112865270115435;9,368692859000021;48,133176257000059;08210906426010188410;0
236450;08;1;11;000;2021;09;18;3;3;4;6;1;0;0;0;0;0;0;515123,579227253387216;5404897,972042445093393;9,205932633000032;48,796891055000060;08210907111500190650;0
236451;08;1;16;076;2021;09;14;3;3;0;1;1;0;0;0;0;0;0;527906,517813687212765;5399642,653972884640098;9,379633874000035;48,749173014000064;08210907116100180100;0
236452;08;1;16;041;2021;09;13;3;2;8;1;1;0;0;0;0;0;0;521679,273557515058201;5384523,638229565694928;9,294128225000065;48,613410320000071;08210907116500180280;0
236453;08;1;35;020;2021;09;10;3;2;0;7;1;0;0;0;1;0;0;582901,638180072885007;5387097,399140499532223;10,125156830000037;48,631444016000046;08210907135010181370;0
236454;08;2;26;028;2021;09;18;3;3;0;3;1;0;0;0;1;0;0;473015,595799682720099;5484725,712183907628059;8,627215275000026;49,514554686000054;08210907222400207520;0
236455;08;3;35;043;2021;09;16;3;3;2;6;1;0;0;0;0;0;0;513096,675204082159325;5279529,075646439567208;9,174456314000054;47,669020882000041;08210907335100207460;0
236456;08;1;35;016;2021;09;15;4;3;5;3;1;1;0;0;0;0;0;590740,781622797250748;5388403,623853453435004;10,231812681000065;48,642103967000025;08210908135100193750;0
236457;08;3;17;085;2021;09;13;4;3;0;1;1;0;0;0;0;0;0;434029,872555571957491;5363437,187569476664066;8,108352158000059;48,420629726000072;08210908317600186870;1
236458;08;4;35;057;2021;09;12;4;2;0;1;1;0;0;0;0;0;0;545803,179722962668166;5275159,365534576587379;9,609654349000039;47,628216093000049;08210908435100185750;0
236459;08;1;28;126;2021;09;17;5;3;1;5;1;0;1;0;0;0;0;561989,220496239257045;5480499,238250162452459;9,855666264000035;49,473973922000027;08210909128100216310;0
236460;08;2;16;043;2021;09;11;5;3;0;7;1;0;0;0;0;0;0;443608,476150014379527;5407965,640076060779393;8,231747796000036;48,822111571000050;08210909216100184520;0
236461;08;2;36;071;2021;09;14;5;3;0;1;1;0;0;0;0;0;0;468384,433763070497662;5422437,173145753331482;8,568150562000028;48,954046005000066;08210909231202197340;0
236462;08;1;25;026;2021;09;21;6;3;0;7;1;0;0;0;0;2;0;495467,260373010300100;5444883,773515837267041;8,937833341000044;49,156756662000078;08210910121100214480;0
236463;08;1;26;028;2021;09;17;6;2;0;1;1;0;0;0;0;0;0;537501,369461732683703;5459441,166599281132221;9,515682373000061;49,286570387000040;08210910126100204660;0
236464;08;1;27;103;2021;09;20;6;3;0;1;1;0;0;0;0;1;0;574463,754061763524078;5435997,450539752840996;10,019548543000042;49,072334059000070;08210910127202196960;0
236465;08;3;11;000;2021;09;15;6;3;0;7;1;0;0;0;0;0;0;413871,798474510083906;5316292,067126382142305;7,845519893000073;47,994125010000062;08210910311010186230;0
236466;08;3;15;013;2021;09;16;6;2;0;1;1;0;0;0;0;0;0;402911,923000000417233;5326573,994000000879169;7,696316924000030;48,085038673000042;08210910311100219530;0
236467;08;1;35;019;2021;09;00;7;3;0;1;1;0;0;0;0;2;0;585115,064350349945016;5392759,734108815900981;10,156355934000032;48,682075526000062;08210911135200187140;1
236468;08;3;11;000;2021;09;19;7;3;6;6;1;0;1;0;0;0;0;411539,464254459890071;5315269,952090242877603;7,814474265000058;47,984612382000080;08210911311010190940;0
236469;08;1;15;028;2021;09;14;1;3;4;6;1;0;0;0;0;0;0;500403,754036562924739;5406043,986979529261589;9,005498926000030;48,807384346000049;08210912115300224840;0
236470;08;1;18;059;2021;09;12;1;3;5;3;1;1;0;0;0;0;0;500797,890691011911258;5420849,849364476278424;9,010895755000035;48,940574748000074;08210912118600221820;0
236471;08;1;25;065;2021;09;14;1;3;0;1;1;0;0;0;0;0;0;522255,232279877702240;5449780,855105800554156;9,305499999000062;49,200420271000041;08210912121500206890;0
236472;08;1;25;007;2021;09;16;1;3;0;7;1;0;0;0;0;0;0;513838,852659816853702;5453190,047314632683992;9,190085868000040;49,231334534000041;08210912121500209450;0
236473;08;2;26;085;2021;09;11;1;3;0;1;1;0;0;0;0;0;0;490771,638780037756078;5451748,727263329550624;8,873275263000039;49,218456358000026;08210912226500192770;0
236474;08;3;11;000;2021;09;17;1;3;4;6;1;0;0;0;0;0;0;412151,398448212712537;5317406,157407924532890;7,822236190000069;48,003912516000071;08210912311010273720;0
236475;08;3;17;121;2021;09;16;1;3;0;1;1;0;0;0;0;0;0;425155,134277481876779;5344529,190925166010857;7,991779282000039;48,249555446000045;08210912317300196610;0
236476;08;3;35;063;2021;09;16;1;2;9;1;1;0;0;0;0;0;0;491433,062572640192229;5285190,960616250522435;8,885771409000029;47,720040421000078;08210912335010863460;0
236477;08;4;15;019;2021;09;10;1;3;8;1;1;0;0;0;0;0;0;518726,470010601333342;5369976,650620480068028;9,253412973000025;48,482637512000053;08210912415300203710;0
236478;08;1;19;061;2021;09;20;2;2;0;1;1;0;0;0;0;1;0;539083,141975355800241;5410967,288160018622875;9,532750021000027;48,850443087000031;08210913119300195050;0
236479;08;1;27;076;2021;09;17;2;3;0;7;1;0;0;0;0;0;0;553784,970559843466617;5439485,987930382601917;9,736910687000034;49,105866129000049;08210913127100196270;0
236480;08;1;35;020;2021;09;13;2;2;0;1;1;0;0;0;0;0;0;584980,376352278515697;5385373,056139301508665;10,153010601000062;48,615655575000062;08210913135100198400;0
236481;08;1;36;019;2021;09;16;2;3;8;1;1;0;0;0;0;0;0;583739,526933197397739;5422882,715149031020701;10,143820435000066;48,953191192000077;08210913136200267670;0
236482;08;3;11;000;2021;09;16;2;3;3;6;1;0;0;0;0;0;0;411991,434999999590218;5316673,996999999508262;7,820242263000068;47,997304525000061;08210913311010214810;0
236483;08;3;35;043;2021;09;14;2;3;0;1;1;0;0;0;0;0;0;513424,940690595423803;5283463,766212493181229;9,178950055000030;47,704417067000065;08210913335100780800;0
236484;08;1;15;051;2021;09;10;3;2;3;6;1;0;0;0;0;0;0;503821,193032028852031;5386873,303142027929425;9,051865098000064;48,634912295000049;08210914115100227900;0
236485;08;1;16;078;2021;09;12;3;3;0;1;1;0;0;0;0;0;0;509320,165130429377314;5392182,213452690280974;9,126622137000027;48,682614151000053;08210914116200196980;0
236486;08;1;16;056;2021;09;17;4;3;6;1;1;0;1;0;0;0;0;530892,591286897775717;5394679,486881425604224;9,419882780000023;48,704384365000067;08210915116100065500;1
236487;08;1;28;007;2021;09;17;4;3;0;7;1;0;0;0;0;0;0;555743,817397160921246;5481630,203652889467776;9,769626083000048;49,484751444000040;08210915128100230120;0
236488;08;2;15;097;2021;09;17;4;3;0;6;1;1;0;0;0;0;0;476939,775801860494539;5446562,317202033475041;8,683634593000022;49,171439162000070;08210915215202859050;0
236489;08;3;15;132;2021;09;13;4;2;0;1;1;0;0;0;0;0;0;409979,721000124409329;5323457,099619245156646;7,791855963000046;48,058039415000053;08210915311100248850;1
236490;08;4;26;014;2021;09;16;4;3;5;3;1;1;0;0;0;0;0;549450,490495960111730;5316313,417573605664074;9,662893709000059;47,998206035000067;08210915426010237730;0
236491;08;1;16;078;2021;09;13;5;3;9;7;1;0;0;0;0;0;0;509487,396944573265500;5392646,112970024347305;9,128904763000037;48,686784912000064;08210916116200234240;1
236492;08;3;15;013;2021;09;14;5;3;4;1;1;0;0;0;0;0;0;404116,351685179746710;5324250,228178238496184;7,713006970000038;48,064319199000067;08210916311100204200;0
236493;08;1;18;079;2021;09;12;6;3;6;6;1;0;1;0;0;0;0;507658,481075392803177;5422345,215934059582651;9,104609936000031;48,953979698000069;08210917118000225790;0
236494;08;1;21;000;2021;09;07;6;3;6;6;1;0;1;0;0;0;0;516655,526937184738927;5443311,830975664779544;9,228365170000075;49,142407347000074;08210917121200237380;0
236495;08;2;22;000;2021;09;12;6;3;5;2;1;1;0;0;0;0;0;466943,710183984367177;5478244,520033777691424;8,543877684000051;49,455958471000031;08210917222400209360;0
236496;08;3;17;141;2021;09;16;6;3;3;6;1;0;0;0;0;0;0;419591,540542360162362;5377761,626058152876794;7,910481501000049;48,547797765000041;08210917317200219720;0
236497;08;4;35;016;2021;09;15;6;2;4;6;1;1;0;0;1;0;0;535468,004776380606927;5278272,190408605150878;9,472347932000048;47,656872108000073;08210917435100263750;0
236498;08;1;16;019;2021;09;15;7;3;3;6;1;0;0;0;0;0;0;522776,880367250763811;5397980,878399204462767;9,309760771000072;48,734432615000060;08210918116100243220;0
236499;08;1;21;000;2021;09;16;7;2;0;7;1;0;0;0;0;0;0;511366,688966676767450;5446500,356220075860620;9,155939880000062;49,171209855000029;08210918121300863250;0
236500;08;1;36;028;2021;09;18;7;3;0;1;1;0;0;0;0;0;0;569913,345396277145483;5404646,081360671669245;9,951877942000067;48,790878490000068;08210918136300229470;0
236501;08;3;11;000;2021;09;13;7;3;3;6;1;0;0;0;0;0;0;416008,722967955807690;5315870,211513162590563;7,874240419000046;47,990614505000053;08210918311010210140;0
236502;08;1;17;028;2021;09;01;1;3;9;1;1;0;0;0;0;2;0;547832,066332161892205;5383743,298988472670317;9,648842640000055;48,604937972000073;08210919117200272100;0
236503;08;1;21;000;2021;09;13;1;2;0;7;1;0;0;0;0;0;0;519055,933961150003597;5443742,156190572306514;9,261297347000038;49,146208468000054;08210919121200214980;0
236504;08;1;25;007;2021;09;11;1;3;0;7;1;0;0;0;0;0;0;511991,566706312296446;5453132,412544039078057;9,164710558000024;49,230855061000057;08210919121500230180;0
236505;08;2;26;095;2021;09;11;1;3;6;7;1;0;1;0;0;0;0;474133,868842134426814;5463056,179012427106500;8,644076019000067;49,319690550000075;08210919226700245180;0
236506;08;3;25;057;2021;09;12;1;3;3;6;1;0;0;0;0;0;0;475101,213000000454485;5360249,631999999284744;8,663640642000075;48,394915730000037;08210919325102213590;0
236507;08;4;37;114;2021;09;11;1;3;0;7;1;0;0;0;0;0;0;514116,260245981393382;5335344,182252014055848;9,189866421000033;48,171182688000044;08210919437200213730;0
236508;08;1;17;026;2021;09;15;2;2;6;1;1;0;1;0;0;0;0;549265,527014783234335;5393509,906496208161116;9,669448171000056;48,692682822000052;08210920117300219620;0
236509;08;2;15;009;2021;09;08;2;1;9;7;1;0;0;0;0;0;0;472426,910111625213176;5437725,411321328952909;8,622327766000069;49,091763097000069;08210920212010783581;0
236510;08;3;36;081;2021;09;12;2;2;2;6;1;0;0;0;0;0;0;414334,909201920672785;5280814,860189510509372;7,858746596000060;47,675046707000035;08210920336300261310;0
236511;08;1;16;050;2021;09;16;3;2;0;1;1;0;0;0;0;0;0;526373,554282627650537;5388538,361687153577805;9,358071008000024;48,649346590000050;08210921116500236350;0
236512;08;1;18;048;2021;09;18;3;3;4;6;1;0;0;0;0;0;0;515500,734158312785439;5418323,164259968325496;9,211576548000039;48,917651830000068;08210921118400221660;0
236513;08;3;27;007;2021;09;16;3;3;0;1;1;0;0;0;0;0;0;487099,845449553744402;5328290,343197565525770;8,826704071000051;48,107745668000064;08210921327200263070;0
236514;08;4;16;015;2021;09;15;3;2;0;6;1;0;0;0;0;0;0;505957,936722534301225;5365440,168388161808252;9,080560589000072;48,442075995000039;08210921416010250880;0
236515;08;1;35;016;2021;09;19;4;3;0;1;1;0;0;0;0;1;0;592058,196463958942331;5386825,220436697825789;10,249341658000048;48,627715105000050;08210922135100253730;0
236516;08;3;17;065;2021;09;13;4;3;0;7;1;0;0;0;0;0;0;420858,001781870727427;5352854,949041813611984;7,932343607000064;48,323925022000026;08210922317300224550;0
236517;08;3;36;050;2021;09;20;4;2;4;6;1;0;0;0;0;2;0;400867,802468569832854;5276474,493523435667157;7,680364195000038;47,634079107000048;08210922336100256580;0
236518;08;4;21;000;2021;09;07;4;3;2;6;1;0;0;0;0;1;0;571988,762451817747205;5361199,879829780198634;9,972599729000024;48,399845551000055;08210922426010068620;0
236519;08;4;26;021;2021;09;16;4;3;4;6;1;0;0;0;0;0;0;556962,074881165754050;5327764,324996226467192;9,765103752000073;48,100596761000077;08210922426010236770;0
236520;08;1;11;000;2021;09;17;5;3;5;3;1;1;0;0;0;0;0;513203,354943744488992;5406336,094546301290393;9,179831984000032;48,809871981000072;08210923111370246650;0
236521;08;1;15;003;2021;09;16;5;3;6;7;1;0;1;0;0;0;0;500977,571657303487882;5391789,393160006962717;9,013280206000047;48,679149113000051;08210923115100230620;0
236522;08;4;25;031;2021;09;19;5;2;6;1;1;0;1;0;0;0;0;566610,078451916459017;5370479,129771827720106;9,901416888000028;48,483907206000026;08210923117010228260;0
236523;08;1;25;079;2021;09;18;5;3;0;7;1;0;0;0;0;1;0;512630,117107776284683;5453675,502495618537068;9,173498455000072;49,235727431000043;08210923121500227800;0
236524;08;1;25;103;2021;09;16;5;3;0;7;1;0;0;0;0;0;0;530055,964007398812100;5462202,577056355774403;9,413511305000043;49,311820572000045;08210923121500241610;0
