OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
71589;08;3;17;085;2021;01;17;1;3;6;4;0;1;1;0;0;1;0;435374,573555746115744;5364658,404649449512362;8,126336546000061;48,431754536000028;08210124317600520730;1
71592;08;3;17;001;2021;01;17;6;2;5;3;1;1;0;0;0;2;0;430448,721025614067912;5386453,498734993860126;8,056116718000055;48,627279602000044;08210129317100521780;1
71595;08;4;37;100;2021;01;14;5;2;6;4;0;1;1;0;0;0;0;536946,936698891222477;5318185,685900302603841;9,495449958000052;48,015895463000049;08210114437000484020;2
71596;08;3;37;002;2021;01;16;2;3;4;1;1;1;0;0;0;1;0;434393,853442827239633;5271145,268869109451771;8,127389838000056;47,590398835000030;08210111337200506710;0
71616;08;1;36;088;2021;02;17;3;3;5;3;1;1;0;0;0;0;0;580399,499700385145843;5410920,905658049508929;10,095852315000059;48,846048532000054;08210202136100532410;1
71641;08;1;21;000;2021;01;08;4;3;5;3;1;1;0;0;0;0;0;516067,831079117022455;5442278,536457879468799;9,220266101000050;49,133128173000046;08210127121200514770;1
71648;08;1;16;058;2021;02;12;2;2;6;2;0;1;1;0;0;0;0;534037,094686586409807;5395240,949522027745843;9,462666833000071;48,709271485000045;08210208116010544190;0
71658;08;4;21;000;2021;01;18;1;3;6;4;0;1;1;0;0;2;0;574256,480872313492000;5362356,543685562908649;10,003437447000067;48,409986897000067;08210110421200476910;0
71660;08;4;36;095;2021;02;14;5;3;0;7;1;0;0;0;0;0;0;537421,078595304861665;5294846,969689287245274;9,499781960000064;47,805889823000030;08210204436000533620;0
71668;08;2;25;014;2021;01;14;3;3;2;6;1;1;0;0;0;0;0;523272,151999999769032;5485634,170999553054571;9,321555115000024;49,522879836000072;08210105225200476850;0
71670;08;4;16;023;2021;01;19;7;3;6;4;0;1;1;0;0;2;0;507979,973482029512525;5370515,195904465392232;9,107998456000075;48,487710790000051;08210109416010476030;0
71676;08;2;15;090;2021;01;17;5;2;6;4;0;1;1;0;0;2;0;465362,668024802580476;5432452,492590537294745;8,526022407000028;49,043975014000068;08210128212010509670;1
71682;08;2;31;000;2021;02;18;2;3;6;2;0;0;1;0;1;2;0;474813,662345890887082;5416817,259150890633464;8,656315196000037;48,903787033000071;08210201231000590880;1
71690;08;1;36;028;2021;02;14;5;3;5;3;1;1;0;0;0;0;0;566802,063095123507082;5405114,153600512072444;9,909599308000054;48,795430729000032;08210204136300551430;0
71741;08;3;17;150;2021;01;16;3;2;5;3;1;1;0;0;0;0;0;410285,729183964431286;5358512,313311509788036;7,788545035000027;48,373398789000078;08210119317000485030;0
71766;08;3;17;001;2021;02;18;4;3;0;1;1;0;0;0;0;2;0;431608,707973615266383;5387569,860783299431205;8,071672564000039;48,637449218000029;08210210317100545130;2
71770;08;4;35;016;2021;02;04;3;3;7;7;1;0;0;0;0;2;0;534367,216671763919294;5279095,213261604309082;9,457753317000027;47,664336618000050;08210202435100548130;1
71774;08;1;19;055;2021;01;13;3;3;5;3;1;1;0;0;0;0;0;543228,792000001296401;5405081,652999525889754;9,588636843000074;48,797224388000075;08210126119300517530;1
71782;08;4;35;057;2021;02;16;7;3;2;6;1;0;0;0;0;0;0;544588,315026123076677;5279191,164381267502904;9,593896102000031;47,664576026000077;08210206435100550230;0
71826;08;2;12;000;2021;01;14;2;3;3;6;1;1;0;0;0;0;0;455185,936062396503985;5428250,209038278087974;8,387235611000051;49,005519281000034;08210111212010481690;0
71830;08;3;15;004;2021;02;06;2;3;5;3;1;1;0;0;0;2;0;394434,875487425364554;5293749,337815148755908;7,590571454000042;47,788448193000079;08210201311400552300;1
71835;08;3;17;096;2021;02;14;2;2;5;3;1;0;0;0;0;0;1;420850,992744342423975;5368360,278539123013616;7,929326576000051;48,463394578000077;08210208317010541640;1
71843;08;3;35;061;2021;02;16;7;3;0;1;1;0;0;0;0;0;0;494269,672222501598299;5283103,628866845741868;8,923621187000037;47,701290787000062;08210206335300676070;0
71845;08;3;17;026;2021;02;07;2;3;5;2;1;0;0;0;1;2;0;414936,279692295938730;5346526,682340610772371;7,853748321000069;48,266233593000038;08210201317300541510;1
71854;08;1;18;076;2021;02;12;6;3;6;4;0;1;1;0;0;0;0;504634,917867662385106;5422859,323066007345915;9,063315891000059;48,958634501000063;08210205118600544990;0
71865;08;2;16;043;2021;01;12;6;2;5;3;1;1;0;0;0;0;0;443771,879764632321894;5412231,027247082442045;8,233388369000068;48,860493796000071;08210108211000481380;1
71871;08;4;37;105;2021;01;10;6;3;6;4;0;1;1;0;0;0;0;519506,095004240050912;5323828,368772383779287;9,261833062000051;48,067433406000077;08210129437000510070;1
71876;08;3;35;063;2021;01;13;6;3;0;1;1;0;0;0;0;0;0;498203,506000000983477;5288549,350999493151903;8,976032282000062;47,750312236000070;08210101335200461400;1
71901;08;2;16;049;2021;01;13;7;3;5;3;1;1;0;0;0;0;0;438865,699575477279723;5400919,356790669262409;8,168189632000065;48,758281607000072;08210109211100484750;0
71908;08;3;35;063;2021;01;16;2;2;6;7;0;0;1;0;1;0;0;500420,486000131815672;5287394,933212788775563;9,005608750000022;47,739927625000064;08210118335000504970;1
71916;08;1;19;083;2021;02;07;4;2;6;4;0;1;1;0;0;1;0;535097,681105937808752;5419797,103510633111000;9,479183944000056;48,930109682000079;08210203119100538530;1
71927;08;1;17;026;2021;02;12;4;3;6;4;0;0;1;0;1;0;0;546856,332963791675866;5395197,747983030974865;9,636904361000063;48,708051420000061;08210210117010561280;2
71934;08;1;19;044;2021;01;14;7;3;5;3;1;1;0;0;0;0;0;540404,879282596521080;5426347,310978019610047;9,552289292000069;48,988706741000044;08210116119101530110;1
71935;08;2;26;082;2021;01;16;3;3;8;5;0;1;1;0;0;0;0;478394,442131429910660;5480439,652423009276390;8,701756234000072;49,476218339000070;08210112226600494120;1
71944;08;4;36;064;2021;01;18;6;2;6;4;0;1;1;0;0;2;0;543541,211037754081190;5292181,242753973230720;9,581248593000055;47,781521192000071;08210129436000528030;1
71945;08;1;17;029;2021;01;07;4;3;6;2;0;1;1;0;0;2;0;542333,984658735804260;5390534,352275375276804;9,574959042000046;48,666424522000057;08210120117400496990;0
71951;08;3;36;069;2021;02;11;7;3;5;3;0;1;1;0;0;0;0;407267,618961070664227;5269441,601364174857736;7,767024405000029;47,571761387000038;08210206336200537090;0
71959;08;1;36;088;2021;02;11;3;3;6;4;0;1;1;0;0;0;0;582285,724022254347801;5408245,407245658338070;10,121019546000070;48,821737483000049;08210209136100558320;0
71960;08;3;11;000;2021;01;18;5;3;5;2;1;1;0;0;0;2;0;412443,865989146754146;5318489,004383500665426;7,825935289000029;48,013693160000059;08210128311010528830;1
71967;08;3;11;000;2021;01;06;5;2;5;3;1;1;0;0;0;2;0;409089,390557948499918;5313965,473475813865662;7,781922662000056;47,972534811000060;08210121311010504010;1
71991;08;2;16;015;2021;01;15;3;3;5;3;1;1;0;0;0;0;0;450478,917061062529683;5405591,044380288571119;8,325626814000032;48,801337148000073;08210126216300520760;0
71993;08;2;12;000;2021;01;15;5;2;0;7;1;0;0;0;0;0;0;459182,239349344745278;5428082,820743238553405;8,441892979000045;49,004290837000042;08210128212010518720;1
72007;08;4;36;009;2021;02;18;2;3;6;6;0;1;1;0;0;2;0;560248,135130980983377;5308495,772536007687449;9,806529170000033;47,926949336000064;08210208436000553880;1
72014;08;1;17;051;2021;01;07;5;2;5;2;1;1;0;0;0;0;0;544670,964999999850988;5394652,475999519228935;9,607142073000034;48,703306756000075;08210121117010527040;1
72019;08;2;12;000;2021;01;21;6;3;5;3;1;1;0;0;0;2;0;457854,466092359274626;5428004,024333044886589;8,423747273000060;49,003492811000058;08210122212102506080;1
72020;08;3;35;100;2021;01;07;4;2;6;4;0;1;1;0;0;2;0;487790,403480445966125;5286319,949773883447051;8,837169965000044;47,730139973000064;08210113335300476250;1
72027;08;3;17;096;2021;01;13;1;2;5;3;1;1;0;0;0;0;0;420859,515381464734674;5368352,936742035672069;7,929443233000029;48,463329612000052;08210110317000474180;0
72044;08;1;27;014;2021;01;07;7;1;6;4;0;0;1;0;1;2;0;578333,536589869298041;5443499,902959160506725;10,073979035000036;49,139330011000027;08210130127202527490;1
72067;08;4;35;016;2021;01;04;4;3;8;1;1;0;0;0;0;2;0;533452,193718631751835;5280004,071357885375619;9,445635680000066;47,672561986000062;08210113435100471570;2
72083;08;1;27;009;2021;01;17;2;3;5;2;1;1;0;0;0;0;0;557696,468000003136694;5449926,312999535351992;9,791992799000070;49,199417318000030;08210118127100483320;1
72091;08;1;26;066;2021;02;08;5;3;5;3;1;1;0;0;0;0;0;536691,663999999873340;5449493,778999537229538;9,503637795000031;49,197143889000074;08210204126200577580;0
72094;08;3;17;075;2021;01;14;3;2;5;3;1;1;0;0;0;0;0;412057,854226445779204;5361436,992862896993756;7,811857237000027;48,399954710000031;08210126317010518320;0
72102;08;1;16;070;2021;02;18;2;3;1;5;1;1;0;0;0;2;0;539741,054681239649653;5385064,853615820407867;9,539220112000066;48,617392501000040;08210208116400601450;1
72128;08;4;17;008;2021;01;06;5;3;5;2;1;1;0;0;0;2;0;491650,955822528339922;5350936,460436206310987;8,887396082000066;48,311565092000080;08210128417300507390;1
72144;08;1;15;045;2021;02;12;7;2;5;3;1;1;0;0;0;0;0;501361,312509883195162;5394859,359921101480722;9,018503401000032;48,706766114000061;08210206118000562380;0
72147;08;1;11;000;2021;01;18;5;3;6;2;0;1;1;0;0;1;0;516956,385810042731464;5409868,971301632001996;9,231094614000028;48,841562016000069;08210128111110508670;2
72149;08;1;36;088;2021;01;07;4;3;6;4;0;0;1;0;1;1;0;580590,105415562167764;5411323,050509890541434;10,098528914000042;48,849640783000041;08210120136100513810;1
72150;08;3;26;012;2021;01;18;7;1;6;7;0;1;1;0;1;2;0;467462,727840214036405;5307192,144243599846959;8,564512988000047;47,917226597000081;08210116325000500040;1
72164;08;3;17;057;2021;01;17;2;3;5;3;1;1;0;0;0;2;0;411901,551174643449485;5380954,193753693252802;7,805630279000070;48,575479764000079;08210111317200479110;0
72198;08;4;25;141;2021;02;19;7;3;5;3;1;1;0;0;0;2;0;566417,888854935765266;5363177,854564383625984;9,897657910000021;48,418249865000064;08210206421300555280;0
72202;08;1;27;025;2021;01;11;5;3;6;4;0;1;1;0;0;0;0;556313,859812809154391;5427811,911842277273536;9,769932533000031;49,000634742000045;08210121127010491620;1
72206;08;3;36;050;2021;02;06;2;3;6;2;0;1;1;0;0;2;0;398849,126999968662858;5273468,125999480485916;7,654193729000042;47,606723720000048;08210208311010539350;1
72209;08;1;19;067;2021;02;12;6;3;6;3;0;0;1;0;1;0;0;538627,731149985454977;5405744,994774945080280;9,526050542000064;48,803494422000028;08210205119010552170;0
72234;08;3;11;000;2021;01;13;4;3;5;7;1;1;0;0;0;0;0;412729,736810531467199;5317908,798143643885851;7,829885871000045;48,008513145000052;08210113311010475670;0
72246;08;4;36;064;2021;02;17;5;3;5;2;1;1;0;0;0;0;0;544114,875395858660340;5292041,906030217185616;9,588892089000069;47,780228538000074;08210204436200547610;0
72247;08;2;12;000;2021;01;20;2;3;5;3;1;1;0;0;0;2;0;452719,288450421765447;5428567,989771649241447;8,353473127000029;49,008193692000077;08210125212010510670;1
72250;08;1;18;007;2021;01;18;5;3;6;3;0;1;1;0;0;2;0;510237,472600061446428;5427151,599347591400146;9,139958197000055;48,997178811000026;08210121118100491510;1
72252;08;2;15;102;2021;01;08;4;2;0;7;1;0;0;0;0;0;0;457143,025999999605119;5438033,013999536633492;8,412959238000042;49,093655272000035;08210113215102473030;2
72261;08;2;36;076;2021;01;15;3;3;3;6;1;1;0;0;0;0;0;471898,798000000417233;5422922,731999533250928;8,616119930000025;48,958583561000069;08210119231000497360;0
72271;08;4;25;135;2021;02;17;2;3;0;2;1;1;0;0;0;2;0;570401,789130819961429;5374419,055666992440820;9,953386380000040;48,518934182000066;08210208421200540070;1
72272;08;2;37;019;2021;01;17;7;3;6;4;0;1;1;0;0;2;0;461415,621062719263136;5367718,252341400831938;8,478080070000033;48,461415504000058;08210109231000475050;1
72274;08;4;26;001;2021;02;14;5;3;6;4;0;1;1;0;0;0;0;566450,126599582843482;5345825,955632464960217;9,895355721000044;48,262156610000034;08210204426200535290;0
72283;08;3;36;050;2021;02;05;4;3;6;4;0;1;1;0;0;2;0;399468,857999970205128;5274822,724999485537410;7,662126084000022;47,619005228000049;08210210311010541070;2
72295;08;1;27;076;2021;01;17;3;3;6;4;0;1;1;0;0;2;0;553789,362689862027764;5441109,562548128888011;9,737187225000071;49,120469302000060;08210112127100495160;1
72308;08;2;25;001;2021;01;11;5;3;0;4;0;1;1;0;0;0;0;528412,891999999992549;5472237,955999545753002;9,391622476000066;49,402165946000082;08210128225200528870;1
72312;08;1;36;065;2021;01;10;2;3;5;3;1;1;0;0;0;0;0;558971,059200190007687;5405797,880599621683359;9,803079578000052;48,802372978000051;08210125136300510440;1
72328;08;3;17;141;2021;01;10;2;3;5;3;1;0;0;0;1;0;0;418314,317999989725649;5377026,399999516084790;7,893322934000025;48,541019608000056;08210118317200504380;1
72338;08;1;15;003;2021;01;11;7;3;3;2;1;1;0;0;0;0;0;499959,627227964811027;5392373,587003303691745;8,999451483000030;48,684405352000056;08210123115100519650;1
72343;08;3;11;000;2021;01;09;5;3;5;3;1;1;0;0;0;0;0;414050,511340253986418;5315809,786953411996365;7,848011467000049;47,989810766000062;08210128311010508420;1
72351;08;3;26;074;2021;02;17;2;2;6;4;0;1;1;0;0;2;0;465463,687853300943971;5323914,326015112921596;8,536412626000072;48,067569908000053;08210201326200531620;1
72352;08;1;19;044;2021;01;13;6;3;5;3;1;1;0;0;0;0;0;541895,063000000081956;5425762,336999531835318;9,572597089000055;48,983345489000044;08210122119101492570;1
72370;08;1;19;044;2021;02;06;3;3;3;6;1;1;0;0;0;2;0;546848,285416611470282;5424114,422904690727592;9,640100804000042;48,968166514000075;08210202119101531560;1
72375;08;3;37;022;2021;02;15;2;3;0;7;1;0;0;0;0;0;0;450774,335849666036665;5296473,385675927624106;8,342385119000028;47,819727874000080;08210208337200538090;1
72386;08;2;16;002;2021;01;09;7;2;0;1;1;0;0;0;0;0;0;444379,060981134884059;5422087,130592837929726;8,240323211000032;48,949203943000043;08210109216100472710;2
72417;08;1;36;050;2021;01;09;3;2;6;4;0;1;1;0;0;0;0;581634,851682996377349;5404260,543581712990999;10,111361842000065;48,785982587000035;08210105136010464480;1
72418;08;3;17;026;2021;02;18;2;2;5;3;1;1;0;0;0;2;0;411676,126271744258702;5346733,865730989724398;7,809783450000054;48,267650925000055;08210208317010552270;1
72444;08;2;36;040;2021;01;05;4;2;0;1;1;0;0;0;0;2;0;490593,868342974223197;5422003,580329615622759;8,871526227000061;48,950882340000078;08210120231102511620;2
72448;08;2;15;064;2021;02;17;4;3;6;4;0;1;1;0;0;0;0;481611,798457311466336;5446956,601019784808159;8,747711758000037;49,175143647000027;08210210215202545380;2
72491;08;2;31;000;2021;01;15;1;3;0;7;0;1;1;0;0;0;0;477641,391252954490483;5415508,709434220567346;8,694972514000028;48,892124314000057;08210131231000523190;1
72503;08;2;12;000;2021;01;12;6;2;6;4;0;0;1;0;1;0;0;459213,501611304469407;5428087,744297005236149;8,442319917000020;49,004337192000037;08210108212010465510;1
72508;08;3;17;034;2021;01;15;2;3;5;3;1;1;0;0;0;0;0;426584,920861237682402;5362302,596100913360715;8,007940180000048;48,409600213000033;08210111317500484660;0
72517;08;2;12;000;2021;01;10;5;3;5;3;1;1;0;0;0;0;0;460009,158257091417909;5427855,749196648597717;8,453221376000045;49,002302416000077;08210107212010465080;1
72536;08;1;26;046;2021;02;16;4;2;6;4;0;1;1;0;0;0;0;549899,293767604976892;5458597,514897940680385;9,686050047000037;49,278095594000035;08210203126100549750;1
72551;08;1;26;039;2021;01;05;2;3;0;1;1;0;0;0;0;2;0;552941,262598300352693;5462063,520115153864026;9,728328879000060;49,309014460000071;08210118126100502690;1
72562;08;1;19;008;2021;01;10;5;2;6;4;0;1;1;0;0;0;0;532680,974396645091474;5420533,200597165152431;9,446249070000022;48,936863559000074;08210121119010507820;0
72564;08;2;26;013;2021;01;22;3;2;0;1;1;0;0;0;0;2;0;497614,505379160866141;5478963,794101174920797;8,967079226000067;49,463322963000053;08210112226100506600;2
72582;08;4;15;034;2021;02;13;1;2;0;7;1;0;0;0;0;0;0;536585,115717756561935;5349366,100772293284535;9,493279871000027;48,296434303000069;08210207415200536950;0
72588;08;1;19;041;2021;01;14;3;3;6;4;0;1;1;0;0;0;0;525917,660716453567147;5409801,944139244034886;9,353219486000057;48,840649575000043;08210105119400463310;1
72590;08;1;27;076;2021;01;18;3;3;4;2;1;1;0;0;0;2;0;556460,092688537202775;5439236,327418405562639;9,773524348000024;49,103380758000071;08210119127100486010;1
72593;08;3;26;074;2021;02;12;6;3;2;4;0;1;1;0;0;0;0;465975,358000000938773;5323782,026999503374100;8,543291173000057;48,066407145000028;08210205326200534870;0
72600;08;3;36;050;2021;01;13;3;3;0;7;1;0;0;0;0;0;0;398550,244364315643907;5272527,257662266492844;7,650435976000040;47,598213598000029;08210112311010470580;1
72615;08;1;18;010;2021;01;10;5;3;0;7;1;0;0;0;0;0;0;506851,364470807835460;5430971,802205657586455;9,093730723000021;49,031590625000035;08210121118100521880;0
72629;08;3;17;089;2021;01;06;3;3;5;3;1;1;0;0;0;2;0;427581,708844182081521;5376929,548920728266239;8,018873913000050;48,541286778000028;08210112317100470820;1
72640;08;2;12;000;2021;01;17;3;2;5;2;1;1;0;0;0;2;0;456378,863921218551695;5426755,008262293413281;8,403706729000021;48,992155224000044;08210126212010518520;0
72649;08;2;22;000;2021;01;07;4;3;0;1;1;0;0;0;0;1;0;466018,621371275745332;5477286,091287970542908;8,531195648000050;49,447286738000059;08210113222500494070;2
72651;08;2;35;085;2021;02;13;2;3;5;3;1;1;0;0;0;0;0;480368,603695682249963;5398136,720380684360862;8,733009202000062;48,735941610000054;08210201235100532130;1
72652;08;2;15;109;2021;01;19;6;2;0;6;1;0;0;0;0;2;0;461873,770291103050113;5435188,348312839865685;8,478024658000038;49,068378515000063;08210122215102493420;1
72653;08;1;19;020;2021;01;08;5;3;6;2;0;1;1;0;0;0;0;519119,927000002004206;5408760,268999526277184;9,260528984000075;48,831525502000034;08210114119200498350;0
72659;08;1;16;004;2021;02;22;6;3;5;3;1;0;0;0;1;2;0;528297,027999999001622;5396502,591999521479011;9,384730559000047;48,720907931000056;08210205116010563870;1
72676;08;2;12;000;2021;01;18;3;2;0;7;1;0;0;0;0;2;0;458620,029916225001216;5428008,166438519954681;8,434213808000038;49,003581871000051;08210119212010490010;1
72679;08;4;35;016;2021;01;10;6;2;9;1;1;0;0;0;0;0;0;530858,446850672364235;5279722,795003218576312;9,411063986000045;47,670160203000080;08210101435100463540;1
72692;08;1;26;066;2021;01;17;2;3;5;2;1;1;0;0;0;2;0;537338,843408889137208;5449898,975654488429427;9,512558414000068;49,200749534000067;08210111126200489320;0
72696;08;1;17;026;2021;01;18;3;3;6;4;0;1;1;0;0;2;0;549244,108536032959819;5397149,855988118797541;9,669591454000056;48,725427526000033;08210112117300481450;2
72717;08;2;26;082;2021;01;11;5;3;6;4;1;0;1;0;0;0;0;475236,332861922681332;5480390,602193230763078;8,658165435000058;49,475656533000063;08210121226600501730;0
72742;08;3;11;000;2021;01;11;6;3;5;3;1;0;0;0;1;0;0;414051,004885002039373;5315812,096553821116686;7,848017618000029;47,989831608000031;08210129311010522270;1
72744;08;3;37;108;2021;01;18;5;2;6;6;0;0;1;0;1;2;0;425025,306159931235015;5288876,558605676516891;7,999756014000070;47,748900015000061;08210114337100861130;2
72757;08;1;11;000;2021;02;18;4;3;5;1;1;1;0;0;0;2;0;513596,055336106568575;5402917,875251118093729;9,185067464000042;48,779113582000036;08210210111500544850;2
72759;08;1;35;025;2021;01;17;2;3;6;7;0;1;1;0;0;2;0;581833,646785075776279;5399389,565280003473163;10,113098955000055;48,742145494000056;08210111135010472440;0
72764;08;3;16;010;2021;02;18;2;3;6;4;0;1;1;0;0;2;0;430974,288920613005757;5335822,735546229407191;8,071573759000046;48,171895603000053;08210201316200554730;1
72772;08;3;35;043;2021;02;17;5;2;5;3;1;1;0;0;0;0;0;510688,636473346501589;5283261,005800286307931;9,142471178000051;47,702643787000056;08210204335000537490;0
72789;08;3;17;110;2021;01;15;7;3;5;2;1;1;0;0;0;0;0;426689,001999993808568;5381600,180999515578151;8,005958399000065;48,583195180000075;08210109317100467260;0
72794;08;4;35;016;2021;01;06;4;3;4;6;1;0;0;0;0;2;0;539513,594020517542958;5280150,608954951167107;9,526393050000024;47,673538418000078;08210127435100527880;0
72806;08;4;36;064;2021;01;13;3;3;6;4;0;1;1;0;0;0;0;544498,961173700168729;5291611,374486232176423;9,593974868000032;47,776328604000071;08210126436000514080;0
72856;08;2;16;041;2021;01;15;3;3;5;3;1;1;0;0;0;0;0;434947,582399726845324;5391495,139425273984671;8,116371033000064;48,673113778000072;08210126216200506690;0
72888;08;3;35;043;2021;01;07;4;3;0;1;1;0;0;0;0;0;0;514660,163740883581340;5280060,404084064066410;9,195300725000038;47,673768035000080;08210113335100494460;2
72903;08;1;11;000;2021;01;16;4;3;3;6;1;1;0;0;0;0;0;509679,161782826296985;5397279,803195768967271;9,131618920000051;48,728466883000067;08210113111500485940;0
72905;08;2;16;015;2021;02;07;2;3;6;2;0;1;1;0;0;2;0;450306,767378786578774;5405521,132332351058722;8,323291127000061;48,800694530000044;08210208216300538260;1
72923;08;4;36;064;2021;01;19;6;2;0;1;1;0;0;0;0;2;0;546548,735008153133094;5290592,955779951065779;9,621224614000027;47,767021031000070;08210122436000520630;2
72932;08;1;28;131;2021;02;10;4;2;6;4;0;1;1;0;0;0;0;536783,147009651176631;5512474,613673822954297;9,510751556000059;49,763620220000064;08210210128300574130;1
72933;08;1;35;026;2021;02;06;7;2;9;1;1;0;0;0;0;2;0;589738,525077015161514;5394952,950418129563332;10,219631265000032;48,701153907000048;08210206135010550130;1
72947;08;1;19;067;2021;01;07;2;3;6;4;0;0;1;0;1;1;0;539231,133361991494894;5405871,242488062009215;9,534279649000041;48,804592294000031;08210125119300521760;2
72963;08;4;15;059;2021;02;11;6;2;6;7;0;0;1;0;1;0;0;516336,737312790006399;5368449,916248910129070;9,221014899000068;48,468969096000080;08210205416010534680;1
72971;08;2;12;000;2021;01;16;2;3;0;2;1;1;0;0;0;0;0;452561,119293236173689;5431592,924344722181559;8,350956694000047;49,035390855000060;08210104212502466530;0
72995;08;1;16;077;2021;01;05;6;3;6;7;1;0;1;0;0;2;0;515244,611000000499189;5389082,160999517887831;9,206995928000026;48,654609258000050;08210129116200525870;0
73017;08;3;17;116;2021;01;08;3;3;6;2;0;1;1;0;0;1;0;432821,680999997071922;5388649,056999521329999;8,087959965000039;48,647288143000026;08210112317100471440;1
73020;08;1;35;019;2021;01;05;6;2;0;1;1;0;0;0;0;2;0;584966,176875105127692;5390721,644405534490943;10,153914872000030;48,663764615000048;08210108135010465290;2
73028;08;1;11;000;2021;01;17;3;3;6;7;0;1;1;0;0;2;0;516199,205380840227008;5398589,392066953703761;9,220330530000069;48,740112523000050;08210112111210473360;0
73055;08;1;16;014;2021;02;05;5;2;6;4;0;1;1;0;0;2;0;528144,275965620763600;5395788,390900278463960;9,382605041000033;48,714489995000065;08210218116100560450;0
73060;08;1;15;021;2021;02;09;6;3;0;7;1;0;0;0;1;0;0;489095,001396497711539;5384084,045007253065705;8,852059901000075;48,609736205000047;08210226115200586730;0
73064;08;3;25;053;2021;02;06;3;3;3;6;1;1;0;0;0;2;0;456819,525239512324333;5342590,180926293134689;8,418490735000034;48,235060293000060;08210216325302555510;1
73065;08;3;16;012;2021;03;14;5;3;0;7;1;0;0;0;0;0;0;400603,666541974060237;5332620,184422593563795;7,663921399000060;48,139065746000028;08210304316100623990;0
73072;08;1;18;010;2021;03;17;2;3;6;7;0;0;1;0;1;0;0;506662,534675906412303;5432212,283103950321674;9,091167814000073;49,042751498000030;08210301118100608140;0
73077;08;2;36;070;2021;02;14;5;2;0;1;1;0;0;0;0;0;0;468963,972299687564373;5415590,020985756069422;8,576587494000023;48,892481876000033;08210218231000559800;0
73080;08;3;17;059;2021;02;17;3;3;0;7;1;0;0;0;0;0;0;412816,139150638133287;5349783,021006505936384;7,824513242000023;48,295235579000064;08210223317300573700;0
73081;08;3;35;075;2021;03;11;3;3;0;7;1;0;0;0;0;0;0;487854,419728694483638;5289167,193645650520921;8,837944208000067;47,755759417000036;08210316335300655590;0
73084;08;3;17;116;2021;02;14;1;3;2;2;1;1;0;0;0;0;0;432917,640348019078374;5387439,686536407098174;8,089458418000049;48,636420113000042;08210221317100582600;0
73086;08;4;35;035;2021;02;17;4;2;4;1;1;0;0;0;0;0;0;542532,248960437253118;5283349,281829195097089;9,566916857000024;47,702126110000052;08210224435100594280;0
73098;08;3;26;074;2021;02;10;5;3;5;2;1;1;0;0;0;0;0;460090,481999999843538;5321179,056999504566193;8,464545335000025;48,042647873000078;08210225326400599270;0
73099;08;1;19;008;2021;03;14;2;3;4;6;1;0;0;0;1;0;0;534097,770545185543597;5422859,848156712949276;9,465789111000049;48,957716222000045;08210308119100611790;0
73115;08;2;16;007;2021;02;10;2;3;8;1;1;0;0;0;0;0;0;436858,936709400266409;5393805,015852274373174;8,141977633000067;48,694087562000050;08210222216200568040;0
73116;08;2;16;049;2021;02;11;4;3;5;2;1;1;0;0;0;0;0;439088,259276694618165;5401960,983066976070404;8,171063324000045;48,767672898000058;08210217211000571120;0
73125;08;2;16;023;2021;02;18;3;3;5;2;1;1;0;0;0;2;0;436893,155062722973526;5408049,884251311421394;8,140258577000054;48,822223392000069;08210216216100556720;0
73128;08;2;22;000;2021;02;06;5;3;4;2;1;0;0;0;1;2;0;462910,406326409429312;5480482,029460567981005;8,488017276000051;49,475850956000045;08210218222014558970;0
73135;08;4;35;016;2021;02;13;7;3;5;3;1;1;0;0;0;0;0;535576,730056861415505;5279705,571027500554919;9,473912551000069;47,669762851000030;08210227435100684370;0
73136;08;1;27;071;2021;02;13;1;2;1;1;1;1;0;0;0;0;0;580840,805705315433443;5460830,547184733673930;10,111838912000053;49,294869827000070;08210221127202589780;0
73143;08;3;17;001;2021;02;16;6;3;0;7;1;0;0;0;0;0;0;431989,031784573569894;5384841,779978390783072;8,077281773000038;48,612951523000049;08210226317100581530;0
73145;08;3;17;057;2021;03;17;2;3;8;1;1;0;0;0;0;0;0;416538,045639427378774;5379705,227190662175417;7,868725755000071;48,564880674000051;08210315317200647450;0
73146;08;3;35;043;2021;02;14;4;2;5;3;1;1;0;0;0;0;0;513196,155129721388221;5279623,670412922278047;9,175784303000057;47,669869992000031;08210217335100583590;0
73152;08;3;35;075;2021;03;16;2;3;5;3;1;1;0;0;0;0;0;487617,776232432574034;5289752,198986038565636;8,834770075000051;47,761018519000061;08210308335300675800;0
73159;08;2;15;084;2021;02;16;6;3;2;6;1;1;0;0;0;0;0;471103,142000000923872;5446506,298999536782503;8,603567091000059;49,170688156000040;08210212215402549130;2
73164;08;3;15;098;2021;03;07;2;3;6;4;0;1;1;0;0;0;0;407068,201720224693418;5312199,002575345337391;7,755229933000066;47,956354851000071;08210301311010603000;0
73167;08;2;35;085;2021;02;11;4;3;4;2;1;1;0;0;0;0;0;475643,790388115681708;5396615,253085568547249;8,668841725000050;48,722087859000055;08210224235100577280;0
