OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
175128;08;1;15;002;2019;03;12;7;3;0;7;0;1;1;0;0;0;0;499468,783689384350000;5386545,822887342400000;8,992790213000035;48,631977672000062;0
175129;08;1;11;000;2019;03;23;7;3;4;5;2;1;1;0;0;0;0;512797,238559513350000;5402102,272400612000000;9,174168762000022;48,771793425000055;0
175135;08;4;17;002;2019;03;13;6;3;5;3;0;1;1;0;0;0;0;488799,424068809490000;5345936,305479420300000;8,849070085000051;48,266536110000061;0
175136;08;4;15;050;2019;03;11;6;2;1;5;0;1;1;0;0;0;0;521212,959597816690000;5376360,865324907000000;9,287385185000062;48,539992635000033;0
175139;08;4;15;050;2019;03;11;6;3;0;1;0;1;0;0;0;0;0;522579,283148317600000;5375257,299540581200000;9,305835554000055;48,530017024000074;0
175140;08;3;35;075;2019;03;12;6;3;6;4;0;0;1;1;0;0;0;489816,059673064390000;5288037,047859966800000;8,864144319000047;47,745624841000051;0
175141;08;3;35;075;2019;03;11;6;3;6;2;0;0;1;1;0;0;0;488504,873242760080000;5288140,931826926800000;8,846650161000071;47,746537504000059;0
175142;08;3;35;075;2019;03;07;6;3;5;3;0;1;1;0;0;0;0;489029,554182665420000;5289249,683301076300000;8,853621630000021;47,756522689000064;0
175143;08;3;25;070;2019;03;14;6;3;1;3;0;1;1;0;0;0;0;461941,022356499920000;5349697,132877856500000;8,486818904000074;48,299325439000029;0
175144;08;3;17;096;2019;03;13;6;3;8;1;0;1;0;0;0;0;0;422245,331499964930000;5369048,385773332800000;7,948056974000053;48,469757966000032;0
175145;08;3;16;020;2019;03;10;6;2;5;7;0;1;1;0;0;0;0;408259,360133135690000;5337665,980068655700000;7,765714418000073;48,185601959000053;0
175147;08;3;11;000;2019;03;09;6;3;5;2;0;1;1;0;0;0;0;414319,792350987900000;5316760,068774744900000;7,851430201000028;47,998395053000081;0
175148;08;3;11;000;2019;03;08;6;3;5;3;0;1;1;0;0;0;0;414209,590003579850000;5315383,312570063400000;7,850228388000062;47,985995822000064;0
175149;08;3;11;000;2019;03;16;6;3;0;5;0;1;1;0;0;0;0;414504,480484501460000;5318107,464171182400000;7,853636927000025;48,010540109000033;0
175150;08;3;15;047;2019;03;07;6;3;5;3;0;1;1;0;0;0;0;415347,625000000930000;5321042,538000002500000;7,864360028000021;48,037054465000040;0
175152;08;3;36;057;2019;03;15;6;2;6;4;0;0;1;1;0;0;0;408085,852325324900000;5277648,627397354700000;7,776179835000050;47,645706170000039;0
175153;08;3;36;105;2019;03;17;6;2;5;2;0;1;1;1;0;0;0;398878,022742562000000;5267794,920642502600000;7,655885168000054;47,555695675000038;0
175154;08;3;11;000;2019;03;15;6;3;5;3;0;1;1;0;0;0;0;413043,665867986160000;5316505,036439260500000;7,834378649000030;47,995928652000032;0
175155;08;2;12;000;2019;03;16;6;3;5;3;0;1;1;0;0;0;0;458783,223703181370000;5428197,897351268700000;8,436425776000021;49,005299453000077;0
175158;08;2;26;060;2019;03;17;6;3;6;4;0;0;1;1;0;0;0;478360,067000000740000;5462887,812000002700000;8,702237714000034;49,318340546000059;0
175159;08;2;26;084;2019;03;17;6;3;6;7;0;1;0;1;0;0;0;469085,686103889720000;5469713,947056207800000;8,574097040000027;49,379341189000058;0
175160;08;2;26;029;2019;03;18;6;3;6;7;0;0;1;1;0;0;0;485365,444412129000000;5481611,876072149700000;8,797939997000071;49,486970341000074;0
175161;08;2;22;000;2019;03;07;6;3;1;5;0;1;1;0;0;0;0;466522,478180272500000;5484005,716795664300000;8,537577846000033;49,507754888000079;0
175162;08;2;22;000;2019;03;08;6;3;0;7;0;1;0;0;0;1;0;461527,721230076630000;5482263,307600416200000;8,468758299000058;49,491786563000062;0
175163;08;2;22;000;2019;03;11;6;3;6;2;0;0;1;1;0;0;0;464612,322960764170000;5486049,704065820200000;8,511010750000025;49,526031027000045;0
175164;08;2;16;043;2019;04;13;6;2;5;3;0;1;1;0;0;0;0;441483,900619447230000;5412230,798776101300000;8,202197298000044;48,860280130000035;0
175165;08;2;15;105;2019;04;12;6;3;5;3;0;1;1;0;0;0;0;457193,967122838830000;5442409,790118306900000;8,413192790000039;49,133027775000073;0
175166;08;1;36;088;2019;04;18;6;3;6;7;0;0;0;1;0;0;1;580691,805316421200000;5410660,601489177000000;10,099784427000031;48,843669370000043;0
175168;08;1;28;058;2019;04;08;6;2;0;3;0;1;1;0;0;0;0;559885,572984097530000;5482288,144134987100000;9,826902776000054;49,490274350000050;0
175170;08;1;19;068;2019;04;15;6;3;2;1;0;1;1;0;0;0;0;525232,530484515240000;5413393,493405468800000;9,344103725000025;48,872986227000069;0
175172;08;1;16;049;2019;04;17;6;3;5;3;0;1;1;0;0;0;0;524640,134748632090000;5385698,951233079700000;9,334368135000034;48,623873913000068;0
175173;08;1;16;056;2019;04;13;6;3;6;7;0;0;1;1;0;0;0;530880,296327762310000;5395537,346057178500000;9,419779860000062;48,712102131000051;0
175174;08;1;15;021;2019;04;17;6;3;0;6;0;1;0;1;0;0;0;489858,946553209800000;5381894,286639226600000;8,862477236000075;48,590049507000060;0
175175;08;1;11;000;2019;04;08;6;3;5;3;0;1;1;0;0;0;0;506549,124339390550000;5405981,368879029500000;9,089194723000048;48,806786662000036;0
175176;08;1;11;000;2019;04;17;6;3;1;5;0;1;1;0;0;0;0;511161,104509183210000;5397927,424620244700000;9,151788101000022;48,734268109000027;0
175177;08;1;11;000;2019;04;12;6;2;6;7;0;0;1;1;0;0;0;517075,206000001170000;5410940,570000000300000;9,232758645000047;48,851198629000066;0
175178;08;1;11;000;2019;04;18;6;3;6;7;0;0;1;1;0;0;0;512024,041958473620000;5408404,377723610000000;9,163830233000056;48,828501913000082;0
175179;08;1;11;000;2019;04;18;6;3;1;5;0;1;1;0;0;0;0;510847,141556197780000;5401339,687187798300000;9,147608186000070;48,764970298000037;0
175180;08;4;21;000;2019;04;12;5;3;6;4;0;0;1;1;0;0;0;571676,104252224790000;5362126,793552519800000;9,968534511000030;48,408219012000075;0
175183;08;4;15;061;2019;04;18;5;3;2;2;0;1;1;0;0;0;0;516071,794317724180000;5374010,521565018200000;9,217644592000056;48,519001051000032;0
175185;08;3;27;049;2019;04;13;5;3;5;3;0;1;1;0;0;0;0;472438,624687726610000;5324417,140149837400000;8,630003802000033;48,072433259000036;0
175186;08;3;17;096;2019;04;14;5;3;2;2;0;1;1;0;0;0;0;420317,491615795530000;5366916,348072953500000;7,922386003000042;48,450339246000055;0
175187;08;3;17;096;2019;04;10;5;2;5;3;0;1;1;0;0;0;0;422906,938616363330000;5370067,871164768900000;7,956818313000042;48,479009640000072;0
175188;08;3;17;150;2019;04;21;5;2;0;7;2;1;0;0;0;0;0;407508,947246819730000;5359629,291904941200000;7,750812133000068;48,383044493000057;0
175192;08;2;12;000;2019;04;14;5;3;1;5;0;1;1;0;0;0;0;454065,108493119480000;5428482,321701629100000;8,371884685000055;49,007524746000058;0
175194;08;2;31;000;2019;04;18;5;3;6;7;0;0;1;1;0;0;0;477366,184801954780000;5415507,595784086700000;8,691218127000070;48,892104304000043;0
175197;08;2;26;013;2019;04;09;5;2;6;7;0;0;1;1;0;0;0;499685,620554567310000;5480157,135330244900000;8,995660490000034;49,474061531000075;0
175198;08;2;22;000;2019;04;11;5;3;5;3;0;1;1;0;0;0;0;462755,836823005230000;5478229,595863521100000;8,486095646000024;49,455581922000079;0
175201;08;2;21;000;2019;04;08;5;3;3;2;0;1;1;0;0;0;0;476549,456785505640000;5472651,661164104900000;8,676749209000036;49,406098584000063;0
175202;08;2;16;043;2019;04;12;5;3;5;3;0;1;1;0;0;0;0;443650,624511078930000;5412742,580964649100000;8,231664899000066;48,865084230000036;0
175203;08;2;15;017;2019;04;07;5;2;5;3;0;1;0;0;0;0;0;454745,776171104050000;5422182,295311354100000;8,381892741000058;48,950905515000045;0
175206;08;2;11;000;2019;04;13;5;3;0;4;0;0;0;1;0;0;1;444038,285022240130000;5400960,849326936500000;8,238556842000037;48,759141310000075;0
175211;08;1;18;048;2019;04;10;5;3;0;7;0;0;0;1;0;0;1;513317,261024105360000;5415021,768811803300000;9,181665831000032;48,888004210000076;0
175213;08;1;18;050;2019;04;13;5;3;5;3;0;1;1;0;0;0;0;505772,073168674480000;5417256,577507576000000;9,078770800000029;48,908224241000028;0
175214;08;1;18;081;2019;04;07;5;2;5;3;0;1;1;0;0;0;0;520931,952466364020000;5413334,634876020300000;9,285453256000039;48,872616853000068;0
175215;08;1;16;019;2019;04;15;5;3;0;7;0;1;0;0;0;0;0;525309,275279219260000;5396953,440953545300000;9,344137112000055;48,725092189000065;0
175218;08;1;16;019;2019;04;07;5;3;5;3;0;1;1;0;0;0;0;522654,136628896000000;5400353,268370851900000;9,308221989000060;48,755778840000062;0
175219;08;1;15;028;2019;04;17;5;3;0;7;0;1;1;0;0;0;0;501099,368819328020000;5404771,497391641100000;9,014969443000041;48,795936281000081;0
175220;08;1;11;000;2019;04;13;5;3;5;3;0;1;1;0;0;0;0;513038,370832468380000;5399418,797234099400000;9,177365511000062;48,747648010000034;0
175221;08;1;11;000;2019;04;07;5;3;6;4;0;0;0;1;0;0;1;517039,993928705340000;5409211,421149402900000;9,232206736000023;48,835644540000033;0
175224;08;4;21;000;2019;04;11;4;3;0;1;0;1;0;0;0;0;0;570439,546008539390000;5358942,447073547200000;9,951293580000026;48,379714205000028;0
175226;08;3;37;096;2019;04;10;4;2;0;1;0;1;0;0;0;0;0;419674,681332076900000;5267213,948852114400000;7,932364976000031;47,553375289000030;0
175230;08;3;11;000;2019;04;16;4;3;5;1;0;1;1;0;0;0;1;415211,971000000830000;5315780,480000000400000;7,863581209000074;47,989702186000045;1
175231;08;2;15;017;2019;04;13;4;3;6;4;0;0;1;1;0;0;0;456817,982780474240000;5421046,384189924200000;8,410314890000052;48,940835923000066;0
175237;08;2;11;000;2019;04;13;4;2;6;7;0;0;1;1;0;0;0;443325,126851882790000;5404582,912401948100000;8,228354964000062;48,791657801000042;0
175242;08;1;11;000;2019;04;09;4;3;1;5;0;1;1;0;0;0;0;512642,297220891340000;5402992,502480713700000;9,172087410000074;48,779805037000074;0
175243;08;4;36;010;2019;04;06;3;2;5;3;1;1;1;0;0;0;0;566646,934573523700000;5306283,418432604500000;9,891836212000044;47,906413016000045;1
175244;08;4;35;016;2019;04;11;3;3;5;3;0;1;1;0;0;0;0;536010,372059355490000;5278032,231386788200000;9,479550922000044;47,654683135000028;0
175245;08;4;35;057;2019;04;19;3;3;4;1;0;1;1;0;0;0;0;544845,846157399010000;5275640,017450060700000;9,596961913000030;47,632607658000040;0
175249;08;3;35;043;2019;04;05;3;3;8;1;2;1;0;0;0;0;0;513028,078000000680000;5279342,774000002100000;9,173537002000046;47,667345987000033;1
175251;08;3;25;049;2019;04;07;3;3;6;4;0;0;1;1;0;0;0;472598,912946567870000;5334236,965102171500000;8,631524361000061;48,160787344000028;1
175253;08;3;15;108;2019;04;13;3;3;0;1;0;1;0;0;0;0;0;405175,691437107510000;5303904,449104826900000;7,731712302000062;47,881466979000038;1
175254;08;3;11;000;2019;04;08;3;3;6;7;0;1;0;1;0;0;0;414422,342805316670000;5317388,668341601300000;7,852679246000037;48,004063281000072;1
175256;08;3;36;091;2019;04;14;3;2;5;3;0;1;1;0;0;0;0;395107,008998451750000;5274121,291709464000000;7,604263700000047;47,612004192000029;0
175257;08;3;36;091;2019;04;13;3;3;4;6;0;1;0;0;0;0;0;396406,785517449490000;5273858,091011920900000;7,621615928000040;47,609845751000080;0
175258;08;3;11;000;2019;04;08;3;3;0;7;0;1;1;0;0;0;0;413518,718571531590000;5315657,770843455600000;7,840915931000041;47,988371630000074;1
175259;08;2;12;000;2019;04;12;3;3;5;3;0;1;1;0;0;0;0;454812,227939903740000;5429090,752941617700000;8,382032464000076;49,013052790000074;0
175262;08;2;26;096;2019;04;17;3;3;5;3;0;1;1;0;0;0;0;475586,020577459600000;5488593,174863753800000;8,662485114000049;49,549450035000064;1
175267;08;2;22;000;2019;04;16;3;3;0;1;0;1;0;0;0;0;0;460060,217765126380000;5484020,174552464900000;8,448317736000035;49,507493730000078;1
175270;08;2;21;000;2019;04;08;3;2;4;5;0;1;0;0;0;0;1;476881,584042443890000;5472502,341446226500000;8,681335989000047;49,404768184000034;0
175278;08;1;35;019;2019;04;07;3;3;6;1;0;0;0;1;1;0;0;583682,966810802930000;5392703,384850209600000;10,136892371000044;48,681762332000062;1
175280;08;1;28;131;2019;04;15;3;2;6;4;0;0;1;1;0;0;0;537255,388000001200000;5511935,010999999900000;9,517256933000056;49,758737912000072;1
175282;08;1;19;079;2019;04;19;3;3;5;3;0;1;1;0;0;0;0;524594,788406801410000;5409517,211934881300000;9,335173928000074;48,838142030000029;0
175284;08;1;19;020;2019;04;10;3;3;5;3;0;1;1;0;0;0;0;519739,892000000920000;5406734,449000001000000;9,268879059000028;48,813282239000046;1
175286;08;1;16;019;2019;04;08;3;3;4;6;0;1;1;0;0;0;0;522948,026770094410000;5398870,045391729100000;9,312137810000024;48,742425186000048;1
175288;08;1;11;000;2019;04;17;3;2;5;3;0;1;1;0;0;0;0;510736,169823699630000;5409465,492421619600000;9,146310547000041;48,838071141000057;0
175289;08;1;11;000;2019;04;15;3;3;6;4;0;0;1;1;0;0;0;509059,991501993500000;5406824,213257471100000;9,123409600000059;48,814337267000042;0
175291;08;4;35;016;2019;04;06;2;3;0;6;0;1;0;0;0;1;0;534002,648706685750000;5278341,516660524500000;9,452838973000041;47,657574547000081;0
175292;08;4;26;067;2019;04;13;2;3;0;1;0;1;0;0;0;0;0;528245,313150599600000;5332786,041071320000000;9,379731770000035;48,147696796000048;0
175293;08;4;15;061;2019;04;09;2;3;0;1;0;1;0;0;0;0;0;515599,083155289290000;5370525,315401617400000;9,211112922000041;48,487658894000049;0
175294;08;4;15;061;2019;04;16;2;3;5;3;0;1;1;0;0;0;0;513095,814832791690000;5374461,192768039200000;9,177358190000064;48,523124572000029;0
175300;08;3;35;043;2019;04;15;2;3;0;2;0;1;0;1;0;0;0;513007,106431635100000;5279309,968077182800000;9,173256680000065;47,667051233000052;0
175303;08;3;11;000;2019;04;07;2;3;0;7;0;1;1;0;0;0;0;413707,758533165790000;5318365,504579518000000;7,842904429000043;48,012754179000069;0
175304;08;3;15;006;2019;04;16;2;2;6;1;0;0;1;1;0;0;0;403047,289903337140000;5308075,801073495300000;7,702314615000034;47,918670506000069;0
175308;08;2;26;041;2019;04;12;2;3;0;3;0;1;1;0;0;0;0;476684,891303898770000;5465834,747544247700000;8,679015606000064;49,344786418000069;0
175311;08;2;12;000;2019;04;17;2;3;5;3;0;1;1;0;0;0;0;457709,933459252120000;5428301,261190563400000;8,421740236000062;49,006156615000066;0
175312;08;2;12;000;2019;04;19;2;3;0;1;0;1;0;0;0;0;0;458449,133337269540000;5428515,390239538600000;8,431825360000062;49,008132951000050;0
175315;08;1;36;088;2019;04;07;2;3;0;2;1;1;0;0;0;0;1;579825,208309715610000;5410013,023525772600000;10,087849272000028;48,837956951000081;0
175316;08;1;36;088;2019;04;08;2;3;5;3;0;1;1;0;0;0;0;578243,399000000210000;5409292,554999999700000;10,066158956000038;48,831678204000070;0
175317;08;1;27;063;2019;04;22;2;2;5;3;2;1;1;0;0;0;0;565110,406491330820000;5434207,575052345200000;9,891213107000056;49,057295271000044;0
175319;08;1;21;000;2019;04;17;2;3;3;2;0;0;1;1;0;0;0;513192,624776716340000;5443555,619174812000000;9,180893324000067;49,144684448000078;0
175320;08;1;21;000;2019;04;08;2;3;6;2;0;0;1;1;0;0;0;515874,461273129100000;5441975,103258304300000;9,217603362000034;49,130403713000078;0
175321;08;1;19;020;2019;04;17;2;3;0;3;0;1;1;0;0;0;0;519917,572073356250000;5406767,234757568700000;9,271300820000022;48,813571503000048;0
175325;08;1;16;049;2019;04;11;2;3;5;2;0;1;1;0;0;0;0;524112,728828921910000;5384273,202562183100000;9,327128445000028;48,611068333000048;0
175326;08;1;15;045;2019;04;16;2;3;4;2;0;1;0;0;0;0;1;495520,684477203530000;5393605,203048214300000;8,939129314000070;48,695469018000040;0
175329;08;1;11;000;2019;04;07;2;2;6;6;0;1;0;1;0;0;0;511871,641501777810000;5403104,393946792900000;9,161600493000037;48,780826790000049;0
175330;08;1;11;000;2019;04;06;2;3;5;3;0;1;1;0;0;0;0;511214,593032045290000;5401689,670736679800000;9,152617997000050;48,768112220000035;0
175331;08;1;11;000;2019;04;17;2;3;4;7;0;1;0;0;0;0;0;514473,593853045250000;5407954,391784207900000;9,197189848000051;48,824401653000052;0
175333;08;4;26;045;2019;04;18;1;3;5;3;0;1;1;0;0;0;0;535501,038551351990000;5327386,648856818700000;9,476825252000026;48,098756535000064;0
175334;08;4;15;061;2019;04;01;1;3;5;3;2;1;1;0;0;0;0;515657,880629979070000;5371133,194815712000000;9,211931450000066;48,493126131000054;0
175339;08;3;11;000;2019;04;01;1;3;0;7;2;1;0;0;0;0;0;409779,158000000750000;5316970,550999997200000;7,790531020000060;47,999663720000058;0
175340;08;2;26;076;2019;04;13;1;3;0;7;0;1;0;0;0;0;0;475524,850799494420000;5465582,319323375800000;8,663060852000058;49,342470395000078;0
175341;08;2;26;032;2019;04;16;1;3;3;6;0;1;1;0;0;0;0;467378,099950047210000;5463144,184598779300000;8,551110561000030;49,320158485000036;0
175342;08;2;26;081;2019;04;12;1;3;8;6;0;0;1;1;0;0;0;496772,808000002060000;5474752,148000003800000;8,955497771000069;49,425435661000051;0
175345;08;2;15;105;2019;04;15;1;3;0;1;0;1;0;0;0;0;0;457045,992461766120000;5440667,623327516000000;8,411349917000052;49,117346753000049;0
175346;08;2;12;000;2019;04;02;1;2;0;7;2;0;0;1;0;0;1;454745,558773319240000;5428836,334010561900000;8,381149149000066;49,010759387000064;0
175347;08;2;15;101;2019;04;16;1;3;5;3;0;1;1;0;0;0;0;465985,568384906280000;5428407,943414140500000;8,534885092000025;49,007627857000045;0
175348;08;2;16;007;2019;04;13;1;2;5;7;0;1;1;0;0;0;0;435681,124634163450000;5395601,000472353800000;8,125694520000025;48,710122205000062;0
175350;08;1;16;077;2019;04;01;1;2;6;3;2;0;1;1;0;0;0;516702,968762667850000;5391693,266799725600000;9,226903223000022;48,678061661000072;0
175351;08;1;15;028;2019;04;12;1;3;0;7;0;1;0;0;0;0;0;501948,742700217290000;5404798,949890442200000;9,026534985000069;48,796181159000071;0
175352;08;1;15;021;2019;04;12;1;3;5;3;0;1;1;0;0;0;0;489533,539317940360000;5383982,842595059400000;8,858011756000053;48,608833256000025;0
175353;08;1;11;000;2019;04;14;1;3;0;7;0;1;0;0;0;0;0;511338,989273809830000;5400353,928272804200000;9,154274077000025;48,756093684000064;0
175354;08;3;11;000;2019;04;16;7;2;5;3;0;1;0;0;0;0;1;412562,501687553710000;5315583,020003801200000;7,828118013000051;47,987569201000042;0
175355;08;4;35;016;2019;04;11;7;3;0;7;0;1;0;0;0;0;0;535942,396709421650000;5277896,467578727800000;9,478634563000071;47,653465391000054;0
175359;08;3;36;091;2019;04;10;7;3;6;4;0;0;1;1;0;0;0;397156,823138924320000;5271991,247960958600000;7,632030703000055;47,593172504000052;0
175360;08;3;35;022;2019;04;17;7;2;0;1;1;1;0;0;0;0;0;482719,821746016850000;5297788,065356439000000;8,769091508000031;47,833207996000056;0
175361;08;3;17;096;2019;04;17;7;3;0;7;0;1;0;0;0;0;0;422273,758999999610000;5370708,347000001000000;7,948132844000043;48,484692698000060;0
175362;08;3;17;065;2019;04;14;7;3;5;3;0;1;1;0;0;0;0;417215,088216477070000;5354809,766854319700000;7,882824692000042;48,341041895000046;0
175366;08;2;12;000;2019;04;04;7;3;0;7;2;1;0;0;0;0;0;460505,964170632880000;5427735,802979406000000;8,460025350000024;49,001255463000064;0
175367;08;2;11;000;2019;04;16;7;3;1;5;0;1;1;0;0;0;0;443918,762614297680000;5401383,408376483200000;8,236873128000070;48,762931554000033;0
175369;08;1;28;058;2019;04;20;7;2;8;1;2;1;0;0;0;0;0;559426,024190518070000;5482144,678099863200000;9,820536425000057;49,489029208000034;0
175371;08;1;19;020;2019;04;11;7;3;6;3;0;0;1;1;0;0;0;520354,136466765780000;5406316,928826548200000;9,277224936000039;48,809506490000047;0
175373;08;1;17;024;2019;04;17;7;2;8;1;0;1;0;0;0;0;0;561080,175382879560000;5385800,482633575800000;9,828838805000032;48,622290268000029;0
175374;08;1;11;000;2019;04;15;7;3;6;7;0;0;1;1;0;0;0;515227,616820416410000;5404003,728556163600000;9,207316121000076;48,788844007000080;0
175375;08;4;35;057;2019;04;12;6;3;0;3;0;1;1;0;0;0;0;544110,942824088040000;5279656,781985057500000;9,587585083000022;47,668798034000076;0
175376;08;4;25;033;2019;04;17;6;3;4;6;0;1;1;0;0;0;0;553824,043368393560000;5347461,654654532700000;9,725454674000048;48,278070159000038;0
175377;08;4;16;025;2019;04;18;6;3;0;7;0;1;0;0;0;0;0;504935,971184699800000;5361635,719637338100000;9,066697235000049;48,407858067000063;0
175379;08;3;35;043;2019;04;08;6;3;5;3;0;1;1;0;0;0;0;514383,866633144210000;5280068,001788629200000;9,191620204000060;47,673842602000036;0
175380;08;3;35;043;2019;04;13;6;3;6;6;0;0;1;1;0;0;0;512705,965016826060000;5279848,842522680800000;9,169261124000059;47,671905833000039;0
175383;08;3;17;065;2019;04;15;6;3;2;6;0;1;1;0;0;0;0;416107,571680698540000;5354621,760958941700000;7,867919314000062;48,339204691000077;0
175384;08;3;17;057;2019;04;15;6;3;5;2;0;1;0;0;0;0;0;412671,297702971850000;5380521,865612784400000;7,816154363000067;48,571699008000053;0
175387;08;3;11;000;2019;04;15;6;2;0;1;0;1;0;0;0;0;0;410066,218982383610000;5319847,353270672300000;7,793774943000074;48,025581499000054;0
175389;08;3;11;000;2019;04;16;6;3;6;4;0;0;1;1;0;0;0;415234,170894406740000;5320328,148199468900000;7,862979715000051;48,030613218000042;0
175390;08;2;12;000;2019;04;07;6;3;5;3;0;1;1;0;0;0;0;455971,312113033610000;5427897,550806000800000;8,398012050000034;49,002403609000055;0
175392;08;2;22;000;2019;04;11;6;3;5;2;0;1;1;0;0;0;0;463973,434961032120000;5478494,004323547700000;8,502871641000070;49,458033588000035;0
175393;08;2;22;000;2019;04;15;6;3;5;3;0;1;1;0;0;0;0;461960,455722280780000;5480145,661401078100000;8,474937125000054;49,472766714000045;0
175396;08;2;26;018;2019;04;07;6;3;5;3;0;1;1;0;0;0;0;473365,622756888160000;5471661,320012105600000;8,632929382000043;49,397059644000080;0
175397;08;2;21;000;2019;04;12;6;3;5;3;0;1;1;0;0;0;0;477627,820783026520000;5473155,730501620100000;8,691585136000072;49,410673209000038;0
175398;08;2;12;000;2019;04;18;6;3;5;3;0;1;0;0;0;0;0;459638,467970043420000;5431706,549736529600000;8,447770233000028;49,036916885000039;0
175399;08;2;12;000;2019;04;18;6;3;1;5;0;1;1;0;0;0;0;454934,815020232460000;5429948,197576545200000;8,383613580000031;49,020774530000040;0
175400;08;1;36;020;2019;04;14;6;2;0;7;0;1;0;0;0;0;0;564078,933126155290000;5415640,970520252400000;9,874171327000056;48,890404136000029;0
175401;08;1;36;044;2019;04;15;6;3;6;7;0;0;1;1;0;0;0;558566,787999999710000;5408121,290000002800000;9,797906283000032;48,823310354000057;0
175402;08;1;36;065;2019;04;12;6;3;0;7;0;1;0;0;0;0;0;558256,164118831050000;5405620,060766695100000;9,793319749000034;48,800840890000075;0
175404;08;1;27;076;2019;04;07;6;2;5;2;0;1;0;0;0;1;0;552869,931504552250000;5439043,468817465000000;9,724316813000030;49,101965130000053;1
175406;08;1;18;048;2019;04;15;6;3;6;4;0;0;1;1;0;0;0;512833,718315463510000;5416038,893367838100000;9,175101624000035;48,897164204000035;0
175407;08;1;18;048;2019;04;06;6;3;5;3;0;1;1;0;0;0;0;516062,715486734170000;5414062,283311002000000;9,219079656000076;48,879307854000047;1
175408;08;1;16;033;2019;04;12;6;3;3;6;0;1;1;0;0;0;0;533408,140443294310000;5387848,892503026900000;9,453520442000070;48,642807719000075;0
175410;08;1;15;003;2019;04;13;6;3;6;2;0;0;1;1;0;0;0;500757,343969902020000;5392893,387926526400000;9,010290459000032;48,689081079000061;0
175411;08;4;36;094;2019;04;06;5;3;7;7;1;1;0;0;0;0;0;568501,684466692620000;5281489,696066163500000;9,912737463000042;47,683164278000049;0
175413;08;3;35;063;2019;04;15;5;3;0;1;0;1;0;0;0;0;0;497432,483791153880000;5287429,802855268100000;8,965752388000055;47,740236395000068;1
175417;08;3;17;001;2019;04;13;5;3;5;7;0;1;1;0;0;0;0;432396,943600495350000;5387413,140257112700000;8,082396019000044;48,636125243000038;1
175418;08;3;11;000;2019;04;18;5;2;0;7;0;1;0;0;0;0;0;412042,579562964850000;5314250,421461196600000;7,821424193000041;47,975510770000028;0
175419;08;3;36;050;2019;04;07;5;3;5;3;0;1;1;0;0;0;0;399438,182536491190000;5273701,381890082700000;7,661975347000066;47,608913606000044;1
175420;08;3;11;000;2019;04;13;5;3;5;3;0;1;1;0;0;0;0;412600,374289551750000;5315678,842160010700000;7,828605984000035;47,988436329000081;1
175421;08;4;35;034;2019;04;09;6;3;5;3;0;1;1;0;0;0;0;529012,201370934020000;5284942,808468191000000;9,386818013000038;47,717212561000053;0
175422;08;4;26;014;2019;04;14;6;3;5;3;0;1;1;0;0;0;0;548718,636062029750000;5316786,532577283700000;9,653137446000073;48,002518655000074;0
175424;08;4;25;014;2019;04;11;6;3;0;7;0;1;0;0;0;0;0;572997,151409208770000;5370645,620548771700000;9,987867780000045;48,484695494000050;0
175426;08;4;16;041;2019;04;22;6;3;1;7;2;1;1;0;0;0;0;504108,500074238520000;5373862,103826453900000;9,055636132000075;48,517858122000064;0
175428;08;3;35;063;2019;04;17;6;3;1;5;0;1;1;0;0;0;0;497784,920078956520000;5288062,053954545400000;8,970450249000066;47,745926439000073;0
175429;08;3;35;043;2019;04;16;6;3;8;7;0;1;0;0;0;0;0;511074,386432129890000;5281280,990716580300000;9,147562637000021;47,684821825000029;0
175430;08;3;35;043;2019;04;12;6;2;6;4;0;0;0;1;0;0;1;513936,476856121790000;5283233,471637189400000;9,185761266000043;47,702334131000043;0
175431;08;3;26;012;2019;04;17;6;3;6;6;0;0;1;1;0;0;0;461002,613935261960000;5311121,366620890800000;8,477696717000072;47,952217060000066;0
175433;08;3;15;064;2019;04;11;6;2;1;1;0;1;1;0;0;0;0;421426,202577281740000;5314196,526631655200000;7,947145584000054;47,976247171000068;0
175434;08;2;16;017;2019;04;10;6;3;6;6;0;0;1;1;0;0;0;451120,835999999200000;5401284,020999999700000;8,334879926000042;48,762644770000065;0
175436;08;2;15;090;2019;04;11;6;3;0;2;0;1;1;0;0;0;0;465174,264312279410000;5433744,425867632000000;8,523333299000058;49,055585630000053;0
175440;08;1;19;079;2019;04;16;6;3;5;3;0;1;1;0;0;0;0;524017,531401438640000;5410614,697706490800000;9,327371637000056;48,848037302000080;0
175442;08;1;16;033;2019;04;13;6;2;0;1;0;1;0;0;0;0;0;533356,787256859240000;5386941,856640724500000;9,452750311000045;48,634650856000064;0
175443;08;1;16;049;2019;04;16;6;3;8;1;0;1;0;0;0;0;0;525315,387203708290000;5385000,689343540000000;9,343488559000036;48,617565348000028;0
175447;08;4;36;010;2019;04;12;5;3;6;4;0;0;1;1;0;0;0;566964,001028575000000;5306511,085079293700000;9,896113859000025;47,908428130000061;0
