OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
33935;08;1;27;100;2019;08;17;7;3;8;1;0;1;0;0;0;0;0;552006,879522315230000;5437380,764408553000000;9,712279968000075;49,087083061000044;0
33937;08;1;27;025;2019;08;18;7;2;4;6;0;1;0;0;0;0;0;556196,993204811590000;5428961,414201520400000;9,768493963000026;49,010984934000078;0
33952;08;1;15;048;2019;08;17;7;3;2;6;0;1;1;0;0;0;0;509670,043122755360000;5387276,685891265000000;9,131260872000041;48,638478087000067;0
33959;08;4;26;062;2019;08;17;4;2;5;3;0;1;1;0;0;0;0;555905,316518815230000;5319101,570167224900000;9,749778236000054;48,022757488000082;0
33960;08;4;25;039;2019;08;17;6;3;5;2;0;1;1;0;0;0;0;566141,489853706210000;5353133,453488046300000;9,892342457000041;48,327924474000042;0
33963;08;4;16;011;2019;08;07;6;2;5;2;0;1;1;0;0;0;0;504720,364655504000000;5367014,394257975700000;9,063844449000044;48,456248977000030;0
33966;08;2;26;017;2019;08;22;3;2;2;6;2;1;1;0;0;0;0;492720,484820275570000;5465336,651122326000000;8,899789615000032;49,340708233000043;0
33976;08;3;17;065;2019;08;00;6;3;0;1;2;1;0;0;0;0;0;415431,525000000370000;5351253,405999999500000;7,859474084000055;48,308816565000029;0
33983;08;3;35;002;2019;08;14;5;2;0;1;0;1;0;0;0;0;0;506107,309588618580000;5284308,031817307700000;9,081420425000033;47,712124116000041;0
33994;08;3;35;043;2019;08;16;5;3;0;2;0;1;1;0;0;0;0;513845,015999999830000;5279559,169000001600000;9,184425606000048;47,669276063000041;0
33996;08;1;16;020;2019;08;09;4;2;6;4;0;0;1;1;0;0;0;526338,763871844860000;5382526,377366140500000;9,357216816000062;48,595264043000043;0
33999;08;4;21;000;2019;08;05;5;2;4;6;2;1;0;0;0;0;0;569885,108242658900000;5361597,676400646600000;9,944248745000039;48,403660583000033;0
34000;08;2;36;028;2019;08;16;6;3;6;7;0;0;1;1;0;0;0;494172,788999999870000;5422698,774000002100000;8,920398949000060;48,957180164000079;0
34004;08;2;21;000;2019;08;21;6;3;6;4;2;0;1;1;0;0;0;477380,830765703690000;5468119,626353092500000;8,688466835000043;49,365364946000057;1
34011;08;2;21;000;2019;08;08;6;3;5;2;0;1;1;0;0;0;0;476567,186035052870000;5472510,030645616400000;8,677001948000054;49,404825323000068;0
34025;08;3;17;096;2019;08;15;5;3;1;5;0;1;1;0;0;0;0;422060,213514228350000;5369763,107797294900000;7,945419722000054;48,476163916000075;0
34033;08;1;27;046;2019;08;12;6;3;8;6;0;1;1;0;0;0;1;570311,266251987780000;5448456,285930747200000;9,964874031000022;49,184878751000042;0
34041;08;4;35;059;2019;08;08;3;3;0;7;0;1;0;0;0;0;0;514281,427465646530000;5291518,733030512900000;9,190631071000041;47,776873630000068;0
34053;08;1;18;048;2019;08;19;6;3;5;3;0;1;1;0;0;0;0;514889,615305467510000;5414928,335692817300000;9,203111377000028;48,887127926000062;0
34062;08;1;11;000;2019;08;09;6;2;6;4;0;0;1;1;0;0;0;512650,299613488840000;5402085,016458269200000;9,172168421000038;48,771641196000076;0
34063;08;1;11;000;2019;08;10;6;3;6;4;0;1;0;1;0;0;0;513456,967817273920000;5402536,503307642400000;9,183161754000025;48,775685815000031;0
34066;08;4;36;081;2019;08;07;5;3;4;6;0;1;0;0;0;0;0;564926,253683204760000;5285733,798018420100000;9,865735076000021;47,721715931000062;0
34067;08;3;35;098;2019;08;17;4;3;4;6;0;1;0;0;0;0;0;501929,497147599240000;5296086,336699491400000;9,025775667000062;47,818126078000034;0
34068;08;4;35;035;2019;08;10;5;3;5;3;0;1;1;0;0;0;0;545103,275122389200000;5284208,991115991000000;9,601273396000067;47,709686631000068;0
34069;08;4;35;016;2019;08;13;5;3;4;2;0;1;0;0;0;0;1;535566,072353938590000;5281938,552968248700000;9,473952514000075;47,689854432000061;0
34070;08;1;25;056;2019;08;17;4;3;0;1;0;1;0;0;0;0;0;511408,488443577660000;5435770,488278754100000;9,156209873000023;49,074689728000067;0
34071;08;4;26;062;2019;08;15;5;3;8;3;0;1;1;0;0;0;0;556379,992999999780000;5316373,518000001100000;9,755785117000073;47,998173153000039;0
34082;08;3;11;000;2019;08;18;5;3;0;3;0;1;1;0;0;0;0;414812,052000001070000;5319260,677000001100000;7,857530966000070;48,020954763000077;0
34083;08;2;16;043;2019;08;16;3;3;5;3;0;1;1;0;0;0;0;442130,919613936920000;5411944,913030091700000;8,211058229000059;48,857769290000078;0
34085;08;1;11;000;2019;08;06;5;3;5;3;1;1;1;0;0;0;0;512472,287327916360000;5406757,387970369300000;9,169887567000046;48,813676987000065;0
34086;08;1;11;000;2019;08;07;5;2;5;2;0;1;0;0;0;0;1;518343,729011343790000;5403258,247006708800000;9,249706716000048;48,782053642000051;0
34087;08;1;25;056;2019;08;16;6;3;0;7;0;1;0;0;0;0;0;512109,478447536010000;5435879,798304116400000;9,165811357000052;49,075659634000033;0
34090;08;4;35;016;2019;08;09;4;3;6;2;0;0;1;1;0;0;0;536944,469937545250000;5278319,479009311600000;9,492014136000023;47,657214950000025;0
34095;08;4;21;000;2019;08;12;4;2;6;7;0;1;0;1;0;0;0;572307,785510250370000;5361933,528797932000000;9,977035613000055;48,406408390000081;0
34096;08;4;25;138;2019;08;14;4;3;0;1;0;1;0;0;0;0;0;573562,734233267610000;5350575,326265424500000;9,992004510000072;48,304092999000034;0
34097;08;3;17;026;2019;08;13;6;3;0;7;0;1;0;0;0;0;0;411165,257032437250000;5346831,965438175900000;7,802880130000062;48,268461861000048;0
34099;08;4;16;023;2019;08;11;4;3;2;6;0;1;0;0;0;0;0;507728,653123946860000;5370947,983268490100000;9,104605179000032;48,491607460000068;0
34102;08;1;11;000;2019;08;10;6;3;6;4;0;0;0;1;0;0;1;511499,801628412680000;5406197,858955748400000;9,156625517000066;48,808662292000065;0
34107;08;3;35;002;2019;08;11;4;3;0;7;0;1;0;0;0;0;0;505467,806478667070000;5285313,490779154000000;9,072907430000043;47,721176593000052;0
34109;08;1;18;018;2019;08;12;7;3;6;6;0;1;0;1;0;0;0;512730,057093523440000;5431789,656404694500000;9,174180104000072;49,038854303000051;0
34111;08;3;35;066;2019;08;17;7;3;0;1;0;1;0;0;0;0;0;506093,581005658950000;5281699,192310454300000;9,081200944000045;47,688650821000067;0
34112;08;3;17;153;2019;08;15;4;2;6;4;0;0;0;1;1;0;0;418081,050461725330000;5385129,621584417300000;7,888566491000063;48,613874322000072;0
34115;08;3;15;076;2019;08;21;4;2;0;1;0;1;0;0;0;0;0;392544,685054148550000;5297071,127986103300000;7,564520033000065;47,818013998000026;0
34118;08;3;16;011;2019;08;09;4;2;5;3;0;1;1;0;0;0;0;418458,187754511830000;5332165,854208121100000;7,903957092000042;48,137518057000079;0
34121;08;1;27;014;2019;08;16;1;3;0;1;0;1;0;0;0;0;0;580482,254093609750000;5443465,455732893200000;10,103426140000067;49,138742450000052;1
34127;08;2;37;019;2019;08;16;4;3;3;2;0;1;1;0;0;0;0;460770,737184307540000;5368193,804194109500000;8,469312698000067;48,465653715000030;0
34133;08;2;31;000;2019;08;17;4;3;5;3;0;1;1;0;0;0;0;474643,746365694330000;5416936,003799814700000;8,653989246000037;48,904848280000067;0
34142;08;4;17;075;2019;08;16;5;3;0;1;0;1;0;0;0;0;0;509111,830440876070000;5335297,593264613300000;9,122555081000030;48,170855001000064;0
34144;08;1;36;088;2019;08;21;5;2;6;1;2;0;0;1;1;0;0;574638,739820377900000;5413993,866280462600000;10,017906462000042;48,874407547000033;0
34149;08;4;35;036;2019;08;15;6;3;5;3;0;1;1;0;0;0;0;520370,146979474460000;5282592,188261449300000;9,271485770000027;47,696393284000067;0
34151;08;1;36;019;2019;08;12;4;3;5;3;0;1;1;0;0;0;0;582969,048836493860000;5425164,185507590000000;10,133763540000075;48,973814400000037;0
34161;08;1;11;000;2019;08;13;1;3;3;7;0;1;1;0;0;0;0;515555,049228751100000;5399179,290194705100000;9,211591496000040;48,745435640000039;0
34179;08;1;11;000;2019;08;12;4;3;6;2;0;0;1;1;0;0;0;511500,425660037440000;5406197,597294682600000;9,156634009000072;48,808659926000075;0
34183;08;3;17;152;2019;08;05;6;1;0;7;2;1;0;0;0;0;0;408925,634168269110000;5348403,118428269400000;7,772367959000064;48,282275779000031;0
34184;08;4;26;097;2019;08;10;3;3;6;4;0;0;1;1;0;0;0;536242,079670020380000;5333088,089011889000000;9,487262939000061;48,150008761000038;1
34186;08;1;36;002;2019;08;13;1;3;0;1;0;1;0;0;0;0;0;571120,327822139490000;5413668,400552036200000;9,969873920000055;48,871893704000058;0
34216;08;3;11;000;2019;08;18;7;3;5;2;0;1;1;0;0;0;0;415164,113000000830000;5315640,546000002000000;7,862967549000075;47,988437072000067;0
34234;08;4;26;090;2019;08;22;6;2;9;1;2;1;0;0;0;0;0;547795,668520479460000;5323789,758749358400000;9,641546305000077;48,065593349000039;0
34241;08;1;28;014;2019;08;15;6;3;5;3;0;1;1;0;0;0;0;546496,367400273680000;5481611,396304197600000;9,641958383000031;49,485361235000028;0
34244;08;1;16;019;2019;08;09;3;2;6;4;0;0;1;1;0;0;0;526452,347318399700000;5396938,970938233700000;9,359678533000022;48,724914552000030;0
34246;08;1;15;013;2019;08;08;3;3;4;6;0;1;0;0;0;0;1;495602,567000000740000;5389700,849000001300000;8,940283568000041;48,660345575000065;0
34248;08;2;22;000;2019;08;21;7;2;6;4;2;0;1;1;0;0;0;461899,795763479550000;5481352,076882481600000;8,473983657000076;49,483614001000035;0
34253;08;4;36;008;2019;08;00;2;3;0;7;2;1;0;0;0;0;0;549232,453217487780000;5311284,178661694800000;9,659394716000065;47,952976669000066;1
34256;08;3;35;063;2019;08;15;7;3;5;2;0;1;1;0;0;0;0;498769,034486408350000;5290675,225254124000000;8,983571194000035;47,769441256000050;0
34257;08;4;35;016;2019;08;16;2;3;4;2;0;1;1;0;0;0;0;536948,767092606980000;5280402,571123527400000;9,492247550000059;47,675957076000032;0
34264;08;3;35;022;2019;08;08;2;2;6;1;0;0;1;1;0;0;0;479095,246299878690000;5304342,292568447100000;8,720341226000073;47,892070691000072;1
34269;08;3;26;012;2019;08;16;2;3;5;3;0;1;1;0;0;0;0;462256,922683707440000;5310695,029017275200000;8,494532755000023;47,948456502000056;1
34277;08;3;11;000;2019;08;18;2;3;5;3;0;1;1;0;0;0;0;412891,672000000250000;5318052,093000002200000;7,832027512000025;48,009824218000063;0
34284;08;2;36;025;2019;08;14;2;2;6;4;0;0;1;1;0;0;0;490294,037188391200000;5407926,721995625600000;8,867765316000032;48,824245543000075;0
34288;08;1;27;014;2019;08;17;7;3;8;7;0;1;0;0;0;0;0;578830,019999999550000;5442134,728000003800000;10,080517809000071;49,126988382000036;0
34294;08;1;35;019;2019;08;11;1;1;0;1;0;1;0;0;0;0;0;584945,554377720690000;5391891,200431983900000;10,153875040000059;48,674286769000048;0
34298;08;1;25;110;2019;08;13;5;3;0;1;0;1;0;0;0;0;0;529442,593140983950000;5443225,252734340700000;9,403679690000047;49,141148713000064;0
34306;08;1;19;093;2019;08;10;1;3;5;2;0;1;1;0;0;0;0;525038,223604442550000;5404537,911517774700000;9,340913022000052;48,793331782000052;0
34308;08;4;36;052;2019;08;11;1;1;5;3;0;1;1;0;0;0;0;565712,141000001690000;5286680,976000001700000;9,876355874000069;47,730157752000025;0
34314;08;1;19;079;2019;08;21;1;2;8;1;2;1;0;0;0;0;0;524996,334898244590000;5409763,298494698500000;9,340661052000030;48,840339715000027;0
34318;08;1;18;079;2019;08;20;5;3;4;2;2;1;1;0;0;0;0;510208,092876330950000;5421313,866395970800000;9,139410052000073;48,944665180000072;0
34322;08;4;15;050;2019;08;18;1;3;5;3;0;1;1;0;0;0;0;521262,963164195420000;5375860,525894790900000;9,288037069000040;48,535489774000041;0
34323;08;4;35;034;2019;08;16;6;3;5;3;0;1;1;0;0;0;0;531242,926656176340000;5284745,468353672000000;9,416545211000027;47,715332909000040;0
34327;08;3;37;013;2019;08;10;1;2;5;3;0;1;1;0;0;0;0;427287,067952157000000;5295719,154683658900000;8,028779927000073;47,810716651000064;0
34329;08;3;36;019;2019;08;09;1;3;0;1;0;1;0;0;0;0;0;393901,701513062230000;5276155,107709560500000;7,587737825000033;47,630102235000038;0
34331;08;3;35;066;2019;08;11;1;3;0;1;0;1;0;0;0;0;0;509419,258258022370000;5281798,726255059200000;9,125519822000058;47,689506475000030;0
34333;08;2;15;096;2019;08;12;7;3;3;2;0;1;1;0;0;0;0;464104,124338247810000;5418602,902671286800000;8,510023932000024;48,919321573000047;0
34335;08;3;25;049;2019;08;18;1;2;0;7;0;1;0;0;0;0;0;471098,218547767960000;5334254,683361530300000;8,611343064000039;48,160880289000033;0
34340;08;3;15;068;2019;08;18;1;3;0;1;0;1;0;0;0;0;0;438622,685812404380000;5301108,843565920400000;8,179407030000050;47,860386202000029;1
34344;08;3;15;015;2019;08;17;1;3;5;3;0;1;0;0;1;0;0;396705,814000000250000;5318974,330000003800000;7,614841424000076;48,015708177000079;0
34358;08;1;36;075;2019;08;11;1;3;8;7;0;1;0;0;0;0;0;596807,670190889390000;5421769,526653977100000;10,322010750000061;48,941272131000062;0
34370;08;2;15;064;2019;08;09;1;3;5;2;0;1;1;0;0;0;0;481042,590000000780000;5446539,240000002100000;8,739921904000028;49,171372055000063;0
34372;08;1;36;088;2019;08;08;1;3;0;1;0;1;0;0;0;0;0;580880,183762812060000;5409496,316547632200000;10,102121637000039;48,833173036000062;0
34374;08;1;25;046;2019;08;16;7;2;4;6;0;1;0;0;0;0;1;520489,168976989570000;5434032,959840826700000;9,280457217000048;49,058824724000033;0
34386;08;2;15;108;2019;08;20;5;3;0;1;1;1;0;0;0;0;0;451499,033643149770000;5423679,771014090600000;8,337371530000041;48,964129294000031;0
34388;08;1;18;081;2019;08;19;7;3;0;7;0;0;1;1;0;0;0;519055,827916207720000;5414365,302659969800000;9,259916487000055;48,881948945000033;0
34396;08;2;26;085;2019;08;17;6;3;9;7;0;1;0;0;0;0;0;484291,692002548840000;5455188,085418837100000;8,784157786000037;49,249262133000059;0
34413;08;4;16;041;2019;08;04;7;3;0;1;2;1;0;0;0;0;0;499924,963539366610000;5374487,816307637800000;8,998983765000048;48,523500702000035;0
34415;08;4;16;022;2019;08;17;7;3;2;6;0;1;1;0;0;0;0;510531,589825125410000;5374908,110536545500000;9,142641999000034;48,527193457000067;0
34416;08;4;37;124;2019;08;17;7;3;5;3;0;1;1;0;0;0;0;517149,664339199660000;5302073,405102625500000;9,229334435000055;47,871768181000050;0
34424;08;3;35;043;2019;08;12;7;2;0;6;0;1;0;0;0;0;1;510219,754095262850000;5288110,913850568200000;9,136335177000035;47,746288888000038;0
34425;08;3;27;002;2019;08;12;7;2;2;6;0;1;1;0;0;0;0;476882,340747122650000;5329251,691359907400000;8,689395384000022;48,116105863000030;0
34427;08;3;35;077;2019;08;06;6;3;5;3;0;1;1;0;0;0;0;494121,853504413740000;5293804,376090405500000;8,921506296000075;47,797570217000043;0
34433;08;3;35;015;2019;08;09;7;2;0;6;0;1;0;0;0;0;1;476931,127875478940000;5282676,684756122500000;8,692542656000057;47,697062813000059;0
34440;08;2;25;116;2019;08;11;7;3;6;6;0;0;0;1;0;0;1;498764,126693760040000;5468930,263416582700000;8,982975703000022;49,373075168000071;1
34444;08;2;21;000;2019;08;15;7;2;5;2;0;1;0;0;0;0;1;477706,250441285780000;5472762,632441010300000;8,692688394000072;49,407140231000028;0
34459;08;2;31;000;2019;08;17;6;3;6;4;0;0;1;1;0;0;0;479274,594003204260000;5413786,741466121700000;8,717340512000021;48,876690808000035;0
34460;08;2;25;075;2019;08;17;7;2;0;2;0;1;0;0;0;0;0;529069,763000001200000;5475086,190000005100000;9,400884674000054;49,427754070000049;1
34464;08;2;26;076;2019;08;10;6;3;8;7;0;1;0;0;0;0;0;475291,025392214770000;5464236,919327620400000;8,659925324000028;49,330359187000056;0
34472;08;2;15;100;2019;08;17;6;2;6;2;0;0;1;1;0;0;0;474360,847272711810000;5450315,083572857100000;8,648015310000062;49,205093523000073;0
34483;08;1;15;045;2019;08;15;5;2;0;1;0;1;0;0;0;0;0;500397,883374270050000;5394051,193055663300000;9,005407381000055;48,699497138000027;0
34485;08;4;36;064;2019;08;13;6;3;4;2;0;1;1;0;0;0;0;546533,266999695450000;5291047,380182810100000;9,621066869000060;47,771110614000065;0
34486;08;2;16;023;2019;08;08;5;3;5;2;0;1;1;0;0;0;0;437101,223321671600000;5408060,637525068600000;8,143091231000028;48,822341221000045;0
34492;08;4;35;016;2019;08;13;6;3;5;3;0;1;0;0;0;0;1;536163,740396150390000;5279052,932059096200000;9,481677721000040;47,663858238000046;0
34494;08;4;26;070;2019;08;17;6;3;5;3;0;1;1;0;0;0;0;565185,057000001890000;5341930,437000002700000;9,877712336000059;48,227244969000026;0
34495;08;1;16;072;2019;08;13;1;3;6;7;0;0;0;1;1;0;0;531296,614499579180000;5392452,119137441700000;9,425205216000052;48,684327161000056;0
34498;08;4;26;038;2019;08;13;6;2;4;2;0;1;1;0;0;0;0;561913,440583447930000;5315534,608963927300000;9,829833369000028;47,990114166000069;0
34502;08;4;15;061;2019;08;07;6;2;5;3;0;1;0;0;0;0;1;511986,701000002210000;5368544,215000001700000;9,162167534000048;48,469915410000056;0
34506;08;2;16;007;2019;08;18;5;2;5;2;0;1;1;0;0;0;0;435328,796110189520000;5394214,582556175100000;8,121122983000021;48,697614907000059;0
34507;08;4;15;061;2019;08;12;6;3;0;2;0;1;0;0;0;1;0;510955,006000000980000;5370198,531000003200000;9,148253188000069;48,484817129000078;0
34517;08;3;35;043;2019;08;09;6;3;5;2;0;1;1;0;0;0;0;513794,515485112560000;5280002,052194904500000;9,183766895000076;47,673262054000077;0
34518;08;1;36;065;2019;08;18;6;3;5;3;0;1;1;0;0;0;0;557815,493648981680000;5405470,904496692100000;9,787298389000057;48,799540360000037;0
34519;08;3;35;063;2019;08;13;6;3;8;7;0;1;0;0;0;0;0;501550,614533925430000;5286514,372475208700000;9,020680093000067;47,732002963000070;0
34525;08;2;35;020;2019;08;17;1;2;4;2;0;1;1;0;0;0;0;475977,784004240300000;5381470,549121372400000;8,674261632000025;48,585858862000066;0
34528;08;1;15;045;2019;08;11;6;3;0;7;0;1;0;0;0;0;0;500109,949441339820000;5395705,625794608100000;9,001494694000030;48,714380658000039;0
34529;08;1;36;019;2019;08;21;5;3;5;3;2;1;1;0;0;0;0;582293,720190614460000;5424465,717597287100000;10,124395823000043;48,967622744000039;0
34536;08;1;25;008;2019;08;11;6;3;5;3;0;1;1;0;0;0;0;523132,546185560520000;5431357,722316393600000;9,316486644000065;49,034666284000082;0
34548;08;1;18;003;2019;08;09;6;3;3;6;0;1;1;0;0;0;0;510285,380569098520000;5416818,318364620200000;9,140352180000036;48,904223263000063;0
34551;08;1;17;018;2019;08;15;6;2;6;4;0;0;1;1;0;0;0;538497,959000000730000;5395833,153000000900000;9,523356203000049;48,714339329000040;0
34553;08;4;26;021;2019;08;21;6;3;6;4;2;0;1;1;0;0;0;557634,417204310190000;5329436,894347459100000;9,774359689000050;48,115583044000061;0
34561;08;1;11;000;2019;08;20;6;2;8;7;2;1;0;0;0;0;0;517777,814885255880000;5406172,439694577800000;9,242129327000043;48,808285735000027;0
34566;08;2;11;000;2019;09;16;2;3;3;6;0;1;1;0;0;0;0;445426,807392572050000;5401940,082880411300000;8,257318223000027;48,768073015000027;0
34568;08;1;16;077;2019;08;20;7;3;0;7;2;1;0;0;0;0;0;515086,408488988880000;5390320,242260953400000;9,204892958000073;48,665750991000039;0
34575;08;4;17;079;2019;08;17;5;3;0;1;0;1;0;0;0;0;0;501963,340729431250000;5342193,523160036700000;9,026439077000021;48,232959073000075;0
34577;08;1;16;058;2019;09;14;3;3;5;3;0;1;1;0;0;0;0;533305,642630469990000;5395059,696964407300000;9,452709894000066;48,707680469000081;0
34578;08;4;15;090;2019;08;16;5;3;5;3;0;1;1;0;0;0;0;527714,739672116000000;5355067,344571327800000;9,374057821000065;48,348176248000073;0
34580;08;2;22;000;2019;08;16;7;2;5;2;0;1;1;0;0;0;0;462690,381003554910000;5482532,046541821200000;8,484786738000025;49,494276339000066;0
34582;08;1;21;000;2019;09;16;2;3;2;6;0;1;1;0;0;0;0;515649,299000000580000;5441955,970000000700000;9,214516171000071;49,130237378000061;0
34583;08;3;37;002;2019;08;11;5;3;6;4;0;0;1;1;0;0;0;435056,738754442890000;5277233,977766366700000;8,135302903000024;47,645244242000047;0
34584;08;4;35;016;2019;08;15;6;3;2;2;0;1;0;0;0;0;0;533140,996025272650000;5278484,829130882400000;9,441374916000029;47,658908712000027;0
34591;08;3;35;043;2019;08;07;5;3;0;1;0;1;0;0;0;0;0;513000,008617330340000;5284351,076952099800000;9,173312342000031;47,712409432000072;1
34605;08;3;15;113;2019;08;11;5;3;5;3;0;1;0;0;0;0;1;439801,456000000240000;5308121,756999999300000;8,194186895000030;47,923589198000059;0
34613;08;2;25;113;2019;09;13;1;3;8;1;0;1;0;0;0;0;0;503018,270523720420000;5473208,830727333200000;9,041609513000026;49,411554658000057;0
34619;08;2;21;000;2019;08;13;5;3;2;6;0;1;0;0;0;0;1;477010,404274911620000;5474934,821016470000000;8,682970721000061;49,426652799000067;0
34620;08;4;35;036;2019;09;07;2;2;0;1;0;1;0;0;0;0;0;520112,210451860910000;5282317,985245276200000;9,268035483000062;47,693934205000062;1
34627;08;3;35;043;2019;08;18;6;3;0;1;0;1;0;0;0;0;0;515517,250121677290000;5281046,422209812300000;9,206753686000070;47,682619864000060;0
34639;08;1;18;079;2019;08;15;7;3;0;7;0;1;0;0;0;0;0;510204,976311234760000;5423838,301552392500000;9,139430766000032;48,967374189000054;0
34648;08;1;26;011;2019;08;18;5;3;0;7;0;1;0;0;0;0;0;529539,287999999710000;5445364,260000001600000;9,405162285000074;49,160384773000033;0
34653;08;1;19;086;2019;09;15;3;3;2;3;0;1;0;0;0;0;1;535146,357000000770000;5405985,252999998600000;9,478661940000052;48,805862301000047;0
34655;08;1;19;042;2019;08;18;5;3;5;3;0;1;1;0;0;0;0;528755,885761482640000;5415066,435973512000000;9,392269359000068;48,887881943000082;0
34658;08;1;19;067;2019;08;13;5;3;5;2;0;1;1;0;0;0;0;539397,756823628210000;5405884,414979871400000;9,536550015000046;48,804700248000074;0
34661;08;1;15;021;2019;08;09;7;3;5;7;0;1;1;0;0;0;0;490371,555322715080000;5382420,538574760800000;8,869416502000036;48,594791884000074;0
34664;08;1;18;079;2019;08;22;5;3;5;3;2;1;1;0;0;0;0;508965,651227192020000;5423281,609667789200000;9,122485625000024;48,962385606000055;0
34665;08;2;31;000;2019;08;06;6;3;5;3;0;1;1;0;0;0;0;478027,248999999840000;5411550,931000003600000;8,700449144000061;48,856535168000050;0
34679;08;4;35;016;2019;08;14;4;3;5;3;0;1;1;0;0;0;0;537788,393999999390000;5278779,212999999500000;9,503292545000022;47,661302604000070;0
34683;08;4;26;031;2019;08;08;4;2;5;3;0;1;0;0;0;1;0;580492,682793929240000;5329059,317188778900000;10,081356919000029;48,109707155000081;0
34686;08;2;21;000;2019;09;19;3;3;0;7;0;1;0;0;0;0;0;476567,797632478180000;5472506,753609955300000;8,677010572000029;49,404795870000044;0
34690;08;4;15;060;2019;09;14;2;3;0;1;0;1;0;0;0;0;0;513392,480150824410000;5380435,318245166900000;9,181568120000065;48,576863203000073;0
34698;08;3;35;063;2019;08;13;4;3;0;7;0;1;0;0;0;0;0;501966,628241434690000;5291187,634869460000000;9,026249483000072;47,774049859000058;0
34701;08;1;19;075;2019;09;17;2;3;5;3;0;1;1;0;0;0;0;536816,169421381320000;5428114,097258646000000;9,503397865000068;49,004823849000047;0
34708;08;3;17;034;2019;08;00;4;3;8;7;2;1;0;0;0;0;0;425877,520309875720000;5363424,885528065300000;7,998184245000061;48,419612577000066;0
34716;08;1;11;000;2019;09;12;2;2;1;1;0;1;1;0;0;0;0;514973,926592976790000;5402829,799842763700000;9,203819515000021;48,778289623000035;0
34718;08;4;35;016;2019;08;13;6;2;7;1;0;1;0;0;0;0;0;534597,006882241930000;5281104,873142894400000;9,460973117000037;47,682406101000026;0
34738;08;2;16;028;2019;08;19;4;3;3;6;0;1;0;0;0;0;0;427080,425074197350000;5397869,220911448800000;8,008398883000041;48,729577800000072;0
34741;08;2;12;000;2019;08;21;4;3;5;3;2;1;1;0;0;0;0;456386,845999999900000;5425945,379000002500000;8,403902720000076;48,984873053000058;0
34744;08;1;18;048;2019;09;09;3;3;4;2;0;1;1;0;0;0;0;512881,118152431210000;5415287,075935019200000;9,175724633000073;48,890400065000051;0
34752;08;1;27;014;2019;08;19;4;2;0;1;0;1;0;0;0;0;0;570810,387174162080000;5444963,548408232600000;9,971107742000072;49,153407447000063;0
34753;08;3;26;041;2019;08;13;7;2;0;7;0;1;0;0;0;0;0;462424,395713164470000;5333426,291581824400000;8,494779102000052;48,152974034000067;0
34755;08;1;27;076;2019;08;01;4;3;1;7;2;1;1;0;0;0;0;553600,335410406810000;5440956,178554263000000;9,734576439000023;49,119106172000045;0
34761;08;3;25;071;2019;09;17;1;3;0;1;0;1;0;0;0;0;0;459358,561081292110000;5336630,689377797800000;8,453253119000067;48,181613873000060;0
34762;08;1;19;044;2019;08;18;4;2;9;1;0;1;0;0;0;0;0;546706,303952888590000;5424810,896533325300000;9,638240964000033;48,974442113000066;0
34778;08;1;15;037;2019;08;13;4;2;0;1;0;1;0;0;0;0;0;492217,410932680590000;5385691,657485969400000;8,894389083000021;48,624245234000057;0
34779;08;2;16;009;2019;09;06;3;3;5;3;0;1;1;0;0;0;0;446156,897106495690000;5420399,659487834200000;8,264825947000077;48,934182549000070;0
34800;08;3;37;053;2019;08;08;3;2;4;6;0;1;1;0;0;0;0;457524,191389187240000;5268729,611586805400000;8,435254581000038;47,570591953000076;0
34807;08;3;35;061;2019;08;17;3;3;0;1;0;1;0;0;0;0;0;495569,269334040580000;5279090,066768104200000;8,940984086000071;47,665188256000079;0
34809;08;4;36;082;2019;08;17;3;3;6;4;0;1;0;1;0;0;0;548341,036204586740000;5295410,821507511700000;9,645679223000059;47,810235171000045;0
34819;08;1;36;065;2019;09;12;1;3;8;1;0;1;0;0;0;0;0;559780,928000001240000;5404333,284000000000000;9,813894222000045;48,789121529000056;0
34822;08;2;12;000;2019;08;20;3;3;6;4;1;0;0;1;0;0;1;455143,428242267110000;5428104,599798435300000;8,386670502000072;49,004206425000064;0
34824;08;3;36;010;2019;08;16;7;3;3;6;0;1;1;0;0;0;0;413983,488795544950000;5293830,898126229600000;7,851493777000030;47,792089734000058;0
34835;08;1;35;019;2019;08;06;3;3;0;7;1;1;0;0;0;0;0;584340,228999999350000;5392428,354000000300000;10,145763774000045;48,679200160000050;0
34841;08;1;26;058;2019;08;11;3;3;4;2;0;1;0;0;0;0;1;545491,104000001210000;5455394,433000000200000;9,625083139000026;49,249628878000067;0
34842;08;1;19;086;2019;09;18;3;3;5;3;0;1;1;0;0;0;0;535127,879291334190000;5406004,305640345400000;9,478411930000050;48,806034736000072;0
34843;08;1;26;066;2019;08;13;3;3;6;4;0;0;0;1;0;0;1;537323,453704723160000;5450327,161708071800000;9,512386957000047;49,204601979000074;0
34850;08;1;15;028;2019;08;12;7;3;5;3;0;1;1;0;0;0;0;501283,584531634110000;5407786,973209712700000;9,017487228000050;48,823062891000063;0
