FID;OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrasse;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
22533;22534;08;4;25;072;2016;01;18;3;2;6;4;2;1;0;1;1;0;0;0;582623,631000000050000;5371961,702899999900000;10,118378558000000;48,495341566999997
22605;22606;08;3;35;075;2016;01;12;7;3;5;3;0;1;1;1;0;0;0;0;487656,590000000030000;5289475,514999999700000;8,835295865999999;47,758529791000001
22704;22705;08;1;16;071;2016;01;16;3;3;6;4;1;0;0;1;1;0;0;0;527926,035999999960000;5391114,188000000100000;9,379322255000000;48,672451148000000
22727;22728;08;1;19;068;2016;01;11;7;2;1;3;0;0;1;1;0;0;0;0;525586,215600000000000;5413874,384300000000000;9,348957029999999;48,877297656000003
22744;22745;08;1;16;035;2016;01;15;7;3;5;3;0;1;1;0;0;0;0;1;526974,089999999970000;5391893,287999999700000;9,366442982000001;48,679501735000002
22756;22757;08;2;36;071;2016;01;15;6;2;8;7;0;0;1;0;0;0;0;0;468647,622099999980000;5420806,329400000200000;8,571870970999999;48,939389237000000
22819;22820;08;1;11;000;2016;01;07;2;3;0;3;2;1;1;1;0;0;0;0;515428,316999999980000;5405879,524199999900000;9,210118995000000;48,805713480999998
22826;22827;08;4;26;128;2016;01;21;7;2;0;1;2;1;1;0;0;0;0;0;559443,278000000050000;5330984,216400000300000;9,798876437000001;48,129336623000000
22854;22855;08;2;16;043;2016;01;14;7;2;6;3;0;1;0;1;1;0;0;0;441580,539800000030000;5411487,970599999700000;8,203620739000000;48,853607521000001
22885;22886;08;1;11;000;2016;01;19;7;2;6;4;2;1;0;1;1;0;0;0;512730,380400000020000;5405204,877899999700000;9,173354943000000;48,799705560000000
22892;22893;08;2;26;041;2016;01;11;5;2;6;7;0;0;0;0;1;0;0;1;477396,925800000030000;5466308,466799999600000;8,688791317000000;49,349074299999998
22894;22895;08;2;12;000;2016;01;14;1;2;5;2;0;1;1;1;0;0;0;0;454582,274099999980000;5428268,716199999700000;8,378979883000000;49,005641625999999
22904;22905;08;4;36;055;2016;01;17;3;2;6;4;2;1;0;1;1;0;0;0;576444,658500000020000;5297364,417799999900000;10,021346686999999;47,825085012999999
22912;22913;08;3;16;011;2016;01;18;4;2;0;1;2;1;1;0;0;0;0;0;416149,776399999970000;5330958,859799999700000;7,873172349000000;48,126360802000001
22913;22914;08;4;15;061;2016;01;01;7;2;5;3;2;1;1;1;0;0;0;0;514985,261999999990000;5373327,728000000100000;9,202906317000000;48,512885298999997
22955;22956;08;4;36;011;2016;01;19;6;2;6;2;2;1;0;1;1;0;0;0;549057,571699999970000;5297904,283499999900000;9,655531535000000;47,832614319000001
22965;22966;08;1;16;077;2016;01;07;2;3;1;6;2;1;1;1;0;0;0;0;518264,356099999980000;5388345,200000000200000;9,247966060000000;48,647898519999998
22973;22974;08;4;35;016;2016;01;22;7;2;0;7;2;1;1;0;0;0;0;0;536639,332799999970000;5281717,796600000000000;9,488235688000000;47,687808244999999
22986;22987;08;2;25;074;2016;01;11;6;3;4;2;0;0;1;1;0;0;0;0;506796,315100000010000;5466639,697399999900000;9,093580851000001;49,352434789999997
22998;22999;08;1;27;076;2016;01;18;2;3;5;3;2;1;1;1;0;0;0;0;554179,675000000050000;5442374,696999999700000;9,742705960000000;49,131814480000003
23006;23007;08;1;16;047;2016;01;07;2;3;6;4;2;1;0;1;1;0;0;0;520681,419400000010000;5393051,307699999800000;9,281016248000000;48,690159479000002
23007;23008;08;1;16;035;2016;01;17;2;3;5;3;2;1;1;1;0;0;0;0;527010,893000000040000;5391682,817599999700000;9,366929189000000;48,677606765000000
23008;23009;08;3;17;088;2016;01;19;3;2;6;4;2;1;0;1;1;0;0;0;435509,898700000020000;5358367,380300000300000;8,129132445000000;48,375177430999997
23021;23022;08;1;25;056;2016;01;19;5;1;6;7;2;1;0;1;1;0;0;0;510465,277999999990000;5437229,469499999700000;9,143332842000000;49,087830691999997
23023;23024;08;2;31;000;2016;01;18;2;2;6;4;2;1;0;1;1;0;0;0;478925,541000000030000;5416891,035000000100000;8,712419972999999;48,904604255000002
23035;23036;08;3;25;060;2016;01;17;6;3;6;4;2;1;0;1;1;0;0;0;469492,990800000030000;5338966,109000000200000;8,589418952000001;48,203192416999997
23039;23040;08;3;17;096;2016;01;14;3;3;0;6;0;0;1;1;0;0;0;0;423582,089199999990000;5370655,512600000000000;7,965845075000000;48,484377883999997
23044;23045;08;3;17;096;2016;01;18;5;2;5;3;2;1;1;1;0;0;0;0;422468,922399999980000;5364422,335500000000000;7,951938104000000;48,428174374999998
23051;23052;08;1;21;000;2016;01;20;4;2;6;4;2;1;0;1;1;0;0;0;515785,827800000030000;5442514,041199999900000;9,216409506000000;49,135253929000001
23055;23056;08;3;37;066;2016;01;18;5;1;6;4;2;1;0;1;1;0;0;0;428649,076999999990000;5268868,519999999600000;8,051360549000000;47,569309132000001
23057;23058;08;2;21;000;2016;01;17;5;3;1;5;2;1;1;1;0;0;0;0;477638,827700000020000;5472288,179100000300000;8,691785724000001;49,402870120000003
23065;23066;08;2;12;000;2016;01;19;3;3;5;3;2;1;1;1;0;0;0;0;457258,859899999980000;5428213,486600000400000;8,415581985999999;49,005335995999999
23084;23085;08;3;16;011;2016;01;18;4;2;6;4;2;1;0;1;1;0;0;0;414710,185000000000000;5329874,245000000100000;7,854047311000000;48,116413194000003
23087;23088;08;3;17;089;2016;01;04;1;3;6;6;2;1;0;0;1;0;0;1;432280,208900000030000;5375500,355399999800000;8,082752871000000;48,528955742999997
23096;23097;08;2;21;000;2016;01;19;2;2;6;4;2;1;0;1;1;0;0;0;479001,097799999990000;5473471,771900000100000;8,710499662000000;49,413564899999997
23098;23099;08;4;15;061;2016;01;18;7;2;6;4;2;0;0;1;1;0;0;0;511857,780099999970000;5370978,783099999700000;9,160492455000000;48,491820191999999
23115;23116;08;2;12;000;2016;01;11;6;3;4;2;0;0;1;1;0;0;0;0;455632,299200000010000;5427032,750400000300000;8,393471585000000;48,994600355000003
23121;23122;08;1;36;079;2016;01;12;2;3;6;4;0;0;0;1;1;0;0;0;560233,569999999950000;5401773,239000000100000;9,819681080000001;48,766050135999997
23122;23123;08;4;35;057;2016;01;15;6;3;5;3;0;1;1;1;0;0;0;0;544224,720500000050000;5280053,906200000100000;9,589140801999999;47,672363279999999
23127;23128;08;1;19;079;2016;01;15;6;3;2;6;0;0;1;1;0;0;0;0;524702,160900000020000;5409731,785400000400000;9,336650092999999;48,840068008000003
23131;23132;08;1;16;080;2016;01;00;2;3;6;4;2;1;0;0;1;0;0;1;522212,308599999990000;5395369,804700000200000;9,301942191000000;48,710963972000002
23159;23160;08;1;15;003;2016;01;16;4;3;6;4;2;1;0;1;1;0;0;0;501565,081300000020000;5393184,414200000500000;9,021266744000000;48,691697677999997
23162;23163;08;2;11;000;2016;01;20;2;2;6;4;2;1;0;1;1;0;0;0;441465,166399999990000;5403696,075000000200000;8,203159897000001;48,783508323000000
23166;23167;08;1;11;000;2016;01;22;3;3;2;6;2;1;1;0;0;0;0;1;514108,747299999990000;5400365,370299999600000;9,191958570000001;48,756140008999999
23167;23168;08;2;36;074;2016;01;13;4;2;6;4;0;1;0;1;1;0;0;0;473224,094999999970000;5420220,514499999600000;8,634401545999999;48,934334542999999
23173;23174;08;1;15;050;2016;01;07;6;3;6;4;2;2;0;1;1;0;0;0;489454,258700000010000;5402260,229000000300000;8,856469663000000;48,773256625999998
23176;23177;08;2;16;041;2016;01;11;3;2;0;7;0;1;1;0;0;0;0;0;432557,778100000000000;5392493,764499999600000;8,083750866999999;48,681842832000001
23182;23183;08;1;18;054;2016;01;05;4;2;6;4;2;1;0;1;1;0;0;0;518120,569000000020000;5422696,194000000100000;9,247529969000000;48,956918850000001
23183;23184;08;2;12;000;2016;01;06;5;3;0;1;2;2;1;0;0;0;0;0;458883,816300000010000;5428183,821999999700000;8,437802575999999;49,005179552999998
23189;23190;08;3;26;012;2016;01;07;5;3;3;2;1;2;1;1;0;0;0;0;462707,447999999970000;5309894,702999999700000;8,500635453999999;47,941282418000000
23196;23197;08;4;35;016;2016;01;06;2;2;4;6;2;1;1;0;0;0;0;0;537892,125800000040000;5277307,548600000300000;9,504546494000000;47,648055409000001
23217;23218;08;1;27;076;2016;01;22;4;2;6;4;2;1;0;1;1;0;0;0;556462,636700000030000;5439578,809299999800000;9,773607087000000;49,106461021999998
23218;23219;08;1;21;000;2016;01;09;5;2;5;3;0;0;1;1;0;0;0;0;515892,837999999990000;5443750,025000000400000;9,217925251000001;49,146369253000003
23229;23230;08;4;37;082;2016;01;17;2;1;6;4;2;1;0;1;1;0;0;0;513575,958999999970000;5343902,085000000000000;9,182873224000000;48,248188298999999
23231;23232;08;1;15;021;2016;01;13;5;3;6;2;0;0;0;1;1;0;0;0;490365,454000000030000;5382421,618599999700000;8,869333729999999;48,594801506000003
23237;23238;08;3;27;046;2016;01;07;2;2;6;2;2;1;0;1;1;0;0;0;480478,188100000030000;5324783,878100000300000;8,737912321000000;48,076029624000000
23244;23245;08;4;15;092;2016;01;08;7;3;6;7;0;1;0;0;1;0;0;1;519190,380500000030000;5364476,443300000400000;9,259438448999999;48,433141593000002
23245;23246;08;1;16;077;2016;01;11;4;3;6;4;0;1;0;0;1;0;0;1;517485,548200000020000;5391365,252600000200000;9,237520289000001;48,675089401000001
23256;23257;08;1;11;000;2016;01;09;5;3;6;2;0;0;0;1;1;0;0;0;514933,721699999990000;5402733,047600000200000;9,203268749999999;48,777420216000003
23262;23263;08;1;16;071;2016;01;18;4;3;4;2;2;0;1;1;0;0;0;0;527859,663399999960000;5391148,846300000300000;9,378423064000000;48,672765896000001
23272;23273;08;4;26;097;2016;01;07;3;2;6;4;2;1;0;1;1;0;0;0;535438,761900000040000;5334119,014999999700000;9,476548864000000;48,159328899999998
23274;23275;08;3;15;109;2016;01;03;7;3;6;4;2;2;0;1;1;0;0;0;422608,627700000010000;5314554,187800000400000;7,962922415000000;47,979608724000002
23275;23276;08;4;35;013;2016;01;07;3;2;6;4;2;1;0;1;1;0;0;0;540584,991700000010000;5275250,130800000400000;9,540210473000000;47,629380806000000
23282;23283;08;1;25;008;2016;01;07;5;2;6;2;2;1;0;1;1;0;0;0;523136,067900000020000;5431378,874499999900000;9,316536032000000;49,034856425000001
23295;23296;08;2;12;000;2016;01;07;6;3;6;4;2;1;0;1;1;0;0;0;456588,933000000020000;5424973,138100000100000;8,406768461000000;48,976141824000003
23299;23300;08;4;36;009;2016;01;07;2;3;4;2;2;1;1;1;0;0;0;0;556526,827000000050000;5308310,048000000400000;9,756693069000001;47,925617496999998
23306;23307;08;3;25;045;2016;01;14;2;3;6;4;0;1;0;1;1;0;0;0;465311,914999999980000;5351068,632899999600000;8,532157070000000;48,311857834000001
23316;23317;08;1;18;011;2016;01;17;4;3;6;4;2;1;0;1;1;0;0;0;505050,642400000010000;5407781,321700000200000;9,068808568000000;48,822992841999998
23322;23323;08;4;35;029;2016;01;18;4;2;6;4;2;0;0;1;1;0;0;0;546480,697999999970000;5272039,706000000200000;9,618340798000000;47,600099397999998
23324;23325;08;3;17;065;2016;01;12;7;2;5;3;0;1;1;1;0;0;0;0;414876,718999999980000;5356603,569000000100000;7,850912375000000;48,356866066000002
23326;23327;08;2;22;000;2016;01;11;5;2;6;4;0;0;0;0;1;0;0;1;462598,103000000000000;5479760,369400000200000;8,483774662000000;49,469340815999999
23328;23329;08;3;35;063;2016;01;08;3;3;6;2;1;1;0;1;1;0;0;0;497882,325000000010000;5287966,798999999600000;8,971750119999999;47,745069700999998
23333;23334;08;2;21;000;2016;01;00;4;3;0;7;2;1;1;0;0;0;0;0;477476,248299999980000;5474288,112099999600000;8,689431382000000;49,420853201000000
23343;23344;08;3;17;096;2016;01;12;3;2;6;6;0;0;1;0;1;0;0;0;421340,942199999990000;5368780,327499999700000;7,935874092000000;48,467234337999997
23357;23358;08;2;15;099;2016;01;07;5;2;6;4;2;1;0;1;1;0;0;0;462727,627199999990000;5445894,820200000000000;8,488725196000001;49,164736314999999
23361;23362;08;3;16;011;2016;01;07;3;2;6;4;2;1;0;1;1;0;0;0;417069,496999999970000;5327908,038999999900000;7,886122977000000;48,099038239999999
23366;23367;08;1;15;052;2016;01;08;5;3;5;3;0;0;1;1;0;0;0;0;492927,678000000010000;5410980,122899999800000;8,903593453999999;48,851749077000001
23367;23368;08;4;36;082;2016;01;17;7;2;6;2;2;1;0;1;1;0;0;0;548166,697399999950000;5295590,730600000400000;9,643370768000001;47,811866872000003
23372;23373;08;4;17;022;2016;01;07;2;2;6;2;2;1;0;1;1;0;0;0;486014,635899999990000;5348314,622800000000000;8,811466010000000;48,287877750000000
23384;23385;08;4;35;066;2016;01;20;6;2;5;3;2;1;1;1;0;0;0;0;518433,078900000020000;5286956,176599999900000;9,245854138000000;47,735716668999999
23385;23386;08;1;18;063;2016;01;07;3;2;5;3;2;1;1;1;0;0;0;0;515328,786800000000000;5422987,093999999600000;9,209405007000001;48,959611203000001
23389;23390;08;3;25;070;2016;01;17;5;2;6;2;2;1;0;1;1;0;0;0;462261,840800000010000;5348159,918999999800000;8,491281980000000;48,285515312000001
23390;23391;08;1;21;000;2016;01;18;7;2;6;4;2;1;0;1;1;0;0;0;513392,015000000010000;5445804,950000000200000;9,183702093999999;49,164913601000002
23392;23393;08;1;11;000;2016;01;07;4;2;6;4;2;1;0;0;1;0;0;1;513246,128000000030000;5403695,991000000400000;9,180329406000000;48,786120992999997
23395;23396;08;3;26;074;2016;01;14;3;2;2;6;0;1;1;1;0;0;0;0;469774,986099999980000;5321913,398299999500000;8,594423795999999;48,049786730999998
23401;23402;08;1;15;001;2016;01;17;3;3;6;4;2;1;0;1;1;0;0;0;492531,610700000020000;5391722,072999999900000;8,898544033000000;48,678499582999997
23404;23405;08;1;35;019;2016;01;16;5;3;4;2;1;1;1;1;0;0;0;0;585413,785200000040000;5390168,859799999700000;10,159878389999999;48,658731656000000
23411;23412;08;3;17;065;2016;01;15;3;3;5;3;0;1;1;1;0;0;0;0;414164,401300000030000;5355147,210099999800000;7,841595743000000;48,343669974999997
23412;23413;08;2;15;046;2016;01;18;3;3;5;3;2;1;1;1;0;0;0;0;450839,103999999990000;5415073,718299999800000;8,329393499000000;48,886664715999999
23416;23417;08;4;15;027;2016;01;20;5;3;6;6;2;1;0;1;1;0;0;0;528983,214999999970000;5361028,592000000200000;9,391588699000000;48,401748996999999
23429;23430;08;2;15;096;2016;01;14;6;3;6;7;0;2;0;1;1;0;0;0;463092,180100000000000;5412444,153300000400000;8,496767840000000;48,863861413999999
23442;23443;08;2;15;096;2016;01;11;3;3;6;7;0;1;0;1;1;0;0;0;463695,865999999980000;5418351,478000000100000;8,504473825000000;48,917036097999997
23456;23457;08;1;36;050;2016;01;19;6;3;6;1;2;2;0;0;1;0;0;1;581407,969200000050000;5404210,089900000000000;10,108263716000000;48,785558532000003
23466;23467;08;4;15;061;2016;01;17;4;3;6;2;2;1;0;0;1;0;0;1;515502,690100000010000;5371315,695700000000000;9,209837715999999;48,494771821000001
23467;23468;08;2;22;000;2016;01;13;4;2;5;3;0;0;1;1;0;0;0;0;462169,930200000000000;5485104,784900000300000;8,477353633000000;49,517384475999997
23472;23473;08;4;25;066;2016;01;08;3;3;4;2;0;1;1;1;0;0;0;0;578310,458699999960000;5346902,562599999800000;10,055336391000001;48,270485745000002
23477;23478;08;2;15;084;2016;01;15;5;3;6;7;0;0;0;1;1;0;0;0;476271,871199999990000;5447193,618099999600000;8,674434460000001;49,177092373999997
23479;23480;08;3;26;005;2016;01;17;3;2;6;4;2;1;0;1;1;0;0;0;464827,770800000000000;5298554,706100000100000;8,529950699000001;47,839375766000003
23484;23485;08;2;15;017;2016;01;14;4;2;4;3;0;0;1;1;0;0;0;0;453784,416900000010000;5420927,629300000100000;8,368905123999999;48,939548494000000
23510;23511;08;3;17;040;2016;01;13;5;2;6;4;0;1;0;1;1;0;0;0;432382,597000000010000;5347776,540799999600000;8,088606337000000;48,279579808000001
23515;23516;08;3;35;063;2016;01;07;6;3;5;3;1;0;1;0;0;0;0;0;497887,742000000030000;5287972,560999999800000;8,971822355000001;47,745121562999998
23527;23528;08;3;17;005;2016;01;07;4;2;5;3;2;0;1;0;0;0;1;0;424568,898999999980000;5376515,260999999900000;7,978137880000000;48,537205247000003
23542;23543;08;2;21;000;2016;01;14;6;3;3;2;0;0;1;1;0;0;0;0;477697,030900000010000;5472985,111899999900000;8,692548812000000;49,409141062000003
23552;23553;08;3;17;001;2016;01;18;3;2;0;5;2;0;1;1;0;0;0;0;432069,208600000010000;5386625,433500000300000;8,078077243999999;48,629004276000003
23554;23555;08;1;21;000;2016;01;10;3;2;6;2;0;0;0;1;1;0;0;0;514905,780900000010000;5446271,605399999800000;9,204484006000000;49,169076406000002
23581;23582;08;1;25;024;2016;01;22;2;3;5;3;2;1;1;1;0;0;0;0;523339,817099999990000;5444057,098199999900000;9,320055860000000;49,148893581999999
23583;23584;08;1;25;038;2016;01;07;4;3;6;2;1;0;0;1;1;0;0;0;499879,048499999980000;5434865,575299999700000;8,998344147999999;49,066655267999998
23599;23600;08;1;19;079;2016;01;18;2;2;3;2;2;0;1;1;0;0;0;0;520905,093999999980000;5412324,587299999800000;9,285035374000000;48,863531662000000
23602;23603;08;1;19;093;2016;01;06;5;3;5;3;2;1;1;1;0;0;0;0;523915,410900000020000;5406241,309500000400000;9,325724609000000;48,808699382999997
23628;23629;08;2;21;000;2016;01;16;3;3;4;2;0;0;1;0;0;0;0;1;477643,828099999980000;5472307,047299999700000;8,691853584000000;49,403040019999999
23630;23631;08;1;21;000;2016;01;17;3;2;6;4;2;0;0;1;1;0;0;0;515777,270000000020000;5444423,485500000400000;9,216366954000000;49,152430224000000
23635;23636;08;4;16;023;2016;01;11;2;2;6;4;0;1;0;1;1;0;0;0;507523,289700000020000;5371446,715300000300000;9,101834630999999;48,496096743000003
23665;23666;08;1;15;050;2016;01;17;6;3;6;7;2;1;0;1;1;0;0;0;489318,063100000030000;5401092,271900000100000;8,854646339000000;48,762747417999996
23669;23670;08;3;36;084;2016;01;20;5;3;6;4;2;0;0;1;1;0;0;0;405501,568800000010000;5277540,961299999600000;7,741802274000000;47,644365485999998
23676;23677;08;3;26;041;2016;01;12;2;2;6;4;0;2;0;1;1;0;0;0;462380,776000000010000;5333420,850999999800000;8,494193120000000;48,152922508000003
23682;23683;08;2;26;098;2016;01;11;3;3;5;3;0;0;1;1;0;0;0;0;479249,282300000020000;5460787,427199999800000;8,714582184999999;49,299478415999999
23694;23695;08;3;17;005;2016;01;09;2;2;5;3;0;0;1;1;0;0;0;0;424617,364100000010000;5376987,596099999700000;7,978708856000000;48,541459682999999
23697;23698;08;4;25;008;2016;01;19;4;2;6;4;2;1;0;1;1;0;0;0;564619,338800000030000;5380738,079599999800000;9,876070591000000;48,576397380000003
23708;23709;08;1;18;063;2016;01;08;3;3;0;1;0;2;0;1;1;0;0;0;511569,033100000000000;5418379,013899999700000;9,157912810999999;48,918240197999999
23713;23714;08;2;12;000;2016;01;06;2;2;4;2;2;0;1;1;0;0;0;0;455373,313000000020000;5429726,910000000100000;8,389635190000000;49,018815912000001
23724;23725;08;2;31;000;2016;01;19;5;3;6;2;2;0;0;1;1;0;0;0;476106,983599999980000;5416228,723799999800000;8,673997576000000;48,898544031999997
23736;23737;08;1;16;019;2016;01;19;3;3;3;2;2;0;1;1;0;0;0;0;523096,280099999970000;5398716,551900000300000;9,314145707000000;48,741038897000003
23748;23749;08;3;15;013;2016;01;06;4;2;5;2;2;0;1;1;0;0;0;0;404782,432399999990000;5325254,598899999600000;7,721721354000000;48,073453129999997
23773;23774;08;1;36;065;2016;01;15;5;2;6;4;0;1;0;1;1;0;0;0;562570,776900000060000;5408314,750400000300000;9,852479512000000;48,824660067000003
23775;23776;08;3;36;091;2016;01;16;3;3;5;3;1;1;1;0;0;1;0;0;395080,352100000020000;5270819,495299999600000;7,604699073000000;47,582299726999999
23778;23779;08;3;35;043;2016;01;17;3;3;6;7;2;0;0;1;1;0;0;0;515845,757700000020000;5281006,510800000300000;9,211129281000000;47,682252785999999
23815;23816;08;3;37;053;2016;01;17;5;1;6;4;1;0;0;0;1;0;0;1;457598,499900000000000;5268731,895499999600000;8,436242295000000;47,570617362999997
23824;23825;08;1;11;000;2016;01;17;6;3;2;2;2;1;0;1;1;0;0;0;513041,179000000000000;5407000,224800000000000;9,177644237000001;48,815849833000001
23830;23831;08;2;21;000;2016;01;09;3;3;6;4;0;0;0;0;1;0;0;1;477700,406399999980000;5472797,234899999600000;8,692605894000000;49,407451260999999
23834;23835;08;2;15;009;2016;01;10;6;3;6;7;0;1;0;1;1;0;0;0;470842,326200000010000;5441183,860100000200000;8,600374290000000;49,122799589000003
23839;23840;08;4;36;087;2016;01;07;2;2;6;7;2;2;0;0;1;0;1;0;547509,657000000010000;5302558,937400000200000;9,635360238000001;47,874607847000000
23842;23843;08;3;17;114;2016;01;09;2;2;5;3;0;0;1;1;0;0;0;0;405439,913000000000000;5346879,424999999800000;7,725735105000000;48,268059774999998
23855;23856;08;1;15;028;2016;01;14;1;3;5;3;0;1;1;1;0;0;0;0;501221,586899999990000;5405473,975700000300000;9,016635702000000;48,802255498999997
23870;23871;08;1;25;046;2016;01;12;5;3;6;4;0;0;0;1;1;0;0;0;515795,544500000020000;5434938,019200000000000;9,216246419999999;49,067104378000003
23878;23879;08;1;18;048;2016;01;17;7;3;3;2;2;1;1;0;0;0;0;1;512141,550999999980000;5417854,757000000200000;9,165711825000001;48,913513170000002
23879;23880;08;4;35;016;2016;01;02;4;2;5;3;2;1;1;1;0;0;0;0;534392,860800000020000;5278023,471699999600000;9,458010527000001;47,654692329000000
23884;23885;08;2;22;000;2016;01;20;4;1;6;4;2;0;0;1;1;0;1;0;468184,157300000020000;5484684,142699999700000;8,560475077000000;49,513946486000002
23888;23889;08;2;37;040;2016;01;18;7;3;6;2;2;1;0;1;1;0;0;0;477121,749300000020000;5365553,775399999700000;8,690646379000000;48,442710468999998
23891;23892;08;4;15;061;2016;01;06;4;3;1;6;2;1;1;1;0;0;0;0;513062,022200000010000;5371867,950000000200000;9,176819345000000;48,499795583000001
23897;23898;08;1;16;070;2016;01;17;3;3;4;6;2;1;1;1;0;0;0;0;539794,022000000000000;5385117,418999999800000;9,539943800000000;48,617862002999999
23922;23923;08;1;15;021;2016;01;06;4;2;5;3;2;0;1;1;0;0;0;0;489626,804000000000000;5382535,031999999700000;8,859313159999999;48,595809996000000
23942;23943;08;3;17;096;2016;01;20;3;3;0;7;2;0;1;0;0;0;0;0;421958,928000000010000;5369895,904299999600000;7,944024708000000;48,477345845000002
23951;23952;08;2;15;110;2016;01;00;6;3;1;5;2;1;1;1;0;0;0;0;461134,049100000000000;5420106,662600000400000;8,469341059000000;48,932669064999999
23963;23964;08;1;35;019;2016;01;18;6;3;6;3;2;0;0;0;1;0;0;1;584650,084999999960000;5392447,625000000000000;10,149976237000001;48,679331550999997
23966;23967;08;2;36;038;2016;01;06;2;3;6;7;2;1;0;1;1;0;0;0;487560,425099999990000;5428307,710900000300000;8,829901208000001;49,007538252000003
23986;23987;08;1;16;077;2016;01;17;5;3;5;3;2;1;1;1;0;0;0;0;516180,739000000000000;5391116,133999999600000;9,219786407999999;48,672883495000001
23995;23996;08;1;25;024;2016;01;13;3;2;6;4;0;0;0;1;1;0;0;0;523438,898800000020000;5443802,993800000300000;9,321399747999999;49,146604076999999
24000;24001;08;1;36;088;2016;01;10;4;3;5;3;0;0;1;1;0;0;0;0;580807,692900000020000;5412247,409000000000000;10,101676716000000;48,857926335000002
24001;24002;08;1;19;067;2016;01;12;6;3;6;4;0;0;0;1;1;0;0;0;539232,051499999940000;5405871,360399999700000;9,534292164000000;48,804593296999997
24002;24003;08;1;11;000;2016;01;15;3;3;5;2;0;0;1;1;0;0;0;0;515717,698900000020000;5399023,215699999600000;9,213798008000000;48,744027518000003
24004;24005;08;3;35;075;2016;01;18;1;3;6;2;2;1;0;1;1;0;0;0;487751,856700000000000;5289899,785600000100000;8,836555095000000;47,762348995000004
24030;24031;08;1;11;000;2016;01;07;4;3;6;4;2;1;0;1;1;0;0;0;517059,538999999990000;5408563,938400000300000;9,232446131000000;48,829819375000000
24043;24044;08;4;16;041;2016;01;19;6;2;2;1;2;0;1;1;0;0;0;0;507702,165700000010000;5379503,220300000200000;9,104404782000000;48,568573596999997
24066;24067;08;2;26;082;2016;01;16;7;3;4;2;0;1;1;1;0;0;0;0;481374,211100000010000;5481346,136099999800000;8,742845890000000;49,484470692999999
24071;24072;08;4;26;073;2016;01;11;7;2;0;1;0;0;1;0;0;0;0;0;567047,281599999990000;5337001,132399999500000;9,902004905000000;48,182708050999999
24076;24077;08;1;16;077;2016;01;08;6;3;3;2;0;0;1;1;0;0;0;0;517492,063599999990000;5391359,716000000000000;9,237608558000000;48,675039411000000
24084;24085;08;1;11;000;2016;01;18;6;3;0;2;2;0;1;0;0;0;0;1;510790,417299999970000;5401457,279900000400000;9,146839367000000;48,766029142999997
24089;24090;08;2;15;059;2016;01;16;3;2;6;4;0;0;0;1;1;0;0;0;485523,182900000010000;5434673,186400000000000;8,801816766000000;49,064754497000003
24093;24094;08;2;15;046;2016;01;16;6;3;5;3;0;0;1;1;0;0;0;0;449495,586200000020000;5416796,687300000300000;8,310854864000000;48,902055017999999
24118;24119;08;3;36;050;2016;01;18;5;2;5;3;2;1;1;0;0;0;0;1;400062,885799999990000;5273787,975399999900000;7,670265269000000;47,609789186000000
24120;24121;08;3;27;046;2016;01;10;5;2;6;4;0;1;0;0;1;0;1;0;480572,490700000020000;5324455,533300000200000;8,739193285000001;48,073078393999999
24134;24135;08;2;31;000;2016;01;14;7;2;6;4;0;0;0;1;1;0;0;0;478515,852599999980000;5415945,297199999900000;8,706879233000000;48,896082647999997
24137;24138;08;3;37;066;2016;01;06;4;2;5;3;2;0;1;1;0;0;0;0;430525,420600000010000;5268434,970400000000000;8,076372491000001;47,565612217000002
24139;24140;08;1;17;026;2016;01;13;6;3;6;4;0;0;1;0;1;0;0;0;548775,049899999980000;5394307,582399999700000;9,662877959999999;48,699896840999997
24145;24146;08;4;36;055;2016;01;19;4;2;5;3;2;0;1;1;0;0;0;0;575764,072999999970000;5297767,638000000300000;10,012325668000001;47,828792935999999
24151;24152;08;1;16;049;2016;01;17;5;3;0;7;2;1;1;0;0;0;0;0;522910,380999999990000;5384958,760999999900000;9,310854753999999;48,617280854999997
24152;24153;08;2;26;054;2016;01;18;7;1;6;4;2;1;0;1;1;0;0;0;481925,167000000020000;5456628,819400000400000;8,751575486000000;49,262156398000002
24167;24168;08;2;12;000;2016;01;14;7;3;7;7;0;0;1;0;0;0;0;0;458028,981900000010000;5427732,313600000000000;8,426161370000001;49,001060621000001
24176;24177;08;1;11;000;2016;01;07;6;3;6;2;0;1;0;1;1;0;0;0;514703,972799999990000;5400991,518899999600000;9,200079314000000;48,761759030000000
24187;24188;08;1;36;009;2016;01;19;7;2;6;2;2;1;0;1;1;0;0;0;567591,792800000050000;5407898,305900000000000;9,920809537000000;48,820388143999999
24196;24197;08;2;12;000;2016;01;16;6;2;0;3;0;0;1;0;0;0;0;0;455176,438199999980000;5428250,293899999900000;8,387105740999999;49,005519354999997
24198;24199;08;2;15;108;2016;01;15;1;3;5;3;0;0;1;1;0;0;0;0;448194,766400000020000;5423159,910699999900000;8,292297725999999;48,959185032000001
