OBJECTID;UIDENTSTLA;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstig;LICHT;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
147534;08170311111500500610;08;1;11;000;2017;03;12;7;2;0;1;1;0;0;0;0;0;0;508151,286000000020000;5398922,446399999800000;9,110875136000061;48,743265982000025
147536;08170310426200467990;08;4;25;039;2017;03;14;6;3;6;4;1;0;1;0;0;0;0;566881,530200000040000;5348972,226400000000000;9,901665660000049;48,290413919000059
147537;08170310416200478870;08;4;16;025;2017;03;15;6;3;6;7;0;0;1;0;1;0;0;505272,044799999970000;5361670,316900000000000;9,071238856000036;48,408166600000072
147539;08170310415300545930;08;4;15;059;2017;03;12;6;3;5;3;1;1;0;0;0;0;0;516340,364000000000000;5368662,684000000400000;9,221072277000076;48,470883142000048
147540;08170310337010543340;08;3;37;126;2017;03;16;6;2;6;4;0;1;1;0;0;0;0;442420,527999999990000;5274129,968000000300000;8,233747935000054;47,618014626000047
147542;08170310335300553870;08;3;35;075;2017;03;12;6;3;2;6;1;1;0;0;0;0;0;488633,563000000020000;5290109,265499999700000;8,848315469000056;47,764249948000042
147543;08170310335010579610;08;4;35;034;2017;03;07;6;2;6;4;0;1;1;0;0;0;1;529543,985499999950000;5284590,067699999500000;9,393884170000035;47,714014686000041
147545;08170310317500575180;08;3;17;096;2017;03;10;6;2;5;3;1;1;0;0;0;0;0;421902,795199999990000;5369353,778099999800000;7,943366581000021;48,472462499000073
147552;08170310311010520780;08;3;11;000;2017;03;07;6;3;3;6;1;1;0;0;0;0;0;412095,932500000000000;5315299,851099999600000;7,821924153000055;47,984958052000081
147553;08170310311010514280;08;3;11;000;2017;03;17;6;3;0;7;1;1;0;0;0;0;0;415425,166299999980000;5315903,481999999800000;7,866413864000037;47,990836874000081
147555;08170310311010475870;08;3;15;047;2017;03;16;6;3;6;3;1;0;1;0;0;0;0;415383,561999999980000;5321125,915000000000000;7,864825559000053;48,037809235000054
147557;08170310299200576530;08;2;12;000;2017;03;15;6;3;1;5;1;1;0;0;0;0;0;455506,656000000020000;5428250,727099999800000;8,391620654000064;49,005547146000026
147560;08170310222600506510;08;2;22;000;2017;03;12;6;3;1;7;1;0;0;0;1;0;0;461372,445400000030000;5482413,051599999900000;8,466599646000077;49,493123563000040
147561;08170310222400553450;08;2;22;000;2017;03;11;6;3;5;3;1;1;0;0;0;0;0;468090,870899999980000;5479187,394299999800000;8,559630120000065;49,464500615000077
147562;08170310221400536340;08;2;26;018;2017;03;17;6;3;5;3;1;1;0;0;0;0;0;473161,662300000030000;5472845,692800000300000;8,630038467000077;49,407703881000032
147566;08170310215502471730;08;2;15;106;2017;03;16;6;3;1;5;1;1;0;0;0;0;0;465050,154299999990000;5452353,681800000400000;8,520020907000060;49,222970411000063
147567;08170310215402505900;08;2;15;009;2017;03;14;6;3;0;7;0;0;1;1;0;0;0;469987,349800000030000;5440998,740199999900000;8,588670343000047;49,121093245000054
147569;08170310212302489280;08;2;12;000;2017;03;18;6;3;5;3;1;1;0;0;0;0;0;457090,353000000000000;5428229,876600000100000;8,413276313000040;49,005471734000025
147570;08170310211010528510;08;2;16;043;2017;03;16;6;2;5;3;1;1;0;0;0;0;0;442329,624900000000000;5412749,880800000400000;8,213653527000076;48,865028467000059
147572;08170310135010556220;08;1;35;031;2017;03;09;6;2;3;2;1;1;0;0;0;0;0;595091,897099999940000;5378670,950100000000000;10,288635441000054;48,553921883000044
147573;08170310121200495400;08;1;21;000;2017;03;13;6;3;3;2;1;1;0;0;0;0;0;516537,467100000010000;5443362,950400000400000;9,226748555000029;49,142870373000051
147574;08170310121200495390;08;1;21;000;2017;03;17;6;3;6;4;0;1;1;0;0;0;0;517445,180899999980000;5442864,640800000200000;9,239172721000045;49,138362808000068
147577;08170310118400475480;08;1;18;048;2017;03;12;6;3;6;3;0;1;1;0;0;0;0;514079,904900000020000;5415709,032599999600000;9,192092970000033;48,894169796000028
147579;08170310115200470680;08;1;15;004;2017;03;16;6;3;5;2;1;1;0;0;0;0;0;487092,962999999990000;5374133,057000000000000;8,825208595000049;48,520176467000056
147581;08170309435100522220;08;4;35;016;2017;03;16;5;3;4;2;1;0;0;0;1;0;1;534013,830300000030000;5278344,305800000200000;9,452988099000038;47,657599055000048
147582;08170309416010541810;08;4;16;041;2017;03;20;5;3;3;5;1;1;0;0;0;2;0;503436,681300000000000;5374071,695299999800000;9,046540285000049;48,519747721000044
147584;08170309415400555760;08;4;15;061;2017;03;06;5;3;1;5;1;1;0;0;0;1;1;513709,334099999980000;5372245,363400000100000;9,185594293000065;48,503177133000065
147586;08170309327100496750;08;3;27;050;2017;03;19;5;3;3;2;1;1;0;0;0;1;1;486708,730900000020000;5315566,286899999700000;8,821845294000070;47,993258474000072
147587;08170309327100496740;08;3;27;050;2017;03;09;5;3;6;7;0;1;1;0;0;0;1;486194,136600000030000;5314609,899000000200000;8,814978523000036;47,984642797000049
147589;08170309299200575880;08;2;12;000;2017;03;17;5;3;5;3;1;1;0;0;0;0;1;455125,343700000030000;5428717,608300000400000;8,386355489000039;49,009719176000033
147593;08170309215402505880;08;2;15;021;2017;03;11;5;3;5;3;1;1;0;0;0;0;1;469367,169999999980000;5444660,377299999800000;8,579892608000023;49,153999659000078
147598;08170309118300554110;08;1;18;046;2017;03;12;5;3;5;3;1;1;0;0;0;0;1;514245,833800000020000;5412130,699300000400000;9,194232063000072;48,861976190000064
147600;08170309116010507640;08;1;16;033;2017;03;11;5;2;6;2;0;1;1;0;0;0;1;532693,412200000020000;5388701,759200000200000;9,443885537000028;48,650517816000047
147601;08170309111330529370;08;1;11;000;2017;03;06;5;3;6;7;0;1;1;0;0;1;1;511431,581200000020000;5409404,014299999900000;9,155785735000052;48,837505677000081
147602;08170308437211553630;08;4;37;078;2017;03;14;4;3;6;6;0;1;1;0;0;0;1;508316,527500000030000;5315378,138199999900000;9,111470342000075;47,991649727000038
147605;08170308416010541770;08;4;15;014;2017;03;21;4;3;5;3;1;1;0;0;0;2;1;526087,051800000020000;5374872,254099999600000;9,353323174000025;48,526417063000054
147606;08170308416010541750;08;4;16;041;2017;03;14;4;3;3;5;1;1;0;0;0;0;0;503563,808699999990000;5372067,567200000400000;9,048244752000073;48,501717113000041
147608;08170308325010578260;08;3;26;074;2017;03;20;4;2;6;4;0;1;1;0;0;2;1;465640,734999999990000;5323521,196999999700000;8,538820680000072;48,064042571000073
147609;08170308317500472450;08;3;17;096;2017;03;19;4;3;4;6;1;0;0;0;0;2;1;420297,284099999990000;5368813,658400000100000;7,921751372000074;48,467402749000030
147610;08170308311300553320;08;3;11;000;2017;03;12;4;3;5;2;1;1;0;0;0;0;0;412525,295300000000000;5315254,132500000300000;7,827686466000046;47,984605664000071
147611;08170308311010520740;08;3;11;000;2017;03;07;4;3;5;4;0;0;1;0;1;1;0;413092,630500000030000;5316620,213200000100000;7,835011538000060;47,996971363000057
147612;08170308311010519960;08;3;11;000;2017;03;09;4;2;0;1;1;0;0;0;0;0;0;413783,263700000010000;5315970,451799999900000;7,844398008000042;47,991220031000069
147613;08170308311010475850;08;3;11;000;2017;03;06;4;3;5;2;1;1;0;0;0;1;0;412225,550099999990000;5316233,131099999900000;7,823470068000063;47,993370992000052
147615;08170308299200576470;08;2;12;000;2017;03;17;4;3;7;7;1;0;0;0;1;0;1;456974,534700000020000;5428475,064399999600000;8,411666779000029;49,007669167000074
147618;08170308212402477450;08;2;12;000;2017;03;19;4;3;0;5;1;1;0;0;0;2;1;456882,878099999970000;5427735,773600000000000;8,410492032000036;49,001012751000076
147620;08170308128200490350;08;1;28;139;2017;03;16;4;3;5;3;1;1;0;0;0;1;1;551065,371999999970000;5490895,672700000000000;9,706238057000064;49,568497775000026
147625;08170308116010507630;08;1;16;019;2017;03;08;4;3;5;3;1;1;0;0;0;0;1;522606,431600000010000;5398766,094800000100000;9,307485818000032;48,741502549000074
147627;08170308111500510080;08;1;11;000;2017;03;19;4;3;5;3;1;1;0;0;0;2;1;512891,947999999970000;5399143,539599999800000;9,175365064000062;48,745174848000033
147629;08170308111230468470;08;1;11;000;2017;03;15;4;3;5;3;1;0;0;0;0;0;1;508137,130000000000000;5397647,071999999700000;9,110657399000047;48,731792884000072
147630;08170308111110645790;08;1;11;000;2017;03;09;4;3;1;5;1;1;0;0;0;0;0;512670,076699999980000;5402244,016099999700000;9,172442480000029;48,773071144000028
147631;08170307436100517630;08;4;36;055;2017;03;11;3;3;5;3;1;0;0;0;1;0;0;575823,088400000010000;5298353,433500000300000;10,013216661000058;47,834055823000028
147633;08170307421200511580;08;4;21;000;2017;03;18;3;3;6;7;0;1;1;0;0;0;0;572917,152000000000000;5360885,616000000400000;9,985086177000028;48,396911974000034
147634;08170307421200494630;08;4;21;000;2017;03;11;3;3;6;7;0;1;1;0;0;0;0;573533,491599999950000;5360928,896700000400000;9,993419002000053;48,397229708000054
147637;08170307335010579790;08;3;35;100;2017;03;11;3;1;6;7;0;1;1;0;0;0;0;488681,440699999980000;5286161,224000000400000;8,849057128000027;47,728728069000056
147638;08170307317600560670;08;3;17;040;2017;03;16;3;3;5;3;1;1;0;0;0;0;1;432700,474400000010000;5347378,120400000400000;8,092953798000053;48,276029642000026
147639;08170307317000579020;08;3;17;057;2017;03;09;3;2;5;3;1;1;0;0;0;0;1;414013,953800000020000;5384170,219700000200000;7,833596674000035;48,604699430000039
147640;08170307311400511810;08;3;15;006;2017;03;07;3;3;5;2;1;1;0;0;0;0;1;402540,550300000000000;5307432,201100000200000;7,695679386000052;47,912804499000060
147643;08170307299200576460;08;2;15;102;2017;03;07;3;3;5;3;1;1;0;0;0;0;1;456151,416800000010000;5436457,634999999800000;8,399548168000024;49,079414889000077
147645;08170307221300548850;08;2;21;000;2017;03;08;3;3;5;6;1;0;0;0;0;0;1;477461,508199999980000;5474333,518500000200000;8,689225562000047;49,421261078000043
147647;08170307215302544730;08;2;15;040;2017;03;21;3;3;0;7;1;0;0;0;0;2;0;488470,767100000000000;5436165,569699999900000;8,842125587000055;49,078241419000051
147648;08170307212202489780;08;2;12;000;2017;03;19;3;3;1;5;1;1;0;0;0;2;0;458270,129800000000000;5428715,748200000300000;8,429357162000031;49,009923124000068
147652;08170307119010574890;08;1;19;079;2017;03;12;3;2;6;1;0;0;1;0;1;0;0;522256,167200000030000;5408213,187500000000000;9,303233255000066;48,826499596000076
147653;08170307119010574880;08;1;19;079;2017;03;17;3;2;6;7;0;1;1;0;0;0;1;523170,454299999980000;5408590,291699999900000;9,315711245000045;48,829858493000074
147655;08170307111500510060;08;1;11;000;2017;03;14;3;2;6;2;0;0;1;0;1;0;0;512068,953700000010000;5408833,541299999700000;9,164454797000076;48,832361730000059
147660;08170306311010514230;08;3;11;000;2017;03;19;2;3;5;3;1;1;0;0;0;2;1;414073,864000000000000;5317974,828999999900000;7,847890808000045;48,009289252000031
147662;08170306222500542730;08;2;22;000;2017;03;16;2;3;1;5;1;1;0;0;0;0;1;461294,691100000000000;5481882,687800000400000;8,465577937000035;49,488348273000042
147664;08170306222014580680;08;2;22;000;2017;03;17;2;3;4;2;1;0;0;0;0;0;0;461309,658700000030000;5482159,009800000100000;8,465757545000031;49,490834594000034
147668;08170306212302489230;08;2;12;000;2017;03;08;2;3;0;7;1;0;0;0;1;0;1;457306,240899999980000;5428608,098000000200000;8,416188315000056;49,008888860000070
147671;08170306126010538780;08;1;21;000;2017;03;07;2;2;1;7;1;1;0;0;1;0;1;515427,620200000000000;5440967,896499999800000;9,211439689000031;49,121354909000047
147673;08170306118400562950;08;1;18;048;2017;03;14;2;3;5;3;1;1;0;0;0;0;0;513191,124100000020000;5415903,355600000400000;9,179973621000045;48,895937435000064
147676;08170306111500500600;08;1;11;000;2017;03;14;2;3;5;3;1;1;0;0;0;0;0;512812,205000000020000;5408759,985999999600000;9,174580192000065;48,831685147000030
147677;08170306111140541150;08;1;11;000;2017;03;14;2;3;0;3;1;1;0;0;0;0;0;511660,179799999980000;5402829,019799999900000;9,158714212000064;48,778353544000026
147678;08170305317200566950;08;3;17;057;2017;03;14;1;3;1;5;1;1;0;0;0;0;0;413658,293799999980000;5379385,554999999700000;7,829767217000040;48,561615328000073
147680;08170305212302489210;08;2;12;000;2017;03;15;1;3;5;3;1;1;0;0;0;0;0;455996,145800000000000;5428944,949400000300000;8,398238049000042;49,011826844000041
147683;08170305118100544410;08;1;18;074;2017;03;15;1;3;6;2;0;1;1;0;0;0;0;511152,971599999990000;5428692,955400000300000;9,152516428000070;49,011028339000063
147687;08170304311411680630;08;3;15;006;2017;03;09;7;3;0;2;1;0;0;0;1;0;0;402172,370000000000000;5308162,569299999600000;7,690587506000043;47,919318072000067
147689;08170304435010579380;08;4;37;044;2017;03;16;7;2;0;7;1;0;0;0;0;0;0;532217,329600000060000;5323264,259100000400000;9,432411201000036;48,061842736000074
147690;08170304316100530030;08;3;16;011;2017;03;18;7;3;4;3;1;1;0;0;0;2;1;414643,306999999970000;5329435,286700000100000;7,853236800000047;48,112455712000042
147692;08170321118400494380;08;1;18;048;2017;03;19;3;3;4;3;1;1;0;0;0;2;1;513157,721000000020000;5416044,664599999800000;9,179522439000039;48,897209323000027
147693;08170321116010507780;08;1;16;019;2017;03;16;3;3;3;6;1;1;0;0;0;0;0;524476,586699999990000;5397500,400100000200000;9,332847493000031;48,730045833000077
147694;08170321115400551470;08;1;15;045;2017;03;20;3;3;5;3;1;1;0;0;0;2;1;499972,927099999970000;5394603,472099999900000;8,999632033000069;48,704465613000082
147698;08170321111110555550;08;1;11;000;2017;03;11;3;3;1;5;1;1;0;0;0;0;0;513098,987399999980000;5402995,747100000300000;9,178303966000044;48,779824777000044
147699;08170320435100574770;08;4;35;016;2017;03;17;2;2;0;1;1;0;0;0;0;0;0;536717,071299999950000;5280386,133999999600000;9,489159532000031;47,675822385000060
147704;08170321119300488470;08;1;19;067;2017;03;15;3;3;0;1;1;0;0;0;0;0;0;538734,990200000000000;5407126,612599999600000;9,527641572000050;48,815916135000066
147705;08170321119200517270;08;1;19;020;2017;03;20;3;2;5;2;1;1;0;0;0;2;1;521040,938499999990000;5406194,239299999500000;9,286572824000075;48,808379923000075
147706;08170320426010540400;08;4;25;138;2017;03;19;2;2;0;1;1;0;0;0;0;2;0;574482,259399999980000;5350918,880099999700000;10,004463121000072;48,307075765000036
147708;08170320421100482390;08;4;25;033;2017;03;08;2;3;6;4;0;1;1;0;0;0;0;553458,878200000040000;5347638,273099999900000;9,720555632000071;48,279689966000035
147709;08170320417200509790;08;4;17;054;2017;03;21;2;3;6;2;0;1;1;0;0;2;0;479632,978899999990000;5348258,820100000100000;8,725439682000058;48,287202507000075
147710;08170320416010523170;08;4;15;061;2017;03;15;2;3;6;6;0;1;1;0;0;0;0;514818,661900000010000;5373640,338600000400000;9,200661606000040;48,515701599000067
147711;08170320415400509590;08;4;15;061;2017;03;14;2;3;0;1;1;0;0;0;0;0;0;516240,041600000000000;5371397,554700000200000;9,219821296000021;48,495489626000051
147712;08170320415100472660;08;4;15;050;2017;03;16;2;2;0;1;1;0;0;0;0;0;0;521827,010699999980000;5375641,311800000300000;9,295666308000023;48,533498305000080
147713;08170320337010887740;08;3;37;096;2017;03;06;2;3;2;6;1;1;0;0;0;0;0;420449,448299999990000;5267481,628399999800000;7,942612441000051;47,555878817000064
147715;08170320317300551050;08;3;17;073;2017;03;20;2;3;5;3;1;1;0;0;0;2;0;409977,852200000020000;5347618,198099999700000;7,786715165000032;48,275366148000046
147716;08170320311010521010;08;3;11;000;2017;03;13;2;3;5;3;1;1;0;0;0;0;0;411922,406599999990000;5315169,997800000000000;7,819625733000066;47,983766111000079
147717;08170320231202528200;08;2;36;043;2017;03;16;2;3;3;7;1;0;0;0;1;0;0;468118,133600000000000;5412215,507500000300000;8,565311492000035;48,862083328000040
147719;08170320222600506520;08;2;22;000;2017;03;10;2;3;0;7;1;0;0;0;1;0;0;464441,548200000020000;5481553,429399999800000;8,509055907000061;49,485579314000063
147722;08170320136200482330;08;1;36;019;2017;03;15;2;3;5;3;1;1;0;0;0;0;0;581163,659800000020000;5424858,059000000400000;10,109036896000021;48,971300898000038
147724;08170320128100522990;08;1;28;007;2017;03;13;2;3;6;4;0;1;1;0;0;0;0;555851,040799999960000;5482547,370299999600000;9,771235905000026;49,492990615000053
147725;08170320119400493330;08;1;19;079;2017;03;16;2;3;5;3;1;1;0;0;0;0;0;522721,891799999980000;5408097,782300000100000;9,309572115000037;48,825444574000073
147726;08170320117300505410;08;1;17;026;2017;03;16;2;3;0;1;1;0;0;0;0;0;0;547866,638700000010000;5395414,040000000000000;9,650661321000030;48,709920346000047
147729;08170320116010469070;08;1;16;080;2017;03;18;2;3;2;7;1;1;0;0;0;0;0;521318,723400000020000;5395855,674399999900000;9,289820543000076;48,715366023000058
147731;08170320111500528910;08;1;11;000;2017;03;07;2;3;5;3;1;1;0;0;0;0;0;517505,932399999990000;5402575,615799999800000;9,238273125000035;48,775936913000066
147733;08170319436200573760;08;4;36;064;2017;03;13;1;3;5;3;1;1;0;0;0;0;0;543957,450500000040000;5291974,436599999700000;9,586783898000022;47,779632273000061
147734;08170319435100522270;08;4;35;016;2017;03;16;1;3;0;5;1;1;0;0;0;0;0;535960,308399999980000;5278432,858500000100000;9,478917208000041;47,658290527000077
147735;08170319435010579450;08;4;35;059;2017;03;13;1;2;6;6;1;0;1;0;0;0;0;516412,962799999980000;5294162,899199999900000;9,219182993000061;47,800613614000042
147736;08170319317501540150;08;3;17;096;2017;03;02;1;3;0;1;1;0;0;0;0;2;1;420894,731000000030000;5368052,211000000100000;7,929976381000074;48,460629047000054
147739;08170319215102498880;08;2;15;105;2017;03;14;1;3;0;7;1;0;0;0;0;0;0;457127,404299999990000;5441817,077800000100000;8,412343380000039;49,127691723000055
147740;08170319136010485530;08;1;36;089;2017;03;15;1;2;8;1;1;0;0;0;0;0;0;582504,255000000000000;5420567,809999999600000;10,126482226000064;48,932537077000063
147748;08170318426010492720;08;4;21;000;2017;03;15;7;3;0;4;0;0;1;0;1;0;1;573083,311299999940000;5360928,781600000300000;9,987338101000034;48,397281019000047
147750;08170318336400547700;08;3;36;091;2017;03;12;7;3;0;7;1;0;0;0;0;0;0;397418,407899999990000;5271798,933400000400000;7,635554131000049;47,591484018000074
147752;08170318317100531400;08;3;17;001;2017;03;10;7;3;5;3;1;1;0;0;0;0;1;431527,529900000020000;5386899,153199999600000;8,070681641000022;48,631407314000057
147754;08170318299200575990;08;2;12;000;2017;03;10;7;3;6;4;0;1;1;0;0;0;1;455484,465099999970000;5428225,143199999800000;8,391320049000058;49,005315416000030
147756;08170318226400475390;08;2;26;037;2017;03;06;7;3;6;7;0;0;1;0;1;2;1;465717,930899999980000;5467200,005599999800000;8,527918000000057;49,356548725000039
147757;08170318222700490880;08;2;22;000;2017;03;00;7;3;5;3;1;1;0;0;0;2;0;461407,509700000000000;5481660,122800000000000;8,467157332000056;49,486353606000080
147758;08170318212502519000;08;2;12;000;2017;03;14;7;3;5;3;1;1;0;0;0;0;1;454022,203299999990000;5428450,293300000000000;8,371301662000064;49,007233454000072
147759;08170318212402477610;08;2;12;000;2017;03;15;7;3;0;3;1;0;0;0;1;0;1;455339,489799999980000;5427743,591099999800000;8,389390818000038;49,000973333000047
147763;08170318119200484560;08;1;19;020;2017;03;20;7;3;5;3;1;1;0;0;0;2;0;519741,623499999990000;5406734,862300000200000;9,268902663000063;48,813285902000075
147766;08170318117400539780;08;1;17;051;2017;03;22;7;3;6;7;0;1;1;0;0;2;0;544363,323399999990000;5394823,751299999700000;9,602979433000030;48,704869434000045
147768;08170317436400556880;08;4;36;082;2017;03;12;6;3;5;3;1;1;0;0;0;0;0;547810,103600000030000;5294848,913800000200000;9,638526178000063;47,805219394000062
147769;08170317436211479030;08;4;36;083;2017;03;17;6;3;8;7;1;0;0;0;0;0;0;533156,016100000010000;5301250,059100000200000;9,443311683000047;47,863733421000063
147770;08170317421200494680;08;4;21;000;2017;03;07;6;3;5;3;1;1;0;0;0;0;0;572732,890499999980000;5365859,070799999900000;9,983459883000023;48,441670489000046
147771;08170317417200509780;08;4;17;002;2017;03;20;6;2;9;1;1;0;0;0;0;2;0;489612,485800000020000;5344411,295099999800000;8,860063663000062;48,252829828000074
147772;08170317416210536770;08;4;16;041;2017;03;11;6;3;0;2;1;1;0;0;0;0;0;504402,472000000010000;5374535,815000000400000;9,059624126000074;48,523917080000047
147773;08170317416200490720;08;4;16;041;2017;03;14;6;3;0;7;1;0;0;0;0;0;0;504362,530000000030000;5374802,987499999800000;9,059085974000027;48,526320938000026
147776;08170317336400552930;08;3;36;091;2017;03;16;6;3;5;2;1;0;0;0;1;0;0;396690,807299999990000;5272063,115799999800000;7,625816896000060;47,593744890000039
147778;08170317335100619780;08;3;35;043;2017;03;01;6;3;0;1;1;0;0;0;0;2;0;511787,811999999980000;5280450,394200000000000;9,157046337000054;47,677335785000025
147782;08170317317100563530;08;3;17;001;2017;03;13;6;3;3;6;1;0;0;0;0;0;0;432004,155199999980000;5387138,185899999900000;8,077110375000075;48,633609428000057
147784;08170317311010520930;08;3;11;000;2017;03;08;6;3;5;2;1;1;0;0;0;0;0;416642,138400000000000;5315439,100399999900000;7,882812302000048;47,986819330000060
147785;08170317235010564300;08;2;31;000;2017;03;15;6;3;6;4;0;1;1;0;0;0;0;477793,614400000020000;5415599,743200000400000;8,697044241000072;48,892948697000065
147786;08170317226400475380;08;2;26;084;2017;03;14;6;3;5;3;1;0;0;0;0;0;0;469327,923599999980000;5470326,028400000200000;8,577387010000052;49,384858968000060
147789;08170317222014478280;08;2;22;000;2017;03;14;6;3;6;4;1;0;1;0;0;0;0;461496,340199999980000;5481053,442200000400000;8,468442826000057;49,480902477000029
147790;08170317216100566050;08;2;16;043;2017;03;16;6;3;6;7;0;1;1;0;0;0;0;441378,224700000020000;5412019,247899999800000;8,200786968000045;48,858367261000069
147792;08170317199200480640;08;1;18;048;2017;03;09;6;2;6;4;0;1;1;0;0;0;0;513893,444599999990000;5415704,989900000400000;9,189548958000046;48,894137638000075
147793;08170317136200591990;08;1;36;019;2017;03;07;6;3;5;2;1;1;0;0;0;0;0;581994,739999999990000;5424706,334699999500000;10,120360106000021;48,969826580000074
147795;08170317121500705510;08;1;25;065;2017;03;05;6;3;5;3;1;1;0;0;0;2;0;516494,048699999980000;5449007,659699999700000;9,226384621000022;49,193647296000051
147797;08170317118300530430;08;1;18;046;2017;03;15;6;3;3;6;1;1;0;0;0;0;0;514225,568900000010000;5412007,799499999700000;9,193951495000022;48,860871075000034
147800;08170317115313508600;08;1;15;050;2017;03;10;6;3;6;7;0;1;1;0;0;0;0;491026,424699999970000;5400826,474899999800000;8,877898478000077;48,760383290000050
147805;08170317111250561910;08;1;11;000;2017;03;12;6;3;6;4;0;1;1;0;0;0;0;514933,026399999970000;5402393,629499999800000;9,203246960000058;48,774366857000075
147806;08170316437200548500;08;4;37;065;2017;03;15;5;3;8;3;1;1;0;0;0;0;0;514562,311700000020000;5316909,626100000000000;9,195237119000069;48,005316994000054
147807;08170316435211532870;08;4;35;036;2017;03;10;5;3;6;7;0;0;1;0;1;0;0;520445,887800000030000;5282345,677899999500000;9,272483648000048;47,694172898000033
147808;08170316435200570250;08;4;35;052;2017;03;07;5;3;0;7;1;0;0;0;0;0;0;523554,957500000020000;5289611,328099999600000;9,314310863000060;47,759439586000042
147809;08170316426010492700;08;4;25;028;2017;03;17;5;3;6;2;0;1;1;0;0;0;0;579566,428599999980000;5340216,166899999600000;10,071002839000073;48,210183491000066
147811;08170316335010579680;08;4;36;064;2017;03;07;5;3;5;3;1;1;0;0;0;0;0;542803,064699999990000;5292024,234000000200000;9,571379821000051;47,780158045000064
147812;08170316327100490560;08;3;27;050;2017;03;15;5;3;6;4;0;1;1;0;0;0;0;486611,299100000000000;5314723,347799999600000;8,820565627000065;47,985672384000054
147813;08170316325302744980;08;3;25;053;2017;03;13;5;3;5;3;1;1;0;0;0;0;0;454297,286900000010000;5341355,798000000400000;8,384659006000049;48,223778609000078
147815;08170316317200567000;08;3;17;057;2017;03;17;5;3;7;7;1;0;0;0;1;0;0;414186,583999999970000;5379495,553000000300000;7,836903172000064;48,562677243000053
147817;08170316311010486260;08;3;15;098;2017;03;15;5;3;5;2;1;0;0;0;1;0;0;406767,914999999980000;5312147,407999999800000;7,751219931000037;47,955847094000035
147819;08170316299200576630;08;2;12;000;2017;03;16;5;3;5;3;1;1;0;0;0;0;0;455043,875699999980000;5429894,051000000000000;8,385111185000028;49,020295436000026
147820;08170316299200576620;08;2;12;000;2017;03;14;5;3;5;3;1;1;0;0;0;0;0;456408,240800000030000;5427968,783200000400000;8,403978027000051;49,003075365000029
147822;08170316235010530910;08;2;31;000;2017;03;07;5;2;2;6;1;1;0;0;0;0;0;475846,239300000020000;5412876,487499999800000;8,670638057000076;48,868378375000077
147823;08170316226600543150;08;2;26;096;2017;03;00;5;3;2;6;1;1;0;0;0;2;0;473863,400100000030000;5488056,089300000100000;8,638706587000058;49,544547269000077
147824;08170316226200533300;08;2;26;032;2017;03;18;5;3;6;6;0;1;1;0;0;2;0;467899,135699999980000;5462088,276800000100000;8,558364906000065;49,310688371000026
147826;08170316222014565830;08;2;22;000;2017;03;10;5;2;5;3;1;1;0;0;0;0;0;462725,302000000030000;5485821,722000000100000;8,484958393000056;49,523867327000062
147827;08170316222014484440;08;2;22;000;2017;03;19;5;3;6;4;0;1;1;0;0;2;0;461566,396599999980000;5482001,448200000500000;8,469317783000065;49,489433729000041
147830;08170316136010485500;08;1;36;088;2017;03;12;5;2;6;4;0;1;1;0;0;0;0;581142,346600000050000;5413210,299200000200000;10,106429174000027;48,866543038000032
147833;08170316135100510870;08;1;35;016;2017;03;11;5;3;6;7;0;1;1;0;0;0;0;592202,717799999980000;5386054,543700000300000;10,251131137000073;48,620762304000039
147836;08170316119200484540;08;1;19;020;2017;03;16;5;3;0;7;0;0;1;0;1;0;0;520341,628600000000000;5406280,232300000300000;9,277052761000050;48,809176784000044
147840;08170316117400469640;08;1;17;018;2017;03;13;5;3;0;1;1;0;0;0;0;0;0;538322,383799999950000;5394684,808199999900000;9,520862839000074;48,704019980000055
147844;08170316116500570420;08;1;16;049;2017;03;15;5;3;4;2;1;1;0;0;0;0;0;525694,278900000030000;5384078,897400000100000;9,348572315000070;48,609257409000065
147846;08170316115100516440;08;1;15;024;2017;03;14;5;2;2;6;1;0;0;0;0;0;0;500365,921900000020000;5387700,245500000200000;9,004967394000062;48,642363191000072
147847;08170316111500568040;08;1;11;000;2017;03;08;5;3;5;2;1;1;0;0;0;0;0;508300,648500000010000;5406909,535400000400000;9,113068047000070;48,815115425000045
147848;08170316111500500640;08;1;11;000;2017;03;15;5;3;1;5;1;1;0;0;0;0;0;511692,507999999970000;5406268,341699999800000;9,159252145000039;48,809292750000054
147851;08170315421100547730;08;4;25;033;2017;03;16;4;3;0;1;1;0;0;0;0;0;0;553607,039200000000000;5347648,772800000400000;9,722553816000072;48,279771892000042
147854;08170315415100511170;08;4;15;078;2017;03;15;4;3;0;7;1;0;0;0;0;0;0;529292,650999999950000;5371368,433000000200000;9,396492809000051;48,494754664000027
147856;08170315336101474110;08;3;36;050;2017;03;12;4;3;6;7;0;0;1;0;1;0;0;399758,890499999980000;5274446,462200000000000;7,666070875000060;47,615665556000067
147858;08170315317500472470;08;3;17;096;2017;03;17;4;3;5;3;1;1;0;0;0;0;0;422681,524700000010000;5368658,964499999800000;7,954029200000036;48,466308922000053
