OBJECTID;UIDENTSTLA;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstig;LICHT;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
39164;08170102317300283920;08;3;17;065;2017;01;21;2;3;5;3;1;1;0;0;0;2;1;414175,785800000010000;5354956,847699999800000;7,841788149000024;48,341959249000070
39192;08170102235010284250;08;2;36;004;2017;01;17;2;2;5;2;1;1;0;0;0;2;1;473334,576999999990000;5413073,923000000400000;8,636376716000029;48,870051520000061
39255;08170102119300282440;08;1;19;067;2017;01;18;2;3;6;4;0;1;1;0;0;2;2;539219,375099999950000;5405869,200299999700000;9,534119328000031;48,804574666000065
39303;08170102111310283700;08;1;11;000;2017;01;17;2;2;6;7;0;1;1;0;0;2;2;518228,664899999970000;5403672,403800000400000;9,248158772000068;48,785782725000047
39309;08170101335100280530;08;3;35;043;2017;01;01;1;3;9;1;1;0;0;0;0;2;0;513559,634000000020000;5279462,643000000200000;9,180621135000024;47,668413601000054
39310;08170101325302280390;08;3;25;053;2017;01;10;1;3;6;2;0;1;1;0;0;0;0;454263,222000000010000;5341320,769000000300000;8,384204164000039;48,223461021000048
39312;08170101325010281630;08;3;26;074;2017;01;00;1;2;6;7;0;1;1;0;0;2;1;465456,481000000030000;5324012,846500000000000;8,536307928000042;48,068455885000049
39333;08170101121400281520;08;1;25;013;2017;01;00;1;3;6;2;0;1;1;0;0;2;0;506125,936999999980000;5435045,410000000100000;9,083868070000051;49,068242515000065
39370;08170101111500280690;08;1;11;000;2017;01;16;1;3;6;4;0;0;1;0;1;0;0;507707,888199999990000;5406008,794499999800000;9,104976806000025;48,807020088000058
39758;08170104299200287840;08;2;12;000;2017;01;16;4;3;5;3;1;1;0;0;0;0;1;452764,406100000020000;5431752,367900000000000;8,353719232000060;49,036840656000038
39792;08170104119400297780;08;1;19;079;2017;01;16;4;3;5;2;1;1;0;0;0;0;1;522355,706000000010000;5410136,639999999700000;9,304694335000022;48,843798915000036
39806;08170104436200294150;08;4;36;064;2017;01;13;4;3;2;2;1;1;0;0;0;0;1;546058,341000000010000;5293481,214599999600000;9,614986755000075;47,793041974000062
39814;08170104116010292070;08;1;16;042;2017;01;17;4;2;6;4;0;1;1;0;0;2;1;517862,121199999990000;5382149,857300000300000;9,242238341000075;48,592176026000061
39830;08170110121300316990;08;1;21;000;2017;01;18;3;3;6;2;0;0;1;0;1;2;1;515630,071300000010000;5442597,561999999900000;9,214277479000032;49,136009209000065
39845;08170103337010286200;08;3;37;045;2017;01;14;3;2;6;4;0;1;1;0;0;0;0;436926,774700000010000;5289022,712399999600000;8,158494000000076;47,751488810000069
39846;08170109435100309250;08;4;35;016;2017;01;15;2;2;6;4;0;1;1;0;0;0;1;534959,836499999980000;5279468,243700000500000;9,465676287000065;47,667661165000027
39856;08170109311010304100;08;3;36;069;2017;01;19;2;2;6;4;0;1;1;0;0;2;0;409150,477000000010000;5268375,014700000200000;7,792273822000027;47,562432867000041
39862;08170109235010298900;08;2;31;000;2017;01;06;2;2;6;4;0;1;1;0;0;1;1;477646,321400000020000;5415276,243999999900000;8,695052491000070;48,890033312000071
39866;08170109128300315030;08;1;28;039;2017;01;12;2;3;6;6;0;1;1;0;0;0;1;523521,363599999980000;5510415,798499999600000;9,326485072000025;49,745768033000047
39898;08170103317000293960;08;3;17;057;2017;01;06;3;3;5;3;1;1;0;0;0;2;1;412253,655600000000000;5381447,354600000200000;7,810298668000030;48,579964829000062
39902;08170103299200295100;08;2;12;000;2017;01;20;3;1;6;4;0;1;1;0;0;2;0;459883,367000000030000;5431488,158599999700000;8,451142414000060;49,034968409000044
39903;08170108317100294940;08;3;17;001;2017;01;18;1;3;0;1;1;0;0;0;0;2;2;430043,860999999980000;5385952,232499999900000;8,050707702000068;48,622725573000025
39915;08170108121400291520;08;1;25;013;2017;01;10;1;3;5;3;1;1;0;0;0;0;1;504798,518999999970000;5435802,821999999700000;9,065703851000023;49,075067587000035
39957;08170106235200295650;08;2;35;080;2017;01;15;6;3;5;3;1;1;0;0;0;0;0;477941,688399999980000;5386806,070600000200000;8,700607922000074;48,633930026000030
40025;08170111325010315020;08;3;27;002;2017;01;12;4;2;6;4;0;1;1;0;0;0;1;477474,313399999980000;5326852,125400000300000;8,697475617000066;48,094538438000029
40036;08170111231102317040;08;2;36;046;2017;01;15;4;3;6;5;0;1;1;0;0;0;1;483512,875000000000000;5418618,213000000500000;8,774947938000025;48,920280508000076
40046;08170115435100330320;08;4;35;016;2017;01;18;1;2;0;1;1;0;0;0;0;2;2;534778,166800000010000;5278461,313400000300000;9,463176322000038;47,658611183000062
40051;08170111136200304710;08;1;36;010;2017;01;17;4;3;6;4;0;1;1;0;0;2;1;599734,531199999970000;5412415,893799999700000;10,359684547000029;48,856687753000074
40054;08170115417300310030;08;4;17;051;2017;01;15;1;3;6;4;0;1;1;0;0;0;1;491309,963800000030000;5358690,665400000300000;8,882637057000068;48,381322160000082
40067;08170111117010307550;08;1;17;049;2017;01;18;4;3;6;4;0;1;1;0;0;2;1;555638,106499999990000;5391699,126600000100000;9,755791237000040;48,675858577000042
40068;08170111111500315170;08;1;11;000;2017;01;18;4;2;6;4;0;1;1;0;0;2;1;518137,405000000030000;5403855,835000000000000;9,246924499000045;48,787435516000073
40076;08170116116010326730;08;1;16;019;2017;01;15;2;3;6;4;0;1;1;0;0;0;0;522208,711499999980000;5396893,850300000000000;9,301975346000063;48,724674314000026
40107;08170115325010318570;08;4;17;044;2017;01;04;1;2;6;7;0;1;1;0;0;2;2;496691,045600000010000;5331925,136800000400000;8,955520401000058;48,140569928000048
40118;08170115221300310600;08;2;21;000;2017;01;20;1;3;1;5;0;1;1;0;0;2;1;484062,803300000030000;5472641,352800000500000;8,780315326000050;49,406249006000053
40165;08170114311010319860;08;3;11;000;2017;01;10;7;3;6;4;0;0;1;0;1;0;1;414573,566600000020000;5318068,946200000100000;7,854570748000072;48,010202865000053
40180;08170114222014309860;08;2;22;000;2017;01;21;7;1;6;4;0;1;1;0;0;2;1;465786,168000000010000;5476996,798000000400000;8,528013834000035;49,444671614000072
40184;08170110325010300660;08;4;17;031;2017;01;14;3;3;6;2;0;1;1;0;0;0;1;497678,927600000000000;5355981,141699999600000;8,968667773000050;48,357001235000041
40187;08170114199200319760;08;1;18;048;2017;01;18;7;2;6;4;0;1;1;0;0;2;1;512670,021300000020000;5417221,009399999900000;9,172904852000045;48,907801568000082
40200;08170114119100310610;08;1;19;008;2017;01;18;7;3;5;2;1;1;0;0;0;2;1;530887,961299999970000;5421263,466799999600000;9,421822073000044;48,943524764000074
40222;08170113327200308940;08;3;27;049;2017;01;18;6;3;6;4;0;1;1;0;0;2;2;472689,315699999980000;5324639,087299999800000;8,633354933000021;48,074440880000054
40225;08170113326100318690;08;3;26;005;2017;01;16;6;3;6;1;0;1;1;0;0;0;2;464966,536399999980000;5298585,775899999800000;8,531802613000025;47,839662883000074
40227;08170113325010306140;08;3;27;029;2017;01;05;6;2;6;4;0;1;1;0;0;2;1;489745,570599999980000;5327506,473000000200000;8,862264492000065;48,100741288000052
40229;08170113311010308910;08;3;11;000;2017;01;13;6;3;0;7;0;0;1;0;1;0;0;411244,875899999980000;5320133,149100000000000;7,809520758000076;48,028317167000068
40230;08170113311010306550;08;3;36;050;2017;01;13;6;2;6;4;0;1;1;0;0;0;1;399240,752400000000000;5275190,755300000300000;7,659006629000032;47,622280339000042
40235;08170113216100319270;08;2;16;043;2017;01;18;6;3;5;2;1;1;0;0;0;2;1;442432,406699999990000;5412440,209200000400000;8,215098402000024;48,862252524000041
40267;08170112325010310420;08;2;37;054;2017;01;16;5;1;6;4;0;1;1;0;0;1;1;468961,624300000020000;5376107,219100000300000;8,579525821000061;48,537301601000081
40268;08170112316100304460;08;3;16;011;2017;01;17;5;3;0;3;1;1;0;0;0;2;1;414514,488000000010000;5329269,905899999700000;7,851539636000041;48,110950798000033
40279;08170112212402312540;08;2;12;000;2017;01;20;5;2;5;3;1;1;0;0;0;2;1;457009,384000000020000;5428266,679999999700000;8,412165350000066;49,005797151000081
40280;08170112212402307330;08;2;12;000;2017;01;14;5;2;7;7;1;0;0;0;1;0;0;455662,517500000020000;5427480,753300000000000;8,393835763000027;48,998632364000059
40287;08170110235010313940;08;2;31;000;2017;01;18;3;3;6;4;0;1;1;0;0;2;1;477614,561899999970000;5411480,583700000300000;8,694826979000027;48,855887590000066
40288;08170112135010316860;08;4;25;072;2017;01;06;5;2;5;2;1;1;0;0;0;2;1;582819,886999999990000;5372407,411999999500000;10,121122920000062;48,499324739000031
40289;08170112127100306960;08;1;27;076;2017;01;17;5;3;6;4;0;1;1;0;0;2;1;553065,702999999980000;5439093,486300000000000;9,727005224000038;49,102398166000057
40298;08170112111500314460;08;1;11;000;2017;01;15;5;3;6;4;0;1;1;0;0;0;1;510146,315100000010000;5402891,009999999800000;9,138109622000059;48,778937737000035
40305;08170111335010304020;08;4;35;030;2017;01;07;4;2;5;3;1;0;0;0;1;2;1;540776,464000000040000;5271936,934999999600000;9,542450576000022;47,599558660000071
40312;08170117325010343390;08;2;37;002;2017;01;11;3;2;6;4;0;1;1;0;0;0;1;455148,177000000030000;5353635,447999999900000;8,394811285000060;48,334310112000026
40315;08170117311010326410;08;3;36;014;2017;01;06;3;2;6;4;0;1;1;0;0;2;1;393367,797499999990000;5278706,299100000400000;7,580011501000058;47,652962472000070
40327;08170117221000330540;08;2;26;010;2017;01;17;3;3;6;4;0;1;1;0;0;1;0;481078,965600000000000;5458959,770999999700000;8,739834988000041;49,283097941000051
40337;08170117126010342050;08;1;21;000;2017;01;17;3;2;6;4;0;1;1;0;0;2;0;515835,025399999980000;5444566,951000000400000;9,217164637000053;49,153719255000055
40352;08170117115100332380;08;1;15;046;2017;01;07;3;3;6;4;0;1;1;0;0;2;2;508817,867000000030000;5389659,503700000200000;9,119744231000027;48,659926868000070
40372;08170121336100332240;08;3;36;050;2017;01;09;7;3;2;6;1;1;0;0;0;0;1;399802,040600000010000;5274658,023500000100000;7,666596531000039;47,617575299000066
40377;08170116435100333600;08;4;35;035;2017;01;17;2;3;5;3;1;1;0;0;0;1;1;545045,464299999990000;5284572,122299999900000;9,600540296000077;47,712957811000081
40408;08170121118500335090;08;1;18;053;2017;01;15;7;2;2;6;1;1;0;0;0;0;0;514147,969500000010000;5427661,224999999600000;9,193436730000030;49,001685949000034
40411;08170116336100325780;08;3;36;050;2017;01;18;2;3;5;3;1;1;0;0;0;1;2;399240,378600000000000;5274997,034400000200000;7,659046226000044;47,620537700000057
40413;08170116317300331090;08;3;17;065;2017;01;13;2;3;6;4;0;1;1;0;0;0;1;416047,334299999990000;5354154,313500000200000;7,867199773000039;48,334992048000061
40416;08170116317000323530;08;3;17;089;2017;01;16;2;2;6;4;0;1;1;0;0;0;0;427483,449700000000000;5377377,439600000200000;8,017464915000062;48,545304207000072
40419;08170121115100360630;08;1;15;024;2017;01;14;7;3;5;3;1;1;0;0;0;0;0;501129,261600000030000;5386770,636699999700000;9,015327204000073;48,633999346000053
40430;08170120336200353310;08;3;36;069;2017;01;21;6;3;5;2;0;1;1;0;0;2;1;408535,599200000000000;5268096,534400000200000;7,784159684000031;47,559841348000077
40443;08170120317000333800;08;3;17;040;2017;01;14;6;2;5;3;1;1;0;0;0;0;0;432178,130200000010000;5347217,997000000400000;8,085940395000023;48,274533496000060
40444;08170120317000333710;08;3;17;065;2017;01;18;6;2;6;4;0;1;1;0;0;2;0;414205,753000000030000;5354651,786000000300000;7,842254621000052;48,339219347000039
40457;08170120226600369920;08;2;26;082;2017;01;17;6;3;1;5;1;1;0;0;0;2;0;475327,782000000010000;5480116,820600000200000;8,659444838000070;49,473197669000058
40460;08170120221000467280;08;2;21;000;2017;01;19;6;2;6;3;0;0;1;0;1;2;1;477690,273400000010000;5472896,404900000400000;8,692460644000050;49,408342909000055
40464;08170120216200346470;08;2;16;007;2017;01;22;6;3;5;3;1;1;0;0;0;2;0;435840,795700000020000;5394613,654699999800000;8,128018172000054;48,701257444000078
40478;08170120128300330830;08;1;28;131;2017;01;15;6;3;6;2;0;1;1;0;0;0;0;535849,973000000000000;5514507,246000000300000;9,497981800000048;49,781958245000055
40484;08170120119400338290;08;1;19;079;2017;01;06;6;3;6;2;0;1;1;0;0;2;0;521752,681500000010000;5411178,143199999800000;9,296530921000056;48,853189427000075
40523;08170119326400625710;08;3;26;074;2017;01;11;5;3;6;4;0;1;1;0;0;0;0;459568,440300000020000;5322571,789599999800000;8,457409971000061;48,055145024000069
40525;08170119326200339330;08;3;26;074;2017;01;13;5;3;6;2;0;1;1;0;0;0;1;465562,076699999980000;5323504,410299999600000;8,537766295000040;48,063887303000058
40527;08170119317310367270;08;3;17;026;2017;01;14;5;3;0;7;1;1;0;0;0;0;0;414898,208500000010000;5345238,519700000100000;7,853494571000056;48,254641490000040
40532;08170119299200336160;08;2;15;089;2017;01;10;5;3;6;4;0;1;1;0;0;0;0;469041,528700000020000;5430947,490600000100000;8,576477401000034;49,030632821000040
40559;08170119121200364250;08;1;21;000;2017;01;14;5;3;6;7;0;1;1;0;0;0;0;515483,110999999980000;5443339,618999999900000;9,212291276000030;49,142687983000030
40564;08170119119100328750;08;1;19;008;2017;01;07;5;3;6;4;0;1;1;0;0;1;0;531998,899500000060000;5421429,764299999900000;9,437006231000055;48,944964206000066
40583;08170116118400324120;08;1;18;048;2017;01;18;2;3;6;2;0;1;1;0;0;2;0;514231,318600000000000;5415602,153599999800000;9,194154980000064;48,893204882000077
40601;08170118325010327590;08;4;17;013;2017;01;15;4;3;6;4;0;1;1;0;0;0;1;512099,162399999970000;5347192,854899999700000;9,163074458000040;48,277824407000026
40607;08170118221000348000;08;2;21;000;2017;01;16;4;3;5;3;1;1;0;0;0;0;0;476921,939000000010000;5475889,484699999900000;8,681695238000032;49,435236460000056
40608;08170118221000347960;08;2;21;000;2017;01;17;4;2;6;4;1;0;1;0;0;2;0;477499,569900000000000;5471438,884300000000000;8,689914401000067;49,395225700000026
40613;08170116117010324320;08;4;25;039;2017;01;15;2;2;6;4;0;0;1;0;1;0;1;566192,966999999950000;5352928,284000000000000;9,893004645000076;48,326073466000025
40625;08170118116010328040;08;1;16;073;2017;01;07;4;3;6;4;0;1;1;0;0;2;1;521548,814900000000000;5388829,715499999900000;9,292582177000043;48,652152622000074
40628;08170118111500327530;08;1;11;000;2017;01;18;4;3;3;6;1;1;0;0;0;2;0;513607,694900000000000;5402398,434999999600000;9,185208709000051;48,774440485000071
40647;08170129311110357410;08;3;15;013;2017;01;12;1;3;6;4;0;1;1;0;0;0;0;404712,898500000010000;5324845,435100000400000;7,720879340000067;48,069762385000047
40651;08170129221000367790;08;2;21;000;2017;01;12;1;2;6;7;1;0;1;0;0;0;0;477322,101199999980000;5474714,560899999900000;8,687281583000072;49,424683304000041
40652;08170129215202352200;08;2;15;097;2017;01;02;1;3;6;6;0;1;1;0;0;2;0;479753,800999999980000;5445277,876000000200000;8,722304581000060;49,159984597000062
40658;08170129116500367650;08;1;16;008;2017;01;11;1;3;4;6;1;1;0;0;0;0;0;520908,396200000020000;5379690,333300000100000;9,283426383000062;48,569955435000054
40662;08170128436400365130;08;4;36;082;2017;01;01;7;3;0;1;1;0;0;0;0;2;1;547316,448199999980000;5294335,570500000400000;9,631877584000051;47,800637352000081
40670;08170128327200354820;08;3;27;046;2017;01;23;7;3;1;1;1;1;0;0;0;2;2;480302,228400000020000;5324355,414599999800000;8,735569774000055;48,072169336000059
40687;08170128126200361340;08;1;26;011;2017;01;10;7;3;6;2;0;1;1;0;0;0;0;532090,575300000030000;5447264,474899999800000;9,440306370000030;49,177349292000031
40688;08170128126010352820;08;1;21;000;2017;01;23;7;2;6;4;0;1;1;0;0;2;0;516124,095500000000000;5443750,002399999600000;9,221096267000064;49,146363021000070
40713;08170127416010362370;08;4;16;018;2017;01;14;6;1;6;3;0;0;1;0;1;0;0;491735,119000000010000;5361990,473299999700000;8,888314004000051;48,411014752000028
40719;08170127336300368770;08;3;36;081;2017;01;19;6;3;5;3;1;1;0;0;0;2;0;411121,144099999980000;5277372,044400000000000;7,816641351000044;47,643642023000041
40723;08170127335010359730;08;4;36;052;2017;01;08;6;2;4;2;1;1;0;0;0;0;1;566390,042999999950000;5293000,901999999800000;9,886360696000054;47,786945518000039
40728;08170127317500350200;08;3;17;096;2017;01;18;6;3;6;7;0;1;1;0;0;2;0;422587,092699999980000;5370223,824799999600000;7,952462197000045;48,480373127000064
40732;08170127299200366950;08;2;12;000;2017;01;15;6;2;6;4;0;1;1;0;0;0;0;454520,216000000010000;5428273,171000000100000;8,378130884000029;49,005677127000070
40733;08170127299200355820;08;2;12;000;2017;01;08;6;3;5;3;1;1;0;0;0;0;0;459614,610999999980000;5427973,146999999900000;8,447815477000063;49,003332743000044
40734;08170127299200348670;08;2;12;000;2017;01;12;6;3;5;3;1;1;0;0;0;0;0;452794,906100000020000;5429603,871600000200000;8,354386590000047;49,017517264000048
40736;08170127235010348150;08;2;36;076;2017;01;07;6;3;5;2;1;1;0;0;0;0;0;473230,349899999970000;5423317,481300000100000;8,634283406000066;48,962193622000029
40741;08170127231102365090;08;2;36;040;2017;01;07;6;3;6;4;0;1;1;0;0;1;1;485276,453500000000000;5420214,741899999800000;8,798963275000062;48,934686823000050
40744;08170127216100354480;08;2;16;043;2017;01;12;6;3;5;3;1;0;0;0;1;0;0;442996,027599999970000;5412259,110799999900000;8,222807535000072;48,860675596000078
40747;08170127212502367600;08;2;12;000;2017;01;14;6;3;5;3;1;1;0;0;0;0;0;452633,503800000010000;5429746,564299999700000;8,352162617000033;49,018788415000074
40761;08170127117010358270;08;1;17;038;2017;01;17;6;3;6;7;0;1;1;0;0;1;0;547313,997500000060000;5397536,277099999600000;9,643393084000024;48,729053082000064
40767;08170127115100361440;08;1;15;046;2017;01;17;6;2;6;4;0;1;1;0;0;2;0;508812,074299999980000;5389662,395300000000000;9,119665629000053;48,659952963000080
40771;08170127111250349220;08;1;11;000;2017;01;06;6;3;6;2;0;1;1;0;0;2;0;514937,648200000000000;5402952,476700000500000;9,203330168000036;48,779394085000035
40803;08170126216100345750;08;2;16;043;2017;01;07;5;3;5;3;1;1;0;0;0;1;0;438205,442500000000000;5412192,354399999600000;8,157509848000075;48,859616405000054
40805;08170126215302365430;08;2;15;007;2017;01;08;5;3;6;4;0;1;1;0;0;0;0;477944,076500000020000;5431697,732400000100000;8,698224389000075;49,037764278000054
40807;08170126212702365480;08;2;15;108;2017;01;19;5;3;5;3;1;1;0;0;0;2;0;451204,392700000030000;5426167,301500000100000;8,333047934000035;48,986481552000043
40809;08170126212102346350;08;2;12;000;2017;01;06;5;3;6;2;0;1;1;0;0;2;0;461762,730700000010000;5427348,787700000200000;8,477243923000060;48,997853298000052
40813;08170126128200358130;08;1;28;139;2017;01;07;5;3;6;4;0;1;1;0;0;2;0;551005,540599999950000;5490182,399899999600000;9,705318224000052;49,562087611000038
40827;08170125435010370070;08;3;35;015;2017;01;18;4;3;3;6;1;1;0;0;0;2;0;478461,698199999980000;5282533,906800000000000;8,712948570000037;47,695831004000070
40836;08170125335010360190;08;3;35;043;2017;01;12;4;3;6;4;0;1;1;0;0;0;0;513793,549100000000000;5279985,923299999900000;9,183753512000067;47,673116952000044
40849;08170125221000348340;08;2;21;000;2017;01;19;4;3;6;4;0;1;1;0;0;2;0;477301,329099999970000;5469756,129400000000000;8,687278511000045;49,380082170000037
40915;08170124235010359800;08;2;36;076;2017;01;07;3;3;5;7;1;1;0;0;0;2;0;473209,824399999980000;5423290,979600000200000;8,634004745000027;48,961954337000066
40916;08170130118500375520;08;1;18;049;2017;01;07;2;3;6;4;0;1;1;0;0;0;1;519149,809899999990000;5421039,469899999900000;9,261511524000071;48,941984594000076
40923;08170124215402339780;08;2;15;009;2017;01;07;3;3;4;6;1;1;0;0;0;2;0;470207,548899999990000;5436377,157900000000000;8,592029030000049;49,079531758000030
40925;08170124136200362070;08;1;36;019;2017;01;07;3;3;6;4;0;0;1;0;1;1;1;582933,496300000000000;5425146,024400000500000;10,133274115000063;48,973655834000056
40928;08170124121500340200;08;1;25;005;2017;01;22;3;3;4;2;1;1;0;0;0;2;0;516112,179000000000000;5450958,017000000000000;9,221221656000068;49,211201368000047
40929;08170124121400365530;08;1;25;013;2017;01;14;3;3;0;4;0;0;1;0;1;0;0;504950,460800000000000;5435773,403400000200000;9,067783956000028;49,074801750000063
40931;08170124118400370670;08;1;18;048;2017;01;14;3;3;0;1;1;0;0;0;0;0;2;514203,829000000030000;5416316,930700000400000;9,193804803000035;48,899635453000030
40973;08170123121100336500;08;1;25;026;2017;01;14;2;3;6;4;0;1;1;0;0;0;0;492709,927000000030000;5438528,284300000400000;8,900131367000029;49,099559930000055
40979;08170123117010366480;08;1;17;024;2017;01;16;2;2;6;7;0;0;1;0;1;0;2;560416,844799999960000;5385430,814899999600000;9,819784731000027;48,619029422000040
40989;08170123115100366270;08;1;15;002;2017;01;07;2;3;5;2;1;1;0;0;0;2;0;499569,242299999980000;5386302,844600000400000;8,994153912000058;48,629791869000030
41011;08170206136300404070;08;1;36;065;2017;02;07;2;3;8;1;1;0;0;0;0;1;0;559810,320199999960000;5404060,446899999900000;9,814254633000076;48,786664522000081
41022;08170206116010409690;08;1;16;019;2017;02;15;2;2;6;4;0;0;1;0;1;0;0;523213,863200000020000;5398218,510900000100000;9,315716937000047;48,736554204000072
41023;08170206116010409600;08;1;16;056;2017;02;05;2;1;6;2;0;1;1;0;0;2;1;531675,096999999950000;5395909,626000000200000;9,430612468000049;48,715411223000046
41028;08170205436500451630;08;4;35;016;2017;02;18;1;2;5;2;1;1;0;0;0;2;1;536215,446099999940000;5277913,275299999900000;9,482271943000058;47,653601391000052
41037;08170205299200463840;08;2;12;000;2017;02;18;1;3;5;3;1;1;0;0;0;2;1;460016,891599999970000;5427853,796699999800000;8,453327298000033;49,002285354000037
41048;08170205117010406380;08;4;25;017;2017;02;19;1;2;5;3;1;1;0;0;0;2;0;555585,152800000040000;5368110,077800000100000;9,751919167000040;48,463667709000049
41051;08170204437100409170;08;4;37;100;2017;02;07;7;2;5;3;1;1;0;0;0;0;1;537154,206499999970000;5317560,650799999900000;9,498175123000067;48,010260111000036
41052;08170204436500389110;08;4;35;029;2017;02;19;7;1;6;4;0;0;1;0;1;2;1;545017,545200000050000;5271691,866100000200000;9,598841623000055;47,597073035000051
41057;08170204435010466680;08;4;35;010;2017;02;18;7;1;4;2;1;0;0;0;1;2;1;519930,761200000010000;5284194,940600000300000;9,265703135000024;47,710827845000040
41069;08170207235111463590;08;2;35;033;2017;02;09;3;3;0;7;1;0;0;0;0;0;0;458962,615500000010000;5405451,121500000400000;8,441164624000066;48,800696460000040
41076;08170204231202425270;08;2;36;071;2017;02;11;7;3;8;1;1;0;0;0;0;0;0;468967,603899999990000;5421801,771800000200000;8,576164499000072;48,948359832000051
41091;08170204135010448660;08;4;25;141;2017;02;15;7;2;6;7;0;1;1;0;0;0;1;565991,587799999980000;5363118,208200000200000;9,891887665000070;48,417758119000041
41093;08170207221300441960;08;2;26;012;2017;02;08;3;3;5;3;1;1;0;0;0;0;0;475934,051900000020000;5477596,194400000400000;8,667966373000070;49,450549621000050
41100;08170204121500401250;08;1;25;069;2017;02;12;7;3;6;6;1;0;1;0;0;0;0;523523,825499999980000;5453778,239500000100000;9,323148173000050;49,236329897000076
41107;08170203435100433990;08;4;35;016;2017;02;10;6;3;5;3;1;1;0;0;0;0;1;535030,448699999950000;5278085,688299999600000;9,466505998000059;47,655217910000033
41108;08170203435100420910;08;4;35;016;2017;02;15;6;3;6;4;1;0;1;0;0;0;0;531607,150200000030000;5279546,556499999900000;9,421024402000057;47,668538340000055
41117;08170203337010437890;08;3;37;090;2017;02;07;6;2;6;4;0;1;1;0;0;2;1;424020,133099999980000;5274950,504099999600000;7,988772662000031;47,623499752000043
41121;08170207212402386130;08;2;12;000;2017;02;12;3;3;3;2;1;1;0;0;0;0;0;456377,382500000010000;5426629,304600000400000;8,403699974000062;48,991024397000047
41147;08170203235200382460;08;2;35;046;2017;02;16;6;2;4;2;1;1;0;0;0;0;0;480068,973999999990000;5377044,008000000400000;8,729949069000043;48,546180386000060
41148;08170203235010427540;08;2;31;000;2017;02;07;6;3;6;2;0;1;1;0;0;1;1;475338,631400000010000;5415039,814500000300000;8,663585935000072;48,887818934000052
41151;08170203225200433120;08;2;25;082;2017;02;07;6;2;6;4;0;1;1;0;0;2;0;532965,788700000030000;5481663,098299999700000;9,455158409000035;49,486712115000046
41160;08170207117400415850;08;1;17;051;2017;02;15;3;3;5;3;1;1;0;0;0;0;0;542104,334599999940000;5395546,335500000000000;9,572350962000030;48,711526120000030
41170;08170203126010434250;08;1;21;000;2017;02;18;6;2;6;2;0;1;1;0;0;2;0;516725,561400000010000;5442898,952499999700000;9,229308275000051;49,138691468000047
41172;08170203121200459090;08;1;21;000;2017;02;20;6;3;6;4;0;1;1;0;0;2;0;515625,809400000030000;5442600,476700000500000;9,214219164000042;49,136035536000065
41175;08170203119100413100;08;1;19;038;2017;02;06;6;3;6;4;0;0;1;0;1;1;1;524832,778999999980000;5421088,997000000400000;9,339120420000029;48,942228067000030
41176;08170207116100452630;08;1;16;014;2017;02;06;3;3;4;2;1;1;0;0;0;2;1;527015,727399999970000;5395883,684700000100000;9,367269656000076;48,715397168000038
41182;08170203116010409570;08;4;16;036;2017;02;14;6;2;5;3;1;1;0;0;0;0;0;495038,652999999990000;5368821,103000000100000;8,932874760000061;48,472501089000048
41197;08170206426100393060;08;4;26;021;2017;02;06;2;3;4;2;1;1;0;0;0;2;1;557715,121799999960000;5327091,797199999900000;9,775126628000066;48,094478776000074
41214;08170206337110437660;08;3;37;038;2017;02;15;2;3;6;3;0;0;1;0;1;0;0;430767,712999999990000;5276889,355200000100000;8,078257940000071;47,641699227000061
41215;08170206335112460220;08;3;35;043;2017;02;11;2;3;0;3;1;1;0;0;0;0;0;511457,725099999980000;5287439,214200000300000;9,152832405000027;47,740224424000075
41220;08170202299200463750;08;2;12;000;2017;02;00;5;1;6;4;0;1;1;0;0;2;1;459895,812800000010000;5427997,679100000300000;8,451657707000038;49,003571750000049
41222;08170202299200463730;08;2;12;000;2017;02;08;5;3;0;1;1;0;0;0;0;0;0;455779,145100000020000;5431307,258399999700000;8,395013171000073;49,033060488000046
41224;08170202237200404390;08;2;37;027;2017;02;12;5;3;6;4;0;1;1;0;0;0;0;484626,228599999970000;5367453,800699999600000;8,792049303000056;48,460031924000077
41232;08170202212502417460;08;2;12;000;2017;02;16;5;3;2;2;1;1;0;0;0;0;0;454043,214400000000000;5428255,597799999600000;8,371610987000054;49,005483720000029
41235;08170202211100410330;08;2;11;000;2017;02;11;5;2;0;7;1;0;0;0;0;0;0;442317,771200000020000;5403214,456199999900000;8,214832918000070;48,779255760000069
41247;08170202118400393540;08;1;18;048;2017;02;17;5;3;6;4;0;1;1;0;0;1;0;514212,268600000010000;5416332,186900000100000;9,193920487000071;48,899772500000040
41250;08170202116010409640;08;1;16;056;2017;02;20;5;3;6;4;0;1;1;0;0;2;0;530469,639399999990000;5395920,502100000200000;9,414225930000043;48,715569140000071
41267;08170201311010450220;08;3;36;050;2017;02;06;4;2;6;4;0;1;1;0;0;2;1;399245,027100000010000;5275242,360200000000000;7,659051632000058;47,622745206000047
41268;08170206335010466840;08;3;35;079;2017;02;06;2;2;6;4;0;1;1;0;0;2;1;500407,105199999990000;5299707,080600000000000;9,005441821000034;47,850706298000034
