OBJECTID_1;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
54583;08;2;35;079;2018;09;12;2;3;6;4;0;0;1;1;0;0;0;0;468740,422499999990000;5402588,987999999900000;8,574529296000037;48,775518183000031
54587;08;4;15;061;2018;09;08;4;3;5;3;0;1;1;0;0;0;0;0;516442,646400000030000;5370234,389399999800000;9,222517896000056;48,485020116000044
54591;08;3;17;098;2018;09;14;4;3;0;7;0;1;0;0;0;0;0;0;438054,785099999980000;5367479,695700000000000;8,162148540000032;48,457402901000080
54593;08;2;15;009;2018;09;13;6;3;6;6;0;1;0;1;0;0;0;0;470749,556600000010000;5441741,916100000000000;8,599062383000046;49,127815006000048
54594;08;2;12;000;2018;09;08;5;3;5;2;0;1;1;0;0;0;0;0;459088,815300000020000;5428738,776300000000000;8,440549543000032;49,010185087000082
54595;08;4;35;053;2018;09;18;2;3;8;1;0;1;0;0;0;0;0;0;508211,774500000000000;5293113,893799999700000;9,109642635000057;47,791332069000077
54602;08;3;35;075;2018;09;11;4;3;5;2;0;1;0;0;0;1;0;0;487800,426199999990000;5289242,531499999600000;8,837221673000045;47,756436253000061
54606;08;3;37;096;2018;09;09;2;2;6;4;0;0;1;1;0;0;0;0;420217,813800000000000;5267320,456100000100000;7,939563350000071;47,554400431000033
54608;08;2;35;020;2018;09;15;5;2;6;4;0;0;1;1;0;0;0;0;476160,577200000000000;5381557,600200000200000;8,676735250000036;48,586648969000066
54624;08;3;17;034;2018;09;17;2;3;0;7;0;1;0;0;0;0;0;0;426992,609200000010000;5361273,107499999900000;8,013627528000029;48,400387104000060
54633;08;1;16;053;2018;09;10;4;3;5;2;0;1;0;0;1;0;0;0;538455,014700000060000;5388162,624300000300000;9,522058862000051;48,645339865000039
54635;08;3;17;001;2018;09;19;5;3;0;7;1;1;0;0;0;0;0;0;430043,701699999980000;5389565,405600000200000;8,050095465000027;48,655225851000068
54641;08;4;26;062;2018;09;18;4;2;5;3;0;1;1;0;0;0;0;0;555143,663999999990000;5319410,844999999700000;9,739603970000076;48,025606057000061
54642;08;1;16;033;2018;09;14;4;2;6;4;0;0;1;1;0;0;0;0;532099,711800000050000;5389001,049200000200000;9,435848189000069;48,653240980000078
54653;08;3;15;130;2018;09;16;5;3;3;6;0;1;0;0;0;1;0;0;415110,602799999990000;5300474,189000000200000;7,865238325000064;47,852000380000050
54655;08;2;26;048;2018;09;08;2;3;3;6;0;1;0;0;0;1;0;0;485186,912000000010000;5464838,656999999700000;8,796100873000057;49,336092328000063
54659;08;1;16;056;2018;09;16;4;3;3;6;0;1;1;0;0;0;0;0;530104,492399999990000;5395479,410600000100000;9,409229812000035;48,711618892000047
54660;08;2;15;009;2018;09;12;2;3;0;7;0;1;0;0;0;0;0;0;471007,214900000020000;5441133,730800000000000;8,602637747000074;49,122356465000053
54667;08;3;17;153;2018;09;06;2;2;6;2;1;0;0;1;0;0;1;0;421076,862000000020000;5390629,186999999900000;7,928156952000052;48,663725807000048
54670;08;2;26;105;2018;09;07;6;2;5;2;0;1;1;0;0;0;0;0;470325,500999999990000;5478033,477000000000000;8,590555311000060;49,454234812000038
54674;08;1;36;088;2018;09;16;5;3;5;2;0;1;0;0;0;0;1;0;580290,224000000050000;5410588,140999999800000;10,094297943000072;48,843069721000063
54676;08;3;26;012;2018;09;19;4;3;4;2;2;1;1;0;0;0;0;0;462705,192600000010000;5309865,672500000300000;8,500607770000045;47,941021101000047
54680;08;1;27;043;2018;09;15;4;3;6;6;0;1;0;1;0;0;0;0;563014,692999999970000;5450760,327800000100000;9,865117955000073;49,206395051000072
54687;08;1;18;011;2018;09;10;6;3;6;2;0;0;1;1;0;0;0;0;504642,872099999980000;5408193,718200000000000;9,063257890000045;48,826705896000078
54690;08;3;17;065;2018;09;16;4;2;5;3;0;1;1;0;0;0;0;0;417077,675200000000000;5354827,374800000300000;7,880967216000045;48,341182255000035
54703;08;1;11;000;2018;09;08;4;3;5;3;0;1;1;0;0;0;0;0;509681,527000000000000;5403547,405000000300000;9,131798497000034;48,784850031000076
54712;08;1;16;076;2018;09;10;2;3;0;1;0;1;0;0;0;0;0;0;528645,159699999960000;5402026,938699999800000;9,389847900000063;48,770587987000056
54714;08;2;21;000;2018;09;15;5;3;1;6;0;1;0;0;0;0;0;0;477665,365899999980000;5473708,537399999800000;8,692071608000049;49,415646998000057
54716;08;1;15;021;2018;09;16;5;2;6;6;0;1;0;1;0;0;0;0;489700,684599999980000;5382869,150200000000000;8,860306878000074;48,598817017000044
54720;08;2;22;000;2018;09;10;4;3;5;3;0;1;1;0;0;0;0;0;463329,350199999990000;5478250,632799999800000;8,494006853000030;49,455806030000076
54734;08;4;15;059;2018;09;13;4;3;3;2;0;1;1;0;0;0;0;0;516538,456599999980000;5369903,736700000200000;9,223801395000066;48,482042932000070
54738;08;3;17;034;2018;09;14;4;3;5;3;0;1;1;0;0;0;0;0;426002,060999999990000;5363068,393000000200000;7,999930134000067;48,416420511000069
54746;08;1;35;019;2018;09;17;5;2;3;2;0;1;1;0;0;0;0;0;583397,124599999980000;5392481,051400000200000;10,132964940000022;48,679800840000041
54763;08;4;15;061;2018;09;02;1;3;0;1;2;1;0;0;0;0;0;1;515321,790400000000000;5370848,881099999900000;9,207372026000030;48,490576629000032
54764;08;1;19;079;2018;09;18;5;3;5;2;0;1;1;0;0;0;0;0;523978,913100000010000;5411277,643400000400000;9,326884078000035;48,854002458000082
54766;08;3;16;017;2018;09;06;4;2;6;4;2;0;1;1;0;0;0;0;407937,494899999990000;5341706,806499999900000;7,760508336000044;48,221901653000032
54772;08;1;25;005;2018;09;08;6;3;3;1;0;1;1;0;0;0;0;0;516540,126099999990000;5455342,022199999500000;9,227278191000039;49,250624899000059
54774;08;3;35;100;2018;09;12;1;2;5;3;0;1;1;0;0;0;0;0;488251,174000000000000;5286216,885400000000000;8,843317666000075;47,729221197000072
54782;08;3;11;000;2018;09;14;3;3;5;3;0;1;1;0;0;0;0;0;414814,478799999980000;5319267,949000000000000;7,857562060000021;48,021020501000066
54790;08;3;15;132;2018;09;06;1;2;6;4;2;0;1;1;0;0;0;0;410641,669899999980000;5324360,181300000300000;7,800549097000044;48,066255799000032
54801;08;2;12;000;2018;09;00;1;3;5;3;2;1;1;0;0;0;0;1;457920,348000000000000;5427954,012000000100000;8,424653206000073;49,003047438000067
54805;08;2;35;073;2018;09;02;1;3;0;1;2;1;0;0;0;0;0;1;477259,048799999990000;5405967,198200000500000;8,690286306000076;48,806277625000064
54824;08;3;35;043;2018;09;13;4;3;0;3;0;1;0;0;0;0;1;0;513552,049999999990000;5279442,490000000200000;9,180519488000073;47,668232430000046
54836;08;1;19;079;2018;09;16;4;3;5;3;0;1;1;0;0;0;0;0;522138,831599999980000;5409271,313699999800000;9,301691761000029;48,836022436000064
54846;08;1;19;075;2018;09;16;1;2;5;3;0;1;1;0;0;0;0;0;539064,277000000000000;5427226,370000000100000;9,534050129000036;48,996700345000079
54866;08;3;35;079;2018;09;14;1;3;0;2;0;1;0;0;1;0;0;0;508079,226000000020000;5299827,500000000000000;9,107998078000037;47,851739097000063
54868;08;3;35;080;2018;09;12;1;2;0;1;0;1;0;0;0;0;0;0;473690,197600000010000;5292156,091300000400000;8,648775792000038;47,782229233000066
54871;08;4;35;066;2018;09;19;1;2;5;3;0;1;1;0;0;0;0;0;518693,163699999980000;5290280,899400000500000;9,249465945000054;47,765623360000063
54875;08;3;17;089;2018;10;12;4;3;0;7;0;1;1;0;0;0;0;0;429642,517700000030000;5373903,494400000200000;8,047300505000067;48,514301609000029
54882;08;3;17;040;2018;09;14;1;3;1;2;0;1;1;0;0;0;0;0;431960,822700000020000;5348323,508899999800000;8,082834043000048;48,284454917000062
54884;08;3;17;114;2018;09;17;1;2;5;2;0;1;1;0;0;0;0;0;405170,935500000020000;5345973,500799999600000;7,722314505000043;48,259871194000027
54885;08;2;26;098;2018;09;18;6;3;0;7;0;1;0;0;0;0;0;0;479762,161100000030000;5460811,682900000400000;8,721635310000067;49,299713805000067
54889;08;4;36;081;2018;10;15;5;3;5;7;0;1;1;0;0;0;0;0;561966,639899999950000;5281416,400200000000000;9,825661941000021;47,683164427000065
54902;08;3;27;050;2018;10;16;3;3;5;3;0;1;1;0;0;0;0;0;488465,837600000030000;5314213,649299999700000;8,845433603000060;47,981122669000058
54905;08;4;21;000;2018;10;12;5;3;0;1;0;1;0;0;0;0;0;0;572435,454999999960000;5361721,809000000400000;9,978723900000034;48,404489261000037
54908;08;2;15;009;2018;10;16;2;1;5;3;0;1;0;0;0;1;0;0;469857,075200000020000;5440585,430800000200000;8,586915828000031;49,117369072000031
54909;08;2;31;000;2018;10;17;5;3;6;7;0;0;1;1;0;0;0;0;474724,043899999990000;5416879,862800000200000;8,655088438000064;48,904346540000063
54926;08;2;16;007;2018;09;17;1;3;0;1;0;1;0;0;0;0;0;0;436535,902100000010000;5394266,725300000000000;8,137517495000054;48,698207899000067
54930;08;2;11;000;2018;09;14;1;3;8;6;0;1;1;0;0;0;0;0;443622,783700000030000;5396288,801400000200000;8,233543069000064;48,717077717000052
54931;08;2;26;096;2018;09;15;6;3;0;7;0;1;0;0;0;0;0;0;476521,715099999970000;5489121,536799999900000;8,675389055000039;49,554239448000033
54939;08;4;25;092;2018;09;13;1;2;5;3;0;1;0;0;1;0;0;0;584124,040299999990000;5373384,288499999800000;10,138970360000030;48,507938085000035
54942;08;2;26;085;2018;09;05;6;3;4;2;2;1;1;0;0;0;0;0;491066,386400000020000;5455304,881299999500000;8,877243513000053;49,250449145000061
54949;08;1;28;058;2018;09;12;1;3;5;2;0;1;1;0;0;0;0;0;559810,133000000030000;5484020,531000000400000;9,826123462000055;49,505862708000052
54951;08;1;15;021;2018;10;14;6;3;6;4;0;0;1;1;0;0;0;0;490187,756500000020000;5382446,094800000100000;8,866923178000036;48,595018940000045
54966;08;1;15;021;2018;10;14;5;2;6;4;0;0;1;1;0;0;0;0;488183,144800000010000;5380845,400500000500000;8,839781614000060;48,580584103000035
54972;08;4;17;022;2018;10;09;2;2;6;4;0;0;1;1;0;0;0;0;482095,680799999970000;5350355,192200000400000;8,758549218000042;48,306137278000051
54975;08;3;11;000;2018;10;04;4;3;0;1;2;1;0;0;0;0;0;0;413212,255999999990000;5315252,822999999900000;7,836891229000059;47,984687466000025
54979;08;1;21;000;2018;09;17;1;3;5;2;0;1;1;0;0;0;0;0;513581,324199999970000;5440699,333599999500000;9,186126814000033;49,118982652000057
54982;08;1;21;000;2018;09;15;1;3;5;2;0;1;1;0;0;0;0;0;516758,717899999990000;5443198,135499999900000;9,229775290000021;49,141381813000066
55016;08;4;21;000;2018;10;16;4;3;6;4;0;0;1;1;0;0;0;0;571401,412400000030000;5361246,059700000100000;9,964673401000027;48,400327751000077
55030;08;1;11;000;2018;10;09;6;2;5;3;0;1;1;0;0;0;0;0;512944,659999999970000;5405997,270999999700000;9,176297846000068;48,806829410000034
55031;08;4;15;059;2018;09;17;7;2;5;2;0;1;1;0;0;0;0;0;515541,619400000030000;5366897,840099999700000;9,210200400000076;48,455026152000073
55040;08;3;37;096;2018;10;09;3;3;5;3;0;1;1;0;0;0;0;0;422480,982599999990000;5268025,186700000400000;7,969515188000059;47,561014647000036
55046;08;4;36;082;2018;10;17;5;3;6;4;0;0;1;1;0;0;0;0;547088,145000000020000;5295396,690000000400000;9,628944187000059;47,810200934000079
55056;08;3;17;116;2018;10;15;3;3;3;2;0;1;0;0;1;0;0;0;434135,851700000000000;5386774,309500000400000;8,106097420000026;48,630564507000031
55058;08;1;11;000;2018;10;18;3;3;0;1;2;1;0;0;0;0;0;0;515031,549300000010000;5394620,120199999800000;9,204304307000029;48,704434245000073
55063;08;3;17;096;2018;09;18;7;3;3;6;0;1;0;0;0;0;1;0;422857,713999999980000;5368530,982599999800000;7,956435895000027;48,465179365000040
55078;08;3;35;075;2018;10;13;5;2;4;2;0;1;1;0;0;0;0;0;486312,176800000020000;5288716,351200000400000;8,817380697000033;47,751672050000082
55081;08;2;16;049;2018;10;17;2;3;5;3;0;1;1;0;0;0;0;0;438849,500100000000000;5400833,228900000500000;8,167982037000058;48,757505291000030
55091;08;2;26;082;2018;09;12;7;3;5;3;0;1;1;0;0;0;0;0;473798,505100000010000;5480639,441800000100000;8,638301762000026;49,477834414000029
55092;08;2;36;046;2018;10;07;3;3;5;7;0;1;1;0;0;0;0;0;484582,035800000010000;5417473,672799999800000;8,789585304000070;48,910012134000056
55097;08;1;11;000;2018;10;05;2;3;6;2;2;0;1;1;0;0;0;0;517639,706000000010000;5407223,598000000200000;9,240293522000059;48,817745713000079
55098;08;1;15;051;2018;10;09;5;2;5;3;0;1;1;0;1;0;0;0;503176,936400000010000;5387951,558000000200000;9,043128867000064;48,644616075000044
55103;08;4;35;067;2018;10;08;3;3;2;6;0;1;1;0;0;0;0;0;530615,143300000000000;5295583,416899999600000;9,408939099000065;47,812875581000071
55106;08;2;11;000;2018;10;15;3;2;5;3;0;1;1;0;0;0;0;0;442241,295300000000000;5404291,677000000100000;8,213640658000031;48,788938381000037
55107;08;1;11;000;2018;10;07;6;3;2;6;0;1;1;0;0;0;0;0;510376,756500000020000;5409642,286899999700000;9,141417021000052;48,839667668000061
55122;08;1;27;014;2018;09;08;7;2;0;1;0;1;0;0;0;0;0;0;578294,981400000050000;5443624,332499999600000;10,073474700000077;49,140454023000075
55143;08;4;17;002;2018;09;13;1;3;0;7;0;1;0;0;0;0;0;0;494262,509199999970000;5344652,104100000100000;8,922703525000031;48,255055503000051
55152;08;1;17;026;2018;09;14;7;3;5;3;0;1;1;0;0;0;0;0;547795,741999999970000;5395420,081000000200000;9,649698372000046;48,709980125000072
55154;08;1;36;040;2018;10;15;4;3;0;1;0;1;0;0;0;0;0;0;564309,315999999990000;5411062,416000000200000;9,876594092000062;48,849197245000028
55156;08;2;37;045;2018;10;14;3;3;5;3;0;1;0;0;0;1;0;0;459127,321699999970000;5362638,972000000100000;8,447623964000059;48,415577371000040
55159;08;4;35;016;2018;10;11;5;3;5;3;0;1;1;0;0;0;0;0;534501,678500000040000;5277947,688299999600000;9,459453625000037;47,654004678000035
55161;08;1;19;008;2018;10;19;5;2;6;4;1;0;1;1;0;0;0;1;532479,133999999960000;5425111,538800000200000;9,443858349000038;48,978058232000080
55164;08;4;15;073;2018;10;18;5;3;0;3;0;1;1;0;0;0;0;0;518304,723000000000000;5350642,260999999900000;9,246862877000069;48,308708465000052
55167;08;2;15;029;2018;10;14;2;3;0;7;0;1;0;0;0;0;0;0;466834,435400000020000;5448240,479299999800000;8,544863960000043;49,186071323000078
55172;08;1;16;077;2018;10;00;4;3;8;1;2;1;0;0;0;0;0;0;517292,687600000000000;5391470,601800000300000;9,234904938000057;48,676042499000062
55175;08;2;26;096;2018;10;07;3;3;3;6;1;1;0;0;0;0;1;0;475727,632500000010000;5490243,391800000300000;8,664341101000048;49,564298754000049
55183;08;4;35;045;2018;09;12;6;3;5;3;0;1;1;0;0;0;0;0;537881,911700000060000;5283892,983300000400000;9,504981902000054;47,707307437000054
55194;08;1;15;013;2018;10;17;6;3;5;3;0;1;1;0;0;0;0;0;495008,290800000020000;5389586,403900000300000;8,932214779000049;48,659311544000047
55201;08;3;35;035;2018;09;22;6;3;6;6;2;1;0;1;0;0;0;0;486007,496400000000000;5289256,146499999800000;8,813298381000038;47,756522332000031
55204;08;1;18;046;2018;10;07;3;3;6;4;0;1;0;1;0;0;0;0;512911,586200000020000;5411458,407100000400000;9,176019410000038;48,855957596000053
55210;08;3;26;074;2018;09;10;6;3;4;3;0;1;1;0;0;0;0;0;465565,007700000020000;5323504,400100000200000;8,537805635000041;48,063887369000042
55231;08;3;16;039;2018;10;14;2;2;5;3;0;1;1;0;0;0;0;1;417323,917900000000000;5326147,516200000400000;7,889880492000032;48,083234786000048
55235;08;2;12;000;2018;09;19;6;2;6;4;2;0;1;1;0;0;0;1;461067,460700000000000;5430566,207200000100000;8,467430429000046;49,026751201000081
55237;08;2;12;000;2018;09;12;6;3;5;3;0;1;1;0;0;0;0;0;456407,318099999970000;5424444,938699999800000;8,404343363000066;48,971377792000055
55242;08;2;12;000;2018;10;15;2;3;5;2;0;1;1;0;0;0;0;0;455976,680999999980000;5428229,544599999700000;8,398049459000049;49,005390313000078
55247;08;2;26;013;2018;09;11;6;3;6;7;0;0;1;1;0;0;0;0;498331,220800000010000;5479118,626500000200000;8,976969530000076;49,464718055000048
55248;08;2;21;000;2018;10;15;3;3;3;2;0;1;0;0;0;1;0;0;477653,473000000000000;5473887,576100000200000;8,691897562000065;49,417256985000051
55257;08;1;16;079;2018;10;15;5;3;3;6;0;1;0;0;0;0;0;0;539207,827000000050000;5377622,722000000100000;9,531283260000066;48,550477613000055
55271;08;4;36;055;2018;10;16;4;2;5;3;0;1;1;0;0;0;0;0;576566,757499999950000;5297674,800200000400000;10,023032607000061;47,827862697000057
55272;08;1;17;026;2018;10;17;3;3;5;3;0;1;1;0;0;0;0;0;549801,813899999950000;5395749,329900000200000;9,677005150000070;48,712784880000072
55278;08;1;18;011;2018;10;07;3;3;5;7;0;1;1;0;0;0;0;0;504621,218999999980000;5408245,328999999900000;9,062963454000055;48,827170342000045
55297;08;4;36;081;2018;10;21;7;3;2;6;2;1;1;0;0;0;0;0;563008,812999999970000;5281678,372800000000000;9,839584461000072;47,685420565000072
55307;08;2;12;000;2018;10;15;3;3;5;3;0;1;1;0;0;0;0;0;452907,950799999990000;5429012,093799999900000;8,356001246000062;49,012202848000072
55320;08;3;36;073;2018;10;14;7;3;5;3;0;1;1;0;0;0;0;0;397596,762300000000000;5277470,174700000300000;7,636599990000036;47,642526398000030
55321;08;3;35;100;2018;10;16;3;3;5;3;0;1;1;0;0;0;0;0;488075,063700000000000;5285631,331600000200000;8,840985105000073;47,723949397000069
55328;08;1;11;000;2018;10;09;3;3;5;3;0;1;1;0;0;0;0;0;515714,484400000020000;5405386,672100000100000;9,213997430000063;48,801272682000047
55340;08;1;18;049;2018;10;15;3;3;5;3;0;1;1;0;0;0;0;0;522119,042699999990000;5421985,560499999700000;9,302110456000037;48,950396170000033
55360;08;3;15;007;2018;10;12;7;3;1;6;0;1;1;0;0;0;0;0;403135,701000000000000;5295528,209400000100000;7,706309355000030;47,805816996000033
55365;08;3;17;057;2018;10;16;2;3;5;3;0;1;1;0;0;0;0;0;413150,621400000000000;5381210,890599999600000;7,822506815000054;48,577962978000073
55367;08;1;11;000;2018;10;11;4;2;8;1;0;1;0;0;0;0;0;0;510055,916299999980000;5402596,672899999700000;9,136871936000034;48,776291366000066
55371;08;4;26;065;2018;10;17;1;2;5;3;0;1;0;0;1;0;0;0;581166,947300000000000;5333058,953400000000000;10,091175382000074;48,145599716000049
55373;08;2;15;103;2018;10;13;7;2;5;3;0;1;0;0;0;0;0;0;467818,335499999990000;5440029,888700000000000;8,559021704000031;49,112268531000041
55374;08;2;36;072;2018;10;14;7;3;5;3;0;1;1;0;0;0;0;0;463666,962200000010000;5410405,123399999900000;8,504785542000036;48,845553241000061
55376;08;2;26;082;2018;10;09;7;3;2;3;0;1;1;0;0;0;0;0;475182,789099999990000;5480568,342899999600000;8,657415186000037;49,477253073000043
55384;08;2;15;017;2018;10;16;2;3;5;3;0;1;1;0;0;0;0;0;454922,962000000000000;5419354,612700000400000;8,384625460000052;48,925482904000035
55387;08;2;26;080;2018;10;12;7;3;1;6;0;1;1;0;0;0;0;0;485616,449000000020000;5479794,079199999600000;8,801471715000048;49,470625599000073
55391;08;2;12;000;2018;10;15;1;2;0;4;0;0;0;1;0;0;1;0;459061,247399999990000;5429581,027999999900000;8,440087616000028;49,017759451000074
55400;08;2;22;000;2018;10;12;7;3;5;3;0;1;0;0;0;0;0;0;462023,169999999980000;5481623,278900000300000;8,475660853000022;49,486061055000050
55405;08;2;16;015;2018;10;15;7;3;8;1;0;1;0;0;0;0;0;0;450079,200000000010000;5403149,356100000400000;8,320480567000061;48,779341429000056
55410;08;2;15;009;2018;10;04;7;2;0;1;2;1;0;0;0;0;0;0;470704,956000000010000;5441646,279000000100000;8,598458002000029;49,126952607000078
55418;08;1;18;079;2018;10;06;2;2;5;2;2;1;1;0;0;0;0;0;509900,277599999970000;5421718,589399999900000;9,135216125000056;48,948310941000045
55422;08;1;11;000;2018;10;16;5;3;6;4;0;0;0;1;1;0;0;0;512613,013800000020000;5402492,139499999600000;9,171673456000065;48,775304404000053
55433;08;3;36;091;2018;10;13;4;3;5;5;0;1;1;0;0;0;0;0;395223,662300000030000;5271321,975100000400000;7,606484365000028;47,586842786000034
55463;08;2;35;065;2018;10;11;1;3;0;7;0;1;0;0;0;0;0;0;473178,997299999990000;5405256,277599999700000;8,634766776000049;48,799719678000031
55464;08;4;36;008;2018;10;12;6;3;1;1;0;0;1;1;0;0;0;0;547249,496300000000000;5310891,328900000100000;9,632794549000039;47,949591714000064
55466;08;1;17;043;2018;10;18;3;2;8;1;0;1;0;0;0;0;0;0;551861,145099999970000;5387371,207499999600000;9,703946695000070;48,637252055000033
55469;08;2;12;000;2018;10;09;2;2;6;4;0;0;1;1;0;0;0;0;455173,235800000020000;5428361,931099999700000;8,387049630000035;49,006523309000045
55472;08;4;37;072;2018;10;16;6;2;3;6;0;1;1;0;0;0;0;0;501431,677499999990000;5322051,097000000100000;9,019211762000055;48,051739837000071
55475;08;4;26;021;2018;10;08;6;3;0;2;0;1;1;0;0;0;0;0;558530,915000000040000;5327770,092000000200000;9,786174876000075;48,100506422000080
55476;08;4;17;002;2018;10;16;3;2;0;7;0;1;0;0;0;0;0;0;491522,657400000030000;5350807,018299999600000;8,885668321000026;48,310398836000047
55479;08;4;26;134;2018;10;19;6;3;3;6;2;1;1;0;0;0;0;0;558565,861999999960000;5336973,975900000000000;9,787910376000070;48,183302395000055
55484;08;3;35;015;2018;10;12;4;3;8;1;0;1;0;0;0;0;0;0;476514,653899999980000;5282529,450299999700000;8,686999986000046;47,695723060000034
55490;08;3;25;012;2018;10;08;3;2;6;4;0;0;1;1;0;0;0;0;464463,029400000000000;5359854,038700000400000;8,519966656000065;48,390847009000026
55492;08;1;17;024;2018;10;08;5;2;6;4;0;0;1;1;0;0;0;0;560680,469700000020000;5385823,926599999900000;9,823418941000057;48,622540056000048
55493;08;4;15;061;2018;10;10;6;3;5;2;0;1;0;0;0;1;0;0;514558,661000000020000;5371706,220999999900000;9,197073443000022;48,498307709000073
55504;08;1;11;000;2018;10;17;3;3;5;3;0;1;1;0;0;0;0;0;518292,126800000030000;5403512,379300000100000;9,249015590000056;48,784341303000076
55507;08;2;12;000;2018;10;08;2;3;5;3;0;1;1;0;0;0;0;0;457053,511500000020000;5428251,690299999900000;8,412770282000054;49,005665389000058
55515;08;2;16;039;2018;10;14;1;3;3;2;0;1;1;0;0;0;0;0;442371,712600000030000;5415792,891200000400000;8,213798461000067;48,892404133000070
55521;08;1;25;026;2018;10;17;4;2;0;1;0;1;0;0;0;0;0;0;491458,918000000010000;5446542,257000000200000;8,882823702000053;49,171632604000081
55524;08;3;27;017;2018;10;05;6;3;6;2;2;0;1;1;0;0;0;0;478076,910600000000000;5330920,955400000300000;8,705359303000023;48,131166277000034
55530;08;1;36;065;2018;10;13;2;3;6;4;0;1;0;1;0;0;0;0;558477,336299999970000;5404822,849899999800000;9,796217816000024;48,793649160000029
55532;08;1;16;014;2018;10;16;2;3;5;3;0;1;1;0;0;0;0;0;529517,740699999970000;5395656,720400000000000;9,401266607000025;48,713241996000079
55539;08;1;18;077;2018;10;11;1;2;6;4;0;0;1;1;0;0;0;0;514468,976900000010000;5423034,665300000500000;9,197660998000060;48,960059860000058
55543;08;3;26;012;2018;10;15;6;1;4;6;0;1;1;0;0;0;0;0;460554,040099999980000;5315406,353199999800000;8,471295733000034;47,990740960000039
55547;08;1;28;115;2018;10;18;5;3;5;2;1;1;1;0;0;0;0;0;548228,136999999990000;5496979,546000000100000;9,667748471000039;49,623449361000041
55553;08;4;15;092;2018;10;13;4;3;8;1;0;1;0;0;0;0;0;0;519773,983599999980000;5361750,595700000400000;9,267199649000077;48,408600645000035
55559;08;1;17;033;2018;10;06;3;3;0;2;1;1;1;0;0;0;0;0;559151,864500000030000;5387064,714700000400000;9,802855342000044;48,633847760000037
55562;08;2;22;000;2018;10;17;4;3;5;2;0;1;1;0;0;0;0;0;465470,177000000030000;5476264,303000000300000;8,523718653000060;49,438065232000042
55564;08;3;15;020;2018;10;09;6;3;0;1;0;1;0;0;0;0;0;0;425149,435300000010000;5310835,794999999900000;7,997612254000046;47,946460901000080
55576;08;2;12;000;2018;10;16;4;3;6;2;0;0;1;1;0;0;0;0;455709,150700000000000;5428120,461699999900000;8,394403510000075;49,004389960000026
55579;08;3;17;065;2018;10;06;3;2;5;3;1;1;1;0;0;0;0;0;413618,200000000010000;5355244,838000000500000;7,834205974000042;48,344473657000037
55597;08;2;16;007;2018;10;16;6;3;5;2;0;1;1;0;0;0;0;0;435582,852900000000000;5394907,175900000100000;8,124467125000024;48,703871093000032
55608;08;1;16;071;2018;10;12;5;3;5;3;0;1;1;0;0;0;0;0;527910,263000000040000;5391119,095999999900000;9,379108345000077;48,672496005000028
55614;08;1;35;016;2018;10;08;6;3;5;3;0;1;1;0;0;0;0;0;592334,816800000030000;5386348,880900000200000;10,252988721000065;48,623390105000055
55615;08;1;27;071;2018;10;01;4;3;0;7;2;0;0;1;0;0;1;0;575669,712300000010000;5456241,609500000300000;10,039863317000027;49,254260637000073
55633;08;1;15;013;2018;10;16;4;3;0;1;0;1;0;0;0;0;0;0;495182,704499999990000;5389677,621000000300000;8,934582177000038;48,660133516000030
55638;08;4;35;016;2018;10;16;1;2;0;1;0;1;0;0;0;0;0;0;537453,474799999970000;5284081,747200000100000;9,499287102000039;47,709030794000057
55643;08;1;19;089;2018;10;15;6;3;5;2;0;1;1;0;0;0;0;0;535969,695399999970000;5410919,367900000000000;9,490307502000064;48,850200305000044
55644;08;2;15;099;2018;10;16;4;3;6;4;0;1;0;1;0;0;0;0;463327,491500000000000;5447040,315700000200000;8,496848948000036;49,175076188000048
55647;08;4;15;050;2018;10;15;3;3;6;2;0;0;1;1;0;0;0;0;520895,150000000020000;5376040,924700000300000;9,283063628000036;48,537125042000071
55656;08;1;18;048;2018;10;12;6;3;0;1;0;1;0;0;0;0;0;0;515280,782200000020000;5414618,651899999900000;9,208435726000062;48,884332571000073
55661;08;1;16;071;2018;10;15;3;3;6;4;0;0;1;1;0;0;0;0;527525,466900000000000;5391208,720599999700000;9,373887697000043;48,673319344000049
55666;08;3;26;052;2018;10;19;3;1;5;3;2;1;1;0;0;0;0;0;452454,386999999990000;5331074,779000000100000;8,360998218000077;48,131151527000043
55673;08;4;35;016;2018;10;07;2;3;5;3;0;1;1;0;0;0;0;0;536906,153000000050000;5281746,929999999700000;9,491793518000065;47,688055185000053
55679;08;1;27;023;2018;10;14;7;2;8;1;0;1;0;0;0;0;0;0;552538,052499999990000;5426093,112300000200000;9,718091212000047;48,985507196000071
55693;08;3;17;034;2018;10;15;2;3;6;6;0;1;0;1;0;0;0;0;426178,326899999990000;5361524,314500000300000;8,002583643000037;48,402551928000037
55695;08;1;18;073;2018;10;13;4;3;6;4;0;0;1;1;0;0;0;0;498371,480199999990000;5422325,726599999700000;8,977755524000031;48,953849666000053
55703;08;1;36;088;2018;10;16;3;3;0;1;0;1;0;0;0;0;0;0;580704,554200000010000;5409494,206299999700000;10,099728450000043;48,833176909000031
