OBJECTID_1;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
39396;08;2;11;000;2018;01;01;2;2;6;4;2;0;1;1;0;0;0;1;446817,860300000000000;5402617,332200000100000;8,276159773000074;48,774285477000035
39404;08;1;27;023;2018;01;07;3;3;5;3;2;1;1;0;0;0;0;1;552550,245000000000000;5426095,444000000100000;9,718258147000029;48,985527132000072
39428;08;1;18;046;2018;01;09;4;3;5;3;0;1;1;0;0;0;0;1;513413,885000000010000;5412404,279000000100000;9,182898048000027;48,864455804000045
39433;08;4;16;041;2018;01;02;2;2;6;4;2;0;1;1;0;0;0;0;504509,094400000000000;5373662,708499999700000;9,061058707000029;48,516061539000077
39463;08;2;37;019;2018;01;17;4;3;6;4;2;0;0;1;0;0;1;1;463385,143999999970000;5368366,148000000000000;8,504663469000036;48,467361779000043
39565;08;3;35;043;2018;01;06;2;3;5;3;2;1;0;0;1;0;0;1;511131,506300000010000;5281658,440299999900000;9,148333367000021;47,688217004000080
39576;08;4;35;016;2018;01;17;3;2;3;2;2;1;1;0;0;0;0;0;534504,863200000020000;5277945,782800000200000;9,459495884000035;47,653987364000045
39671;08;2;37;027;2018;01;10;4;3;6;4;0;0;1;1;0;0;0;1;481352,525000000020000;5369333,335000000000000;8,747684707000076;48,476852371000064
39701;08;1;25;013;2018;01;10;4;3;5;3;0;1;1;0;0;0;0;1;504948,370999999980000;5436164,597000000100000;9,067760128000032;49,078320745000042
39733;08;1;21;000;2018;01;09;4;2;3;6;0;1;1;0;0;0;0;1;514087,619200000020000;5443170,351900000100000;9,193151680000028;49,141198960000054
39736;08;2;26;085;2018;01;08;2;2;6;4;1;0;1;1;0;0;0;0;488573,568600000000000;5457340,025899999800000;8,842931822000026;49,268714157000034
39746;08;2;21;000;2018;01;12;3;2;0;3;0;1;1;0;0;0;0;0;473821,415700000010000;5472836,636599999900000;8,639133450000031;49,407651163000025
39763;08;2;12;000;2018;01;16;4;3;0;1;0;1;0;0;0;0;0;0;452613,762700000020000;5428445,664599999800000;8,352044519000060;49,007085280000069
39764;08;1;11;000;2018;01;18;2;3;5;3;0;1;0;0;0;0;1;0;512713,025499999990000;5396523,930700000400000;9,172850448000077;48,721612541000070
39766;08;4;15;062;2018;01;13;3;3;5;3;0;1;1;0;0;0;0;0;519461,478899999990000;5378616,185399999800000;9,263762485000029;48,560338790000060
39768;08;4;35;016;2018;01;16;1;3;5;3;0;1;1;0;0;0;0;0;536811,702399999950000;5277794,663400000000000;9,490201853000031;47,652500542000041
39771;08;4;15;050;2018;01;16;1;3;0;1;0;1;0;0;0;0;0;1;520632,934000000010000;5376364,148000000000000;9,279527478000034;48,540041513000062
39795;08;1;19;083;2018;01;17;1;3;0;1;2;1;0;0;0;0;0;0;534538,166399999990000;5419854,804399999800000;9,471550125000022;48,930660208000063
39798;08;3;17;001;2018;01;21;4;3;5;3;2;1;1;0;0;0;0;1;431915,799899999980000;5384709,568500000100000;8,076310051000064;48,611754309000048
39803;08;2;12;000;2018;01;16;3;3;1;5;0;1;1;0;0;0;0;0;455656,962600000030000;5428237,151800000100000;8,393677231000027;49,005435853000051
39828;08;2;26;096;2018;01;13;7;3;5;3;0;1;1;0;0;0;0;1;477623,257199999990000;5489900,159000000000000;8,690574498000046;49,561284571000044
39854;08;3;17;001;2018;01;22;4;1;5;3;2;1;1;0;0;0;0;1;431822,891400000020000;5384541,478600000000000;8,075077361000069;48,610232216000043
39858;08;4;37;100;2018;01;09;6;3;5;3;0;1;0;0;0;0;1;1;537315,522000000000000;5317733,833999999800000;9,500353078000046;48,011808810000048
39859;08;1;18;006;2018;01;14;3;2;6;4;0;0;1;1;0;0;0;0;517708,152500000030000;5421537,650299999900000;9,241845966000028;48,946508991000030
39863;08;4;36;009;2018;01;16;6;3;6;3;2;0;1;1;0;0;0;1;556469,778199999940000;5307547,217199999800000;9,755829475000041;47,918759699000077
39864;08;4;36;049;2018;01;06;6;3;5;3;2;1;1;0;0;0;0;1;581451,807999999960000;5281294,235000000300000;10,085223005000046;47,679903725000031
39867;08;3;11;000;2018;01;13;4;3;6;3;0;0;1;1;0;0;0;0;414613,810000000000000;5317764,434999999600000;7,855170866000037;48,007469051000044
39869;08;4;35;016;2018;01;19;6;3;5;3;2;1;1;0;0;0;0;0;537786,940999999990000;5278778,417100000200000;9,503273125000021;47,661295527000050
39870;08;4;35;035;2018;01;19;3;2;2;2;2;1;0;0;0;1;0;0;541374,450100000020000;5283296,695200000000000;9,551480192000042;47,701728177000064
39876;08;2;21;000;2018;01;07;4;3;5;2;2;1;1;0;0;0;0;0;476921,189599999980000;5475891,833499999700000;8,681684765000057;49,435257559000036
39877;08;4;26;070;2018;01;07;6;3;6;4;1;0;1;1;0;0;0;1;561476,524800000010000;5341099,772900000200000;9,827662291000024;48,220142735000081
39880;08;2;12;000;2018;01;08;4;3;4;6;2;1;0;0;0;0;0;0;455768,044999999980000;5431418,576700000100000;8,394849173000068;49,034061006000059
39881;08;4;15;059;2018;01;21;6;3;6;7;2;0;1;1;0;0;0;1;516634,649500000000000;5370106,079699999700000;9,225111139000035;48,483860743000037
39884;08;4;15;061;2018;01;19;6;3;5;3;2;1;1;0;0;0;0;1;515599,352000000010000;5372048,298000000400000;9,211173452000026;48,501360170000055
39893;08;1;15;003;2018;01;07;3;2;0;7;2;1;0;0;0;0;0;0;496262,773999999980000;5393149,451200000000000;8,949217897000040;48,691373918000068
39894;08;3;36;069;2018;01;17;6;2;6;4;2;0;1;1;0;0;0;1;407104,171299999990000;5268980,844399999800000;7,764949176000073;47,567593144000057
39908;08;2;16;015;2018;01;10;5;3;5;3;0;1;1;0;0;0;0;0;451371,456999999990000;5404487,828999999900000;8,337911091000024;48,791483823000078
39913;08;3;17;001;2018;01;17;6;2;6;4;2;0;1;1;0;0;0;1;430952,411100000030000;5385692,961000000100000;8,063078002000054;48,620494376000067
39919;08;1;18;079;2018;01;07;4;3;3;6;2;1;1;0;0;0;0;1;509767,773099999990000;5422925,723100000100000;9,133435366000072;48,959172018000061
39920;08;1;27;014;2018;01;14;6;3;5;2;0;1;1;0;0;0;0;0;575425,884700000050000;5444103,036799999900000;10,034233983000036;49,145118445000037
39926;08;1;19;068;2018;01;20;6;3;6;4;2;0;1;1;0;0;0;1;525795,876300000000000;5413590,005900000200000;9,351798488000043;48,874730802000045
39931;08;4;35;016;2018;01;16;3;3;6;4;0;0;1;1;0;0;0;0;536143,117899999950000;5279072,893000000200000;9,481404704000056;47,664038987000026
39946;08;3;17;065;2018;01;15;2;2;5;3;0;1;0;0;1;0;0;0;411159,686999999980000;5352307,273000000000000;7,801653089000070;48,317710145000035
39954;08;2;12;000;2018;01;19;4;3;5;3;2;1;1;0;0;0;0;1;459893,181999999970000;5431456,844999999700000;8,451279790000058;49,034687377000068
39986;08;1;19;061;2018;01;09;5;3;6;4;0;0;1;1;0;0;0;1;538801,979599999960000;5414721,765200000300000;9,529273685000021;48,884233906000077
39988;08;1;19;020;2018;01;17;5;3;6;4;2;0;1;1;0;0;0;1;520509,667900000000000;5405805,857599999800000;9,279317725000055;48,804903875000036
39990;08;1;11;000;2018;01;19;4;3;3;2;2;1;1;0;0;0;0;0;513433,375000000000000;5402556,892000000000000;9,182841302000043;48,775869740000076
39995;08;2;31;000;2018;01;12;4;3;6;4;0;0;1;1;0;0;0;0;475095,527200000010000;5411745,327800000100000;8,660470332000045;48,858173138000041
39996;08;1;11;000;2018;01;13;5;3;6;2;0;0;1;1;0;0;0;1;515664,003199999980000;5403524,749599999700000;9,213238996000030;48,784524327000042
39997;08;1;11;000;2018;01;16;5;3;0;7;2;0;0;1;0;0;1;1;515878,799400000020000;5405609,503899999900000;9,216243648000045;48,803273070000046
40000;08;1;28;115;2018;01;14;3;3;6;4;0;0;1;1;0;0;0;0;548304,703400000000000;5496708,705400000300000;9,668775161000042;49,621007293000048
40012;08;3;17;026;2018;01;22;4;2;6;6;2;0;1;1;0;0;0;1;410577,254699999990000;5347117,233400000300000;7,794897803000026;48,270945028000028
40016;08;4;37;053;2018;01;06;3;2;6;6;2;0;1;1;0;0;0;1;529505,264800000000000;5320988,048200000100000;9,395854650000047;48,041495133000069
40017;08;3;15;094;2018;01;16;7;2;2;6;0;1;1;0;0;0;0;0;429807,049400000020000;5319024,913599999600000;8,058638739000060;48,020657614000072
40021;08;2;35;079;2018;01;14;7;3;5;3;0;1;1;0;0;0;0;0;467347,594300000000000;5401344,958499999700000;8,555671000000075;48,764255718000072
40026;08;1;25;007;2018;01;07;5;3;6;4;2;0;1;1;0;0;0;1;511289,997800000010000;5453050,036500000400000;9,155071854000028;49,230127409000033
40028;08;2;36;046;2018;01;17;7;3;6;4;2;0;1;1;0;0;0;0;484304,950499999980000;5418074,727500000000000;8,785780730000056;48,915412075000063
40041;08;1;18;046;2018;01;17;5;3;5;3;2;1;0;0;1;0;0;1;514868,967999999990000;5412682,042999999600000;9,202748046000068;48,866921328000046
40047;08;2;15;101;2018;01;16;4;3;6;4;0;0;1;1;0;0;0;0;465478,068199999980000;5428099,345900000100000;8,527971995000030;49,004823748000035
40066;08;2;21;000;2018;01;15;3;3;0;7;0;1;1;0;0;0;0;1;472042,643700000020000;5472987,932400000300000;8,614603346000024;49,408932912000068
40076;08;2;26;031;2018;01;07;4;3;5;3;1;1;1;0;0;0;0;1;475022,627600000010000;5493390,100200000200000;8,654392053000038;49,592573287000050
40090;08;1;21;000;2018;01;07;5;3;6;2;1;0;1;1;0;0;0;1;516736,120000000000000;5442906,801400000200000;9,229453359000047;49,138761784000053
40099;08;3;17;073;2018;01;06;4;3;5;3;2;1;1;0;0;0;0;1;410669,185899999980000;5347712,672100000100000;7,796010588000058;48,276313836000043
40118;08;3;35;022;2018;01;18;6;3;6;4;1;0;1;1;0;0;0;0;483012,978000000000000;5300516,213999999700000;8,772901693000051;47,857761944000060
40122;08;4;35;045;2018;01;08;6;3;0;7;1;1;0;0;0;0;0;0;536026,137899999970000;5286878,516499999900000;9,480491508000057;47,734275399000069
40126;08;4;26;028;2018;01;19;7;3;6;4;2;0;1;1;0;0;0;0;569369,592799999980000;5343206,333499999700000;9,934258211000042;48,238278555000079
40127;08;2;31;000;2018;01;17;4;3;2;6;2;1;1;0;0;0;0;1;477937,495000000000000;5414062,034900000300000;8,699090144000024;48,879121119000047
40143;08;2;37;004;2018;01;01;6;1;6;4;2;0;1;1;0;0;0;1;455323,129900000000000;5380711,896700000400000;8,394281098000022;48,577901402000066
40145;08;3;17;096;2018;01;16;6;3;3;6;0;1;0;0;0;0;1;0;421543,180400000010000;5368816,645499999600000;7,938602735000075;48,467586277000066
40160;08;3;35;075;2018;01;17;3;3;6;2;0;0;1;1;0;0;0;0;488178,985600000010000;5288679,542299999900000;8,842288059000055;47,751377787000081
40172;08;2;15;029;2018;01;06;6;3;5;3;2;1;1;0;0;0;0;0;466822,818499999990000;5448225,014499999600000;8,544705821000036;49,185931588000074
40186;08;1;36;065;2018;01;15;2;3;5;3;0;1;1;0;0;0;0;0;557762,006999999980000;5405435,979000000300000;9,786565198000062;48,799231175000045
40193;08;2;31;000;2018;01;13;6;3;6;4;0;0;1;1;0;0;0;0;478307,895399999980000;5416361,674200000200000;8,704019878000054;48,899820986000066
40196;08;1;17;038;2018;01;11;1;3;0;1;0;1;0;0;0;0;0;0;547657,739900000040000;5399237,828200000300000;9,648263891000056;48,744333111000060
40206;08;1;11;000;2018;01;13;3;3;6;4;0;0;1;1;0;0;0;0;513420,765699999990000;5405062,120900000400000;9,182751495000048;48,798406813000042
40215;08;2;12;000;2018;01;07;6;3;5;3;2;1;1;0;0;0;0;0;455704,962300000010000;5432032,449300000400000;8,393919085000050;49,039578295000069
40224;08;1;21;000;2018;01;14;3;2;3;2;0;0;1;1;0;0;0;0;515598,496600000010000;5443919,843700000100000;9,213895798000067;49,147904374000063
40232;08;4;15;061;2018;01;20;3;3;4;2;2;1;1;0;0;0;0;1;517017,772999999990000;5369938,211799999700000;9,230288942000072;48,482340288000046
40253;08;1;16;080;2018;01;07;6;2;4;6;2;1;0;0;0;0;0;0;520504,739699999980000;5396611,936999999900000;9,278792454000040;48,722196626000027
40256;08;3;26;075;2018;01;07;2;3;6;4;1;0;0;1;0;0;1;0;460383,871999999970000;5317353,307000000000000;8,468835250000041;48,008246796000037
40258;08;1;25;039;2018;01;21;4;2;6;4;2;0;0;1;0;0;1;0;511414,614000000000000;5459035,519100000200000;9,156954122000059;49,283965593000062
40263;08;1;15;002;2018;01;07;6;3;0;7;1;1;1;0;0;0;0;0;499534,680799999970000;5386262,440999999600000;8,993684902000041;48,629428365000081
40269;08;4;36;081;2018;01;17;3;3;6;3;2;0;1;1;0;0;0;1;562882,693399999990000;5282283,652200000400000;9,837991346000024;47,690878375000068
40275;08;4;36;012;2018;01;06;5;3;4;6;2;1;0;0;0;0;0;1;547755,229399999950000;5298051,852000000000000;9,638146403000064;47,834040023000057
40299;08;4;15;050;2018;01;12;5;3;6;4;0;0;1;1;0;0;0;0;520221,294600000020000;5376797,559000000400000;9,273971847000041;48,543953983000051
40307;08;3;37;032;2018;01;17;5;2;6;3;1;0;1;1;0;0;0;0;438580,500500000020000;5273815,139100000300000;8,182695224000042;47,614829457000042
40313;08;1;19;079;2018;01;17;5;3;6;4;2;0;1;1;0;0;0;0;523200,364000000000000;5412455,326299999800000;9,316337706000070;48,864626141000031
40321;08;1;18;046;2018;01;17;4;3;5;2;1;1;1;0;0;0;0;1;513646,023899999970000;5412856,268500000200000;9,186078315000032;48,868516737000050
40323;08;1;11;000;2018;01;06;5;2;6;2;2;0;0;1;0;1;0;1;513007,015000000010000;5406459,685999999800000;9,177161730000023;48,810987935000071
40326;08;3;36;050;2018;01;13;5;3;4;2;0;1;1;0;0;0;0;0;399031,131999999980000;5275668,735999999600000;7,656107390000045;47,626547278000032
40327;08;4;15;078;2018;01;07;4;3;6;4;2;0;1;1;0;0;0;1;530120,035999999960000;5369331,486999999700000;9,407544801000029;48,476390779000042
40333;08;1;21;000;2018;01;14;1;3;6;7;0;0;1;1;0;0;0;0;519761,025700000000000;5440722,601400000000000;9,270817544000067;49,119024359000036
40339;08;2;26;085;2018;01;07;3;3;6;2;2;0;1;1;0;0;0;1;491257,370000000000000;5455558,054999999700000;8,879862280000054;49,252729253000041
40342;08;4;36;009;2018;01;07;4;3;5;3;2;1;1;0;0;0;0;2;555951,899300000050000;5308367,497200000100000;9,749004979000063;47,926184791000026
40346;08;2;26;038;2018;01;09;5;2;5;3;0;1;1;0;0;0;0;1;471353,756899999980000;5480803,431499999900000;8,604542196000068;49,479198998000072
40356;08;1;18;076;2018;01;17;2;2;6;4;2;0;1;1;0;0;0;1;504489,797000000020000;5423076,633999999600000;9,061335847000066;48,960590430000082
40368;08;3;26;074;2018;01;19;2;3;6;4;2;0;1;1;0;0;0;1;459860,598200000010000;5322110,758100000200000;8,461373798000068;48,051015707000033
40380;08;1;21;000;2018;01;11;7;3;6;2;0;0;1;1;0;0;0;1;515247,598899999980000;5442860,669400000000000;9,209044036000023;49,138385562000053
40382;08;1;36;040;2018;01;05;4;2;6;4;2;0;1;1;0;0;0;0;564413,864900000040000;5411109,698900000200000;9,878026450000050;48,849611701000072
40389;08;3;27;046;2018;01;21;3;3;0;1;2;1;0;0;0;0;0;0;480093,506500000020000;5325241,830799999600000;8,732726544000059;48,080137914000034
40398;08;2;31;000;2018;01;06;3;2;6;4;2;0;0;1;0;0;1;1;478064,281000000020000;5415660,002999999600000;8,700733585000023;48,893500415000062
40403;08;1;11;000;2018;01;14;7;3;5;2;0;1;1;0;0;0;0;1;515966,575100000020000;5405606,541000000200000;9,217438887000071;48,803244168000049
40405;08;1;18;048;2018;01;06;2;3;5;3;2;1;1;0;0;0;0;1;515188,147200000010000;5414696,145999999700000;9,207175038000059;48,885031965000053
40408;08;4;36;064;2018;01;20;6;3;5;2;2;1;1;0;0;0;0;1;545719,437400000050000;5292854,212100000100000;9,610395803000074;47,787424982000061
40410;08;1;19;001;2018;01;17;2;3;6;4;1;0;1;1;0;0;0;0;551992,055599999960000;5410121,469600000400000;9,708594288000029;48,841887500000041
40411;08;1;18;048;2018;01;17;4;3;5;3;1;1;1;0;0;0;0;0;515647,302000000030000;5417590,404400000300000;9,213549007000040;48,911056463000079
40418;08;4;36;082;2018;01;16;2;3;6;2;1;0;1;1;0;0;0;1;548167,469799999960000;5295590,555900000000000;9,643381065000028;47,811865242000067
40419;08;3;26;031;2018;01;17;4;3;0;1;0;1;0;0;0;0;0;1;456648,686300000000000;5333961,065700000200000;8,417071487000044;48,157417562000035
40425;08;4;26;021;2018;01;07;3;2;6;4;2;0;1;1;0;0;0;1;557727,046100000040000;5327096,537200000100000;9,775287400000025;48,094520338000052
40427;08;4;15;050;2018;01;18;6;3;0;1;2;1;0;0;0;0;0;1;521454,459900000020000;5376221,870299999600000;9,290649738000070;48,538733991000072
40430;08;1;15;003;2018;01;16;4;3;5;3;0;1;1;0;0;0;0;0;500085,990400000010000;5392314,500799999600000;9,001168280000059;48,683873801000061
40433;08;2;15;103;2018;01;08;3;3;3;6;0;1;1;0;0;0;0;1;466501,880000000000000;5442725,412999999700000;8,540759346000073;49,136444817000040
40451;08;2;16;043;2018;01;07;4;3;5;2;1;1;1;0;0;0;0;0;440691,385000000010000;5412689,464999999900000;8,191326867000043;48,864330538000047
40459;08;2;12;000;2018;01;21;6;2;4;2;2;1;1;0;0;0;0;1;456333,162799999990000;5428238,955600000000000;8,402922504000060;49,005500292000079
40463;08;1;21;000;2018;01;07;4;3;5;3;1;1;1;0;0;0;0;0;516443,645100000020000;5445045,030399999600000;9,225530824000032;49,158003725000071
40464;08;2;12;000;2018;01;16;6;3;5;3;0;1;1;0;0;0;0;1;455139,607200000030000;5428250,122800000000000;8,386602182000047;49,005515140000057
40476;08;1;19;008;2018;01;19;2;3;6;4;2;0;1;1;0;0;0;1;532049,420000000040000;5421108,440000000400000;9,437670887000024;48,942071136000038
40480;08;2;16;043;2018;01;16;6;3;5;3;0;1;1;0;0;0;0;1;442409,002800000020000;5411951,348799999800000;8,214848119000067;48,857853057000057
40486;08;4;36;013;2018;01;09;2;3;4;2;0;1;1;0;0;0;0;1;544819,193800000010000;5296905,778099999800000;9,598796239000023;47,823940210000046
40488;08;3;17;096;2018;01;17;4;3;5;3;1;1;1;0;0;0;0;0;421412,096800000000000;5369645,450899999600000;7,936673929000051;48,475024928000039
40489;08;4;36;009;2018;01;06;4;3;6;4;2;0;1;1;0;0;0;0;560584,270000000020000;5309014,684100000200000;9,811101467000071;47,931585982000058
40498;08;4;36;055;2018;01;05;3;3;4;2;2;1;1;0;0;0;0;1;576063,651799999990000;5297167,135200000400000;10,016222394000067;47,823355422000077
40508;08;4;36;082;2018;01;22;7;2;6;2;2;0;1;1;0;0;0;1;547715,655200000040000;5295668,218299999800000;9,637355038000067;47,812597629000038
40521;08;2;12;000;2018;01;07;2;3;5;2;2;1;1;0;0;0;0;1;456394,245200000000000;5426567,471500000000000;8,403937101000054;48,990469390000044
40525;08;3;15;074;2018;01;08;3;3;5;2;0;1;1;0;0;0;0;0;397216,601900000010000;5295330,224000000400000;7,627325336000070;47,803118112000050
40529;08;4;36;082;2018;01;07;2;3;6;2;1;0;1;1;0;0;0;1;547350,155099999970000;5295984,014600000300000;9,632507735000047;47,815465828000072
40538;08;1;25;098;2018;01;17;4;3;4;2;2;1;1;0;0;0;0;0;519682,325499999980000;5436801,222699999800000;9,269547898000042;49,083752678000053
40540;08;2;35;085;2018;01;17;3;2;6;4;2;0;1;1;0;0;0;0;482968,166800000010000;5393437,556900000200000;8,768557429000055;48,693744472000049
40558;08;4;35;052;2018;01;16;4;3;5;3;0;1;0;0;0;1;0;0;522849,928300000030000;5289655,268400000400000;9,304905597000072;47,759860314000036
40561;08;4;16;048;2018;01;18;7;3;5;3;2;1;1;0;0;0;0;1;497349,939300000030000;5375380,284000000000000;8,964103981000051;48,531524069000056
40563;08;4;35;035;2018;01;13;4;2;3;2;0;1;1;0;0;0;0;0;541940,324299999980000;5281970,439700000000000;9,558894834000057;47,689759046000063
40572;08;2;16;024;2018;01;07;3;3;6;2;1;0;1;1;0;0;0;0;445373,198700000010000;5408576,761500000000000;8,255706005000036;48,827766393000047
40576;08;4;16;025;2018;01;20;7;3;4;2;2;1;1;0;0;0;0;1;503579,769199999980000;5361497,685499999700000;9,048370407000050;48,406625400000053
40586;08;4;15;050;2018;01;19;7;3;5;3;2;1;0;0;0;0;1;1;521036,778899999980000;5375975,546099999900000;9,284978929000033;48,536532147000059
40601;08;4;35;016;2018;01;22;5;3;6;4;2;0;1;1;0;0;0;1;537538,262200000000000;5278432,888000000300000;9,499931496000045;47,658201151000071
40605;08;4;37;107;2018;01;04;5;2;6;6;2;0;1;1;0;0;0;2;505781,963200000000000;5329986,697300000100000;9,077695919000064;48,123112172000049
40606;08;4;21;000;2018;01;19;5;3;6;4;2;0;1;1;0;0;0;1;569325,063599999990000;5363898,347500000100000;9,937063032000026;48,424417729000027
40611;08;3;26;060;2018;01;19;7;3;6;4;2;0;1;1;0;0;0;1;443017,128299999980000;5331366,582999999600000;8,234135438000067;48,133001531000048
40618;08;3;37;096;2018;01;18;2;2;6;4;2;0;1;1;0;0;0;1;422765,161700000000000;5267933,055599999600000;7,973308439000050;47,560219672000073
40621;08;4;36;064;2018;01;18;5;2;5;3;2;1;1;0;0;0;0;1;545254,258599999940000;5292293,546099999900000;9,604127151000057;47,782413513000051
40623;08;3;27;010;2018;01;08;5;2;6;4;1;0;1;1;0;0;0;2;480326,045099999990000;5329409,088700000200000;8,735656543000061;48,117637685000034
40632;08;2;26;013;2018;01;18;3;3;6;6;2;0;1;1;0;0;0;1;498692,214800000020000;5478616,428200000000000;8,981953191000059;49,460201720000043
40639;08;4;17;008;2018;01;18;5;2;6;4;2;0;1;1;0;0;0;1;493838,553000000010000;5350712,627000000300000;8,916903531000060;48,309576433000075
40650;08;2;36;068;2018;01;17;7;2;6;4;2;0;1;1;0;0;0;1;486589,286100000030000;5413090,953200000300000;8,817122681000058;48,870633041000076
40659;08;3;15;007;2018;01;07;5;3;6;4;2;0;1;1;0;0;0;1;400447,434799999990000;5295840,933199999900000;7,670343727000045;47,808219773000076
40671;08;2;37;074;2018;01;13;1;3;6;7;0;0;1;1;0;0;0;1;470722,909600000010000;5370691,065600000300000;8,603765289000023;48,488661658000069
40681;08;1;19;085;2018;01;18;4;2;6;4;2;0;1;1;0;0;0;0;528831,535000000030000;5412333,337000000300000;9,393108603000030;48,863292564000062
40702;08;1;15;021;2018;02;07;5;2;6;2;2;0;1;1;0;0;0;1;490495,927000000030000;5382874,906000000400000;8,871092860000033;48,598881376000065
40705;08;1;36;010;2018;01;13;2;3;6;7;0;0;0;1;0;0;1;0;596595,714700000010000;5412811,975399999900000;10,316998421000051;48,860746526000071
40709;08;1;11;000;2018;02;07;6;3;5;2;1;1;1;0;0;0;0;0;513036,216599999990000;5403352,413900000000000;9,177460843000063;48,783034640000039
40712;08;2;12;000;2018;01;13;3;3;5;3;0;1;0;0;0;0;1;0;458107,888299999990000;5427628,918700000300000;8,427250807000064;49,000135927000031
40713;08;2;22;000;2018;02;00;5;3;6;4;2;0;1;1;0;0;0;1;463029,116800000020000;5480555,826100000200000;8,489648983000052;49,476521962000049
40718;08;1;11;000;2018;01;17;2;3;6;4;2;0;1;1;0;0;0;0;507941,484300000010000;5396998,729600000200000;9,107984315000067;48,725962904000028
40722;08;1;11;000;2018;01;18;2;3;5;2;2;1;0;0;1;0;0;0;512477,830599999990000;5401357,667100000200000;9,169799095000030;48,765101487000038
40726;08;4;35;016;2018;01;18;1;1;6;4;2;0;1;1;0;0;0;0;533136,641999999990000;5278485,008999999600000;9,441316944000050;47,658910553000055
40734;08;2;35;046;2018;01;15;4;3;0;6;0;1;0;0;0;0;0;0;479495,142799999970000;5374789,946399999800000;8,722285098000043;48,525883811000028
40766;08;2;36;040;2018;01;10;4;2;6;4;0;0;0;1;0;0;1;0;487962,277799999980000;5421774,994400000200000;8,835589508000055;48,948780428000077
40767;08;4;36;064;2018;01;13;7;3;6;6;0;0;1;1;0;0;0;0;543020,036899999950000;5288854,831299999700000;9,573962245000075;47,751628146000030
40773;08;4;36;069;2018;01;10;7;3;5;3;0;1;1;0;0;0;0;0;552867,838499999950000;5293843,286799999900000;9,705946949000065;47,795776361000037
40791;08;3;17;057;2018;01;11;7;3;0;6;0;1;1;0;0;0;0;0;416794,321699999970000;5383608,816200000200000;7,871417209000072;48,600025677000076
40802;08;4;35;016;2018;02;18;5;3;5;3;2;1;1;0;0;0;0;0;536080,511900000040000;5279147,019999999600000;9,480576981000070;47,664709433000041
40807;08;2;36;046;2018;01;11;7;3;6;2;0;0;1;1;0;0;0;0;483544,521699999980000;5418593,922799999800000;8,775380897000048;48,920062843000039
40817;08;3;37;106;2018;02;14;5;3;5;3;0;1;1;0;0;0;0;0;458858,627400000000000;5288243,257899999600000;8,451159049000069;47,746248323000032
40824;08;1;19;079;2018;01;18;7;3;6;2;2;0;1;1;0;0;0;0;523675,811400000010000;5408815,846900000200000;9,322609950000071;48,831868466000060
40827;08;1;35;032;2018;01;12;3;3;5;3;0;1;1;0;0;0;0;1;578453,095500000050000;5393824,554899999900000;10,066066986000067;48,692525960000069
40828;08;1;18;063;2018;01;13;7;3;5;3;0;1;1;0;0;0;0;0;515001,217599999970000;5422938,480700000200000;9,204928356000039;48,959181932000035
40834;08;3;17;096;2018;02;15;5;3;5;3;0;1;1;0;0;0;0;0;421413,173899999990000;5369645,759100000400000;7,936688443000037;48,475027835000049
40836;08;1;21;000;2018;02;14;5;3;6;2;0;0;1;1;0;0;0;0;515266,439900000000000;5446309,358799999600000;9,209433082000032;49,169407143000058
40838;08;1;16;077;2018;02;18;5;3;5;3;2;1;1;0;0;0;0;0;515954,015799999990000;5391549,971300000300000;9,216723541000022;48,676792156000033
40845;08;1;16;019;2018;01;22;7;2;0;7;2;1;0;0;0;0;0;0;523489,391799999980000;5397105,321999999700000;9,319400730000041;48,726529743000071
40846;08;2;31;000;2018;01;19;3;3;6;7;2;0;1;1;0;0;0;1;477770,236800000010000;5415671,727099999800000;8,696721395000054;48,893595401000027
40853;08;1;15;050;2018;01;15;7;3;5;3;0;1;1;0;0;0;0;0;487802,109200000010000;5404019,956899999600000;8,833931346000043;48,789056805000030
40856;08;1;18;007;2018;01;14;4;2;6;4;0;0;1;1;0;0;0;1;510851,427000000030000;5427255,024899999600000;9,148354404000031;48,998098698000035
40857;08;1;18;040;2018;02;18;5;1;6;4;2;0;0;1;0;0;1;0;510637,685999999990000;5431521,281000000400000;9,145544119000022;49,036479783000061
40858;08;4;15;061;2018;02;12;6;3;6;4;0;0;1;1;0;0;0;0;510991,681199999990000;5364679,325699999900000;9,148604510000041;48,435163324000030
40859;08;1;11;000;2018;02;09;5;3;5;3;0;1;1;0;0;0;0;1;515308,963200000000000;5399434,151300000000000;9,208253546000037;48,747734457000035
40870;08;4;35;052;2018;01;23;6;2;5;3;2;1;1;0;0;0;0;0;522497,159900000030000;5292970,124099999700000;9,300370097000041;47,789697865000051
40875;08;1;16;077;2018;01;12;3;3;6;4;0;0;1;1;0;0;0;0;515902,033999999990000;5389071,833999999800000;9,215922155000044;48,654499969000028
40876;08;4;26;021;2018;01;08;6;3;6;4;1;0;1;1;0;0;0;0;559059,207300000010000;5327038,046799999700000;9,793168778000052;48,093872058000045
