OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
196503;08220318311100358790;08;3;15;015;2022;03;14;6;3;5;3;0;0;1;1;0;0;0;0;394725,257604196027387;5321509,892334310337901;7,587667709000070;48,038190806000003
196505;08220320116500390750;08;1;16;011;2022;03;14;1;2;0;1;0;0;1;0;0;0;0;0;529624,714059688034467;5379829,678313690237701;9,401588867000040;48,570857546000099
196507;08220305337200348961;08;3;37;032;2022;03;12;7;3;0;1;0;1;1;1;0;0;0;0;438595,682999998971354;5273788,151999490335584;8,182901018000051;47,614588095999999
196509;08220312222014363040;08;2;22;000;2022;03;20;7;2;6;4;2;0;0;1;1;0;0;0;462932,743000001995824;5483393,806999550200999;8,488052554000030;49,502042280000097
196510;08220301317200326640;08;3;17;153;2022;03;06;3;3;5;2;1;0;1;1;0;0;0;0;421216,685076127992943;5391846,084292460232973;7,929823744000030;48,674688920000101
196511;08220223311400310830;08;3;15;076;2022;02;07;4;3;5;3;0;0;1;0;0;0;1;0;392633,596999956003856;5296256,094999480061233;7,565909317000030;47,810697900000001
196512;08220322416200368300;08;4;16;023;2022;03;07;3;3;2;6;0;0;1;1;0;0;0;0;507541,438035117986146;5371400,675297340378165;9,102079454000030;48,495682332000101
196515;08220305115300339090;08;1;15;028;2022;03;08;7;3;5;3;0;0;1;0;0;0;0;1;500094,708539430983365;5405001,214853690005839;9,001289642000071;48,798003768999997
196516;08220225311010308670;08;3;36;050;2022;02;09;6;2;5;3;0;0;1;1;0;0;0;0;398652,168586047017016;5272669,428986839950085;7,651758604000070;47,599508417000003
196518;08220308221400372490;08;2;21;000;2022;03;17;3;3;4;6;0;0;1;1;0;0;0;0;478130,525515466986690;5469442,028126000426710;8,698719521000040;49,377287196000097
196523;08220302212702378780;08;2;15;017;2022;03;06;4;3;0;7;2;0;1;0;0;0;0;0;456559,780720820999704;5419972,854836950078607;8,406903545000031;48,931161196000097
196525;08220225222200322490;08;2;22;000;2022;02;10;6;3;3;2;0;0;1;0;0;0;1;0;460578,252533002989367;5481735,796660600230098;8,455700853000049;49,486980947000099
196530;08220321212402389820;08;2;12;000;2022;03;08;2;3;1;7;0;0;1;1;0;0;0;0;455346,350145885022357;5428082,365878820419312;8,389447358000041;49,004021143000003
196531;08220319216100651911;08;2;16;043;2022;03;21;7;3;0;7;2;0;1;0;0;0;0;0;441252,419366810005158;5409955,375509570352733;8,199368039000030;48,839790882999999
196534;08220313215302345340;08;2;15;089;2022;03;17;1;3;0;7;0;0;1;0;0;0;0;1;471322,782691645028535;5430235,868252299726009;8,607735270000029;49,024341833999998
196535;08220301231102352610;08;2;36;033;2022;03;21;3;2;0;7;2;0;1;0;0;0;0;0;481970,976203710015398;5429882,756040530279279;8,753401716000040;49,021568604999999
196537;08220223421300319740;08;4;21;000;2022;02;17;4;3;5;3;1;0;1;1;0;0;0;0;571318,856630724039860;5362191,099774699658155;9,963718790000030;48,408837994000102
196539;08220305317600329960;08;3;17;040;2022;03;13;7;2;0;1;0;0;1;0;0;0;0;0;432920,696080987981986;5347446,135421440005302;8,095910710000060;48,276664851000099
196541;08220309111500359480;08;1;11;000;2022;03;12;4;3;3;6;0;0;1;0;0;0;1;0;508284,103108590003103;5407932,351257259957492;9,112863329000049;48,824316776000003
196542;08220315216300351070;08;2;16;024;2022;03;18;3;3;6;7;1;1;0;1;1;0;0;0;446715,367766024020966;5409006,306177910417318;8,273935772000071;48,831746826000000
196544;08220214416200303630;08;4;16;041;2022;02;16;2;3;5;3;0;1;1;1;0;0;0;0;504669,693555205012672;5373755,895029709674418;9,063234459000061;48,516898705000102
196548;08220313311010344140;08;3;11;000;2022;03;15;1;2;0;7;0;0;1;0;0;0;0;0;415940,187999987974763;5315281,995999500155449;7,873437179000060;47,985314227000103
196550;08220221116100311040;08;1;16;019;2022;02;11;2;3;6;2;0;0;0;0;1;0;0;1;523257,832891053985804;5399538,621739810332656;9,316389462000069;48,748428127000103
196555;08220309135100840430;08;1;35;016;2022;03;06;4;3;6;4;0;0;0;1;1;0;0;0;592923,346807330963202;5386591,481154410168529;10,261027462000101;48,625484905000100
196556;08220316231000352340;08;2;31;000;2022;03;14;4;3;6;4;0;0;0;1;1;0;0;0;480225,924890471971594;5414150,152936629951000;8,730297328000059;48,879991025000002
196558;08220215416010293120;08;4;16;041;2022;02;17;3;3;8;6;0;0;1;1;0;0;0;0;507098,217778727004770;5374370,854286080226302;9,096130646000059;48,522408337000101
196560;08220301311010328320;08;3;11;000;2022;03;12;3;2;1;5;0;0;1;1;0;0;0;0;412849,918324940023012;5317338,882110959850252;7,831612712000040;48,003402977000100
196561;08220322327200373240;08;3;27;049;2022;03;09;3;3;6;7;0;0;0;1;1;0;0;0;473173,155607985972892;5325021,554529660381377;8,639826319000059;48,077902436999999
196562;08220219111500303790;08;1;11;000;2022;02;10;7;3;2;2;0;0;0;1;1;0;0;0;512580,200260062003508;5407075,511620519682765;9,171367218000061;48,816536609000103
196563;08220315335200403830;08;3;35;063;2022;03;22;3;3;0;1;2;1;1;0;0;0;0;0;497689,416630796971731;5287180,315571810118854;8,969180891000059;47,737992581000100
196566;08220318119500374660;08;1;19;085;2022;03;15;6;3;0;6;0;0;1;0;0;0;0;1;529361,258725892053917;5413405,807452060282230;9,400408000000031;48,872915233000100
196567;08220308118400336120;08;1;18;048;2022;03;13;3;3;4;2;0;0;1;1;0;0;0;0;512044,669255125976633;5415636,837027500383556;9,164324131000059;48,893563252000000
196568;08220311421300340650;08;4;21;000;2022;03;12;6;3;9;1;0;0;1;0;0;0;0;0;571298,825546341016889;5360315,181671380065382;9,963129524000070;48,391965843000001
196569;08220228212302304660;08;2;12;000;2022;02;19;2;3;4;6;2;0;1;1;0;0;0;0;456694,083852805022616;5428826,054966020397842;8,407794645000020;49,010806753000097
196570;08220321436500381470;08;4;36;052;2022;03;15;2;2;0;1;0;0;1;0;0;0;0;0;563978,790443203994073;5289990,624840360134840;9,853728870000049;47,760107488000102
196571;08220217415400292170;08;4;15;061;2022;02;15;5;3;4;2;0;0;1;1;0;0;0;0;514394,840114142978564;5370248,794213210232556;9,194805663000070;48,485199944999998
196572;08220314118400350750;08;1;18;048;2022;03;13;2;3;5;3;0;0;1;1;0;0;0;0;514976,693404330988415;5415624,586018689908087;9,204324733000020;48,893389109000097
196575;08220308111120337040;08;1;11;000;2022;03;19;3;3;5;3;0;0;1;1;0;0;0;0;513675,125999999989290;5402755,604999530129135;9,186138359000040;48,777652080000102
196576;08220311222200365240;08;2;22;000;2022;03;08;6;3;0;7;0;1;0;0;1;0;0;1;461870,268634864012711;5481418,323555080220103;8,473569632000020;49,484208001000098
196577;08220310119300353110;08;1;19;055;2022;03;16;5;3;5;3;0;0;1;1;0;0;0;0;544334,753009635955095;5405474,953111530281603;9,603738064000030;48,800684406000101
196578;08220319436300388340;08;4;36;049;2022;03;10;7;3;7;7;0;0;1;0;0;0;0;0;578073,068874137010425;5282953,235614449717104;10,040511026000001;47,695245317999998
196579;08220316311400375940;08;3;15;074;2022;03;11;4;3;4;6;0;0;1;1;0;0;0;0;397097,583486440998968;5295754,332210710272193;7,625635670000070;47,806913908000098
196580;08220217212010306520;08;2;12;000;2022;02;18;5;2;5;3;2;0;1;1;0;0;0;0;457347,691729194018990;5428570,643296619877219;8,416759035000039;49,008554816000100
196582;08220221416200298950;08;4;16;041;2022;02;12;2;3;6;4;0;0;0;1;1;0;0;0;503196,815743217011914;5374644,066469989717007;9,043296363000019;48,524898248000099
196583;08220223317600314270;08;3;17;040;2022;02;15;4;2;0;1;0;0;1;0;0;0;0;0;431772,500663584971335;5347917,821282380260527;8,080361323000030;48,280785249000097
196584;08220322317000397000;08;3;17;096;2022;03;11;3;2;8;1;0;0;1;0;0;0;0;0;422433,644577904022299;5368877,439074910245836;7,950635923000050;48,468243566000098
196586;08220314336200366140;08;3;36;069;2022;03;15;2;3;5;3;0;0;0;1;1;0;0;0;404570,719434391008690;5267974,516304479911923;7,731493897000060;47,558172964000100
196588;08220215311010298300;08;3;11;000;2022;02;17;3;3;5;2;0;0;1;1;0;0;0;0;415001,421999989019241;5320692,707999500446022;7,859785989000040;48,033861624000103
196589;08220311226600638741;08;2;26;082;2022;03;11;6;3;0;4;0;0;0;1;1;0;0;0;475524,132420002017170;5480265,978103609755635;8,662145821000021;49,474547246000000
196592;08220219317100282130;08;3;17;001;2022;02;21;7;3;0;7;2;0;1;0;0;0;0;0;431322,106334190000780;5386760,242550680413842;8,067917002000060;48,630135284000097
196593;08220314317300367490;08;3;17;031;2022;03;07;2;2;5;3;0;0;1;1;0;0;0;0;416804,540134012990166;5358408,784702270291746;7,876573876000070;48,373360747000000
196596;08220225435200322730;08;4;35;059;2022;02;08;6;3;5;2;0;0;1;1;0;0;0;0;513192,213976047991309;5289767,980798689648509;9,176038962000060;47,761144447000000
196597;08220317119400355890;08;1;19;079;2022;03;20;5;3;0;7;2;0;1;0;0;0;0;0;522761,196056909975596;5408108,086667190305889;9,310108176000030;48,825535831000103
196598;08220307116200384820;08;1;16;078;2022;03;16;2;2;4;6;0;0;1;1;0;0;0;0;511816,975218385981862;5392122,337587179616094;9,160541528000071;48,682033226000001
196602;08220218119200310280;08;1;19;093;2022;02;18;6;3;6;4;1;0;0;1;1;0;0;0;525218,642655082046986;5404452,554967050440609;9,343364268000069;48,792556642000100
196604;08220219436000283220;08;4;36;064;2022;02;21;7;3;6;4;2;0;0;1;1;0;0;0;544146,004605317022651;5292261,099221680313349;9,589329900000051;47,782198498000099
196610;08220310121500643380;08;1;25;027;2022;03;13;5;2;5;3;0;0;1;0;0;0;0;1;518681,172646839986555;5447543,666013780049980;9,256335067000069;49,180415592000003
196611;08220321121600381330;08;1;25;098;2022;03;17;2;3;5;3;0;0;0;1;1;0;0;0;520209,879000000015367;5437549,259999530389905;9,276810016000070;49,090464458000000
196614;08220313111330356930;08;1;11;000;2022;03;13;1;2;2;6;0;0;1;1;0;0;0;0;516724,394521993002854;5410259,564326049759984;9,227948831000051;48,845082004000098
196615;08220222336400314530;08;3;36;045;2022;02;14;3;3;6;7;0;0;0;1;1;0;0;0;399463,089364463987295;5285369,514812720008194;7,659622280000060;47,713875361000099
196617;08220305222400349290;08;2;22;000;2022;03;12;7;3;0;4;0;0;1;0;1;0;0;0;466465,151866007014178;5478091,629044369794428;8,537287539000030;49,454557047000002
196619;08220309119100339410;08;1;19;006;2022;03;16;4;3;0;1;0;0;1;0;0;0;0;0;537056,770999999949709;5419975,524999530054629;9,505946291000040;48,931600431000000
196620;08220319311010359620;08;3;36;008;2022;03;14;7;3;4;6;0;0;1;1;0;0;0;0;396192,322999964002520;5276113,206999479793012;7,618228713000060;47,630096576000000
196621;08220316311010356210;08;3;36;050;2022;03;19;4;2;6;6;2;0;1;0;1;0;0;0;398684,872439561004285;5273929,148009289987385;7,651902376000070;47,610845099000102
196622;08220217121200288350;08;1;21;000;2022;02;18;5;3;5;3;2;1;1;1;0;0;0;0;515728,178000001993496;5445080,071999530307949;9,215719365000041;49,158337683000099
196626;08220223222600293300;08;2;22;000;2022;02;17;4;3;5;2;0;0;1;1;0;0;0;0;463026,525285358016845;5482693,864937629550695;8,489413261000040;49,495752391000103
196627;08220323121200371370;08;1;21;000;2022;03;10;4;3;5;3;0;0;1;1;0;0;0;0;516487,775011760008056;5442925,629579939879477;9,226049330000020;49,138937865000102
196628;08220318436400396390;08;4;36;012;2022;03;03;6;3;0;1;2;1;1;0;0;0;0;0;549497,109400338958949;5298979,913095260038972;9,661527459000069;47,842257904000100
196635;08220322222200380350;08;2;22;000;2022;03;18;3;3;3;2;0;0;1;1;0;0;0;0;461565,653260112972930;5481780,713879619725049;8,469328981000050;49,487448295000000
196636;08220217335300299140;08;3;35;075;2022;02;06;5;2;5;3;2;1;1;0;0;0;0;1;487457,457701174018439;5290880,075844629667699;8,832598216000060;47,771163511000097
196638;08220304117100344100;08;1;17;019;2022;03;11;6;3;5;3;0;0;1;1;0;0;0;0;552426,118534617009573;5393931,318706779740751;9,712446225000059;48,696216044000003
196639;08220223221400291690;08;2;21;000;2022;02;08;4;3;8;6;0;0;1;0;0;0;0;0;475287,327896957984194;5473283,913902889937162;8,659312530000021;49,411735637000000
196641;08220317325000363260;08;3;26;003;2022;03;13;5;3;5;7;0;0;1;1;0;0;0;0;464593,119267007976305;5319583,090118619613349;8,525085622000059;48,028554896000102
196644;08220309436200337700;08;4;36;064;2022;03;16;4;3;6;4;0;0;0;1;1;0;0;0;545356,737935347948223;5292041,559708920307457;9,605468806000030;47,780139175999999
196646;08220216118100287940;08;1;18;007;2022;02;13;4;3;0;7;0;1;1;0;0;0;0;0;510241,999753825017251;5427224,687179019674659;9,140021931000041;48,997836204000102
196647;08220313335200344110;08;3;35;055;2022;03;15;1;3;0;1;0;0;1;0;0;0;0;0;497011,746468116994947;5284787,315046479925513;8,960158390000061;47,716458500999998
196650;08220224436300294110;08;4;36;085;2022;02;16;5;3;8;1;0;0;1;0;0;0;0;0;559826,067647977964953;5293023,025797420181334;9,798738654000029;47,787787782000102
196651;08220305311010329510;08;3;11;000;2022;03;02;7;3;0;7;2;0;1;0;0;0;0;0;412836,182498202018905;5315340,636273019947112;7,831834438000040;47,985426237000098
196652;08220318222014357480;08;2;22;000;2022;03;15;6;2;6;2;0;0;0;1;1;0;0;0;462163,303572451986838;5480773,516760190017521;8,477676875000039;49,478426632999998
196653;08220309212010340390;08;2;12;000;2022;03;05;4;3;5;3;2;0;1;0;0;1;0;0;454311,032160239003133;5429269,537990760058165;8,375158634000060;49,014624062999999
196655;08220316311010414311;08;3;11;000;2022;03;17;4;3;6;4;0;0;0;1;1;0;0;0;414502,528341957018711;5318321,294661230407655;7,853568120000030;48,012463332000003
196658;08220228335100321250;08;3;35;043;2022;02;14;2;3;6;6;0;0;1;0;1;0;0;0;513184,017167104990222;5279914,704791690222919;9,175631401000031;47,672488869000098
196660;08220322317500397180;08;3;17;096;2022;03;13;3;3;6;4;0;0;0;1;1;0;0;0;421725,088661747984588;5369252,939506109803915;7,940981565000070;48,471533368999999
196661;08220314111250383390;08;1;11;000;2022;03;08;2;3;0;7;0;1;1;0;0;0;0;0;515149,824000001011882;5404644,367999520152807;9,206280643000071;48,794609026000003
196664;08220224436200297600;08;4;36;064;2022;02;18;5;3;0;1;2;0;1;0;0;0;0;0;546136,831303094979376;5292535,260036740452051;9,615934154000060;47,784525602000002
196665;08220323226400372010;08;2;26;084;2022;03;14;4;3;2;6;0;0;1;1;0;0;0;0;469084,516487047018018;5469989,622081859968603;8,574059496000070;49,381820764000103
196666;08220305119300338960;08;1;19;067;2022;03;10;7;3;6;7;0;0;0;1;1;0;0;0;537574,422868362977169;5409073,544299390166998;9,512011572000061;48,833501096000099
196667;08220318316200374260;08;3;16;056;2022;03;19;6;3;6;1;0;0;0;1;1;0;0;0;423532,917179572978057;5328519,268929470330477;7,972811469000020;48,105345223000000
196668;08220308335100336690;08;3;35;043;2022;03;17;3;3;5;2;0;0;1;1;0;0;0;0;512657,644000001018867;5278214,541999490000308;9,168570075000050;47,657201873000098
196670;08220319335100400440;08;3;35;043;2022;03;12;7;3;5;3;0;0;1;1;0;0;0;0;511380,347000000998378;5281397,947999499738216;9,151642499000049;47,685868851000102
196674;08220301118000340380;08;1;18;081;2022;03;17;3;2;0;7;1;0;1;0;0;0;0;0;520355,393000000971369;5413720,538999529555440;9,277609903000039;48,876107530000098
196677;08220323118400401290;08;1;18;048;2022;03;18;4;3;5;3;0;0;1;1;0;0;0;0;511803,522219963022508;5414770,517224269919097;9,161009178000031;48,885774693000002
196679;08220219119200298530;08;1;19;020;2022;02;12;7;3;6;6;0;0;0;1;1;0;0;0;520339,360844696988352;5406188,048898880369961;9,277017307000049;48,808347594000097
196682;08220215115100300201;08;1;15;003;2022;02;06;3;3;5;3;1;1;1;1;0;0;0;0;498184,911000000021886;5391412,919999520294368;8,975343865000070;48,675760441000101
196683;08220308118400370820;08;1;18;048;2022;03;13;3;3;5;2;0;0;1;1;0;0;0;0;516540,050919937028084;5415556,477028889581561;9,225650458000080;48,892736657999997
196686;08220322119200371590;08;1;19;020;2022;03;14;3;3;5;3;0;0;1;1;0;0;0;0;520848,053381939011160;5406908,896582970395684;9,283982111000061;48,814815339000099
196687;08220218215502280360;08;2;15;066;2022;02;08;6;3;6;7;0;0;0;1;1;0;0;0;460664,256485625985079;5453528,385262490250170;8,459675198000070;49,233270730000100
196690;08220223212010411280;08;2;12;000;2022;02;16;4;3;6;4;0;0;0;1;1;0;0;0;461452,147590132022742;5422370,562658079899848;8,473469856000071;48,953053483000097
196691;08220226311010405550;08;3;11;000;2022;02;00;7;2;0;1;2;1;1;0;0;0;0;0;412894,777957067009993;5316227,280692580156028;7,832439658000060;47,993409882000002
196694;08220311222600355770;08;2;22;000;2022;03;15;6;3;0;1;0;0;1;0;0;0;0;0;463522,918271158996504;5483592,884795379824936;8,496184929000041;49,503868662999999
196696;08220321136100381170;08;1;36;088;2022;03;17;2;3;5;3;0;0;1;0;0;0;0;0;579757,203328500036150;5410007,442467680200934;10,086921596000000;48,837915494000100
196697;08220319326400359830;08;3;26;074;2022;03;06;7;3;5;3;0;0;1;1;0;0;0;0;460511,756390144990291;5322595,520489379763603;8,470066479000019;48,055417607000003
196698;08220317116010377820;08;1;16;019;2022;03;18;5;3;4;2;1;0;1;1;0;0;0;0;523091,722999999998137;5398715,897999520413578;9,314083688000039;48,741033183000098
196700;08220313212010368430;08;2;12;000;2022;03;02;1;3;0;7;2;0;1;0;0;0;0;0;456882,970283099974040;5427731,670823080465198;8,410493728000059;49,000975853000099
196702;08220221119300317320;08;1;19;067;2022;02;16;2;2;4;6;0;1;1;1;0;0;0;0;539485,221823091967963;5404762,786675750277936;9,537633284000041;48,794605052000101
196704;08220323215102371880;08;2;15;090;2022;03;08;4;2;6;2;0;0;0;1;1;0;0;0;465051,581999999994878;5433995,793999539688230;8,521632486000041;49,057839792999999
196705;08220305118400344750;08;1;18;048;2022;03;20;7;3;4;2;2;0;1;1;0;0;0;0;513197,317882749019191;5415627,706690290011466;9,180049220000059;48,893457638000001
196707;08220308317010346890;08;3;17;096;2022;03;22;3;3;0;7;2;0;1;0;0;0;0;0;421035,996286808978766;5367800,852938869968057;7,931934307000060;48,458385855000103
196708;08220316311010353130;08;3;11;000;2022;03;06;4;3;3;6;0;0;1;1;0;0;0;0;415343,356098401010968;5315515,174714650027454;7,865394129000040;47,987333055000100
196713;08220322436400393740;08;4;36;082;2022;03;11;3;3;6;2;0;0;0;1;1;0;0;0;547748,159098166041076;5294770,201080000028014;9,637690265000060;47,804515819000102
196714;08220219437100403610;08;4;37;100;2022;02;09;7;3;5;3;0;0;1;1;0;0;0;0;537729,001497179036960;5317429,090851699933410;9,505870268000020;48,009042811000000
196715;08220314415400346770;08;4;15;061;2022;03;12;2;3;4;2;0;0;1;1;0;0;0;0;514510,451637909980491;5369711,308747869916260;9,196351562000070;48,480361865000098
196716;08220303212010337790;08;2;12;000;2022;03;15;5;3;5;7;0;0;1;1;0;0;0;0;454792,788180373026989;5428238,216272770427167;8,381861571000060;49,005382732999998
196717;08220226111500309370;08;1;11;000;2022;02;11;7;3;1;5;0;0;1;1;0;0;0;0;513859,057774588000029;5402802,228911110199988;9,188643496000051;48,778067434000000
196718;08220317335000357220;08;3;35;075;2022;03;15;5;2;5;2;0;0;1;1;0;0;0;0;490783,306718226987869;5288799,489694059826434;8,877031386000059;47,752499507000003
196722;08220322116500398670;08;1;16;071;2022;03;17;3;3;2;3;0;0;1;1;0;0;0;0;527829,646000000997446;5392237,205999519675970;9,378088605000070;48,682558038000103
196723;08220217311010285640;08;3;11;000;2022;02;20;5;3;5;2;2;0;1;1;0;0;0;0;414180,875176270026714;5320759,028802559711039;7,848767759000050;48,034348443000098
196724;08220314117200350470;08;1;17;024;2022;03;12;2;3;6;3;0;0;0;1;1;0;0;0;559550,870014828047715;5384690,827010709792376;9,807929484000059;48,612456025000000
196725;08220219311010323910;08;3;11;000;2022;02;16;7;3;2;2;0;0;1;1;0;0;0;0;414408,325773463002406;5317391,499472339637578;7,852490797000030;48,004086870999998
196728;08220304212010346490;08;2;12;000;2022;03;16;6;3;5;3;0;0;1;1;0;0;0;0;453170,855649926990736;5428819,358532899990678;8,359618553000081;49,010489196000002
196731;08220311415400364800;08;4;15;061;2022;03;17;6;2;4;2;0;0;1;1;0;0;0;0;515691,790763430995867;5372313,688354079611599;9,212434793000060;48,503745408000000
196735;08220314225100349880;08;2;25;033;2022;03;17;2;3;0;1;0;0;1;0;0;0;0;0;510363,940703238011338;5461631,272976029664278;9,142574451000030;49,307333444999998
196736;08220303222700328260;08;2;22;000;2022;03;08;5;3;4;2;0;0;1;1;0;0;0;0;462200,230000000970904;5482056,229999549686909;8,478063983000030;49,489966279000001
196738;08220224221400297910;08;2;21;000;2022;02;13;5;3;5;3;0;0;1;1;0;0;0;0;477327,613084612996317;5470823,909115809947252;8,687579731000030;49,389687699000000
196741;08220310415400656521;08;4;15;061;2022;03;07;5;3;0;6;0;0;1;0;1;0;0;0;516430,753557835996617;5370379,745151209644973;9,222362668000070;48,486328098999998
196742;08220310216200361350;08;2;16;007;2022;03;17;5;3;6;4;0;0;0;1;1;0;0;0;435965,860221518028993;5394064,841505220159888;8,129802808000020;48,696333693000000
196743;08220321116100363900;08;1;16;019;2022;03;07;2;3;2;6;0;0;1;1;0;0;0;0;521652,839994349982589;5400388,914688630029559;9,294600865000060;48,756135139000001
196744;08220319221400416060;08;2;21;000;2022;03;14;7;3;4;3;0;0;1;1;0;0;0;0;475383,339584554021712;5470888,203171170316637;8,660784582000080;49,390190516000096
196745;08220317317500354050;08;3;17;096;2022;03;07;5;3;5;2;0;0;1;1;0;0;0;0;421654,879863653972279;5369379,935242029838264;7,940008051000060;48,472666940000103
196746;08220216311100276350;08;3;11;000;2022;02;09;4;3;0;7;0;1;1;0;0;0;0;0;413007,702999986999203;5317632,114999500103295;7,833668145000050;48,006062192000101
196749;08220221221200287010;08;2;21;000;2022;02;09;2;3;5;5;0;1;1;1;0;0;0;0;477626,181750367977656;5473166,092525719664991;8,691561957000030;49,410766354000003
196752;08220318435200382350;08;4;35;059;2022;03;08;6;3;0;3;0;1;1;1;0;0;0;0;512683,287000000011176;5290686,406999490223825;9,169274601000041;47,769418218000098
196754;08220320127100394860;08;1;27;076;2022;03;16;1;3;5;3;0;0;1;1;0;0;0;0;552908,417034019017592;5439352,516279810108244;9,724884508000059;49,104741621000102
196755;08220316226600379950;08;2;26;096;2022;03;15;4;3;0;7;0;0;1;0;0;0;0;0;475835,295123921998311;5488932,157567069865763;8,665910393000051;49,552509049000001
196758;08220312215502342060;08;2;15;106;2022;03;09;7;3;5;3;0;0;1;1;0;0;0;0;467142,952019685006235;5454461,381267510354519;8,548588384000031;49,242044956000001
196759;08220228311400416990;08;3;15;006;2022;02;16;2;3;6;7;0;0;0;1;1;0;0;0;402876,527209119987674;5307748,142978820018470;7,700103450000030;47,915697375000001
196760;08220321435200393640;08;4;35;036;2022;03;13;2;3;5;3;0;0;1;1;0;0;0;0;520464,909826270013582;5282269,747518249787390;9,272733590000030;47,693489107000097
196763;08220303115200343620;08;1;15;004;2022;03;23;5;2;0;7;2;0;1;0;0;0;0;0;487912,342795213975478;5374820,862880939617753;8,836284921000070;48,526380507000098
196765;08220318118100357950;08;1;18;079;2022;03;19;6;3;5;3;2;0;1;1;0;0;0;0;510353,969292045978364;5421260,166292879730463;9,141400889000071;48,944179687000002
196768;08220321222014385470;08;2;22;000;2022;03;15;2;3;5;3;0;0;1;1;0;0;0;0;463224,447030388982967;5484880,586762280203402;8,491942728000030;49,515432828000002
196769;08220218311010415040;08;3;11;000;2022;02;16;6;3;5;3;0;0;1;1;0;0;0;0;413199,433416298008524;5316563,599701640196145;7,836454371000060;47,996476615000098
196770;08220314115100350070;08;1;15;024;2022;03;19;2;3;5;3;2;0;1;1;0;0;0;0;501502,942101186024956;5386113,274977359920740;9,020396699000059;48,628084805000100
196771;08220222335100308170;08;3;35;043;2022;02;20;3;3;6;4;2;0;0;1;1;0;0;0;513547,605489407025743;5279649,007844150066376;9,180466691000049;47,670090702000003
196773;08220305215502330630;08;2;15;107;2022;03;19;7;3;5;3;2;0;1;1;0;0;0;0;462010,924066553998273;5457159,084556990303099;8,477828195000029;49,266013370000103
196774;08220311215502368780;08;2;15;106;2022;03;16;6;3;0;7;0;0;1;0;0;0;0;0;467081,603961758024525;5454735,931036000140011;8,547723019000051;49,244511223000103
196775;08220309212502337340;08;2;12;000;2022;03;21;4;3;6;7;2;0;0;1;1;0;0;0;454385,858434422989376;5428685,027696000412107;8,376247582000079;49,009371891999997
196776;08220320311200387500;08;3;11;000;2022;03;04;1;3;7;1;2;0;1;0;0;0;0;0;413375,214641987986397;5316550,659542090259492;7,838812796000070;47,996384055000100
196777;08220316311010373110;08;3;11;000;2022;03;08;4;3;0;6;0;0;1;1;0;0;0;0;410251,514741606020834;5314231,625860299915075;7,797434361000060;47,975092969999999
196778;08220216212302286860;08;2;12;000;2022;02;09;4;3;0;7;0;1;1;0;0;0;0;0;456370,172099439019803;5428092,172521750442684;8,403444293000060;49,004182577999998
196781;08220221212010290300;08;2;12;000;2022;02;09;2;3;5;3;0;0;1;1;0;0;0;0;455052,978114075027406;5429568,220525099895895;8,385271772000070;49,017365232000003
196783;08220322426200369630;08;4;26;001;2022;03;17;3;3;0;1;0;0;1;0;0;0;0;0;565046,531202369020320;5345204,973290749825537;9,876350369000020;48,256716113000003
196784;08220319111340369220;08;1;11;000;2022;03;20;7;3;0;7;2;0;1;0;0;0;0;0;511780,135454435017891;5406299,397289659827948;9,160446519000059;48,809570468000103
196785;08220221416100300120;08;4;16;036;2022;02;07;2;3;5;3;0;0;1;1;0;0;0;0;495247,997193959017750;5370155,137421259656549;8,935691943000050;48,484504252000100
196788;08220316335300377830;08;3;35;075;2022;03;06;4;3;5;3;1;0;1;1;0;0;0;0;488202,620085593021940;5289812,534908070228994;8,842572635000071;47,761572362999999
196791;08220310216100339290;08;2;16;043;2022;03;15;5;3;5;2;0;0;1;1;0;0;0;0;441390,656734316027723;5412692,563100920058787;8,200860020000050;48,864424878000101
196792;08220321135100381200;08;1;35;020;2022;03;14;2;3;5;3;0;0;1;1;0;0;0;0;586000,262000015005469;5386381,503999520093203;10,167054499000100;48,624586549000099
196794;08220316136100352700;08;1;36;088;2022;03;10;4;3;0;7;0;0;0;0;1;0;1;0;580275,055538984015584;5410025,768525079824030;10,093981073000100;48,838013578000101
196795;08220216316200296860;08;3;16;056;2022;02;07;4;3;0;7;0;1;1;0;0;0;1;0;422880,642377595009748;5327055,245434990152717;7,964315462000060;48,092096867000102
196798;08220221421300287420;08;4;21;000;2022;02;16;2;3;6;2;0;1;0;1;1;0;0;0;571872,719583529978991;5360693,029938980005682;9,970945403000030;48,395299541000000
196800;08220322335000389920;08;3;35;077;2022;03;10;3;2;6;2;0;0;0;1;1;0;0;0;494384,566536255995743;5293917,743575540371239;8,925012958000019;47,798592585999998
196802;08220309111250356850;08;1;11;000;2022;03;12;4;3;6;7;0;0;0;1;1;0;0;0;519843,856674388982356;5401102,417363240383565;9,270023179000081;48,762614020999997
196807;08220322311010381690;08;3;11;000;2022;03;08;3;3;5;1;0;0;1;0;0;0;0;0;414891,029430728987791;5318814,495724000036716;7,858678527000050;48,016951725000098
