OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
78208;08220101212010166290;08;2;15;046;2022;01;15;7;2;0;3;0;1;1;1;0;1;0;0;456900,876712092023809;5413435,813885710202157;8,412250261000050;48,872382428999998
78210;08220116221011209600;08;2;22;000;2022;01;17;1;3;7;1;2;1;1;0;0;0;0;0;463436,867332559020724;5480854,052542760036886;8,495249827000070;49,479229061000098
78213;08220113212010179720;08;2;12;000;2022;01;17;5;3;5;3;2;0;1;1;0;0;0;0;458108,495633756974712;5427628,234427600167692;8,427259181000069;49,000129813000100
78219;08220114435200181990;08;4;35;059;2022;01;08;6;3;0;1;0;1;1;0;0;0;0;0;512878,028999999980442;5290735,607999489642680;9,171875127000019;47,769857042000098
78256;08220104215402184600;08;2;15;009;2022;01;17;3;2;5;3;2;1;1;1;0;0;0;0;470684,293763533991296;5441587,157939950004220;8,598179093000059;49,126419816000102
78303;08220109121200196770;08;1;21;000;2022;01;18;1;2;6;4;2;0;0;1;1;0;0;0;516467,447881239000708;5441976,513726550154388;9,225731875000060;49,130400795000099
78307;08220115231000192870;08;2;37;004;2022;01;16;7;2;6;7;0;2;0;1;1;0;0;0;442509,341348206973635;5376654,632957380264997;8,221130057000041;48,540359545999998
78319;08220118116400204630;08;1;16;033;2022;01;07;3;2;5;2;1;1;1;1;0;0;0;0;533912,007287596003152;5388955,519985619932413;9,460450905000069;48,652735671000102
78337;08220113316200192120;08;3;16;010;2022;01;15;5;3;6;4;0;0;0;1;1;0;0;0;430885,838526955980342;5335839,047105790115893;8,070381572000031;48,172032723000001
78342;08220111436400198510;08;4;36;009;2022;01;13;3;3;6;4;0;0;0;1;1;0;0;0;557129,125434578047134;5307987,008948259986937;9,764712123000040;47,922657870000101
78351;08220113121200203470;08;1;21;000;2022;01;18;5;3;5;3;2;0;1;1;0;0;0;0;516770,398142347985413;5443332,289661929942667;9,229941017000041;49,142588254000003
78382;08220117126100215980;08;1;26;060;2022;01;14;2;3;3;2;0;0;1;1;0;0;0;0;544669,338056070962921;5460506,678828800097108;9,614362923000041;49,295672394000100
78394;08220112121400188300;08;1;25;013;2022;01;10;4;3;6;4;0;0;0;1;1;0;0;0;504798,518999999971129;5435802,821999530307949;9,065703851000020;49,075067586999999
78401;08220104117300173890;08;1;17;026;2022;01;18;3;3;6;2;2;1;0;1;1;0;0;0;547180,820495742023923;5395022,795721120201051;9,641294740000030;48,706453170000003
78440;08220102115300173820;08;1;15;050;2022;01;19;1;3;0;7;2;0;1;0;0;0;0;0;491252,739520773000550;5400631,359531420283020;8,880982035000050;48,758631258000001
78445;08220113212702217060;08;2;15;096;2022;01;19;5;3;0;7;2;1;1;0;0;0;0;0;464805,684751942986622;5417971,895222740247846;8,519654252000070;48,913685674000099
78486;08220112311010194670;08;3;11;000;2022;01;08;4;3;0;1;0;0;1;0;0;0;0;0;413979,501126003975514;5314154,025477600283921;7,847391563000030;47,974906994999998
78493;08220105226600189930;08;2;26;082;2022;01;12;4;2;5;2;0;0;1;1;0;0;0;0;475390,000464948010631;5479899,870839370414615;8,660317130000070;49,471248791999997
78496;08220110119300196070;08;1;19;067;2022;01;12;2;3;6;4;0;1;0;1;1;0;0;0;538788,038662623963319;5406723,872639779932797;9,528326087000041;48,812289968000101
78505;08220109211000190470;08;3;17;116;2022;01;18;1;2;1;7;2;1;1;1;0;0;0;0;433576,786410906002857;5388971,172486419789493;8,098158579000030;48,650266299000101
78515;08220110435100175740;08;4;35;016;2022;01;17;2;3;6;4;2;1;0;1;1;0;0;0;537355,620452334987931;5278837,819985340349376;9,497533797000070;47,661855051000003
78539;08220111335400176270;08;3;35;079;2022;01;11;3;3;5;3;0;0;1;1;0;0;0;0;501375,216662527993321;5299795,198357519693673;9,018382956000041;47,851497788000103
78568;08220110335000176430;08;3;35;043;2022;01;15;2;2;6;4;0;0;0;1;1;0;0;0;508754,754495800996665;5287194,282918260432780;9,116773158000059;47,738062984000102
78576;08220117118010217460;08;1;15;042;2022;01;22;2;2;6;5;2;1;0;0;1;0;1;0;491953,883128935005516;5407793,109869070351124;8,890381741000059;48,823067305999999
78578;08220110311400197130;08;3;15;074;2022;01;06;2;3;6;2;2;1;0;1;1;0;0;0;397249,976426905021071;5296291,526035180315375;7,627543103000050;47,811770262000003
78631;08220109417010172640;08;4;17;031;2022;01;14;1;2;5;3;0;1;1;1;0;0;0;0;498923,164820474979933;5355739,027213159948587;8,985464388000031;48,354826369000101
78637;08220104311010174330;08;3;11;000;2022;01;17;3;2;6;3;2;1;0;1;1;0;0;0;414099,604901008016896;5316800,237818559631705;7,848471094000050;47,998726841000099
78677;08220109222014209560;08;2;21;000;2022;01;19;1;3;6;4;2;0;0;1;1;0;0;0;478093,157534962985665;5473331,207718550227582;8,697990324000051;49,412268531999999
78702;08220112436400194700;08;4;36;032;2022;01;07;4;3;2;6;2;0;1;1;0;0;0;0;537790,437593074981123;5304488,500125120393932;9,505557136000050;47,892613809000103
78715;08220103335300182380;08;3;35;075;2022;01;17;2;2;5;2;1;0;1;1;0;0;0;0;489325,302485951979179;5287837,674588940106332;8,857602439000059;47,743823030999998
78776;08220113127010190220;08;1;27;103;2022;01;06;5;2;6;4;2;0;0;1;1;0;0;1;574742,277276732958853;5437955,701547020114958;10,023723387000100;49,089912926000103
78825;08220104121400182410;08;1;25;038;2022;01;08;3;3;6;4;1;1;0;1;1;0;0;0;502071,865000000980217;5435152,834999529644847;9,028365746000080;49,069235842000097
78842;08220107311010187040;08;3;36;050;2022;01;16;6;3;0;7;2;1;1;1;0;0;0;0;398994,355907591001596;5275817,616893930360675;7,655583693000040;47,627880771000001
78848;08220118119101198590;08;1;19;044;2022;01;08;3;3;0;7;0;0;1;1;0;0;0;0;541769,114878364955075;5425562,832084160298109;9,570855296000049;48,981559434000097
78875;08220114225200208620;08;2;25;014;2022;01;13;6;2;6;6;0;0;0;1;1;0;0;0;526825,300995783996768;5484558,907680099830031;9,370575456000040;49,513061403000101
78879;08220112335300200910;08;3;35;001;2022;01;06;4;3;6;7;2;0;0;0;1;0;0;1;489015,907073626993224;5298682,689624610356987;8,853200646000060;47,841395689000102
78890;08220111119500177660;08;1;19;085;2022;01;12;3;3;5;2;0;0;1;1;0;0;0;0;528655,179840199998580;5413751,668328019790351;9,390803468000060;48,876059494000103
78898;08220105317600182940;08;3;17;039;2022;01;07;4;3;6;4;2;1;0;0;1;0;1;0;441441,132857222983148;5344253,782909730449319;8,211178327000029;48,248792145000003
78914;08220107115100212780;08;1;15;003;2022;01;22;6;2;0;7;2;1;1;0;0;0;0;0;499927,596000000019558;5392392,327999520115554;8,999016294000061;48,684573945000103
78918;08220110111500175220;08;1;11;000;2022;01;15;2;3;5;2;0;0;1;1;0;0;0;0;515966,841070352005772;5405606,671677899546921;9,217442514000030;48,803245336000003
78948;08220110121400174080;08;1;25;013;2022;01;20;2;3;6;2;2;0;0;1;1;0;0;0;504912,105780432990286;5436256,003315280191600;9,067264644000030;49,079143279000000
78977;08220110335100173340;08;3;35;043;2022;01;07;2;3;0;1;0;2;1;0;0;0;0;0;513555,060507262009196;5279443,651505740359426;9,180559625000059;47,668242818000103
78986;08220111311400175100;08;3;15;050;2022;01;08;3;3;5;3;0;0;1;1;0;0;0;0;399412,615606829000171;5303342,083029270172119;7,654782719000020;47,875531382000098
79002;08220106222800185340;08;2;22;000;2022;01;18;5;3;5;3;2;0;1;1;0;0;0;0;463102,450209810980596;5486297,329610110260546;8,490124918000051;49,528168229000102
79007;08220101116400166160;08;1;16;043;2022;01;17;7;3;0;7;2;0;0;0;1;1;0;0;542234,227409320999868;5380014,908572779968381;9,572533077000060;48,571800849000098
79013;08220104416010175670;08;4;16;036;2022;01;16;3;1;6;4;2;1;0;1;1;0;0;0;485950,683751442993525;5371281,934587559662759;8,809835542000030;48,494502274000098
79024;08220104127202182600;08;1;27;014;2022;01;10;3;2;5;3;0;1;1;1;0;0;0;0;577439,830635144957341;5443699,110940770246089;10,061766523000101;49,141234969000003
79034;08220111119100178020;08;1;19;083;2022;01;14;3;3;6;4;0;0;0;1;1;0;0;0;535052,482000002055429;5419755,595999529585242;9,478563301000070;48,929738866000001
79045;08220110117400182920;08;1;17;018;2022;01;06;2;3;6;2;2;0;0;1;1;0;0;0;538188,155435682041571;5395834,366090510040522;9,519144907000049;48,714369294000100
79052;08220114119400184170;08;1;19;090;2022;01;17;6;3;4;2;1;0;1;1;0;0;0;0;530752,426916972035542;5407144,272885940037668;9,418909183000039;48,816521415000103
79053;08220106212010241430;08;2;12;000;2022;01;22;5;3;5;2;2;0;1;1;0;0;0;0;456376,215881682990585;5426765,255257129669189;8,403669433000060;48,992247210000102
79092;08220114118000206120;08;1;15;028;2022;01;12;6;2;6;4;0;0;0;1;1;0;0;0;501216,119287166977301;5405302,037640710361302;9,016560735000040;48,800708768000000
79095;08220117111230214940;08;1;11;000;2022;01;18;2;3;8;7;2;1;1;0;0;0;0;0;515810,023000000976026;5394216,743999520316720;9,214869565000070;48,700786217000001
79107;08220109111330182780;08;1;11;000;2022;01;17;1;3;5;3;1;0;1;1;0;0;0;0;511487,547715019027237;5410698,567773340269923;9,156584725000069;48,849150225000102
79118;08220113235100181530;08;2;35;035;2022;01;13;5;3;6;4;0;0;0;1;1;0;0;0;469426,709826668025926;5405546,743116419762373;8,583649947000030;48,802159394000100
79123;08220111222014174920;08;2;22;000;2022;01;07;3;2;6;4;2;0;0;1;1;0;0;0;465165,387026469979901;5482061,958810130134225;8,519004531000061;49,490195281000098
79125;08220115226400245400;08;2;26;084;2022;01;11;7;3;6;4;0;0;0;1;1;0;0;0;468152,974000002024695;5469473,318999540060759;8,561266830000021;49,377128747000000
79130;08220104231000232950;08;2;31;000;2022;01;22;3;2;5;2;2;1;1;1;0;0;0;0;478320,364909917989280;5414972,987370669841766;8,704263709000029;48,887329264000101
79150;08220117316100186830;08;3;16;011;2022;01;07;2;3;5;3;1;0;1;1;0;0;0;0;416111,021684168023057;5328713,760748020373285;7,873093408000050;48,106160443000100
79153;08220101416010165880;08;4;16;009;2022;01;13;7;2;4;2;0;1;1;1;0;0;0;0;506987,272825099993497;5383095,899963590316474;9,094774656000030;48,600902640000101
79163;08220111436000181920;08;4;36;082;2022;01;06;3;3;6;2;2;1;0;1;1;0;0;0;548176,857183301006444;5295588,433047260157764;9,643506209000069;47,811845440000099
79174;08220108118400221890;08;1;18;048;2022;01;14;7;3;5;3;0;0;1;1;0;0;0;0;512727,094536871998571;5417129,534071950241923;9,173680862000030;48,906977511000001
79190;08220113231102232300;08;2;36;046;2022;01;06;5;3;0;1;2;1;1;0;0;0;0;0;482870,417903484019917;5417912,911405690014362;8,766207975000039;48,913918400999997
79192;08220107337100170680;08;3;37;096;2022;01;07;6;3;4;1;2;0;1;0;0;0;0;0;421791,100395845016465;5267942,534580240026116;7,960360627000060;47,560188321000098
79197;08220107118400185530;08;1;18;048;2022;01;09;6;2;0;7;0;0;1;0;0;0;0;0;513189,142761840019375;5415302,136251489631832;9,179927179000060;48,890529064000098
79199;08220118118400190860;08;1;18;048;2022;01;07;3;3;0;6;2;0;1;0;0;0;0;0;514211,604161438997835;5416348,943440239876509;9,193912004000030;48,899923252000100
79228;08220118121600220580;08;1;25;021;2022;01;15;3;3;6;6;0;0;0;1;1;0;0;0;523355,140275323006790;5447612,574898890219629;9,320472308000030;49,180875285000099
79231;08220102222014175250;08;2;21;000;2022;01;15;1;2;6;4;0;0;0;0;1;1;0;0;477691,369052640977316;5473102,047383449971676;8,692464193000029;49,410192671000097
79247;08220113212010187030;08;2;15;046;2022;01;16;5;3;6;4;1;0;0;0;1;1;0;0;451254,592927581979893;5414186,497331059537828;8,335166601000029;48,878716811000103
79271;08220112235100177580;08;2;35;085;2022;01;13;4;2;2;6;0;1;1;1;0;0;0;0;483406,722495065012481;5395959,224262920208275;8,774415472000040;48,716441232000101
79309;08220112226200180290;08;2;26;037;2022;01;16;4;3;5;3;0;0;1;1;0;0;0;0;465259,842651952989399;5468322,877073359675705;8,521512128000040;49,366622725000099
79345;08220110231302209400;08;2;31;000;2022;01;18;2;2;6;2;2;0;0;1;1;0;0;0;481492,850967686972581;5417676,433871489949524;8,747417248000030;48,911751483000003
79373;08220111116100194890;08;1;16;019;2022;01;19;3;3;6;7;2;0;0;0;1;0;0;1;522791,143906818004325;5398510,654185730032623;9,309984049000040;48,739197902000100
79385;08220110222300174820;08;2;21;000;2022;01;08;2;3;6;7;0;0;0;1;1;0;0;0;482363,761874117015395;5474160,544405779801309;8,756827777000071;49,419867098000097
79407;08220212436000263120;08;4;36;009;2022;02;19;7;2;2;6;2;0;1;1;0;0;0;0;560909,847290168981999;5306744,946291510015726;9,815138973000050;47,911135649000101
79416;08220121136010205590;08;1;36;065;2022;01;13;6;2;5;3;0;0;1;1;0;0;0;0;557842,859604806057177;5405466,946613269858062;9,787670449000069;48,799502212999997
79421;08220124436200222080;08;4;35;016;2022;01;18;2;3;6;4;2;0;0;1;1;0;0;0;535716,950621376046911;5277734,341032369993627;9,475619224000070;47,652019155000097
79423;08220218225100317160;08;2;25;058;2022;02;10;6;2;6;4;0;0;0;1;1;0;0;0;510409,613937693007756;5466631,581145030446351;9,143333286000029;49,352310800000097
79443;08220219316100314850;08;3;16;043;2022;02;17;7;3;2;6;1;0;1;1;0;0;0;0;411584,355695264006499;5331218,355033730156720;7,811779077000040;48,128077132999998
79444;08220205121200250360;08;1;21;000;2022;02;11;7;3;6;4;0;0;0;1;1;0;0;0;516169,810671214014292;5443736,461285170167685;9,221722573000021;49,146240013000103
79448;08220222426010311690;08;4;21;000;2022;02;07;3;3;6;2;1;1;0;0;1;0;0;1;569328,596341156051494;5362792,854116629809141;9,936928004000039;48,414473070000000
79450;08220228311010311630;08;3;11;000;2022;02;19;2;3;5;3;2;0;1;1;0;0;0;0;412859,389074910024647;5318094,430603410117328;7,831586143000040;48,010200656000102
79451;08220207436300262390;08;4;36;081;2022;02;08;2;2;6;4;0;1;0;1;1;0;0;0;561645,485000003944151;5285394,351999489590526;9,821945614000070;47,718983702000102
79454;08220224317200315820;08;3;17;057;2022;02;19;5;3;6;2;1;0;0;1;1;0;0;0;414344,662999987020157;5379158,545999520458281;7,839114657000040;48,559667669000099
79458;08220118311100220190;08;3;15;132;2022;01;16;3;3;4;6;0;0;1;1;0;0;0;0;409037,696817944000941;5323876,825445219874382;7,779126929000030;48,061681252000000
79466;08220207311010277800;08;3;11;000;2022;02;08;2;3;0;7;0;1;1;0;0;0;0;0;412920,897999985027127;5317684,047999500297010;7,832494030000020;48,006517524000103
79470;08220211311010324940;08;3;11;000;2022;02;07;6;3;5;3;2;0;1;0;0;0;0;0;414483,924274197022896;5316957,163868780247867;7,853590700000040;48,000189976000101
79473;08220217212010277110;08;2;12;000;2022;02;18;5;3;5;2;2;0;1;1;0;0;0;0;461447,048637252999470;5424652,335085540078580;8,473184058000070;48,973578378000099
79483;08220223335400309000;08;3;35;098;2022;02;16;4;3;5;2;0;0;1;0;0;0;1;0;504086,178622318024281;5296623,783388189971447;9,054591291000071;47,822951652000000
79486;08220224436100313800;08;4;36;055;2022;02;11;5;3;6;4;0;0;0;1;1;0;0;0;576561,716581851011142;5297673,111174290068448;10,022964966000099;47,827848103000100
79496;08220120212302223180;08;2;12;000;2022;01;13;5;3;0;7;0;0;1;0;0;0;0;0;455214,169338013976812;5428896,149877489544451;8,387550375000050;49,011331626000100
79497;08220220426010297350;08;4;21;000;2022;02;21;1;3;6;6;2;0;0;1;1;0;0;0;573197,859666147967800;5356677,809515959583223;9,988145016000029;48,359029165000003
79500;08220211311010417450;08;3;11;000;2022;02;11;6;3;0;3;0;0;1;0;0;0;0;1;410414,257338982017245;5316464,259324559941888;7,799148696000030;47,995198835000103
79503;08220126215502216640;08;2;15;066;2022;01;12;4;3;5;3;0;1;1;1;0;0;0;0;457562,714000001025852;5453517,267999540083110;8,417075106000031;49,232963615000102
79508;08220202435100246620;08;4;35;016;2022;02;18;4;3;5;3;2;1;1;1;0;0;0;0;536206,140604860032909;5277908,035674659535289;9,482147595000070;47,653554769000003
79510;08220119226600196970;08;2;26;096;2022;01;15;4;3;5;3;0;0;1;1;0;0;0;0;475684,976206929015461;5490593,341412980109453;8,663729606000061;49,567444690000102
79514;08220210119300305640;08;1;19;061;2022;02;12;5;3;5;3;0;0;1;0;0;0;1;0;538626,957440410973504;5413522,868194989860058;9,526773161000049;48,873460250000100
79516;08220216117010296840;08;1;17;006;2022;02;19;4;2;6;4;2;0;0;1;1;0;0;0;551445,326107801054604;5381685,623172899708152;9,697598007000069;48,586141411000000
79517;08220208118100267570;08;1;18;071;2022;02;18;3;3;2;6;2;0;1;1;0;0;0;0;509457,806790895992890;5418633,802424839697778;9,129101383000030;48,920568059000097
79518;08220128221011230980;08;2;26;041;2022;01;06;6;2;6;2;2;1;0;1;1;0;0;0;477625,592999999993481;5465843,856999550014734;8,691965747000040;49,344903595000098
79521;08220201317500245680;08;3;17;096;2022;02;15;3;3;5;3;0;0;1;1;0;0;0;0;422611,292494690977037;5368651,278599579818547;7,953080680000030;48,466231150000098
79523;08220125311400232440;08;3;15;076;2022;01;06;3;2;5;3;2;0;1;1;0;0;0;0;392444,418693683983292;5296117,287152149714530;7,563417726000070;47,809417779999997
79533;08220120317000195990;08;3;17;096;2022;01;16;5;3;0;1;1;1;1;0;0;0;0;0;421817,144999990996439;5368851,509999509900808;7,942301869000060;48,467933997000003
79537;08220211118100265500;08;1;18;079;2022;02;13;6;3;5;3;0;0;1;1;0;0;0;0;509928,779319393972401;5423052,152249669656157;9,135637913000039;48,960306766000002
79538;08220124327200324480;08;3;27;017;2022;01;18;2;2;6;4;2;0;0;1;1;0;0;0;477638,748593937023543;5330166,072127549909055;8,699510221000031;48,124359449000103
79548;08220221116100315890;08;1;16;014;2022;02;18;2;3;5;3;2;1;1;1;0;0;0;0;527301,657990713021718;5395884,521722439676523;9,371156756000060;48,715392243000103
79553;08220223316100313300;08;3;16;011;2022;02;08;4;3;5;4;0;1;0;1;1;0;0;0;416149,214977371972054;5328731,893654730170965;7,873602803000040;48,106328583000000
79556;08220207335000319850;08;3;35;079;2022;02;14;2;2;5;3;0;0;1;1;0;0;0;0;507642,938928601972293;5300314,141273570246994;9,102174674000031;47,856122943000102
79564;08220209416010257620;08;4;16;022;2022;02;16;4;2;0;1;0;1;1;0;0;0;0;0;510199,427136122016236;5375392,782201159745455;9,138154994000050;48,531559209000100
79567;08220228222014317760;08;2;22;000;2022;02;18;2;3;5;3;2;0;1;1;0;0;0;0;462939,347000000998378;5482899,284999550320208;8,488190152000071;49,497594718000101
79572;08220201121200247480;08;1;21;000;2022;02;16;3;3;2;6;1;1;1;1;0;0;0;0;512576,191771124023944;5445090,882777810096741;9,172488959000081;49,158507596000000
79579;08220119121400220030;08;1;25;038;2022;01;06;4;3;5;2;2;0;1;0;0;0;0;1;499895,267999999981839;5434476,866999539546669;8,998566297000020;49,063158639000100
79580;08220219336091291960;08;3;36;091;2022;02;02;7;2;0;1;2;1;1;0;0;0;0;0;395116,047392896027304;5271834,351899130269885;7,604931040000050;47,591434305000099
79581;08220204436000250950;08;4;35;034;2022;02;07;6;2;5;3;2;0;1;1;0;0;0;0;529558,670370840001851;5285200,671258719637990;9,394121373000081;47,719507870000001
79583;08220209311100294000;08;3;15;013;2022;02;13;4;2;5;3;0;0;1;1;0;0;0;0;404080,885123808984645;5325324,460840710438788;7,712289984000050;48,073976378000097
79589;08220223111500312320;08;1;11;000;2022;02;18;4;3;5;3;2;0;1;1;0;0;0;0;507872,470529565005563;5397435,845915669575334;9,107054249000040;48,729896090000103
79592;08220212121500279610;08;1;25;039;2022;02;15;7;3;6;4;0;0;0;1;1;0;0;0;511614,269000001018867;5459056,892999540083110;9,159700043000040;49,284154092999998
79600;08220203317010261030;08;3;17;026;2022;02;07;5;2;5;3;1;1;1;1;0;0;0;0;411402,806590525025968;5346826,113112960010767;7,806081806000070;48,268442497000102
79601;08220207118400253360;08;1;18;048;2022;02;09;2;3;5;3;0;0;1;1;0;0;0;0;511917,320000000996515;5418086,407999530434608;9,162658225000030;48,915601393000003
79604;08220206317010252130;08;3;17;096;2022;02;13;1;2;5;3;0;1;1;1;0;0;0;0;422965,475959950999822;5368378,990022310055792;7,957921415000040;48,463825405000101
79611;08220208317500278510;08;3;17;096;2022;02;07;3;3;5;3;0;0;1;1;0;0;0;0;421753,341725747974124;5368817,072158009745181;7,941445301000040;48,467616297000099
79616;08220120128300196730;08;1;28;131;2022;01;07;5;3;6;4;0;1;0;1;1;0;0;0;536925,576742712990381;5512255,131733859889209;9,512708360000030;49,761637451000098
79626;08220121426100212880;08;4;26;120;2022;01;06;6;3;4;6;1;1;1;1;0;0;0;0;562137,987160371965729;5323215,731659259647131;9,833956642000031;48,059193268000101
79635;08220223127100290750;08;1;27;025;2022;02;08;4;3;6;7;0;0;0;0;1;0;0;1;556258,161121606011875;5427645,619098770432174;9,769148050000069;48,999144049999998
79637;08220228325000316770;08;3;26;027;2022;02;09;2;3;0;7;0;0;0;0;1;0;1;0;463094,989950331975706;5307635,406724549829960;8,506018241000049;47,920978064000103
79641;08220224119100303570;08;1;19;008;2022;02;11;5;3;0;7;0;0;1;0;0;0;0;0;532488,854999999981374;5418792,363999529741704;9,443487109000049;48,921214056000103
79653;08220206337010269690;08;3;37;126;2022;02;18;1;2;6;4;2;1;0;1;1;0;0;0;445818,805564848007634;5275865,405933000147343;8,278752719000069;47,633921608999998
79656;08220124121200231860;08;1;21;000;2022;01;19;2;2;6;2;2;1;0;1;1;0;0;0;516067,263000001024920;5442274,431999529711902;9,220258150000060;49,133091267000097
79659;08220214119100294150;08;1;19;008;2022;02;13;2;1;0;1;0;0;1;0;0;0;0;0;532129,818683283054270;5421587,858413689769804;9,438806598000040;48,946379544000102
79660;08220208426010257800;08;4;26;087;2022;02;16;3;2;3;6;0;0;1;1;0;0;0;0;571339,338857415947132;5324156,325348700396717;9,957588601000049;48,066692086000003
79663;08220218317000321990;08;3;17;096;2022;02;14;6;2;5;3;0;0;1;1;0;0;0;0;423136,205172851972748;5368185,611340680159628;7,960266076000040;48,462106855000101
79668;08220203435100248610;08;4;35;016;2022;02;15;5;3;8;1;0;0;1;0;0;0;0;0;531700,004523277049884;5280096,715425450354815;9,422301170000029;47,673483828000002
79671;08220205316200256190;08;3;16;009;2022;02;09;7;3;0;1;0;0;1;0;0;0;0;0;415883,618999987025745;5323602,683999500237405;7,871045855000030;48,060154750999999
79673;08220211116500317290;08;1;16;049;2022;02;15;6;3;5;3;0;0;1;1;0;0;0;0;524328,971687412005849;5385675,486513780429959;9,330144330000049;48,623675004000098
79681;08220226211000318090;08;2;16;007;2022;02;07;7;2;0;1;0;1;1;0;0;0;0;0;436517,054059413028881;5394257,204396939836442;8,137262842000039;48,698120340000102
79691;08220126118400213050;08;1;18;048;2022;01;08;4;3;5;2;0;0;1;1;0;0;0;0;514207,991418922028970;5416212,723778059706092;9,193857971000060;48,898697941000101
79700;08220219325069312860;08;3;25;012;2022;02;09;7;2;6;4;0;0;0;1;1;0;0;0;463842,256134106020909;5356294,504149699583650;8,511887755000030;48,358789183000098
79702;08220128421300230770;08;4;25;028;2022;01;14;6;2;2;6;0;0;1;0;0;0;0;0;579354,682539709960110;5341214,293037660419941;10,068339932000100;48,219188433000099
79719;08220120222600235960;08;2;22;000;2022;01;15;5;3;5;3;0;1;1;1;0;0;0;0;462762,759267868008465;5482643,526549910195172;8,485775671000059;49,495283490000098
79720;08220221118000306500;08;1;15;045;2022;02;13;2;2;6;4;0;0;0;1;1;0;0;0;500349,133597964013461;5394231,956927049905062;9,004745007000050;48,701123334000002
79721;08220205437200251260;08;4;37;078;2022;02;14;7;3;6;4;0;0;0;0;1;0;0;1;507302,466570110991597;5318003,891719760373235;9,097923129000041;48,015286459999999
79724;08220124119300222790;08;1;19;086;2022;01;12;2;3;6;4;0;0;0;1;1;0;0;0;535193,097589810029604;5405234,391974329948425;9,479234124000071;48,799105202000099
79727;08220217116300299300;08;1;16;077;2022;02;22;5;2;8;1;2;0;1;0;0;0;0;0;515630,329000001016539;5390781,837999519892037;9,212297493000049;48,669890166000101
79729;08220127311010231500;08;3;11;000;2022;01;11;5;3;9;6;0;0;1;1;0;0;0;0;413070,203465265978593;5315389,239000489935279;7,834960264000070;47,985895284999998
79737;08220210415400264610;08;4;15;060;2022;02;04;5;3;5;3;2;0;1;1;0;0;0;0;515461,866000001027714;5378780,594999520108104;9,209562050000050;48,561929272999997
79744;08220202121600265220;08;1;25;110;2022;02;18;4;3;5;3;2;0;1;1;0;0;0;0;526275,368000000948086;5442899,777999539859593;9,360234430000050;49,138364648000000
79750;08220226128200302080;08;1;28;139;2022;02;19;7;3;7;7;2;0;1;0;0;0;0;0;544146,121025232947432;5488989,837817289866507;9,610336761000040;49,551900627000101
79753;08220119335100232060;08;3;35;043;2022;01;06;4;3;5;3;2;0;1;1;0;0;0;0;513386,710000001010485;5280333,088999490253627;9,178344395000069;47,676249181000102
79757;08220210335300260860;08;3;35;077;2022;02;11;5;3;6;2;0;0;0;1;1;0;0;0;494121,949000001011882;5293805,644999490119517;8,921507554000071;47,797581635000000
79758;08220223317100313480;08;3;17;001;2022;02;17;4;3;5;3;0;0;1;1;0;0;0;0;431206,921999996004160;5389489,443999519571662;8,065900716000041;48,654671739000001
79776;08220207221200288670;08;2;21;000;2022;02;17;2;3;3;2;1;0;1;1;0;0;0;0;476395,458144049975090;5471821,573119530454278;8,674675802000021;49,398626120000102
79797;08220126136300227820;08;1;36;027;2022;01;16;4;3;6;4;0;1;0;0;1;1;0;0;554433,644513229955919;5420398,698745690286160;9,743236477000041;48,934122234000000
79799;08220208316100283820;08;3;16;011;2022;02;20;3;3;7;1;2;0;1;0;0;0;0;0;416302,721853199996985;5329596,406346510164440;7,875494839000050;48,114125307000101
79813;08220122119100204510;08;1;19;008;2022;01;13;7;3;6;2;0;1;0;1;1;0;0;0;532605,104308433947153;5420664,867215340025723;9,445223652000040;48,938051962000003
79819;08220219119200283600;08;1;19;020;2022;02;18;7;2;6;4;2;0;0;1;1;0;0;0;519327,881549732992426;5408928,474944380111992;9,263370482000029;48,833032208000098
79823;08220215121200281150;08;1;21;000;2022;02;07;3;3;5;3;1;0;1;1;0;0;0;0;516760,323298470990267;5443105,250938880257308;9,229793438000060;49,140546241999999
79825;08220203212702265800;08;2;15;046;2022;02;14;5;3;5;3;0;0;0;1;1;1;0;0;451229,161999997973908;5414341,681999529711902;8,334801264000021;48,880110727000002
79832;08220124121300222780;08;1;21;000;2022;01;17;2;3;5;3;2;0;1;1;0;0;0;0;512597,402964190987404;5445390,716995500028133;9,172789263000031;49,161204267000102
79839;08220204121400255290;08;1;25;074;2022;02;05;6;3;3;6;2;1;1;1;0;0;0;0;509244,931421244982630;5439742,228154189884663;9,126676486000060;49,110453603000103
79847;08220222121300303370;08;1;21;000;2022;02;15;3;3;5;3;0;0;1;1;0;0;0;0;514925,657999999995809;5446269,661999540403485;9,204756615000059;49,169058442000100
79863;08220126127010228270;08;1;27;014;2022;01;15;4;2;6;7;0;1;0;1;1;0;0;0;577726,052461834973656;5437874,820895439945161;10,064568487000001;49,088815852000003
79867;08220225119010318830;08;1;19;008;2022;02;20;6;1;6;4;2;0;0;1;1;0;0;0;530904,769776948029175;5421390,175832649692893;9,422061224000061;48,944663730000102
