UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
08250826326100370100;08;3;26;012;2025;08;10;3;3;0;1;0;0;1;0;0;0;0;0;461476,054999999701977;5311621,051500000059605;8,483992624000052;47,956741332000036;1
08250906221011477460;08;2;21;000;2025;09;21;7;2;3;2;2;0;1;1;0;0;0;0;477174,201600000262260;5474806,369100000709295;8,685236862000068;49,425503569000057;1
08250909435100422010;08;4;35;016;2025;09;06;3;3;5;3;0;0;1;1;0;0;0;0;536910,565000000409782;5278829,756999999284744;9,491605717000027;47,661808056000041;1
08250830435200403110;08;4;35;005;2025;08;16;7;3;0;1;0;0;1;0;0;0;0;0;524623,580799999646842;5285867,390100000426173;9,328358138000056;47,725713777000067;1
08250829436400397140;08;4;36;083;2025;08;20;6;2;6;6;2;1;1;0;1;0;0;0;531810,277800000272691;5300572,039999999105930;9,425269153000045;47,857701237000072;1
08250903116100430490;08;1;16;007;2025;09;16;4;3;5;3;0;0;1;0;0;1;0;0;532795,511500000022352;5400564,481699999421835;9,446214105000024;48,757227245000081;1
08250902222600412510;08;2;22;000;2025;09;15;3;3;5;3;0;0;1;1;0;0;0;0;463587,889299999922514;5483460,030400000512600;8,497094509000021;49,502677611000081;1
08250827335200372400;08;3;35;079;2025;08;15;4;3;9;7;0;0;1;0;0;0;0;0;504695,558899999596179;5300448,592100000008941;9,062774099000023;47,857360955000047;1
08250910317000428050;08;3;17;141;2025;09;16;4;3;1;5;0;0;1;1;0;0;0;0;419949,768500000238419;5377032,695399999618530;7,915474618000076;48,541287066000052;1
08250825311010367360;08;3;11;000;2025;08;21;2;2;0;7;2;0;1;0;0;0;0;0;414606,183000000193715;5318483,572000000625849;7,854925411000067;48,013936937000040;1
08250916337100468790;08;3;37;066;2025;09;21;3;3;0;7;2;0;1;0;0;0;0;0;430268,837100000120699;5270310,109600000083447;8,072663997000063;47,582454724000058;1
08250912116010444030;08;1;16;079;2025;09;16;6;2;3;6;0;0;1;0;0;0;0;0;539117,214100000448525;5377362,834200000390410;9,530031053000073;48,548145338000040;1
08250830215202383260;08;2;15;100;2025;08;18;7;3;2;2;0;0;1;1;0;0;0;0;474758,450400000438094;5452266,921000000089407;8,653350915000033;49,222667033000050;1
08250911311010427070;08;3;15;073;2025;09;15;5;3;1;6;0;0;1;1;0;0;0;0;412537,692300000227988;5313675,053200000897050;7,828174079000064;47,970403007000073;1
08250903127202432860;08;1;27;008;2025;09;18;4;2;6;4;0;0;0;1;1;0;0;0;570539,077999999746680;5460841,880999999120831;9,970179649000045;49,296248034000030;1
08250910326400433970;08;3;26;074;2025;09;23;4;2;4;6;2;1;1;0;0;0;0;0;461783,611299999989569;5319943,775200000032783;8,487370866000049;48,031637948000025;1
08250915115200498760;08;1;15;021;2025;09;14;2;3;5;3;0;0;1;1;0;0;0;0;489756,485700000077486;5382659,921099999919534;8,861068887000044;48,596935662000078;1
08250827416200374790;08;4;16;041;2025;08;16;4;3;0;1;0;1;1;0;0;0;0;0;504639,757100000046194;5371827,771400000900030;9,062807638000038;48,499552789000063;1
08250829311010387180;08;3;11;000;2025;08;14;6;3;5;3;0;0;1;1;0;0;0;0;411628,396300000138581;5319282,096799999475479;7,814839331000030;48,020714948000034;1
08250907317500417890;08;3;17;096;2025;09;15;1;3;8;1;0;0;1;0;0;0;0;0;423232,530600000172853;5368085,720399999991059;7,961587173000055;48,461220100000048;1
08250903119100413560;08;1;19;083;2025;09;08;4;3;5;2;0;0;1;1;0;0;0;0;536686,578300000168383;5419018,262399999424815;9,500806030000035;48,923011543000030;1
08250825222700398720;08;2;22;000;2025;08;13;2;3;3;7;0;0;1;0;1;0;0;0;462447,354899999685585;5482134,479199999943376;8,481468680000035;49,490685434000056;1
08250830225200398280;08;2;25;014;2025;08;10;7;3;4;2;0;0;1;1;0;0;0;0;523060,122000000439584;5485570,987999999895692;9,318621817000064;49,522319631000073;1
08250829116500389750;08;1;16;049;2025;08;11;6;3;6;7;0;0;1;0;1;0;0;0;525162,931499999947846;5385884,875099999830127;9,341473672000063;48,625525678000031;1
08250917111500473140;08;1;11;000;2025;09;18;4;3;5;3;0;0;1;1;0;0;0;0;517945,501799999736249;5404209,869200000539422;9,244327396000074;48,790625928000054;1
08250829417010378290;08;4;17;002;2025;08;19;6;2;5;2;0;1;1;1;0;0;0;0;488095,397900000214577;5342782,419900000095367;8,839671962000068;48,238148532000025;1
08250917435100442470;08;4;35;016;2025;09;10;4;3;0;1;0;0;1;0;0;0;0;0;536139,448800000362098;5278509,251599999144673;9,481309220000071;47,658967884000049;1
08250830335100400890;08;3;35;043;2025;08;12;7;3;8;1;0;0;1;0;0;0;0;0;508899,546500000171363;5287311,487999999895692;9,118706824000071;47,739115565000077;1
08250913435100431640;08;4;35;016;2025;09;12;7;3;0;1;0;0;1;0;0;0;0;0;531464,405600000172853;5281078,342499999329448;9,419233401000042;47,682327481000073;1
08250830117300397930;08;1;17;038;2025;08;20;7;3;5;3;1;0;1;1;0;0;0;0;547277,634399999864399;5397775,427100000903010;9,642926065000040;48,731207109000081;1
08250918335100446310;08;3;35;043;2025;09;16;5;3;0;1;0;0;1;0;0;0;0;0;513535,377999999560416;5279435,218000000342727;9,180297185000029;47,668167349000043;1
08250913317500430500;08;3;17;096;2025;09;13;7;3;0;1;0;0;1;0;0;0;0;0;422724,503800000064075;5368578,204900000244379;7,954625444000044;48,465587775000074;1
08250906226600477380;08;2;26;096;2025;09;11;7;3;4;6;0;0;1;0;0;0;0;0;475460,584900000132620;5487680,015799999237061;8,660807908000038;49,541231459000073;1
08250914136000431150;08;1;36;028;2025;09;02;1;3;0;7;2;1;1;0;0;0;0;0;566853,645399999804795;5405134,189999999478459;9,910304838000059;48,795605408000029;1
08250912317000478090;08;3;17;005;2025;09;00;6;3;8;7;2;0;1;0;0;0;0;0;424809,453999999910593;5376385,424900000914931;7,981419562000042;48,536066258000062;1
08250906119400423690;08;1;19;041;2025;09;23;7;3;3;6;2;1;1;0;0;0;0;1;526082,429899999871850;5411441,911699999123812;9,355569440000068;48,855395300000055;1
08250906326300477370;08;3;26;052;2025;09;16;7;3;0;1;0;0;1;0;0;0;0;0;450801,323300000280142;5330317,860799999907613;8,338870347000068;48,124216335000028;1
08250825127100389480;08;1;27;076;2025;08;20;2;3;5;3;1;0;1;0;0;0;0;0;556112,776999999769032;5439927,929999999701977;9,768862557000034;49,109633257000041;1
08250827436000404080;08;4;36;009;2025;08;07;4;2;6;3;0;1;0;1;1;0;0;0;556575,726900000125170;5308381,170499999076128;9,757356946000073;47,926253037000038;1
08250826212102426150;08;2;12;000;2025;08;17;3;3;5;3;0;0;1;0;0;0;0;1;458839,606499999761581;5428177,405500000342727;8,437198760000058;49,005118888000027;1
08250826436100489260;08;4;36;055;2025;08;11;3;3;0;7;0;0;1;0;0;0;0;0;583250,486999999731779;5289878,984999999403954;10,110823624000034;47,756902484000079;1
08250912416010460890;08;4;16;041;2025;09;16;6;1;5;3;0;0;1;0;0;1;0;0;506937,206000000238419;5377147,129000000655651;9,093996301000061;48,547386433000042;1
08250918436000468550;08;4;36;049;2025;09;06;5;3;5;2;0;0;1;1;0;0;0;0;578707,653300000354648;5283639,247600000351667;10,049090736000039;47,701339792000056;1
08250906316200426620;08;3;16;055;2025;09;12;7;3;0;7;0;0;1;0;0;0;0;0;428946,694500000216067;5334184,326300000771880;8,044579379000027;48,156933517000027;1
08250829335300381410;08;3;35;022;2025;08;16;6;3;0;1;0;0;1;0;0;0;0;0;482695,941899999976158;5299986,607300000265241;8,768684489000066;47,852988430000039;1
08250918119200463330;08;1;19;020;2025;09;16;5;3;5;3;0;0;1;1;0;0;0;0;519000,655700000002980;5407198,047199999913573;9,258831425000039;48,817475728000034;1
08250919121400482100;08;1;25;013;2025;09;16;6;3;5;2;0;0;1;1;0;0;0;0;504454,994800000451505;5435761,516100000590086;9,060999684000024;49,074698602000069;1
08250825126200366400;08;1;26;058;2025;08;11;2;3;1;5;0;0;1;1;0;0;0;0;543073,840099999681115;5449278,081800000742078;9,591213282000069;49,194788524000046;1
08250904119500434590;08;1;19;041;2025;09;13;5;3;5;3;0;1;1;1;0;0;0;0;526739,796000000089407;5412040,942999999970198;9,364569945000028;48,860755995000034;1
08250915111500461710;08;1;11;000;2025;09;11;2;2;5;3;0;0;1;1;0;0;0;0;513213,188599999994040;5406194,089999999850988;9,179961348000063;48,808594318000075;1
08250909335100443650;08;3;35;043;2025;09;12;3;3;5;2;0;0;1;0;0;1;0;0;513389,020999999716878;5280331,832900000736117;9,178375144000029;47,676237831000037;1
08250825121600366910;08;1;25;027;2025;08;23;2;3;0;1;2;0;1;0;0;0;0;0;519298,470399999991059;5445935,958799999207258;9,264728143000070;49,165934754000034;1
08250903415100413630;08;4;15;062;2025;09;19;4;3;0;2;0;0;1;1;0;0;0;0;518976,091799999587238;5378683,119100000709295;9,257187130000034;48,560955821000050;1
08250917226600476440;08;2;26;082;2025;09;15;4;3;6;4;0;0;0;1;1;0;0;0;481191,912700000219047;5481481,155200000852346;8,740322619000040;49,485679535000031;1
08250914316100476660;08;3;16;002;2025;09;03;1;2;2;6;2;1;1;1;0;0;0;0;406136,271399999968708;5332096,710999999195337;7,738386415000036;48,135197576000053;1
08250827225100394820;08;2;25;058;2025;08;16;4;3;0;4;0;0;0;0;1;1;0;0;510452,607800000347197;5466656,644600000232458;9,143925938000052;49,352535511000042;1
08250903117200414740;08;1;17;006;2025;09;17;4;2;0;7;0;0;1;0;0;0;0;0;551635,196200000122190;5381786,445800000801682;9,700184972000045;48,587032745000045;1
08250831435100384500;08;4;35;024;2025;08;13;1;3;0;1;0;0;1;0;0;0;0;0;528462,781499999575317;5279357,407700000330806;9,379128378000075;47,666982517000065;1
08250906326200477300;08;3;26;074;2025;09;11;7;2;5;3;0;0;1;1;0;0;0;0;465407,812300000339746;5324192,887900000438094;8,535640079000075;48,070073040000068;1
08250826311010394480;08;3;11;000;2025;08;17;3;3;5;3;0;0;1;1;0;0;0;0;418270,237200000323355;5315388,649000000208616;7,904638016000035;47,986575621000043;1
08250918317100446300;08;3;17;096;2025;09;17;5;3;5;3;0;0;1;1;0;0;0;0;420784,705900000408292;5374978,385999999940395;7,927174797000021;48,522915016000070;1
08250917212010478870;08;2;15;089;2025;09;19;4;2;3;2;0;0;1;0;0;1;0;0;472717,922000000253320;5428361,992000000551343;8,626944399000024;49,007548858000064;1
08250827216100371810;08;2;16;043;2025;08;12;4;3;0;1;0;0;1;0;0;0;0;0;442427,728099999949336;5412415,042400000616908;8,215038159000073;48,862025715000073;1
08250903119300413680;08;1;19;067;2025;09;16;4;3;8;7;0;0;1;0;0;0;0;0;539046,990500000305474;5406337,516200000420213;9,531816315000071;48,808798270000068;1
08250904436000421200;08;4;35;016;2025;09;12;5;3;0;7;0;0;1;1;0;0;0;0;530683,524899999611080;5279712,269899999722838;9,408733181000059;47,670073828000056;1
08250916335400463080;08;3;35;098;2025;09;18;3;3;0;1;0;0;1;0;0;0;0;0;499548,253499999642372;5294398,514699999243021;8,993966991000036;47,802942659000053;1
08250825121500386860;08;1;25;079;2025;08;12;2;2;5;3;0;0;1;1;0;0;0;1;512128,535000000149012;5454002,752000000327826;9,166618212000060;49,238681251000060;1
08250827436000372230;08;4;36;014;2025;08;16;4;3;0;1;0;0;1;0;0;0;0;0;554607,910500000230968;5300624,429700000211596;9,730035321000059;47,856639235000046;1
08250911136100438650;08;1;36;033;2025;09;06;5;2;0;7;1;1;1;0;0;0;0;0;580682,071000000461936;5416064,236999999731779;10,100717382000028;48,892271814000026;1
08250825119300384000;08;1;19;067;2025;08;18;2;3;4;7;0;0;1;1;0;0;0;0;539235,761500000022352;5405810,852900000289083;9,534336904000043;48,804048766000051;1
08250912119300490050;08;1;19;055;2025;09;06;6;3;3;2;2;1;1;1;0;0;0;0;543678,402599999681115;5405308,648299999535084;9,594782889000044;48,799234886000079;1
08250913426200444500;08;4;26;108;2025;09;23;7;3;0;1;2;1;1;0;0;0;0;1;572051,934399999678135;5337905,658099999651313;9,969477631000075;48,190296833000048;1
08250913119300433180;08;1;19;067;2025;09;16;7;3;5;2;0;0;1;1;0;0;0;0;537996,276999999769032;5410361,632200000807643;9,517879205000042;48,845062419000044;1
08250830337400396750;08;3;37;060;2025;08;13;7;3;6;4;0;0;0;1;1;0;0;0;467587,882699999958277;5277445,742100000381470;8,568409116000055;47,649596483000039;1
08250904435100415030;08;4;35;016;2025;09;16;5;3;0;1;0;0;1;0;0;0;0;0;536382,927099999971688;5277805,943600000813603;9,484493231000044;47,652626287000032;1
08250915436000458810;08;4;36;009;2025;09;13;2;2;0;1;0;0;1;0;0;0;0;0;553959,436499999836087;5306721,176699999719858;9,722128785000052;47,911544358000071;1
08250914119300464120;08;1;19;084;2025;09;14;1;3;2;3;0;0;1;1;0;0;0;0;546950,008000000379980;5414441,945000000298023;9,640377107000063;48,881153201000075;1
08250825118400398570;08;1;18;048;2025;08;15;2;3;2;7;0;0;1;1;0;0;0;0;513981,422100000083447;5414730,426200000569224;9,190715887000067;48,885368738000068;1
08250902416010463990;08;4;16;015;2025;09;15;3;3;0;3;0;0;1;1;0;0;0;0;507798,832999999634922;5367632,733999999240041;9,105493189000072;48,461781210000026;1
08251017212702590070;08;2;15;046;2025;10;15;6;3;4;6;0;0;1;0;0;1;0;0;454457,594999999739230;5418391,725500000640750;8,378380337000067;48,916787462000059;1
08251004127202527560;08;1;27;014;2025;10;12;7;3;0;7;0;0;1;0;0;0;0;0;577551,260700000450015;5443229,469200000166893;10,063203686000065;49,136997025000028;1
08251021335100623290;08;3;35;043;2025;10;08;3;3;1;5;0;0;1;0;0;0;0;1;513794,301799999549985;5280020,375499999150634;9,183764628000063;47,673426925000058;1
08250926336200495760;08;3;36;105;2025;09;19;6;2;6;4;2;1;0;1;1;0;0;0;399511,280899999663234;5267359,866200000047684;7,664399541000023;47,551880490000030;1
08251010127100559540;08;1;27;089;2025;10;22;6;3;0;7;2;0;1;0;0;0;0;0;563873,677099999971688;5437381,406899999827147;9,874788290000026;49,085971625000070;1
08251021311010562340;08;3;11;000;2025;10;19;3;3;0;1;2;1;1;0;0;0;0;0;414602,626000000163913;5317818,955000000074506;7,855010089000075;48,007957985000075;1
08250930436000481760;08;4;35;016;2025;09;07;3;3;0;1;0;1;1;0;0;0;0;0;532480,493999999947846;5279190,129000000655651;9,432630977000031;47,665288123000039;1
08251014436400539930;08;4;36;082;2025;10;06;3;3;0;7;2;0;1;0;0;0;0;0;548416,491999999620020;5295030,480000000447035;9,646644523000077;47,806807598000034;1
08250924336300510550;08;3;36;081;2025;09;07;4;3;5;3;1;1;1;1;0;0;0;0;412230,125900000333786;5278007,035499999299645;7,831276030000026;47,649505652000073;1
08251009222800556340;08;2;22;000;2025;10;07;5;3;0;7;1;0;1;0;0;0;0;0;461324,328999999910593;5487626,333100000396371;8,465424389000077;49,540010922000079;1
08251015135200545540;08;1;35;019;2025;10;10;4;3;5;3;0;0;1;1;0;0;0;0;584447,349200000055134;5392384,085899999365211;10,147209657000076;48,678787517000046;1
08250926118500511530;08;1;18;078;2025;09;06;6;2;4;6;1;1;1;0;0;1;0;0;515081,433799999766052;5420798,776100000366569;9,205944932000023;48,939931974000046;1
08251009325102580800;08;3;25;057;2025;10;15;5;3;6;7;0;0;0;1;1;0;0;0;472951,452800000086427;5357012,235600000247359;8,634808364000037;48,365702235000072;1
08251017311010552210;08;3;11;000;2025;10;14;6;3;0;7;0;0;1;0;0;0;0;0;413004,676699999719858;5314975,753799999132752;7,834166026000048;47,982166933000030;1
08251027222200602870;08;2;22;000;2025;10;15;2;3;6;7;0;1;0;1;1;0;0;0;460855,898000000044703;5482361,325999999418855;8,459472199000061;49,492625212000064;1
08251018121400554630;08;1;25;038;2025;10;12;7;3;0;1;0;0;1;0;0;0;0;0;502115,089999999850988;5435202,119400000199676;9,028957794000064;49,069679033000057;1
08250923111210472880;08;1;11;000;2025;09;08;3;3;6;4;0;0;0;1;1;0;0;0;512493,723399999551475;5399278,952700000256300;9,169952275000071;48,746401137000078;1
08251013231000558210;08;2;35;033;2025;10;16;2;1;6;4;0;0;0;0;1;0;0;1;455473,338200000114739;5409045,872099999338388;8,393261184000039;48,832792530000063;1
08251001436000521560;08;4;35;035;2025;10;13;4;3;0;3;0;0;1;1;0;0;0;0;541718,007299999706447;5281403,715600000694394;9,555878211000049;47,684674475000065;1
08251007226700525330;08;2;26;103;2025;10;11;3;3;5;5;0;0;1;1;0;0;0;0;471455,901600000448525;5457164,413599999621511;8,607648278000056;49,266575083000077;1
08251001127100522340;08;1;27;076;2025;10;07;4;3;5;3;0;0;1;1;0;0;0;0;553344,976999999955297;5439175,715600000694394;9,730841840000039;49,103113638000082;1
08251016416100563970;08;4;16;036;2025;10;17;5;3;0;3;0;0;1;1;0;0;0;0;495236,932000000029802;5368841,979000000283122;8,935557164000045;48,472690432000036;1
08251008215202539990;08;2;15;064;2025;10;16;4;2;0;7;0;0;1;0;0;0;0;0;485037,472199999727309;5447005,003200000151992;8,794710243000054;49,175672150000025;1
08250925119500503760;08;1;19;068;2025;09;21;5;3;2;6;2;1;1;0;0;0;0;0;525790,290000000037253;5413590,083000000566244;9,351722310000071;48,874731728000029;1
08251019415200555930;08;4;15;093;2025;10;10;1;2;2;2;0;0;1;1;0;0;0;0;527509,054200000129640;5362951,845300000160933;9,371798052000031;48,419117320000055;1
08251024119500594100;08;1;19;068;2025;10;13;6;3;6;2;0;0;0;1;1;0;0;0;525710,898000000044703;5413790,279999999329448;9,350652187000037;48,876535926000031;1
08250928127202501730;08;1;27;014;2025;09;16;1;3;0;7;0;0;1;0;0;0;0;0;578381,343700000084937;5442794,413000000640750;10,074497193000070;49,132978864000052;1
08250922311010454420;08;3;36;091;2025;09;07;2;2;6;4;1;1;0;1;1;0;0;0;395832,893400000408292;5274359,713300000876188;7,613862918000052;47,614265929000055;1
08251007426300545940;08;4;26;124;2025;10;05;3;3;9;1;2;1;1;0;0;0;0;0;544853,602400000207126;5332931,978199999779463;9,603019585000027;48,148055213000077;1
08251008311010554900;08;3;11;000;2025;10;16;4;3;5;2;0;0;1;1;0;0;0;0;409644,626199999824166;5316448,277000000700355;7,788837924000063;47,994946771000059;1
08251022212302590870;08;2;12;000;2025;10;22;4;3;5;2;2;0;1;1;0;0;0;0;455072,697700000368059;5427495,226399999111891;8,385770865000040;48,998719907000066;1
08250929436400481180;08;4;36;064;2025;09;16;2;3;5;3;0;0;1;1;0;0;0;0;545333,279000000096858;5290566,793999999761581;9,605001741000024;47,766872299000056;1
08251004335100541280;08;3;35;043;2025;10;15;7;3;0;6;0;0;1;1;0;0;0;0;511069,722000000067055;5281871,267999999225140;9,147515460000022;47,690133013000036;1
08251014317000578550;08;3;17;057;2025;10;12;3;3;3;6;0;0;1;0;0;0;0;0;415698,062199999578297;5386315,317700000479817;7,856000988000062;48,624222449000058;1
08251013335100554920;08;3;35;043;2025;10;16;2;2;9;1;0;0;1;0;0;0;0;0;508777,871899999678135;5287313,742000000551343;9,117083913000045;47,739137513000060;1
08250922437200498380;08;4;37;104;2025;09;08;2;3;5;3;0;1;1;1;0;0;0;0;517734,032999999821186;5326644,247099999338388;9,238163554000039;48,092819557000041;1
08250929435100484180;08;4;35;057;2025;09;12;2;3;3;3;0;0;1;0;0;0;0;1;544109,941399999894202;5280208,697599999606609;9,587627487000077;47,673763814000040;1
08251014212010573190;08;2;12;000;2025;10;14;3;3;5;3;0;0;1;1;0;0;0;0;459195,785899999551475;5428092,881799999624491;8,442077183000038;49,004382233000058;1
08251012111500543940;08;1;11;000;2025;10;01;1;3;6;4;2;0;0;1;1;0;0;0;516562,879599999636412;5404353,674000000581145;9,225508998000066;48,791957942000067;1
08251024421300577610;08;4;21;000;2025;10;18;6;3;0;1;1;1;1;0;0;0;0;0;572671,070399999618530;5360398,440799999982119;9,981677892000050;48,392558127000029;1
08251023316100601240;08;3;16;011;2025;10;06;5;3;6;2;2;1;0;1;1;0;0;0;414341,177299999631941;5329763,355799999088049;7,849112643000069;48,115366185000028;1
08251019222301618050;08;2;22;000;2025;10;17;1;3;5;2;0;0;1;0;0;0;0;1;464215,751400000415742;5483921,591700000688434;8,505724057000066;49,506866490000050;1
08251016226700560590;08;2;26;098;2025;10;11;5;3;6;4;0;0;0;1;1;0;0;0;478282,655899999663234;5460397,816700000315905;8,701307990000032;49,295940256000051;1
08251013136000554790;08;1;36;065;2025;10;13;2;2;0;7;0;0;1;0;0;0;0;0;554370,065899999812245;5403718,695499999448657;9,740152859000034;48,784089800000061;1
08251025211000625160;08;2;16;043;2025;10;11;7;2;6;2;0;1;0;1;1;0;0;0;442196,899899999611080;5411046,135900000110269;8,212084548000064;48,849690946000067;1
08250928316100502640;08;3;15;133;2025;09;17;1;2;8;1;0;0;1;0;0;0;0;0;403250,379300000146031;5329098,158900000154972;7,700288261000026;48,107794291000062;1
08251003421300554340;08;4;21;000;2025;10;16;6;3;5;3;0;0;1;1;0;0;0;0;570813,091500000096858;5361356,076799999922514;9,956744571000058;48,401383751000026;1
08251012325102568210;08;3;25;057;2025;10;13;1;3;0;1;0;0;1;0;0;0;0;0;472187,003800000064075;5359453,027699999511242;8,624325988000066;48,387627355000063;1
08251002317000550290;08;3;17;057;2025;10;19;5;2;8;1;2;0;1;0;0;0;0;0;416757,972799999639392;5379539,475400000810623;7,871739291000040;48,563419057000033;1
08250925118010496120;08;1;18;050;2025;09;22;5;2;6;4;2;1;0;1;1;0;0;0;506425,691999999806285;5417214,292999999597669;9,087689983000075;48,907837423000046;1
08250930222600504890;08;2;22;000;2025;09;16;3;3;4;6;0;0;1;0;0;0;0;1;462548,531999999657273;5482343,935000000521541;8,482845838000060;49,492575634000048;1
08251006436300523350;08;4;36;081;2025;10;08;2;3;0;7;0;1;1;0;0;0;0;0;563460,536299999803305;5281317,484699999913573;9,845550469000045;47,682129564000036;1
08251009221300598000;08;2;21;000;2025;10;07;5;3;5;3;0;0;1;1;0;0;0;0;476973,430700000375509;5475664,174599999561906;8,682418512000027;49,433211794000044;1
08250923116010489130;08;1;16;019;2025;09;21;3;3;6;6;1;1;1;0;1;0;0;0;522255,196600000374019;5396438,713500000536442;9,302582841000060;48,720578279000051;1
08251002311010520730;08;3;11;000;2025;10;18;5;3;5;2;0;0;1;1;0;0;0;0;415629,715599999763072;5315655,569700000807643;7,869203680000055;47,988633812000046;1
08251023226600570560;08;2;26;107;2025;10;09;5;3;6;2;0;1;0;1;1;0;0;0;475120,254999999888241;5484484,544999999925494;8,656305392000036;49,512475498000072;1
08251022111500631630;08;1;11;000;2025;10;09;4;3;5;2;0;1;1;0;0;0;0;1;509420,161299999803305;5398272,889000000432134;9,128119693000031;48,737404664000053;1
08250929136100505160;08;1;36;033;2025;09;14;2;3;0;7;0;0;1;0;0;0;0;0;580795,074099999852479;5416199,795800000429153;10,102285552000069;48,893476322000026;1
08251008436000558230;08;4;37;031;2025;10;11;4;3;0;7;0;0;1;0;0;0;0;0;515262,819299999624491;5345317,862700000405312;9,205646788000024;48,260887285000081;1
08250929435100491320;08;4;35;016;2025;09;11;2;3;0;1;0;0;1;0;0;0;0;0;537199,364599999971688;5277587,802500000223517;9,495346345000030;47,650617160000081;1
08251008118400588260;08;1;18;048;2025;10;12;4;3;5;2;0;0;1;0;0;0;1;0;514461,468000000342727;5416639,961999999359250;9,197331588000054;48,902535390000025;1
08250921211000464280;08;2;16;043;2025;09;09;1;2;6;4;0;0;0;1;1;0;0;0;440829,975999999791384;5412623,778999999165535;8,193225858000062;48,863752934000047;1
08251019127202585410;08;1;27;014;2025;10;21;1;3;0;7;2;0;1;0;0;0;0;0;577616,527599999681115;5438519,914000000804663;10,063192560000061;49,094631593000031;1
08251002316100533430;08;3;16;017;2025;10;20;5;3;0;7;2;0;1;0;0;0;0;0;407940,062500000000000;5341740,832399999722838;7,760535507000043;48,222208079000040;1
08250926212010470050;08;2;12;000;2025;09;14;6;3;2;6;0;1;1;1;0;0;0;0;461054,520999999716878;5422803,081000000238419;8,467997495000077;48,956919197000047;1
08251002121300519550;08;1;21;000;2025;10;08;5;3;5;2;0;0;1;1;0;0;0;0;513920,646900000050664;5443321,926200000569224;9,190867615000059;49,142566230000057;1
08250930435100498500;08;4;35;016;2025;09;16;3;3;2;6;0;1;1;1;0;0;0;0;537312,152599999681115;5278518,941700000315905;9,496927651000021;47,658988490000070;1
08251025325102662080;08;3;25;045;2025;10;15;7;3;8;7;0;0;0;1;1;0;0;0;466339,024400000460446;5349245,537299999967217;8,546154803000036;48,295512000000031;1
08250921128200487800;08;1;28;139;2025;09;19;1;2;6;4;1;1;0;1;1;0;0;0;552736,990399999544024;5488967,869200000539422;9,729096521000031;49,551015712000037;1
08251023135200571340;08;1;35;019;2025;10;17;5;3;0;2;1;1;1;1;0;0;0;0;585033,584999999962747;5392147,044999999925494;10,155123182000068;48,676575928000034;1
08251008235200557850;08;2;35;020;2025;10;22;4;3;1;5;2;0;1;1;0;0;0;0;476061,649699999950826;5381681,407199999317527;8,675386673000048;48,587758978000068;1
08250922127010485610;08;1;27;076;2025;09;06;2;2;6;4;2;1;0;1;1;0;0;0;556097,270399999804795;5439914,783199999481440;9,768648277000068;49,109516421000080;1
08250921127100465780;08;1;27;063;2025;09;12;1;3;0;7;0;1;1;0;0;0;0;0;565486,910400000400841;5434481,354599999263883;9,896410215000060;49,059717853000052;1
08250925121600468890;08;1;25;098;2025;09;18;5;3;0;1;1;1;1;0;0;0;0;0;519807,637400000356138;5438674,400599999353290;9,271355835000065;49,100598589000072;1
08251008117300528660;08;1;17;026;2025;10;15;4;3;3;2;0;0;1;0;0;0;1;0;548789,501500000245869;5394297,783900000154972;9,663073193000059;48,699807569000029;1
08251013216200542090;08;2;11;000;2025;10;17;2;3;0;1;0;0;1;0;0;0;0;0;437414,745900000445545;5396255,427999999374151;8,149158136000040;48,716185229000075;1
08250930119100487080;08;1;19;083;2025;09;15;3;3;5;2;0;1;1;1;0;0;0;0;535361,248300000093877;5419148,958699999377131;9,482726054000068;48,924264347000076;1
08251009119300541660;08;1;19;067;2025;10;21;5;3;6;4;2;0;0;0;1;1;0;0;538832,108900000341237;5406654,633300000801682;9,528919783000049;48,811664371000063;1
08251011225100561360;08;2;25;064;2025;10;14;7;3;5;3;0;0;1;1;0;0;0;0;505417,059000000357628;5471919,249800000339746;9,074661308000032;49,399938284000029;1
08251007119200527980;08;1;19;020;2025;10;10;3;3;0;7;0;0;1;0;0;0;0;0;519797,582399999722838;5406090,862500000745058;9,269633811000062;48,807490819000066;1
08251024437200604910;08;4;37;104;2025;10;13;6;3;0;3;0;0;1;1;0;0;0;0;514615,462000000290573;5326162,997500000521541;9,196265745000062;48,088568925000061;1
08251002436200519300;08;4;36;064;2025;10;09;5;3;5;3;0;0;1;1;0;0;0;0;545540,299899999983609;5292580,877900000661612;9,607975616000033;47,784978482000042;1
08250920435100465350;08;4;35;016;2025;09;16;7;3;5;3;0;0;1;1;0;0;0;0;536819,782499999739230;5281582,586799999698997;9,490628763000075;47,686581459000081;1
08250921436500464570;08;4;36;055;2025;09;18;1;2;6;4;0;0;0;1;1;0;0;0;576591,527499999850988;5297915,619899999350309;10,023406106000039;47,830026166000039;1
08251016136010572510;08;1;36;088;2025;10;06;5;1;5;3;2;0;1;1;0;0;0;0;582598,978299999609590;5406972,206399999558926;10,125030001000027;48,810244525000030;1
