UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
08250103119400590780;08;1;19;041;2025;01;16;6;3;0;7;1;1;1;0;0;0;0;0;526548,720999999903142;5409987,134999999776483;9,361831729000073;48,842288825000026;1
08250104221300594920;08;2;21;000;2025;01;20;7;3;4;2;2;0;1;1;0;0;0;0;482812,029000000096858;5473875,707000000402331;8,763020861000030;49,417317851000064;1
08250103215202597900;08;2;15;084;2025;01;17;6;3;5;7;2;0;1;1;0;0;0;0;474088,940999999642372;5447615,392999999225140;8,644456625000032;49,180797990000030;1
08250106437100592680;08;4;37;100;2025;01;09;2;2;0;1;0;2;1;0;0;0;0;0;537015,480999999679625;5318759,326999999582767;9,496418629000061;48,021052442000041;1
08250101127202600600;08;1;27;014;2025;01;14;4;3;5;3;0;0;1;1;0;0;0;0;578202,139800000004470;5441224,816199999302626;10,071736697000063;49,118884990000026;1
08250104212302604910;08;2;12;000;2025;01;09;7;3;5;7;0;0;1;1;0;0;0;0;455178,520600000396371;5428425,910900000482798;8,387114826000072;49,007099197000059;1
08250102436300603400;08;4;36;052;2025;01;16;5;3;6;4;1;0;0;1;1;0;0;0;566430,746899999678135;5292952,436000000685453;9,886896640000032;47,786505299000055;1
08250107118200617570;08;1;11;000;2025;01;18;3;3;9;6;2;0;1;1;0;0;0;0;506636,983099999837577;5403366,380200000479817;9,090349047000075;48,783261483000047;1
08250102216200589840;08;2;16;063;2025;01;14;5;3;5;3;0;1;1;1;0;0;0;0;427402,608000000007451;5400310,362999999895692;8,012349290000031;48,751572722000049;1
08250101311010590890;08;3;11;000;2025;01;04;4;2;4;6;2;0;1;0;0;0;0;0;406872,258299999870360;5316824,467499999329448;7,751603280000040;47,997932837000064;1
08250107215402627300;08;2;15;009;2025;01;07;3;3;6;4;2;1;0;1;1;0;0;0;470323,660500000230968;5440911,476099999621511;8,593285848000050;49,120324616000062;1
08250107426100631120;08;4;26;074;2025;01;13;3;2;6;4;0;0;0;1;1;0;0;0;555535,582700000144541;5326218,211100000888109;9,745743925000056;48,086813455000026;1
08250103215402592160;08;2;15;009;2025;01;15;6;3;5;3;0;0;1;0;0;1;0;0;467155,660000000149012;5437188,883099999278784;8,550172509000049;49,086678124000059;1
08250105436300598890;08;4;36;049;2025;01;20;1;3;0;1;2;2;1;0;0;0;0;0;575678,365100000053644;5281636,906899999827147;10,008372723000036;47,683688197000038;1
08250101117400592590;08;1;17;060;2025;01;15;4;3;5;3;0;0;1;1;0;0;0;0;541606,740000000223517;5388514,948000000789762;9,564879469000061;48,648307408000051;1
08250102415300589250;08;4;15;089;2025;01;11;5;3;5;3;0;1;1;1;0;0;0;0;521731,724100000225008;5359512,238299999386072;9,293537764000064;48,388398921000032;1
08250106311010593130;08;3;11;000;2025;01;13;2;2;0;7;0;0;1;0;0;0;0;0;411817,429899999871850;5319052,703900000080466;7,817421119000073;48,018677628000034;1
08250107316100616870;08;3;16;011;2025;01;17;3;2;5;3;2;0;1;0;0;0;0;1;415702,303999999538064;5329123,068800000473857;7,867523192000021;48,109788309000066;1
08250107436100601090;08;4;36;055;2025;01;19;3;3;6;4;2;2;0;1;1;0;0;0;576290,280000000260770;5296770,009600000455976;10,019179753000060;47,819756023000082;1
08250103311010618660;08;3;11;000;2025;01;19;6;3;5;3;2;0;1;1;0;0;0;0;413126,813299999572337;5315108,554300000891089;7,835775577000049;47,983378119000065;1
08250102118500589890;08;1;18;054;2025;01;17;5;3;6;2;2;2;0;1;1;0;0;0;518124,568199999630451;5422693,373800000175834;9,247584473000074;48,956893363000063;1
08250107136000596830;08;1;36;050;2025;01;07;3;3;0;6;2;1;1;1;0;0;0;0;581793,731599999591708;5404287,236999999731779;10,113529690000064;48,786201801000061;1
08250103326000594970;08;3;35;043;2025;01;14;6;3;5;3;0;0;1;1;0;0;0;0;511880,973000000230968;5283205,827999999746680;9,158362529000044;47,702126485000065;1
08250102436300604410;08;4;36;052;2025;01;17;5;2;5;2;2;1;1;1;0;0;0;0;565968,185300000011921;5292686,651799999177456;9,880681484000036;47,784161729000061;1
08250107235100765440;08;2;35;085;2025;01;14;3;2;6;4;0;0;0;1;1;0;0;0;480797,899899999611080;5394948,516699999570847;8,738996089000068;48,707274038000037;1
08250107435100594770;08;4;35;016;2025;01;16;3;3;5;3;0;1;1;1;0;0;0;0;536819,948300000280142;5281579,977600000798702;9,490630752000072;47,686557974000038;1
08250107335000604060;08;3;35;075;2025;01;15;3;2;6;6;0;1;1;0;1;0;0;0;487452,188599999994040;5289963,515900000929832;8,832554362000053;47,762916646000065;1
08250102436200606020;08;4;36;064;2025;01;17;5;3;6;2;2;1;0;1;1;0;0;0;545713,210099999792874;5292839,922000000253320;9,610311163000063;47,787296856000069;1
08250105311010591730;08;3;36;073;2025;01;13;1;2;0;1;0;1;1;0;0;0;0;0;397957,567999999970198;5276790,146999999880791;7,641560974000072;47,636466377000033;1
08250124316100683180;08;3;16;039;2025;01;06;6;3;4;6;2;1;1;0;0;0;0;0;417324,531499999575317;5326133,362199999392033;7,889891469000077;48,083107545000075;1
08250130435100675220;08;4;35;035;2025;01;15;5;2;6;7;0;0;1;0;1;0;0;0;541938,582100000232458;5281945,944700000807643;9,558869264000066;47,689538771000059;1
08250122336200660040;08;3;36;069;2025;01;19;4;3;5;2;2;0;1;1;0;0;0;0;408510,776300000026822;5268216,162100000306964;7,783804880000048;47,560914003000050;1
08250119335100620200;08;3;35;043;2025;01;03;1;3;0;1;2;2;1;0;0;0;0;0;512195,305999999865890;5279263,347300000488758;9,162442117000069;47,666647573000034;1
08250131119200669870;08;1;19;020;2025;01;14;6;3;6;4;0;0;0;1;1;0;0;0;519605,658800000324845;5406683,711799999698997;9,267048251000062;48,812830067000050;1
08250121111000650910;08;1;11;000;2025;01;15;3;3;0;1;0;0;1;0;0;0;0;0;515650,933000000193715;5403512,778000000864267;9,213060613000039;48,784416960000044;1
08250120116500626340;08;1;16;020;2025;01;14;2;3;6;4;0;0;0;1;1;0;0;0;524353,381299999542534;5380395,516000000759959;9,330165861000069;48,576174941000033;1
08250123335400662050;08;3;35;079;2025;01;08;5;3;6;4;1;1;0;0;1;0;0;1;500847,808299999684095;5299703,057199999690056;9,011332741000047;47,850669667000034;1
08250123235100683510;08;2;35;035;2025;01;07;5;3;6;4;2;1;0;0;1;0;0;1;469415,821899999864399;5405537,652799999341369;8,583502355000064;48,802077085000064;1
08250123119010645110;08;1;19;008;2025;01;07;5;2;6;4;1;1;0;1;1;0;0;0;532169,193699999712408;5421030,146099999547005;9,439300300000070;48,941360630000077;1
08250128335100670200;08;3;35;043;2025;01;21;3;2;6;2;2;1;0;1;1;0;0;0;513037,851099999621511;5280524,143699999898672;9,173702451000054;47,677975355000058;1
08250205111000693840;08;1;11;000;2025;02;09;4;3;5;2;0;0;1;1;0;0;0;0;516843,992300000041723;5406644,482899999246001;9,229430383000022;48,812558174000060;1
08250129327100675840;08;3;27;025;2025;01;07;4;2;6;4;0;1;0;1;1;0;0;0;479923,716799999587238;5309379,152400000020862;8,731189562000054;47,937414896000064;1
08250208417100691050;08;4;17;079;2025;02;12;7;2;5;2;0;0;1;0;0;0;0;1;493547,681300000287592;5340917,189300000667572;8,913130156000022;48,221446337000032;1
08250210222014716210;08;2;22;000;2025;02;21;2;3;5;3;2;1;1;1;0;0;0;0;460910,776899999938905;5482404,309900000691414;8,460225716000025;49,493015367000055;1
08250114111500608300;08;1;11;000;2025;01;07;3;2;6;4;2;0;0;0;1;0;0;1;513419,860000000335276;5405044,051999999210238;9,182738572000062;48,798244286000056;1
08250129231000669500;08;2;37;028;2025;01;07;4;3;6;6;2;1;0;0;1;0;0;1;461045,784099999815226;5368672,033199999481440;8,472988780000037;48,469972993000056;1
08250131221300676080;08;2;21;000;2025;01;15;6;2;6;4;0;0;0;1;1;0;0;0;477277,379399999976158;5474739,113700000569224;8,686663493000026;49,424902482000050;1
08250113221300293660;08;2;21;000;2025;01;08;2;3;4;6;0;0;1;0;0;0;0;0;479355,769000000320375;5473719,717000000178814;8,715376359000061;49,415807269000027;1
08250117337400650240;08;3;37;096;2025;01;22;6;3;5;3;2;0;1;1;0;0;0;0;422307,883500000461936;5268052,530700000002980;7,967209676000039;47,561239950000072;1
08250208116500713760;08;1;16;049;2025;02;13;7;3;2;6;0;0;1;1;0;0;0;0;524937,417299999855459;5385823,389599999412894;9,338409688000070;48,624981584000068;1
08250204212010693480;08;2;12;000;2025;02;14;3;2;5;3;0;0;1;1;0;0;0;0;459620,630599999800324;5427971,580499999225140;8,447897934000025;49,003319046000058;1
08250203335100684610;08;3;35;043;2025;02;19;2;3;5;3;2;0;1;1;0;0;0;0;512505,392400000244379;5279837,265599999576807;9,166588898000043;47,671805578000033;1
08250131336200675660;08;3;36;105;2025;01;12;6;3;6;4;0;0;0;1;1;0;0;0;398832,675599999725819;5267554,686100000515580;7,655337879000058;47,553527603000077;1
08250114326000632720;08;3;35;043;2025;01;07;3;3;5;3;0;0;1;0;0;0;0;0;512257,061800000257790;5280808,336899999529123;9,163308070000028;47,680547704000048;1
08250113417000629940;08;4;17;057;2025;01;09;2;3;5;3;0;1;1;1;0;0;0;0;481422,499699999578297;5338468,637299999594688;8,749992894000059;48,199178047000032;1
08250115221300624980;08;2;21;000;2025;01;17;4;3;5;3;2;1;1;1;0;0;0;0;477459,106999999843538;5474333,078999999910593;8,689192479000042;49,421257036000043;1
08250205221011707580;08;2;21;000;2025;02;07;4;3;6;2;2;0;0;1;1;0;0;0;475319,032800000160933;5469286,672199999913573;8,659997865000037;49,375782369000035;1
08250121231000639370;08;2;37;040;2025;01;15;3;2;2;1;0;0;1;1;0;0;0;0;478980,825500000268221;5366180,261099999770522;8,715752528000053;48,448411397000029;1
08250113119200619790;08;1;19;093;2025;01;07;2;3;6;4;1;0;0;1;1;0;0;0;523921,056300000287592;5406241,302999999374151;9,325801497000043;48,808699107000052;1
08250128425000661400;08;4;25;093;2025;01;07;3;3;6;4;2;1;0;1;1;0;0;0;559614,129200000315905;5348814,066500000655651;9,803678241000057;48,289717512000038;1
08250130222700675120;08;2;22;000;2025;01;21;5;3;6;4;2;1;0;1;1;0;0;0;463546,584200000390410;5480785,424000000581145;8,496770720000029;49,478618380000057;1
08250129136100673490;08;1;36;088;2025;01;07;4;3;6;4;1;1;0;1;1;0;0;0;580771,048600000329316;5412034,784900000318885;10,101135279000061;48,856018728000038;1
08250123335400634900;08;3;35;079;2025;01;07;5;3;6;2;2;2;0;1;1;0;0;0;500646,146399999968708;5299521,347500000149012;9,008636834000072;47,849034983000081;1
08250125118010658010;08;1;18;053;2025;01;12;7;2;5;3;0;0;1;1;0;0;0;0;514965,575000000186265;5427687,142000000923872;9,204616243000032;49,001899805000050;1
08250122111500648370;08;1;11;000;2025;01;09;4;3;5;2;0;1;1;1;0;0;0;0;517776,282300000078976;5407336,845200000330806;9,242158896000035;48,818760571000041;1
08250124126200665260;08;1;26;085;2025;01;14;6;3;6;4;0;0;0;0;1;0;1;0;546374,806599999777973;5448176,824999999254942;9,636391053000068;49,184642178000047;1
08250209435100705460;08;4;35;016;2025;02;18;1;3;5;2;2;0;1;1;0;0;0;0;531690,332000000402331;5280491,803099999204278;9,422200992000057;47,677039086000036;1
08250115118401650380;08;1;18;051;2025;01;05;4;3;0;1;2;2;1;0;0;0;0;0;508640,715900000184774;5415247,279799999669194;9,117876245000048;48,890115708000053;1
08250130121600677410;08;1;25;102;2025;01;18;5;3;6;4;2;0;0;0;1;0;0;1;523693,630099999718368;5444881,188500000163913;9,324956053000051;49,156292916000041;1
08250128326400678630;08;3;26;074;2025;01;17;3;3;6;2;2;0;0;1;1;0;0;0;459570,682099999859929;5322674,540999999269843;8,457430342000066;48,056069590000050;1
08250206436200697510;08;4;36;039;2025;02;18;5;3;6;6;2;0;1;0;1;0;0;0;548600,049700000323355;5288474,333300000056624;9,648362175000045;47,747808370000030;1
08250120436000624400;08;4;35;016;2025;01;11;2;3;0;1;0;1;1;0;0;0;0;0;532365,545900000259280;5279091,025000000372529;9,431092604000071;47,664402201000030;1
08250115436000623740;08;4;35;034;2025;01;15;4;3;6;4;0;1;0;1;1;0;0;0;529405,598000000230968;5285325,035099999979138;9,392088824000041;47,720633815000042;1
08250203226600685360;08;2;26;096;2025;02;08;2;3;3;2;0;0;1;1;0;0;0;0;476516,023599999956787;5489124,612700000405312;8,675310182000032;49,554266894000079;1
08250122118300647700;08;1;18;003;2025;01;13;4;2;6;2;0;1;0;1;1;0;0;0;509925,954400000162423;5416865,269400000572205;9,135448681000071;48,904651487000081;1
08250110317000636450;08;3;17;113;2025;01;09;6;2;5;3;0;0;1;1;0;0;0;0;409545,132100000046194;5344361,582200000062585;7,781580898000072;48,246012066000048;1
08250123225100633150;08;2;25;009;2025;01;07;5;3;6;2;2;1;0;1;1;0;0;0;516023,608900000341237;5466534,895500000566244;9,220629782000060;49,351319418000060;1
08250120127100674950;08;1;27;076;2025;01;07;2;2;6;4;1;0;0;1;1;0;0;0;556528,502000000327826;5439626,063300000503659;9,774516051000035;49,106880004000061;1
08250114212402640530;08;2;12;000;2025;01;13;3;3;0;7;0;0;1;0;0;0;0;0;455632,667899999767542;5427052,570499999448657;8,393474460000050;48,994778665000069;1
08250130128100676390;08;1;28;139;2025;01;17;5;3;6;4;2;0;0;1;1;0;0;0;553837,485700000077486;5486533,413899999111891;9,743977184000073;49,529023339000048;1
08250114326000609620;08;3;35;002;2025;01;15;3;3;0;1;0;0;1;0;0;0;0;0;505583,907599999569356;5285802,078500000759959;9,074461779000046;47,725571723000030;1
08250120415100658640;08;4;15;050;2025;01;17;2;2;3;6;2;1;1;1;0;0;0;0;519589,400700000114739;5373436,406799999997020;9,265252647000068;48,513736241000061;1
08250205335000694190;08;3;26;027;2025;02;12;4;2;5;2;0;0;1;1;0;0;0;0;462002,151999999769032;5308547,691999999806285;8,491310479000049;47,929121998000028;1
08250116317000624500;08;3;17;067;2025;01;07;5;3;0;1;2;1;1;0;0;0;0;0;435551,829199999570847;5373720,128200000151992;8,127335771000048;48,513286541000070;1
08250131119200666260;08;1;19;093;2025;01;06;6;3;5;3;1;1;1;0;0;0;0;1;524103,911999999545515;5406246,970000000670552;9,328292257000044;48,808743020000065;1
08250126326200646110;08;3;26;074;2025;01;15;1;2;0;1;0;0;1;0;0;0;0;0;470453,949300000444055;5322594,211999999359250;8,603487255000061;48,055943734000039;1
08250129417100669840;08;4;17;002;2025;01;20;4;3;0;1;2;2;1;0;0;0;0;0;489218,458499999716878;5340653,181199999526143;8,854851172000053;48,219012295000027;1
08250115211100611610;08;2;16;049;2025;01;08;4;2;0;1;0;2;1;0;0;0;0;0;439432,266999999992549;5402650,338999999687076;8,175642846000073;48,773907260000044;1
08250208116100700540;08;1;16;076;2025;02;12;7;3;5;2;0;0;1;1;0;0;0;0;528769,632000000216067;5399296,304600000381470;9,391351005000047;48,746018046000074;1
08250115317000609840;08;3;17;152;2025;01;09;4;3;0;1;0;2;1;0;0;0;0;0;408163,151899999938905;5348873,777599999681115;7,761990286000071;48,286399026000026;1
08250110111500600360;08;1;11;000;2025;01;14;6;3;5;2;0;0;1;1;0;0;0;0;516750,834099999628961;5405873,789599999785423;9,228130042000032;48,805627655000080;1
08250113335300605640;08;3;35;075;2025;01;20;2;3;6;2;2;0;0;1;1;0;0;0;488313,837199999950826;5288533,158800000324845;8,844091130000038;47,750063153000042;1
08250128216300649570;08;2;16;015;2025;01;07;3;3;6;2;1;1;0;1;1;0;0;0;450599,616899999789894;5405559,509600000455976;8,327274167000041;48,801063087000045;1
08250124317000679470;08;3;17;065;2025;01;12;6;3;5;2;0;0;1;1;0;0;0;0;416352,940100000239909;5354435,197300000116229;7,871266802000036;48,337559105000025;1
08250113111500605300;08;1;11;000;2025;01;07;2;3;6;4;2;0;0;1;1;0;0;0;515999,013199999928474;5408843,557199999690056;9,218006877000050;48,832363004000058;1
08250125116010640980;08;1;16;049;2025;01;13;7;3;2;6;0;0;1;0;0;0;0;1;525397,612200000323355;5385142,202099999412894;9,344612862000076;48,618835072000081;1
08250204221011696040;08;2;21;000;2025;02;14;3;2;3;2;0;0;1;0;0;0;1;0;477668,492200000211596;5473214,720899999141693;8,692142491000027;49,411205313000039;1
08250205426300704580;08;4;26;097;2025;02;06;4;3;0;1;2;2;1;0;0;0;0;0;534782,983000000007451;5333763,931900000199676;9,467701805000047;48,156170566000071;1
08250110118010610270;08;1;15;016;2025;01;10;6;1;6;4;0;0;0;1;1;0;0;0;486671,143000000156462;5377778,014000000432134;8,819379588000061;48,552958775000036;1
08250115317000636930;08;3;17;057;2025;01;10;4;3;0;1;0;2;1;0;0;0;0;0;416176,041199999861419;5385890,605699999257922;7,862571796000054;48,620466644000032;1
08250120115100658700;08;1;15;003;2025;01;14;2;3;6;7;0;0;0;1;1;0;0;0;501409,222299999557436;5391819,602900000289083;9,019144236000045;48,679420058000062;1
08250210316200693960;08;3;16;056;2025;02;15;2;3;5;3;0;1;1;1;0;0;0;0;420367,720999999903142;5326009,937000000849366;7,930768790000059;48,082384730000058;1
08250114231000623640;08;2;36;011;2025;01;13;3;1;6;4;0;0;0;1;1;0;0;0;475682,922799999825656;5421497,378699999302626;8,667897587000027;48,945922176000067;1
08250116237100672760;08;2;37;028;2025;01;07;5;3;6;7;0;0;0;1;1;0;0;0;456256,012000000104308;5367467,932000000029802;8,408317322000073;48,458825977000060;1
08250109119300623000;08;1;19;001;2025;01;16;5;3;6;4;2;1;0;1;1;0;0;0;552701,519000000320375;5410324,825999999418855;9,718288860000030;48,843656892000070;1
08250124115300646370;08;1;15;028;2025;01;19;6;3;0;7;2;0;1;0;0;0;0;0;501217,450100000016391;5405350,353800000622869;9,016579000000036;48,801143414000080;1
08250109118400621750;08;1;18;048;2025;01;07;5;3;6;2;2;0;0;1;1;0;0;0;514268,202499999664724;5414628,756200000643730;9,194624190000070;48,884447605000048;1
08250110327100629370;08;3;27;050;2025;01;12;6;3;6;4;0;0;0;1;1;0;0;0;487442,649000000208616;5314290,923000000417233;8,831719911000050;47,981798646000072;1
08250201119400683370;08;1;19;079;2025;02;13;7;3;0;7;0;0;1;0;0;0;0;1;522980,690600000321865;5409861,747400000691414;9,313196935000065;48,841303229000061;1
08250123317000654270;08;3;17;089;2025;01;07;5;3;6;4;2;1;0;0;1;1;0;0;427475,726800000295043;5377675,636499999091029;8,017308358000037;48,547985596000046;1
08250209215102705210;08;2;15;109;2025;02;14;1;2;9;7;0;0;1;0;0;0;0;0;464501,696000000461936;5434773,459000000730157;8,514037829000074;49,064803601000051;1
08250206311010689580;08;3;11;000;2025;02;18;5;3;5;3;2;0;1;0;0;0;0;0;414017,761699999682605;5315489,379599999636412;7,847636783000041;47,986924176000059;1
08250110215502628860;08;2;15;099;2025;01;12;6;3;5;3;0;0;1;1;0;0;0;0;463103,614799999631941;5446490,606100000441074;8,493827876000068;49,170118130000048;1
08250113436000607630;08;4;35;057;2025;01;08;2;3;3;2;0;0;1;1;0;0;0;0;544354,841900000348687;5279682,195399999618530;9,590836373000059;47,669010001000061;1
08250204136000714930;08;1;36;062;2025;02;06;3;3;6;2;1;0;0;1;1;0;0;0;567287,411899999715388;5413787,725299999117851;9,917630961000043;48,873394765000057;1
08250114215302669560;08;2;15;059;2025;01;08;3;3;6;2;0;0;0;1;1;0;0;0;485538,078399999998510;5434436,900800000876188;8,802029123000068;49,062629349000076;1
08250201111230683310;08;1;11;000;2025;02;13;7;3;6;3;0;0;0;1;1;0;0;0;515813,480200000107288;5398936,697899999096990;9,215097530000037;48,743246783000075;1
08250129326400652970;08;3;26;074;2025;01;18;4;3;2;6;2;0;1;1;0;0;0;0;457704,766999999992549;5325917,888000000268221;8,432069654000031;48,085127824000040;1
08250116416010644620;08;4;15;061;2025;01;18;5;3;6;4;2;0;0;1;1;0;0;0;515202,991299999877810;5372149,335000000894070;9,205811506000032;48,502278851000028;1
08250118212702630570;08;2;15;096;2025;01;20;7;3;8;7;2;0;1;0;0;0;0;0;465376,489699999801815;5420776,623600000515580;8,527206414000034;48,938947582000026;1
08250123325202670060;08;3;25;049;2025;01;07;5;3;6;4;2;1;0;1;1;0;0;0;469373,751099999994040;5332903,740599999204278;8,588251133000028;48,148645500000043;1
08250115215102612440;08;2;12;000;2025;01;17;4;3;5;3;2;0;1;1;0;0;0;0;455725,109699999913573;5431842,099500000476837;8,394215537000036;49,037867536000078;1
08250208135200757000;08;1;35;019;2025;02;15;7;3;0;1;0;0;1;0;0;0;0;0;583310,142799999564886;5392492,390300000086427;10,131785802000024;48,679914440000061;1
08250109117100623610;08;1;17;042;2025;01;16;5;3;6;4;2;0;0;1;1;0;0;0;554460,650999999605119;5393612,530700000002980;9,740050166000060;48,693174156000055;1
08250119115100666890;08;1;15;013;2025;01;12;1;3;5;3;0;0;1;1;0;0;0;0;496727,842000000178814;5389970,846999999135733;8,955562480000026;48,662781424000059;1
08250109116400597370;08;1;16;043;2025;01;12;5;3;2;6;0;1;1;1;0;0;0;0;541639,966599999926984;5380762,206700000911951;9,564552450000065;48,578563200000076;1
08250120111310667010;08;1;11;000;2025;01;08;2;3;6;4;0;0;0;0;1;1;0;0;517298,786000000312924;5406954,268999999389052;9,235638090000066;48,815332462000072;1
08250208215502691520;08;2;15;066;2025;02;18;7;2;0;7;2;0;1;0;0;0;0;0;460732,192200000397861;5454230,717499999329448;8,460539538000035;49,239592462000076;1
08250109116010617770;08;1;16;019;2025;01;16;5;2;5;3;0;1;1;0;0;0;0;1;523338,936300000175834;5400823,954900000244379;9,317565607000063;48,759987774000081;1
08250126116500670750;08;1;16;020;2025;01;14;1;2;0;1;0;0;1;0;0;0;0;0;527659,036799999885261;5379725,733400000259280;9,374936098000035;48,570012296000073;1
08250128317000664290;08;3;17;031;2025;01;12;3;3;5;3;0;0;1;1;0;0;0;0;415066,585900000296533;5359421,883099999278784;7,852905604000057;48,382241813000064;1
08250109115100597730;08;1;15;003;2025;01;06;5;3;5;3;2;1;1;1;0;0;0;0;500556,993999999947846;5392846,177799999713898;9,007568128000059;48,688656583000068;1
08250128337101667940;08;3;37;066;2025;01;15;3;3;5;3;0;0;1;1;0;0;0;0;430539,957999999634922;5268335,005999999120831;8,076581539000074;47,564714423000055;1
08250115221200625250;08;2;21;000;2025;01;08;4;3;5;2;0;0;1;1;0;0;0;0;477685,595399999991059;5472510,433399999514222;8,692417848000048;49,404870981000045;1
08250129231000673240;08;2;37;024;2025;01;18;4;2;0;3;2;0;0;1;1;0;0;0;479318,009399999864399;5359298,482499999925494;8,720651687000043;48,386511174000077;1
08250118337100587910;08;3;37;038;2025;01;19;7;3;0;1;2;1;1;0;0;0;0;0;426646,525200000032783;5278879,245699999853969;8,023063601000047;47,659147225000027;1
08250125437100639440;08;4;37;100;2025;01;13;7;3;0;1;0;0;1;0;0;0;0;0;537778,111399999819696;5317592,373700000345707;9,506543092000072;48,010508936000065;1
08250205311000698650;08;3;36;084;2025;02;09;4;3;5;3;0;0;1;1;0;0;0;0;405557,321200000122190;5277264,377199999988079;7,742604119000021;47,641885590000072;1
08250205237100739660;08;2;37;028;2025;02;08;4;3;4;3;0;0;1;1;0;0;0;0;456485,421900000423193;5368024,672700000926852;8,411362250000025;48,463850319000073;1
08250127317000645950;08;3;17;127;2025;01;07;2;3;0;1;1;1;1;0;0;0;0;0;421302,527700000442564;5351931,432000000029802;7,938511738000045;48,315673362000041;1
08250124121500638860;08;1;25;039;2025;01;14;6;3;5;3;0;0;1;1;0;0;0;0;511429,391999999992549;5458666,169999999925494;9,157146765000050;49,280642970000031;1
08250115226700610660;08;2;26;076;2025;01;07;4;3;0;7;1;2;1;0;0;0;0;0;475378,104500000365078;5466362,016699999570847;8,660992513000053;49,349477802000081;1
08250130311100664380;08;3;15;072;2025;01;17;5;3;6;6;2;0;1;0;1;0;0;0;399699,541400000452995;5320875,280200000852346;7,654530215000023;48,033283566000080;1
08250122221011653120;08;2;21;000;2025;01;16;4;3;5;3;0;0;1;0;0;0;0;1;475032,205000000074506;5471596,777000000700355;8,655901551000056;49,396549726000046;1
08250108437100619200;08;4;37;100;2025;01;17;4;3;5;2;1;1;1;1;0;0;0;0;537156,059200000017881;5318046,017200000584126;9,498242027000060;48,014626761000045;1
08250129127100671610;08;1;27;076;2025;01;16;4;3;5;3;0;1;1;1;0;0;0;0;552581,957600000314415;5439876,313599999994040;9,720480359000021;49,109481037000080;1
08250208426100700400;08;4;26;021;2025;02;19;7;3;3;2;2;0;1;1;0;0;0;0;558219,607599999755621;5328226,173800000920892;9,782056102000070;48,104637947000072;1
08250110311500610610;08;3;15;113;2025;01;18;6;2;6;4;2;1;0;1;1;0;0;0;438936,408999999985099;5308016,205000000074506;8,182623614000022;47,922557781000080;1
08250128111120682560;08;1;11;000;2025;01;10;3;2;5;7;0;1;1;1;0;0;0;0;513536,266499999910593;5402800,360899999737740;9,184249763000025;48,778057737000040;1
08250131212402681800;08;2;12;000;2025;01;16;6;3;0;3;0;0;1;1;0;0;0;0;455652,259700000286102;5427332,779699999839067;8,393711686000074;48,997300588000030;1
08250122226300637800;08;2;26;056;2025;01;13;4;3;6;4;0;0;0;1;1;0;0;0;485651,274199999868870;5470065,671199999749660;8,802304304000074;49,383120419000079;1
08250112221011610040;08;2;22;000;2025;01;16;1;1;8;7;0;0;0;1;1;0;0;0;462499,187099999748170;5485969,994100000709295;8,481820099000061;49,525187001000063;1
08250114211100609890;08;2;11;000;2025;01;14;3;2;8;1;0;0;1;0;0;0;0;0;445792,665199999697506;5399123,155999999493361;8,262667643000043;48,742766018000054;1
08250123436500663270;08;4;36;081;2025;01;16;5;2;0;2;0;1;1;1;0;0;0;0;562733,605999999679625;5281960,998800000175834;9,835958396000024;47,687990045000049;1
08250115116010616440;08;1;16;019;2025;01;06;4;3;0;1;2;2;1;0;0;0;0;0;522745,840900000184774;5398498,037699999287724;9,309367193000071;48,739086061000080;1
08250116335300640370;08;3;35;100;2025;01;00;5;3;0;1;2;2;1;0;0;0;0;0;489719,722199999727309;5285673,102600000798702;8,862915000000044;47,724353528000051;1
08250204325000727640;08;3;27;049;2025;02;14;3;2;5;2;0;0;1;1;0;0;0;0;473478,907100000418723;5321584,408700000494719;8,644144416000074;48,046991521000052;1
08250210119300719700;08;1;19;067;2025;02;14;2;3;8;1;0;0;1;0;0;0;0;0;539101,236999999731779;5405985,875000000000000;9,532521619000022;48,805631660000074;1
08250122222600678700;08;2;22;000;2025;01;12;4;3;5;3;0;0;1;1;0;0;0;0;462939,946899999864399;5482900,336600000038743;8,488198338000075;49,497604213000045;1
08250120111230628670;08;1;11;000;2025;01;18;2;3;0;1;2;0;1;0;0;0;0;0;516708,801699999719858;5398618,065099999308586;9,227262818000042;48,740357003000042;1
08250125426010654820;08;4;25;081;2025;01;22;7;2;6;6;2;0;0;1;1;0;0;0;547837,436700000427663;5342231,537499999627471;9,644179919000067;48,231499578000069;1
08250115212302640820;08;2;12;000;2025;01;07;4;3;0;1;2;2;1;0;0;0;0;0;454889,691300000064075;5428249,404899999499321;8,383185248000075;49,005490466000026;1
08250108311400616350;08;3;15;033;2025;01;08;4;3;6;4;1;1;0;1;1;0;0;0;399272,909300000406802;5305095,391499999910593;7,652505855000072;47,891280280000046;1
08250205337400702030;08;3;37;126;2025;02;11;4;3;6;4;0;0;0;1;1;0;0;0;445592,917000000365078;5275803,785000000149012;8,275753651000059;47,633348260000048;1
