OID_;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
78277;08240115117400936110;08;1;17;018;2024;01;17;2;3;1;1;2;2;0;1;1;0;0;0;537246,746299999766052;5397891,940899999812245;9,506533389000026;48,732935566000037;1
78300;08240114111500938680;08;1;11;000;2024;01;02;1;3;0;7;2;0;1;1;0;0;0;0;513309,526499999687076;5404243,691199999302626;9,181210233000058;48,791046698000059;1
78309;08240113335200927600;08;3;35;063;2024;01;17;7;3;6;2;2;0;0;1;1;0;0;0;496578,490899999625981;5288156,629200000315905;8,954355425000074;47,746772115000056;1
78316;08240113235100941320;08;2;35;033;2024;01;19;7;3;5;3;2;0;1;1;0;0;0;0;458587,751000000163913;5405142,156999999657273;8,436091239000064;48,797892311000055;1
78332;08240112435100911800;08;4;35;016;2024;01;08;6;3;4;6;0;2;1;0;0;0;0;0;529502,736499999649823;5279926,409900000318885;9,393018833000042;47,672055504000070;1
78340;08240112326100956150;08;3;26;012;2024;01;05;6;3;6;2;2;0;0;1;1;0;0;0;462257,744199999608099;5310825,405500000342727;8,494532319000029;47,949629537000078;1
78342;08240112317300912730;08;3;17;031;2024;01;06;6;3;6;2;2;0;0;1;1;0;0;0;416680,177500000223517;5358471,184200000017881;7,874882520000028;48,373905613000034;1
78352;08240112222500937990;08;2;22;000;2024;01;15;6;3;6;4;0;0;0;1;1;0;0;0;465475,076299999840558;5476405,639100000262260;8,523773919000064;49,439336775000072;1
78356;08240113335300974990;08;3;35;075;2024;01;12;7;3;6;7;0;0;0;1;1;0;0;0;488147,560700000263751;5289952,307299999520183;8,841834099000039;47,762828958000057;1
78370;08240112121400936770;08;1;25;066;2024;01;10;6;3;6;4;0;0;0;1;1;0;0;0;514108,279199999757111;5432787,344000000506639;9,193072380000046;49,047798998000076;1
78372;08240112119400925850;08;1;19;091;2024;01;10;6;3;6;4;0;0;1;0;1;0;0;0;528485,837199999950826;5407205,257500000298023;9,388038729000073;48,817178076000062;1
78373;08240112119200936830;08;1;19;020;2024;01;10;6;3;5;2;0;0;1;1;0;0;0;0;519242,959300000220537;5408796,797499999403954;9,262207125000032;48,831850303000067;1
78375;08240112118100992200;08;1;18;010;2024;01;12;6;2;5;3;0;0;1;1;0;0;0;0;507251,815000000409782;5432002,141000000759959;9,099227549000034;49,040854506000073;1
78388;08240111311010933020;08;3;11;000;2024;01;19;5;3;2;6;2;0;1;1;0;0;0;0;414447,744699999690056;5316791,217199999839067;7,853138875000070;47,998692381000069;1
78407;08240111115400934690;08;1;15;045;2024;01;08;5;2;5;2;0;0;1;1;0;0;0;0;500532,997499999590218;5396241,851099999621511;9,007246461000022;48,719204355000045;1
78410;08240110437100929920;08;4;37;086;2024;01;06;4;3;6;4;2;2;0;1;1;0;0;0;528697,989199999719858;5311039,778400000184774;9,384358825000049;47,952027461000057;1
78420;08240110311010933940;08;3;15;109;2024;01;07;4;3;5;2;1;1;1;1;0;0;0;0;422659,955000000074506;5314782,109999999403954;7,963569063000023;47,981665262000035;1
78421;08240110311010920360;08;3;11;000;2024;01;07;4;3;5;3;1;1;1;1;0;0;0;0;413654,593999999575317;5316693,864499999210238;7,842528210000069;47,997710026000050;1
78450;08240109226100908330;08;2;26;013;2024;01;16;3;3;6;4;0;0;0;0;1;0;0;1;498884,416799999773502;5479756,750199999660254;8,984602272000075;49,470459172000062;1
78459;08240109118300933770;08;1;18;003;2024;01;13;3;2;6;7;0;0;0;1;1;0;0;0;510936,220599999651313;5416860,051799999549985;9,149234496000076;48,904587535000076;1
78463;08240108436400924150;08;4;36;011;2024;01;09;2;3;5;2;0;0;1;1;0;0;0;0;548625,008500000461936;5297098,586899999529123;9,649661326000057;47,825398424000070;1
78468;08240108417300905340;08;4;17;013;2024;01;17;2;2;6;4;2;0;0;1;1;0;0;0;509124,934100000187755;5348570,774499999359250;9,123017206000043;48,290271021000081;1
78470;08240108337010921050;08;3;37;096;2024;01;17;2;3;5;3;2;1;1;0;0;0;0;1;421855,849000000394881;5267962,484999999403954;7,961217643000055;47,560375601000032;1
78473;08240108336200928680;08;3;36;069;2024;01;07;2;2;4;6;2;1;1;0;0;0;0;0;409051,506400000303984;5269903,272600000724196;7,790641955000069;47,576167000000055;1
78477;08240108335100906590;08;3;35;043;2024;01;13;2;3;6;4;0;0;0;1;1;0;0;0;513576,559000000357628;5279451,946000000461936;9,180846251000048;47,668316998000080;1
78482;08240108311400927730;08;3;15;074;2024;01;07;2;3;5;3;0;0;1;1;0;0;0;0;398837,034500000067055;5295622,976299999281764;7,648891686000070;47,806008129000077;1
78486;08240108222600925950;08;2;22;000;2024;01;08;2;3;4;2;0;0;1;1;0;0;0;0;462426,094100000336766;5485627,527300000190735;8,480842772000074;49,522102180000047;1
78487;08240108222014917050;08;2;22;000;2024;01;17;2;3;3;2;1;1;1;0;0;0;0;1;463141,598899999633431;5486276,809800000861287;8,490667796000025;49,527986047000070;1
78490;08240108121500903970;08;1;25;079;2024;01;07;2;3;6;7;2;0;0;1;1;0;0;0;511907,808600000105798;5454492,741599999368191;9,163600510000038;49,243093140000042;1
78497;08240107311010904350;08;3;11;000;2024;01;15;1;3;5;3;0;1;1;1;0;0;0;0;410175,175999999977648;5318810,944599999114871;7,795453210000062;48,016274167000063;1
78515;08240106118400903000;08;1;18;048;2024;01;13;7;3;0;1;0;0;1;0;0;0;0;0;513516,277800000272691;5416694,655899999663234;9,184436033000054;48,903048748000060;1
78516;08240106118010912790;08;1;18;028;2024;01;14;7;2;0;7;0;0;1;0;0;0;0;0;512479,439799999818206;5428053,010299999266863;9,170636074000072;49,005246271000033;1
78519;08240105437200902030;08;4;37;031;2024;01;19;6;3;6;4;2;0;0;1;1;0;0;0;516098,390700000338256;5344104,204900000244379;9,216858773000070;48,249947660000032;1
78522;08240105436200901540;08;4;36;064;2024;01;13;6;3;0;1;0;1;1;0;0;0;0;0;545526,117700000293553;5292551,137000000104308;9,607783171000051;47,784711906000041;1
78535;08240105118010907080;08;1;15;042;2024;01;09;6;2;3;6;0;0;1;1;0;0;0;0;497113,186099999584258;5406646,036800000816584;8,960678817000030;48,812793759000044;1
78540;08240104317100911540;08;3;17;089;2024;01;18;5;3;5;2;2;1;1;1;0;0;0;0;427597,728600000031292;5377739,166099999099970;8,018950163000056;48,548571142000071;1
78544;08240104226700915820;08;2;26;010;2024;01;09;5;3;5;3;0;0;1;1;0;0;0;0;478300,857099999673665;5458020,255200000479817;8,701687365000055;49,274554624000075;1
78554;08240103337100950650;08;3;37;096;2024;01;21;4;2;6;6;2;1;1;0;1;0;0;0;421366,321999999694526;5267776,565099999308586;7,954744668000046;47,558643879000044;1
78559;08240107235100965150;08;2;35;079;2024;01;19;1;3;4;4;2;1;0;1;1;0;0;1;467346,614799999631941;5401343,789000000804663;8,555657764000046;48,764245147000054;1
78576;08240102415100899300;08;4;15;088;2024;01;17;3;3;6;4;2;1;0;1;1;0;0;0;538036,187199999578297;5371810,518799999728799;9,514877446000071;48,498263204000068;1
78585;08240102127202899850;08;1;27;014;2024;01;17;3;2;6;4;2;1;0;1;1;0;0;0;577048,622700000181794;5442421,422100000083447;10,056159488000048;49,129792792000046;1
78587;08240102119010911870;08;1;19;067;2024;01;22;3;2;6;4;2;0;0;1;1;0;0;0;539648,031499999575317;5410443,044299999251962;9,540399037000043;48,845691439000063;1
78589;08240102118200903510;08;1;18;019;2024;01;17;3;3;6;4;2;1;0;1;1;0;0;0;504625,937199999578297;5405483,988700000569224;9,062996607000059;48,802329562000068;1
78594;08240101435100898420;08;4;35;016;2024;01;00;2;3;0;1;2;1;1;0;0;0;0;0;529423,740100000053644;5281292,431700000539422;9,392058578000047;47,684349862000033;1
78720;08240105231000918080;08;2;31;000;2024;01;17;6;2;6;4;2;0;0;1;1;0;0;0;481007,943199999630451;5417096,685300000011921;8,740826344000027;48,906521575000056;1
78832;08240104311100916820;08;3;15;015;2024;01;15;5;3;5;3;0;0;1;1;0;0;0;0;398771,071899999864399;5318911,535399999469519;7,642542898000045;48,015473911000072;1
79631;08240112116010932590;08;1;16;080;2024;01;08;6;2;6;4;0;0;0;1;1;0;0;0;519148,742899999953806;5397128,937599999830127;9,260379874000023;48,726890673000071;1
79670;08240108311010944160;08;3;11;000;2024;01;15;2;3;4;6;0;0;1;0;0;0;0;0;418889,968600000254810;5315189,017699999734759;7,912979962000065;47,984858716000076;1
79714;08240111121500933050;08;1;25;063;2024;01;07;5;3;6;4;2;0;0;0;1;0;0;1;526184,967000000178814;5463355,958100000396371;9,360330819000069;49,322373449000054;1
79747;08240110231102910340;08;2;36;040;2024;01;06;4;3;5;3;2;0;1;1;0;0;0;0;485569,612399999983609;5420165,768500000238419;8,802967803000058;48,934253182000077;1
80026;08240108316200619680;08;3;16;042;2024;01;18;2;3;4;2;0;0;1;0;0;0;1;0;428489,722599999979138;5328722,151000000536442;8,039352585000074;48,107746127000041;1
80064;08240113311500956950;08;3;15;068;2024;01;11;7;3;6;4;0;0;0;1;1;0;0;0;440317,442999999970198;5301996,439200000837445;8,201940461000049;47,868531177000079;1
80111;08240101121400898400;08;1;25;086;2024;01;00;2;3;0;7;2;0;1;0;0;0;0;0;504282,009899999946356;5443151,862900000065565;9,058709485000065;49,141179271000055;1
80253;08240108215502907800;08;2;15;099;2024;01;20;2;3;0;6;2;0;1;1;0;0;0;0;463317,901300000026822;5447002,618899999186397;8,496720813000024;49,174736532000054;1
80482;08240112317200947970;08;3;17;153;2024;01;11;6;3;6;7;0;0;0;1;1;0;0;0;420677,920400000177324;5392505,096599999815226;7,922380185000065;48,680548212000076;1
80525;08240109212010907420;08;2;12;000;2024;01;08;3;3;2;2;0;0;1;1;0;0;0;0;455166,610199999995530;5428250,381799999624491;8,386971356000060;49,005519432000028;1
80642;08240104117200900530;08;1;17;024;2024;01;19;5;3;5;3;1;1;1;1;0;0;0;0;561957,457600000314415;5385019,623600000515580;9,840625280000040;48,615179969000053;1
80682;08240112118100911330;08;1;18;010;2024;01;08;6;3;6;7;0;0;0;1;1;0;0;0;507034,705699999816716;5431950,339999999850988;9,096255919000043;49,040391044000046;1
80688;08240104437000909000;08;4;35;053;2024;01;17;5;2;6;4;2;0;0;1;1;0;0;0;508929,756000000052154;5292519,782999999821186;9,119216793000021;47,785976999000070;1
80720;08240102435200899950;08;4;35;059;2024;01;17;3;3;0;1;1;1;1;0;0;0;0;0;512314,553000000305474;5290746,721999999135733;9,164355108000052;47,769968056000039;1
81070;08240111426000935220;08;4;26;071;2024;01;17;5;1;6;4;2;1;0;1;1;0;0;0;565201,605800000019372;5331344,847100000828505;9,876310594000074;48,132016899000064;1
81155;08240101421300898430;08;4;25;137;2024;01;00;2;3;6;6;2;0;1;0;1;0;0;0;573836,828800000250340;5355012,624199999496341;9,996477399000071;48,343975960000080;1
81261;08240109335010913520;08;3;35;063;2024;01;20;3;2;9;1;2;0;1;0;0;0;0;0;496765,984000000171363;5287701,836400000378489;8,956860054000060;47,742681045000040;1
81269;08240104221200926780;08;2;21;000;2024;01;10;5;3;6;2;0;0;0;1;1;0;0;0;477688,047500000335276;5472929,876900000497699;8,692428079000024;49,408643903000041;1
81417;08240109119400906030;08;1;19;079;2024;01;07;3;3;2;2;2;0;1;1;0;0;0;0;525373,524600000120699;5407090,179700000211596;9,345636037000077;48,816277779000075;1
81464;08240215119200046880;08;1;19;020;2024;02;14;5;3;5;2;0;0;1;1;0;0;0;0;519790,189799999818206;5406479,044099999591708;9,269551845000024;48,810983064000027;1
81465;08240215118500016370;08;1;18;049;2024;02;07;5;3;0;1;0;0;1;0;0;0;0;0;519363,772900000214577;5421129,242599999532104;9,264437656000041;48,942785493000031;1
81471;08240215116500029570;08;1;16;049;2024;02;10;5;3;1;5;0;0;1;1;0;0;0;0;525514,214800000190735;5385878,916300000622869;9,346240307000073;48,625457841000070;1
81472;08240215116500027070;08;1;16;049;2024;02;09;5;3;3;2;0;0;1;1;0;0;0;0;524963,167700000107288;5385819,630100000649691;9,338758898000037;48,624946736000027;1
81475;08240214435100026400;08;4;35;035;2024;02;22;4;3;0;1;2;0;1;0;0;0;0;0;541732,329499999992549;5281075,523700000718236;9,556037660000072;47,681720722000080;1
81479;08240214311010014950;08;3;11;000;2024;02;10;4;3;3;2;0;0;1;1;0;0;0;0;414752,025000000372529;5315860,045199999585748;7,857401992000064;47,990356760000054;1
81483;08240214221011046260;08;2;26;036;2024;02;19;4;2;6;4;2;1;0;1;1;0;0;0;468643,019399999640882;5479604,819700000807643;8,567216881000036;49,468283961000054;1
81484;08240214221011019960;08;2;21;000;2024;02;17;4;3;3;2;2;1;1;1;0;0;0;0;476562,910500000230968;5472653,709499999880791;8,676934536000033;49,406117527000049;1
81493;08240214115100028870;08;1;15;003;2024;02;11;4;2;6;4;0;0;0;1;1;0;0;0;500153,561900000087917;5392284,859200000762939;9,002086306000024;48,683607129000052;1
81496;08240213426100015290;08;4;26;021;2024;02;14;3;3;9;1;0;0;1;0;0;0;0;0;559496,534099999815226;5327431,265200000256300;9,799096329000065;48,097368827000025;1
81500;08240213325000032210;08;3;26;012;2024;02;10;3;3;6;4;0;0;0;1;1;0;0;0;457240,795599999837577;5312969,548100000247359;8,427132281000070;47,968604617000040;1
81502;08240213311010034830;08;3;36;069;2024;02;14;3;2;5;3;0;0;1;1;0;0;0;0;408368,075000000186265;5267551,698000000789762;7,782046899000022;47,554916456000058;1
81508;08240213212010032880;08;2;12;000;2024;02;10;3;3;5;3;0;0;1;0;0;0;0;1;456377,935899999924004;5425941,258700000122190;8,403781387000038;48,984835361000080;1
81510;08240213136100041100;08;1;36;088;2024;02;15;3;3;5;2;0;0;1;1;0;0;0;0;579962,637000000104308;5411032,184000000357628;10,089920690000042;48,847105833000057;1
81511;08240213136100025770;08;1;36;002;2024;02;17;3;3;9;1;0;0;1;0;0;0;0;0;572790,258999999612570;5414720,934000000357628;9,992830727000069;48,881166890000031;1
81512;08240213119500039590;08;1;19;042;2024;02;06;3;3;4;6;2;1;1;0;0;0;0;0;529336,748999999836087;5415697,950999999418855;9,400238264000052;48,893535554000039;1
81513;08240213119100028200;08;1;19;038;2024;02;13;3;3;6;2;0;0;0;1;1;0;0;0;525625,536100000143051;5421217,446100000292063;9,349954309000054;48,943351201000041;1
81534;08240212226700010880;08;2;26;098;2024;02;07;2;3;5;2;0;1;1;0;0;0;0;0;479258,053199999965727;5460790,701400000602007;8,714702653000074;49,299508165000077;1
81542;08240212117400066810;08;1;17;018;2024;02;06;2;3;6;2;2;1;0;1;1;0;0;0;538479,142199999652803;5395823,837400000542402;9,523099542000068;48,714256691000060;1
81545;08240211436300008020;08;4;36;081;2024;02;22;1;3;0;1;2;1;1;0;0;0;0;0;561935,956799999810755;5282824,160099999979138;9,825452988000052;47,695832620000033;1
81548;08240211416010044960;08;4;15;061;2024;02;16;1;3;3;6;0;0;1;0;0;0;0;0;514146,274400000460446;5375688,908999999985099;9,191626278000058;48,534146687000032;1
81551;08240211317300017200;08;3;17;026;2024;02;19;1;3;0;1;2;1;1;0;0;0;0;0;414838,214599999599159;5344592,518600000068545;7,852816489000077;48,248822659000041;1
81552;08240211231202021820;08;2;36;070;2024;02;18;1;3;4;2;2;0;1;1;0;0;0;0;466715,123499999754131;5414835,379399999976158;8,545969761000038;48,885576768000078;1
81554;08240211231000011770;08;2;37;030;2024;02;04;1;3;0;6;2;0;1;1;0;0;0;0;464324,065100000239909;5366104,802899999544024;8,517557790000069;48,447072346000027;1
81562;08240211117200009920;08;1;17;024;2024;02;12;1;3;6;6;0;0;1;0;1;0;0;0;560179,820100000128150;5386478,744100000709295;9,816721016000031;48,628478697000048;1
81563;08240211111500021370;08;1;11;000;2024;02;15;1;3;8;1;0;1;1;1;0;0;0;0;512720,231800000183284;5406488,218599999323487;9,173256510000044;48,811250547000043;1
81565;08240210436300019510;08;4;36;052;2024;02;12;7;3;6;7;0;0;0;1;1;0;0;0;565780,929100000299513;5293790,744899999350309;9,878349258000071;47,794113811000045;1
81571;08240210237200043650;08;2;37;040;2024;02;09;7;3;5;3;0;1;1;1;0;0;0;0;482349,539599999785423;5362926,726500000804663;8,761445088000073;48,419244712000079;1
81579;08240210119400034030;08;1;19;041;2024;02;14;7;3;1;5;0;0;1;1;0;0;0;0;526224,751699999906123;5410383,401000000536442;9,357441819000030;48,845867281000039;1
81587;08240209436000009570;08;4;35;066;2024;02;11;6;3;6;3;0;0;0;1;1;0;0;0;518757,003100000321865;5287015,875600000843406;9,250177060000055;47,736244475000035;1
81592;08240209325000033610;08;3;26;074;2024;02;19;6;2;6;4;2;1;0;1;1;0;0;0;460626,452200000174344;5319756,298599999397993;8,471866808000073;48,029880962000050;1
81600;08240209216100025430;08;2;16;009;2024;02;02;6;3;1;5;2;1;1;1;0;0;0;0;445553,473000000230968;5420476,518699999898672;8,256577247000052;48,934821088000035;1
81602;08240209136100011910;08;1;36;088;2024;02;06;6;2;5;3;2;1;1;1;0;0;0;0;582603,211900000460446;5406968,494400000199676;10,125086905000046;48,810210576000031;1
81609;08240209119400005250;08;1;19;079;2024;02;15;6;3;6;4;0;0;0;1;1;0;0;0;525835,719800000078976;5409784,206199999898672;9,352101655000070;48,840493426000080;1
81612;08240209118010030140;08;1;18;079;2024;02;18;6;1;6;4;2;1;0;1;1;0;0;0;510206,477199999615550;5422916,152000000700355;9,139428146000057;48,959078832000046;1
81617;08240209116400006120;08;1;16;033;2024;02;18;6;3;6;6;2;1;0;1;1;0;0;0;537060,073400000110269;5386780,745600000023842;9,502998535000074;48,632992984000055;1
81619;08240209111140041460;08;1;11;000;2024;02;08;6;3;2;6;0;1;1;1;0;0;0;0;506731,735000000335276;5400309,685000000521541;9,091588875000070;48,755762537000066;1
81628;08240208335300013960;08;3;35;075;2024;02;13;5;3;0;1;0;0;1;0;0;0;0;0;488349,392799999564886;5290062,399900000542402;8,844524503000059;47,763823199000058;1
81638;08240208225200020530;08;2;25;075;2024;02;07;5;1;6;4;0;1;0;0;1;0;0;1;528410,130300000309944;5474348,448400000110269;9,391735445000052;49,421149451000076;1
81644;08240208135100012820;08;1;35;016;2024;02;09;5;3;5;3;0;0;1;1;0;0;0;0;591611,417000000365078;5385799,916999999433756;10,243053303000067;48,618559041000026;1
81645;08240208126200010720;08;1;26;066;2024;02;19;5;3;7;7;2;1;1;0;0;0;0;0;534062,067900000140071;5453523,230599999427795;9,467886678000070;49,233540470000037;1
81660;08240208111110004510;08;1;11;000;2024;02;13;5;3;5;2;0;0;1;1;0;0;0;0;512852,235999999567866;5402781,076999999582767;9,174938482000073;48,777898768000057;1
81662;08240207436000001880;08;4;37;078;2024;02;16;4;3;3;2;0;0;1;1;0;0;0;0;509032,041000000201166;5316255,776000000536442;9,121079158000043;47,999536280000029;1
81675;08240207316100012570;08;3;16;011;2024;02;16;4;2;8;1;1;1;1;0;0;0;0;0;418374,357099999673665;5330007,689500000327826;7,903243958000076;48,118093893000037;1
81686;08240207127202007230;08;1;27;014;2024;02;09;4;3;5;3;0;1;1;1;0;0;0;0;576770,356300000101328;5443823,071599999442697;10,052612702000033;49,142433892000042;1
81687;08240207127202000610;08;1;27;014;2024;02;07;4;3;5;3;0;0;1;1;0;0;0;0;578399,205699999816716;5442784,112800000235438;10,074740008000049;49,132883947000039;1
81692;08240207118300001380;08;1;18;046;2024;02;18;4;3;4;2;2;1;1;1;0;0;0;0;514617,575400000438094;5412674,146099999547005;9,199319884000033;48,866856266000070;1
81695;08240207111500002630;08;1;11;000;2024;02;17;4;3;5;3;2;1;1;1;0;0;0;0;516324,294599999673665;5409290,345000000670552;9,222457009000038;48,836373755000068;1
81700;08240206435100019270;08;4;35;016;2024;02;16;3;2;3;6;0;0;1;0;0;1;0;0;534263,971199999563396;5279251,604199999943376;9,456390452000051;47,665749212000037;1
81703;08240206425000019560;08;4;25;033;2024;02;17;3;2;6;2;1;0;0;1;1;0;0;0;553796,712899999693036;5346929,378000000491738;9,725018584000054;48,273284104000027;1
81707;08240206335100999150;08;3;35;043;2024;02;17;3;3;5;7;0;0;1;1;0;0;0;0;511467,554999999701977;5280199,473400000482798;9,152773052000043;47,675083844000028;1
81709;08240206325302019150;08;3;25;053;2024;02;14;3;3;6;4;0;0;0;1;1;0;0;0;454417,054499999620020;5340326,650100000202656;8,386382117000039;48,214528678000079;1
81710;08240206311010007090;08;3;15;098;2024;02;18;3;3;5;3;2;0;1;1;0;0;0;0;407988,127299999818206;5312685,007400000467896;7,767444869000030;47,960859413000037;1
81712;08240206222600020660;08;2;22;000;2024;02;20;3;3;0;7;2;0;1;0;0;0;0;0;463070,253100000321865;5482464,633300000801682;8,490038520000041;49,493693234000034;1
81715;08240206216200013020;08;2;16;063;2024;02;18;3;3;3;6;2;0;1;1;0;0;0;0;429328,298100000247359;5400257,311400000005960;8,038552528000025;48,751317068000048;1
81721;08240206121400998020;08;1;25;056;2024;02;13;3;3;4;6;0;0;1;0;0;0;0;0;511115,336799999698997;5436484,291099999099970;9,152215550000051;49,081116077000047;1
81723;08240206121200030630;08;1;21;000;2024;02;20;3;2;6;4;2;0;0;1;1;0;0;0;515926,043800000101328;5442239,514299999922514;9,218320882000057;49,132780847000049;1
81729;08240206111500001350;08;1;11;000;2024;02;15;3;2;6;4;0;0;0;1;1;0;0;0;513350,348199999891222;5406399,758300000801682;9,181836118000035;48,810441551000054;1
81730;08240206111370021140;08;1;11;000;2024;02;07;3;3;6;4;0;0;0;1;1;0;0;0;506791,348500000312924;5405531,483699999749660;9,092486208000025;48,802736935000041;1
81735;08240205435100998180;08;4;35;016;2024;02;17;2;3;6;4;0;0;0;1;1;0;0;0;536445,043700000271201;5279077,293199999257922;9,485426394000058;47,664061635000053;1
81742;08240205327100997290;08;3;27;050;2024;02;15;2;3;5;3;0;0;1;1;0;0;0;0;489627,094999999739230;5316980,671000000089407;8,860928392000062;48,006037922000075;1
81743;08240205326400009270;08;3;26;074;2024;02;14;2;3;5;3;0;0;1;1;0;0;0;0;460639,142300000414252;5323073,919900000095367;8,471731898000030;48,059729501000049;1
81746;08240205325000002350;08;3;27;046;2024;02;17;2;2;2;7;0;0;1;1;0;0;0;0;480687,532999999821186;5324384,671599999070168;8,740740869000035;48,072444348000033;1
81747;08240205317100027580;08;3;17;001;2024;02;09;2;3;6;4;0;0;0;1;1;0;0;0;431510,364000000059605;5386674,138000000268221;8,070485874000042;48,629381420000072;1
81752;08240206116200022340;08;1;16;077;2024;02;14;3;3;5;3;0;0;1;1;0;0;0;0;516086,282899999991059;5392509,379399999976158;9,218557617000045;48,685419647000060;1
81753;08240205311010054500;08;3;15;064;2024;02;11;2;3;6;4;0;0;0;1;1;0;0;0;421994,799399999901652;5312904,597899999469519;7,954997729000070;47,964694901000030;1
81762;08240205215502017600;08;2;15;107;2024;02;07;2;3;5;2;2;0;1;1;0;0;0;0;461842,332600000314415;5455124,914200000464916;8,475704798000038;49,247705843000062;1
81763;08240205212502007680;08;2;12;000;2024;02;17;2;2;5;3;2;0;1;1;0;0;0;0;454589,995000000111759;5428268,370999999344349;8,379085487000054;49,005639089000056;1
81764;08240205212010050680;08;2;15;102;2024;02;17;2;2;5;3;0;0;1;1;0;0;0;0;457911,337100000120699;5437679,062400000169873;8,423519614000043;49,090524509000034;1
81768;08240205135200997400;08;1;35;026;2024;02;16;2;3;0;1;0;0;1;0;0;0;0;0;599241,353799999691546;5395311,366000000387430;10,348834257000021;48,702937979000069;1
81769;08240205128010006150;08;1;28;006;2024;02;07;2;2;6;7;2;1;0;1;1;0;0;0;549479,101599999703467;5475885,255400000140071;9,682421354000041;49,433622992000039;1
81781;08240205115100015950;08;1;15;003;2024;02;01;2;3;0;7;2;0;1;0;0;0;0;0;500724,492200000211596;5392646,992300000041723;9,009843652000029;48,686864517000060;1
81783;08240204435100995430;08;4;35;042;2024;02;13;1;2;0;1;0;0;1;0;0;0;0;0;552231,858300000429153;5276275,593200000002980;9,695349148000048;47,637772299000062;1
81784;08240204435100031460;08;4;35;042;2024;02;13;1;3;0;1;0;0;1;0;0;0;0;0;552231,858300000429153;5276275,593200000002980;9,695349148000048;47,637772299000062;1
81800;08240203435100013260;08;4;35;042;2024;02;14;7;2;0;1;0;0;1;0;0;0;0;0;552247,331000000238419;5276297,564500000327826;9,695557740000027;47,637968728000033;1
81806;08240203311010997650;08;3;11;000;2024;02;12;7;3;3;6;0;0;1;0;0;0;0;0;412850,730000000447035;5315337,630000000819564;7,832029971000054;47,985401177000028;1
81808;08240206215402999210;08;2;15;009;2024;02;13;3;3;6;4;0;0;0;1;1;0;0;0;470833,745900000445545;5441771,566700000315905;8,600214197000071;49,128085720000058;1
81809;08240203231000045230;08;2;31;000;2024;02;08;7;3;6;3;0;0;0;1;1;0;0;0;477646,773699999786913;5415238,825099999085069;8,695060708000028;48,889696720000074;1
81812;08240203212010047980;08;2;12;000;2024;02;18;7;3;5;5;2;0;1;1;0;0;0;0;455241,518199999816716;5428236,154999999329448;8,387997116000065;49,005396897000026;1
81821;08240202415300042650;08;4;15;059;2024;02;18;6;3;4;6;2;0;1;0;0;0;0;0;512535,251699999906123;5366158,081700000911951;9,169517331000065;48,448438043000067;1
81822;08240202415300000150;08;4;15;019;2024;02;12;6;3;0;7;0;0;1;0;0;0;0;0;519207,279099999926984;5370472,016599999740720;9,259942149000040;48,487079480000034;1
81829;08240202325102009470;08;3;25;045;2024;02;12;6;3;6;4;0;0;0;1;1;0;0;0;471782,084300000220537;5349719,246899999678135;8,619509141000037;48,300039919000028;1
81853;08240202117200035110;08;1;17;006;2024;02;06;6;3;6;4;2;0;0;1;1;0;0;0;551688,329499999992549;5381645,406099999323487;9,700887871000077;48,585759627000073;1
81856;08240202115300009590;08;1;15;028;2024;02;15;6;3;6;4;0;0;0;1;1;0;0;0;500598,522300000302494;5404644,104299999773502;9,008149532000061;48,794790944000056;1
81858;08240202111320012980;08;1;11;000;2024;02;14;6;3;2;6;0;0;1;0;0;0;0;1;517808,336699999868870;5406163,475099999457598;9,242544633000023;48,808204217000082;1
81860;08240201436000993270;08;4;35;034;2024;02;14;5;3;0;7;0;1;1;0;0;0;0;0;528859,198200000450015;5285371,416999999433756;9,384806474000072;47,721075793000068;1
81867;08240201326000008680;08;3;35;066;2024;02;08;5;3;5;2;0;1;1;1;0;0;0;0;509449,440700000151992;5281810,386299999430776;9,125922281000044;47,689610947000062;1
81877;08240201316100998030;08;3;16;011;2024;02;14;5;3;0;7;0;1;1;0;0;0;0;0;413663,364299999549985;5330480,208100000396371;7,839862484000037;48,121722831000056;1
81881;08240201226100001590;08;2;26;013;2024;02;06;5;3;2;7;2;1;1;1;0;0;0;0;497366,214900000020862;5478840,848099999129772;8,963653538000074;49,462216051000041;1
81888;08240201212502993910;08;2;12;000;2024;02;07;5;3;4;6;2;1;1;0;0;0;0;0;455667,343799999915063;5432347,100400000810623;8,393369965000034;49,042405893000080;1
81897;08240201126200040580;08;1;26;066;2024;02;16;5;2;6;2;0;0;0;0;1;0;0;1;536595,950600000098348;5450080,473899999633431;9,502377516000024;49,202426906000028;1
81900;08240214111500024360;08;1;11;000;2024;02;09;4;2;5;3;0;0;1;0;0;0;1;0;515735,184500000439584;5405410,046000000089407;9,214280215000031;48,801482427000053;1
81904;08240201118010014450;08;1;18;048;2024;02;07;5;3;6;4;1;1;0;1;1;0;0;0;514238,005499999970198;5415904,706100000068545;9,194256753000047;48,895926409000026;1
