Unfall_ID;Original_Unfall_ID;Datum + Uhrzeit;Koordinaten Breitengrad;Koordinaten Längengrad;Gemeinde;Anzahl der Getöteten;Anzahl der Schwerverletzten;Anzahl der Leichtverletzten;Anzahl Beteiligte;Unfallart;Charakteristik;Besonderheiten;Lichtzeichenanlage;Lichtverhältnisse;Straßenzustand;Aufprall auf Hindernis;Unfallkategorie;Unfalltyp;Beteiligter 1: Ursachen;Beteiligter 2: Ursachen;Beteiligter 1: Verkehrsbeteiligung;Beteiligter 2: Verkehrsbeteiligung;beteiligt_fuss;beteiligt_fahrrad;beteiligt_pkw;beteiligt_sonst_kfz;beteiligt_sonst;Anzahl Fahrrad;Anzahl zu Fuß;Anzahl Pkw;Anzahl Pkw/Lkw/Bus;Anzahl sonstige Kfz;Anzahl sonstige;Anzahl sonstige Verkehrsmittel
8131;BWPV100001203160;2018-07-24T05:05:00Z;;;Karlsruhe, Stadt;0;1;0;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Schwerverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8132;BWPV100001203273;2018-07-31T21:40:00Z;;;Karlsruhe, Stadt;0;1;0;1;Unfall anderer Art;;Schienengleicher Wegübergang;;;;kein Aufprall;Unfall mit Schwerverletzten;Fahrunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8133;BWPV100001203726;2018-08-02T17:45:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8134;BWPV100001203784;2018-08-03T07:20:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8135;BWPV100001203958;2018-07-26T16:30:00Z;;;Karlsruhe, Stadt;0;0;2;2;Zusammenstoß mit entgegenkommendem Fahrzeug;Kreuzung;Benutzungspflicht der Radverkehrsanlage;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8136;BWPV100001204041;2018-07-27T17:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Unfall anderer Art;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;1
8137;BWPV100001204125;2018-07-30T08:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8138;BWPV100001204351;2018-08-03T21:45:00Z;;;Karlsruhe, Stadt;0;0;1;3;Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;3;0;;0;;;0
8139;BWPV100001204385;2018-07-20T11:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8140;BWPV100001204642;2018-08-02T16:10:00Z;;;Karlsruhe, Stadt;0;1;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;Fußgängerfurt;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Schwerverletzten;Überschreiten-Unfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8141;BWPV100001204938;2018-07-26T06:50:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8142;BWPV100001205540;2018-07-14T15:15:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8143;BWPV100001206061;2018-07-30T19:20:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8144;BWPV100001206224;2018-08-08T05:15:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;Kreuzung;;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8145;BWPV100001206262;2018-07-30T14:20:00Z;;;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8146;BWPV100001206374;2018-08-01T17:10:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug;;;;;;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8147;BWPV100001206420;2018-08-09T13:35:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit vorausfahrendem/wartendem Fahrzeug;Kurve;Fußgängerfurt;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8148;BWPV100001206456;2018-08-09T11:26:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;Kreuzung;Radverkehrsanlage auf der Fahrbahn;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8149;BWPV100001206465;2018-08-09T13:50:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8150;BWPV100001206602;2018-08-10T12:10:00Z;;;Karlsruhe, Stadt;0;0;1;2;Unfall anderer Art;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8151;BWPV100001206834;2018-08-11T08:39:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8152;BWPV100001207113;2018-08-04T10:05:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;"Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA; Benutzungspflicht der Radverkehrsanlage";;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8153;BWPV100001207140;2018-08-07T13:00:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8154;BWPV100001207215;2018-07-25T02:21:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;"Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA; Benutzungspflicht der Radverkehrsanlage";;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8155;BWPV100001207253;2018-07-31T21:10:00Z;;;Karlsruhe, Stadt;0;1;0;1;Unfall anderer Art;Kreuzung;Schienengleicher Wegübergang;;;;kein Aufprall;Unfall mit Schwerverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8156;BWPV100001207295;2018-08-08T05:50:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit vorausfahrendem/wartendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8157;BWPV100001207600;2018-08-13T14:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8158;BWPV100001207733;2018-08-14T06:05:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8159;BWPV100001207875;2018-08-03T09:22:00Z;;;Karlsruhe, Stadt;0;0;0;2;Unfall anderer Art;;;;;;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8160;BWPV100001207947;2018-08-14T16:17:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;Schienengleicher Wegübergang;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8161;BWPV100001207989;2018-08-14T19:00:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;Benutzungspflicht der Radverkehrsanlage;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8162;BWPV100001208357;2018-08-15T20:45:00Z;;;Karlsruhe, Stadt;0;0;2;2;Zusammenstoß mit entgegenkommendem Fahrzeug;"Gefälle; Kurve";;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8163;BWPV100001208467;2018-08-15T14:00:00Z;;;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;Benutzungspflicht der Radverkehrsanlage;;;;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8164;BWPV100001209499;2018-08-18T08:45:00Z;;;Karlsruhe, Stadt;0;0;2;3;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;TRUE;FALSE;;;;0;2;;1;;;0
8165;BWPV100001209508;2018-08-19T07:18:00Z;;;Karlsruhe, Stadt;0;1;0;1;Unfall anderer Art;Gefälle;;;;;kein Aufprall;Unfall mit Schwerverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8166;BWPV100001209539;2018-08-19T18:00:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8167;BWPV100001209870;2018-08-03T14:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;Fußgängerfurt;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;1
8168;BWPV100001209955;2018-08-20T10:05:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8169;BWPV100001210573;2018-08-21T16:00:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;Radverkehrsanlage auf der Fahrbahn;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8170;BWPV100001210582;2018-08-22T16:10:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8171;BWPV100001210708;2018-06-24T18:00:00Z;;;Karlsruhe, Stadt;0;0;1;2;Unfall anderer Art;;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8172;BWPV100001210879;2018-08-23T13:40:00Z;;;Karlsruhe, Stadt;0;1;0;3;Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug;;Schienengleicher Wegübergang;;;;kein Aufprall;Unfall mit Schwerverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;1
8173;BWPV100001210918;2018-08-17T14:25:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8174;BWPV100001210951;2018-08-23T12:25:00Z;;;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit entgegenkommendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Schwerverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8175;BWPV100001210992;2018-08-22T13:58:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8176;BWPV100001211148;2018-08-16T14:05:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8177;BWPV100001211158;2018-08-21T05:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8178;BWPV100001211215;2018-08-15T16:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8179;BWPV100001211294;2018-08-18T12:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8180;BWPV100001211454;2018-08-21T17:00:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;;;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8181;BWPV100001211683;2018-08-16T13:20:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;"Fußgängerfurt; Haltestelle";Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8182;BWPV100001211958;2018-08-15T03:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;1
8183;BWPV100001211972;2018-08-18T22:19:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit entgegenkommendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8184;BWPV100001212350;2018-08-16T04:15:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8185;BWPV100001212487;2018-07-24T16:15:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8186;BWPV100001212498;2018-08-28T17:07:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8187;BWPV100001212517;2018-08-28T17:25:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8188;BWPV100001212536;2018-08-28T23:25:00Z;;;Karlsruhe, Stadt;0;0;1;3;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;2;;;0
8189;BWPV100001213207;2018-08-22T18:30:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8190;BWPV100001213263;2018-08-30T13:29:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8191;BWPV100001213423;2018-08-16T19:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8192;BWPV100001213642;2018-08-22T10:45:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8193;BWPV100001213736;2018-08-31T15:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;Grundstücksein-/ausfahrt;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8194;BWPV100001213760;2018-09-01T08:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8195;BWPV100001213969;2018-09-02T03:00:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Sonstiger Sachschadensunfall unter Einfluss berauschender Mittel;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8196;BWPV100001214181;2018-08-16T15:42:00Z;;;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;Fußgängerfurt;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8197;BWPV100001214240;2018-07-26T14:11:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8198;BWPV100001214423;2018-08-28T02:40:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;1
8199;BWPV100001214960;2018-08-31T23:10:00Z;;;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;Fußgängerfurt;Lichtzeichenanlage in Betrieb;;;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8200;BWPV100001215331;2018-09-05T14:45:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8201;BWPV100001215424;2018-09-03T05:50:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreisverkehr;;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8202;BWPV100001215430;2018-09-03T08:35:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;TRUE;FALSE;;;;0;1;;1;;;0
8203;BWPV100001215466;2018-09-06T14:30:00Z;;;Karlsruhe, Stadt;0;0;1;2;Unfall anderer Art;;"Fußgängerfurt; Haltestelle";;;;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;;;;;TRUE;FALSE;;;;0;1;;0;;;1
8204;BWPV100001215512;2018-09-03T19:00:00Z;;;Karlsruhe, Stadt;0;0;2;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;;;;;TRUE;TRUE;;;;1;1;;0;;;0
8205;BWPV100001215567;2018-08-30T12:40:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8206;BWPV100001215691;2018-09-01T11:40:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;Fußgängerüberweg (Zebrastreifen);;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8207;BWPV100001215958;2018-09-08T20:19:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8208;BWPV100001216290;2018-09-09T10:27:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;;;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;;;;;TRUE;FALSE;;;;0;1;;1;;;0
8209;BWPV100001216635;2018-09-10T05:15:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;;;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8210;BWPV100001217148;2018-09-11T15:55:00Z;;;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Unfall mit Schwerverletzten;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8211;BWPV100001217212;2018-09-03T17:18:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;;;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Unfall durch ruhenden Verkehr;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8212;BWPV100001217440;2018-09-12T18:20:00Z;;;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit entgegenkommendem Fahrzeug;;;;;;kein Aufprall;Sonstiger Sachschadensunfall unter Einfluss berauschender Mittel;Unfall im Längsverkehr;;;;;FALSE;TRUE;;;;2;0;;0;;;0
8213;BWPV100001217645;2018-08-29T11:10:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;;;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
8214;BWPV100001217683;2018-09-09T12:52:00Z;;;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;Gefälle;;;;;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;;;;;FALSE;TRUE;;;;1;0;;0;;;0
8215;BWPV100001217689;2018-09-11T09:55:00Z;;;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug;Kreuzung;;;;;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;;;;;FALSE;TRUE;;;;1;0;;1;;;0
