Unfall_ID;Original_Unfall_ID;Datum + Uhrzeit;Koordinaten Breitengrad;Koordinaten Längengrad;Gemeinde;Anzahl der Getöteten;Anzahl der Schwerverletzten;Anzahl der Leichtverletzten;Anzahl Beteiligte;Unfallart;Charakteristik;Besonderheiten;Lichtzeichenanlage;Lichtverhältnisse;Straßenzustand;Aufprall auf Hindernis;Unfallkategorie;Unfalltyp;Beteiligter 1: Ursachen;Beteiligter 2: Ursachen;Beteiligter 1: Verkehrsbeteiligung;Beteiligter 2: Verkehrsbeteiligung;beteiligt_fuss;beteiligt_fahrrad;beteiligt_pkw;beteiligt_sonst_kfz;beteiligt_sonst;Anzahl Fahrrad;Anzahl zu Fuß;Anzahl Pkw;Anzahl Pkw/Lkw/Bus;Anzahl sonstige Kfz;Anzahl sonstige;Anzahl sonstige Verkehrsmittel
10;;2024-01-03T06:25:00Z;49.02089281;8.46788053;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;Grundstücksein-/ausfahrt;;;hell;nass;kein Aufprall;Unfall mit Schwerverletzten;Sonstiger Unfall;Falsches Verhalten gegenüber Fußgängern an anderen Stellen;;Pkw;zu Fuß;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
18;;2024-01-03T18:15:00Z;48.99663226;8.473511931;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;dunkel;nass;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Verkehrswidriges Verhalten beim Ein-/Aussteigen, Be-/Entladen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
27;;2024-01-04T14:10:00Z;49.00862605;8.416827137;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;Radverkehrsanlage auf der Fahrbahn;;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Vorfahrt regelnden Verkehrszeichen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
29;;2024-01-05T05:00:00Z;49.01034291;8.387354283;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;Kreuzung;Radverkehrsanlage auf der Fahrbahn;Lichtzeichenanlage in Betrieb;dunkel;trocken;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;Sonstige körperliche oder geistige Mängel;;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
30;;2024-01-05T08:54:00Z;49.00682346;8.429184171;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;Radverkehrsanlage auf der Fahrbahn;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Verkehrswidriges Verhalten beim Ein-/Aussteigen, Be-/Entladen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
35;;2024-01-05T14:50:00Z;49.00548782;8.459349681;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;"Fehler beim Wenden oder Rückwärtsfahren; Fehler beim Einfahren in den fließenden Verkehr";;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
37;;2024-01-05T17:00:00Z;49.00160688;8.462622865;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;Fußgängerüberweg (Zebrastreifen);;dunkel;trocken;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;Falsches Verhalten gegenüber Fußgängern an Fußgängerüberwegen;;Pkw;zu Fuß;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
46;;2024-01-07T11:30:00Z;49.00434602;8.392194855;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;hell;trocken;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Sonstiger Unfall;Andere Fehler beim Fahrzeugführer;;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
56;;2024-01-08T15:58:00Z;48.97077329;8.405882058;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreisverkehr;;;Dämmerung;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Vorfahrt regelnden Verkehrszeichen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
59;;2024-01-08T17:00:00Z;49.00031939;8.46441578;Karlsruhe, Stadt;0;0;0;3;Unfall anderer Art;;;Lichtzeichenanlage in Betrieb;dunkel;trocken;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Überschreiten-Unfall;Überschreiten der Fahrbahn ohne auf den Fahrzeugverkehr zu achten;Ungenügender Sicherheitsabstand;zu Fuß;Pkw;TRUE;;TRUE;;;0;1;1;;0;0;
64;;2024-01-09T06:25:00Z;48.99891365;8.382368826;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;dunkel;trocken;sonstiges Hindernis;Unfall mit Leichtverletzten;Sonstiger Unfall;Andere Fehler beim Fahrzeugführer;;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
65;;2024-01-09T07:15:00Z;49.00548388;8.386971309;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit vorausfahrendem/wartendem Fahrzeug;Kreuzung;;Lichtzeichenanlage in Betrieb;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;Ungenügender Sicherheitsabstand;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
75;;2024-01-10T07:00:00Z;49.02726109;8.367797706;Karlsruhe, Stadt;0;0;2;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;;Fahrrad;Fahrrad;FALSE;TRUE;FALSE;FALSE;FALSE;2;0;0;;0;0;
101;;2024-01-12T08:50:00Z;48.97073311;8.411125685;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;"Fehler beim Wenden oder Rückwärtsfahren; Fehler beim Einfahren in den fließenden Verkehr";;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
106;;2024-01-12T11:58:00Z;49.01537729;8.443462453;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Vorfahrt regelnden Verkehrszeichen;"Benutzung der falschen Fahrbahn oder verbotswidrige Benutzung anderer Straßenteile; Fehler beim Einfahren in den fließenden Verkehr";Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
107;;2024-01-12T12:00:00Z;48.99992023;8.478794751;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;Grundstücksein-/ausfahrt;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;"Fehler beim Wenden oder Rückwärtsfahren; Fehler beim Einfahren in den fließenden Verkehr";;Pkw;zu Fuß;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
139;;2024-01-15T15:00:00Z;48.9667552;8.410538358;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Regel rechts vor links;;Pkw;Pedelec;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
153;;2024-01-17T06:15:00Z;48.9993258;8.474996066;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;"Verkehrsberuhigter Bereich; Schienengleicher Wegübergang";;Dämmerung;nass;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;Nicht angepasste Geschwindigkeit – andere Fälle;;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
157;;2024-01-17T09:20:00Z;48.9886084;8.395752611;Karlsruhe, Stadt;0;1;0;1;Unfall anderer Art;Gefälle;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;hell;wgl;kein Aufprall;Unfall mit Schwerverletzten;Fahrunfall;Nicht angepasste Geschwindigkeit – andere Fälle;;Pedelec;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
189;;2024-01-19T18:15:00Z;49.00395834;8.405910748;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug;;Radverkehrsanlage auf der Fahrbahn;;dunkel;nass;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;"Unbekannter Code 6; Sonstige Fehler beim Überholen";;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
194;;2024-01-20T11:20:00Z;49.00563998;8.394654645;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;"Fußgängerfurt; Schienengleicher Wegübergang";Lichtzeichenanlage in Betrieb;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;"Nichtbeachten der Verkehrsregelung durch Polizeibeamte oder Lichtzeichen; Benutzung der falschen Fahrbahn oder verbotswidrige Benutzung anderer Straßenteile";;Pedelec;Tram;FALSE;TRUE;FALSE;TRUE;FALSE;1;0;0;;1;0;
211;;2024-01-22T15:50:00Z;48.95721644;8.467750435;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;Einmündung;;;Dämmerung;nass;kein Aufprall;Unfall mit Schwerverletzten;Sonstiger Unfall;Falsches Verhalten gegenüber Fußgängern beim Abbiegen;;Pkw;zu Fuß;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
212;;2024-01-22T15:50:00Z;48.9936739;8.389892346;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;Dämmerung;nass;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Verkehrswidriges Verhalten beim Ein-/Aussteigen, Be-/Entladen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
217;;2024-01-23T11:35:00Z;49.01441047;8.398170175;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;Fußgängerfurt;Lichtzeichenanlage in Betrieb;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;Falsches Verhalten beim Überschreiten der Fahrbahn an Stellen mit Verkehrsregelung durch Polizeibeamte oder Lichtzeichen;;zu Fuß;Pkw;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
242;;2024-01-25T19:11:00Z;49.01002404;8.394837037;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;Schienengleicher Wegübergang;;dunkel;nass;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;"Nicht angepasste Geschwindigkeit – andere Fälle; Andere Fehler beim Fahrzeugführer";;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
265;;2024-01-27T16:51:00Z;49.01905708;8.375560072;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;Dämmerung;trocken;kein Aufprall;Unfall mit Leichtverletzten;Abbiegeunfall;Nichtbeachten des Vorranges an Fußgängerüberwegen;;Pkw;Pedelec;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
270;;2024-01-28T13:45:00Z;48.98934643;8.485683818;Karlsruhe, Stadt;0;1;0;1;Unfall anderer Art;"Einmündung; Kurve; Gefälle";;;hell;wgl;kein Aufprall;Unfall mit Schwerverletzten;Fahrunfall;Nicht angepasste Geschwindigkeit – andere Fälle;;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
287;;2024-01-29T14:00:00Z;49.00693271;8.39142265;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Vorfahrt regelnden Verkehrszeichen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
297;;2024-01-30T06:55:00Z;48.96578629;8.404030205;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit entgegenkommendem Fahrzeug;;;;Dämmerung;trocken;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;"Unbekannter Code 6; Fehler beim Vorbeifahren";;Pkw;Pedelec;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
306;;2024-01-30T17:39:00Z;48.99920759;8.404276658;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;dunkel;trocken;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Unfall durch ruhenden Verkehr;Andere Fehler beim Fahrzeugführer;;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
310;;2024-01-31T12:10:00Z;49.01232402;8.383498802;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;Einmündung;;;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Verkehrswidriges Verhalten beim Ein-/Aussteigen, Be-/Entladen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
313;;2024-01-31T17:00:00Z;49.00551649;8.398259085;Karlsruhe, Stadt;0;0;1;2;Unfall anderer Art;;"Fußgängerfurt; Schienengleicher Wegübergang";Lichtzeichenanlage in Betrieb;dunkel;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Verkehrsregelung durch Polizeibeamte oder Lichtzeichen;;Fahrrad;Tram;FALSE;TRUE;FALSE;TRUE;FALSE;1;0;0;;1;0;
315;;2024-02-01T06:30:00Z;49.04241673;8.393497102;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit entgegenkommendem Fahrzeug;;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;dunkel;nass;kein Aufprall;Unfall mit Leichtverletzten;Unfall im Längsverkehr;Verstoß gegen das Rechtsfahrgebot;;Fahrrad;Fahrrad;FALSE;TRUE;FALSE;FALSE;FALSE;2;0;0;;0;0;
316;;2024-02-01T08:30:00Z;49.00693744;8.403466171;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;Kreisverkehr;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Fehler beim Einfahren in den fließenden Verkehr;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
323;;2024-02-01T13:55:00Z;49.01012441;8.395099649;Karlsruhe, Stadt;0;0;2;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;Fußgängerfurt;Lichtzeichenanlage in Betrieb;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;Falsches Verhalten beim Überschreiten der Fahrbahn in der Nähe von Kreuzungen, Einmündungen, Lichtzeichenanlagen oder Fußgängerüberwegen bzw. bei dichtem Verkehr an anderen Stellen;;zu Fuß;Pedelec;TRUE;TRUE;FALSE;FALSE;FALSE;1;1;0;;0;0;
338;;2024-02-02T14:00:00Z;49.01799238;8.385173012;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit vorausfahrendem/wartendem Fahrzeug;;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;Fehler beim Wenden oder Rückwärtsfahren;;Pkw;Pedelec;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
340;;2024-02-02T15:10:00Z;48.9884882;8.364119638;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;;Pedelec;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
341;;2024-02-02T16:00:00Z;49.0142953;8.398232783;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;Fußgängerfurt;Lichtzeichenanlage in Betrieb;hell;trocken;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Verkehrsregelung durch Polizeibeamte oder Lichtzeichen;;Pkw;Pedelec;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
349;;2024-02-03T08:30:00Z;49.01639749;8.366737697;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;;;hell;trocken;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Unfall durch ruhenden Verkehr;"Andere Fehler beim Fahrzeugführer; Unbekannter Code 6";;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
351;;2024-02-03T17:14:00Z;49.00536875;8.387996829;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;Radverkehrsanlage auf der Fahrbahn;;dunkel;trocken;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Nichtbeachten des Vorranges an Fußgängerüberwegen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
357;;2024-02-04T15:00:00Z;48.99444053;8.46510555;Karlsruhe, Stadt;0;0;0;2;Abkommen von Fahrbahn nach links;;;;hell;trocken;sonstiges Hindernis;Schwerwiegender Unfall mit Sachschaden;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
369;;2024-02-05T15:35:00Z;49.01330068;8.428449105;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;;;hell;trocken;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
371;;2024-02-05T16:07:00Z;49.01000886;8.395708617;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;Schienengleicher Wegübergang;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;"Benutzung der falschen Fahrbahn oder verbotswidrige Benutzung anderer Straßenteile; Nicht angepasste Geschwindigkeit – andere Fälle";;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
372;;2024-02-05T16:52:00Z;49.00562215;8.37909616;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;;;dunkel;trocken;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;;Pedelec;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
382;;2024-02-06T12:30:00Z;49.03698925;8.392064485;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;Andere Fehler beim Fahrzeugführer;;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
394;;2024-02-07T09:59:00Z;49.00412301;8.406884865;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;Schienengleicher Wegübergang;;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Fahrunfall;Nicht angepasste Geschwindigkeit – andere Fälle;;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
396;;2024-02-07T12:24:00Z;48.99873187;8.405830872;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;;;;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;Plötzliches Hervortreten hinter Sichthindernissen;;zu Fuß;Pkw;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
398;;2024-02-07T16:50:00Z;48.99972544;8.357707891;Karlsruhe, Stadt;0;1;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;dunkel;nass;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;"Nichtbeachten der Vorfahrt regelnden Verkehrszeichen; Nichtbeachten der Beleuchtungsvorschriften";;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
405;;2024-02-08T07:48:00Z;49.00020408;8.368786607;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;;;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;Benutzung der falschen Fahrbahn oder verbotswidrige Benutzung anderer Straßenteile;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
418;;2024-02-09T13:05:00Z;49.00559525;8.394851306;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;Kreuzung;Fußgängerfurt;Lichtzeichenanlage in Betrieb;hell;nass;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;"Falsches Verhalten beim Überschreiten der Fahrbahn in der Nähe von Kreuzungen, Einmündungen, Lichtzeichenanlagen oder Fußgängerüberwegen bzw. bei dichtem Verkehr an anderen Stellen; Andere Fehler der Fußgänger";;zu Fuß;Pkw;TRUE;FALSE;TRUE;FALSE;FALSE;0;1;1;;0;0;
420;;2024-02-09T14:50:00Z;48.97502216;8.410952463;Karlsruhe, Stadt;0;0;0;2;Zusammenstoß mit vorausfahrendem/wartendem Fahrzeug;;;;hell;trocken;kein Aufprall;Sonstiger Sachschadensunfall ohne Alkoholeinwirkung;Unfall durch ruhenden Verkehr;"Andere Fehler beim Fahrzeugführer; Unbekannter Code 5";;Fahrrad;Pkw;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
424;;2024-02-09T18:30:00Z;49.00165887;8.343644975;Karlsruhe, Stadt;0;0;2;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Grundstücksein-/ausfahrt;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;dunkel;nass;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Fehler beim Einfahren in den fließenden Verkehr;Benutzung der falschen Fahrbahn oder verbotswidrige Benutzung anderer Straßenteile;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
435;;2024-02-12T15:15:00Z;49.03651033;8.370871464;Karlsruhe, Stadt;0;0;1;1;Unfall anderer Art;;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Sonstiger Unfall;Andere Fehler beim Fahrzeugführer;;Fahrrad;;FALSE;TRUE;FALSE;FALSE;FALSE;1;0;0;;0;0;
439;;2024-02-12T17:15:00Z;48.99572608;8.463112938;Karlsruhe, Stadt;0;1;0;2;Unfall anderer Art;Kreuzung;;Lichtzeichenanlage in Betrieb;dunkel;trocken;kein Aufprall;Unfall mit Schwerverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Verkehrsregelung durch Polizeibeamte oder Lichtzeichen;;sonstige;Fahrrad;FALSE;TRUE;FALSE;FALSE;TRUE;1;0;0;;0;1;
442;;2024-02-12T18:02:00Z;49.00752682;8.389416456;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß zwischen Fahrzeug und Fußgänger;Kreuzung;Fußgängerüberweg (Zebrastreifen);;dunkel;trocken;kein Aufprall;Unfall mit Leichtverletzten;Überschreiten-Unfall;Falsches Verhalten gegenüber Fußgängern an Fußgängerüberwegen;;sonstige;zu Fuß;TRUE;FALSE;FALSE;FALSE;TRUE;0;1;0;;0;1;
445;;2024-02-13T09:15:00Z;48.98483267;8.403642855;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;"Schienengleicher Wegübergang; Fußgängerfurt; Haltestelle";Lichtzeichenanlage in Betrieb;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Verkehrsregelung durch Polizeibeamte oder Lichtzeichen;;Pedelec;Tram;FALSE;TRUE;FALSE;TRUE;FALSE;1;0;0;;1;0;
454;;2024-02-13T19:15:00Z;49.0022095;8.403268258;Karlsruhe, Stadt;1;0;0;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Einmündung;Fußgängerfurt;;dunkel;trocken;kein Aufprall;Unfall mit Getöteten;Einbiege-/Kreuzen-Unfall;"Nichtbeachten der Vorfahrt regelnden Verkehrszeichen; Nichtbeachten der Beleuchtungsvorschriften";Nichtbeachten der Beleuchtungsvorschriften;Fahrrad;Fahrrad;FALSE;TRUE;FALSE;FALSE;FALSE;2;0;0;;0;0;
472;;2024-02-17T15:45:00Z;48.9840783;8.396221251;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit einbiegendem/kreuzendem Fahrzeug;Kreuzung;;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Einbiege-/Kreuzen-Unfall;Nichtbeachten der Regel rechts vor links;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
478;;2024-02-18T12:52:00Z;49.02614682;8.345741464;Karlsruhe, Stadt;0;0;1;2;Zusammenstoß mit anfahrendem/anhaltendem/ruhendem Fahrzeug;;Radverkehrsanlage neben der Fahrbahn / baulich getrennte RVA;;hell;trocken;kein Aufprall;Unfall mit Leichtverletzten;Unfall durch ruhenden Verkehr;Verkehrswidriges Verhalten beim Ein-/Aussteigen, Be-/Entladen;;Pkw;Fahrrad;FALSE;TRUE;TRUE;FALSE;FALSE;1;0;1;;0;0;
